year,doit_VERB assurer_VERB,doit_VERB rassurer_VERB
1872,3.3018471867762855e-07,3.930770375859538e-08
1873,2.1190456322983664e-07,3.831042860724665e-08
1874,2.401792755790666e-07,4.660195074279727e-08
1875,2.425927618787682e-07,4.4627910256167524e-08
1876,1.608239870165562e-07,3.3253080289341597e-08
1877,3.0491142410937755e-07,5.8755752263550676e-08
1878,2.892723500735883e-07,3.563062378475479e-08
1879,2.9324760930649063e-07,3.9099681714560575e-08
1880,2.855941545476526e-07,3.2089232604448625e-08
1881,2.963315637316555e-07,6.623881887435346e-08
1882,2.5822893690019555e-07,4.791877472598571e-08
1883,2.603567565984122e-07,4.865891156669022e-08
1884,3.399873946818843e-07,4.423137056619453e-08
1885,2.752286434315465e-07,4.963139588198828e-08
1886,3.1041162174005876e-07,3.9366128135043255e-08
1887,2.3765285561694327e-07,3.4603299781110763e-08
1888,3.265416523845488e-07,3.7409627395845746e-08
1889,3.1576288961332466e-07,3.3831739187917265e-08
1890,4.1030457964552625e-07,3.47382496102e-08
1891,3.9775133586772426e-07,6.182993672609882e-08
1892,3.917820095011848e-07,4.387958796314706e-08
1893,3.756634043838858e-07,5.049901474762919e-08
1894,4.3102528479721514e-07,4.537108111435373e-08
1895,4.152844041982462e-07,3.972285611553161e-08
1896,3.8861421103320026e-07,4.8945342001616154e-08
1897,3.1988656701287255e-07,3.8456310136325556e-08
1898,4.1079655943576654e-07,4.356933303029109e-08
1899,4.1014632756741776e-07,1.8241008703512307e-08
1900,4.09574084869746e-07,3.6856476981483866e-08
1901,5.191938612369995e-07,5.1416396473769055e-08
1902,4.6205769876905833e-07,3.633610035080892e-08
1903,5.130209501658101e-07,3.0241231741001684e-08
1904,4.5845553131584893e-07,5.374625189347171e-08
1905,5.568459187088592e-07,3.509316215399849e-08
1906,5.401393536885735e-07,1.9547901075611662e-08
1907,5.266271614345897e-07,2.8799922446864912e-08
1908,5.510578375833575e-07,3.781769564170645e-08
1909,5.126916562403494e-07,2.0353638774395222e-08
1910,5.290709168548346e-07,4.5959694716657395e-08
1911,6.373808218995691e-07,2.7133907565257687e-08
1912,5.136489562573843e-07,3.1777467768279166e-08
1913,5.711319772672141e-07,2.704524781904638e-08
1914,5.524813673218887e-07,2.8795998474606677e-08
1915,5.572300665335206e-07,2.9451904026700504e-08
1916,7.482461796826101e-07,4.394984820521586e-09
1917,7.709396641075728e-07,1.315970976634162e-08
1918,7.87965404924762e-07,3.101321510712296e-08
1919,7.660929668418248e-07,2.1178051312631396e-08
1920,6.905875125085004e-07,2.0445025228355007e-08
1921,7.186537231973489e-07,3.180553775905537e-08
1922,6.551606475113658e-07,3.098733003525922e-08
1923,6.78359072026069e-07,4.0340601970001444e-08
1924,6.265329375310102e-07,2.9650736976805092e-08
1925,6.488925237135845e-07,2.5295809891190402e-08
1926,5.61765375550749e-07,1.3375366592072169e-08
1927,6.154372158562182e-07,2.2298449309232637e-08
1928,6.672808012808673e-07,2.6279895593006586e-08
1929,5.859853899892187e-07,1.4482528065684619e-08
1930,6.165615218378662e-07,9.453243521306831e-09
1931,6.854619414298213e-07,2.6232321204133768e-08
1932,5.940069058851805e-07,1.8631212128639163e-08
1933,6.366217348841019e-07,1.3764794637438627e-08
1934,6.446090310419095e-07,1.3179738189705859e-08
1935,7.013414347056823e-07,8.377798899061872e-09
1936,7.432449820043985e-07,1.33371855781661e-08
1937,7.856857564547681e-07,2.392312481447334e-08
1938,7.467963314411463e-07,2.463390735840676e-08
1939,7.539966873082449e-07,2.141167065872196e-08
1940,6.31409932339011e-07,1.0143131667916805e-08
1941,6.611365961362026e-07,2.066051862925633e-08
1942,6.948345117052668e-07,1.517105907566929e-08
1943,6.851635134808021e-07,2.0322646676618206e-08
1944,7.647383313269529e-07,1.2852744646352221e-08
1945,8.234745223489881e-07,1.3071024262956144e-08
1946,7.837581961211981e-07,1.8097434661967782e-08
1947,8.010825354176632e-07,2.622591566137089e-08
1948,8.273506750811066e-07,2.9354097819123126e-08
1949,1.0572917972240248e-06,1.570721330779179e-08
1950,9.422930133951013e-07,6.381216888229346e-09
1951,9.296742291553528e-07,2.8785784422780125e-08
1952,8.80491143107065e-07,1.4762725264461096e-08
1953,8.672931244291249e-07,1.0773827163745864e-08
1954,7.700758715145639e-07,2.247683283940205e-08
1955,8.803700097814726e-07,1.6894095011821264e-08
1956,9.244409966413514e-07,1.3081712602058815e-08
1957,9.002903311738919e-07,1.8553580005686854e-08
1958,1.0083864481202909e-06,1.7371711180658167e-08
1959,1.062627575265651e-06,2.7902691712711203e-08
1960,9.931395652529318e-07,2.4914999841030294e-08
1961,9.074295803657151e-07,1.459113452284555e-08
1962,1.0058342923002783e-06,2.6002021868976044e-08
1963,8.826162911645952e-07,2.2631185814248056e-08
1964,8.499303589815099e-07,2.068549243006146e-08
1965,8.738853125578316e-07,1.91521518644322e-08
1966,8.912371072256065e-07,1.9386762417639147e-08
1967,8.726693749849801e-07,1.824224149515885e-08
1968,8.268696660707064e-07,2.784677910483424e-08
1969,1.0296164418832632e-06,3.76965907378235e-08
1970,9.32161583477864e-07,1.839489982558007e-08
1971,9.464928325542132e-07,1.4387513402880359e-08
1972,9.911443612509174e-07,2.4111690422046195e-08
1973,9.427578220311261e-07,1.1026407342740185e-08
1974,9.56347207647923e-07,2.6440186928766707e-08
1975,9.749496712174732e-07,1.5420996035686585e-08
1976,1.025006667987327e-06,1.656922776760439e-08
1977,9.420481319466489e-07,2.11564152863275e-08
1978,8.423758686149085e-07,2.0198010375338527e-08
1979,8.479509574499389e-07,2.5163485517509798e-08
1980,9.11329664177174e-07,1.591842213599648e-08
1981,8.988606055027049e-07,2.277197808098208e-08
1982,8.44220323870104e-07,3.041676066573018e-08
1983,8.980379675449512e-07,2.2103606056589342e-08
1984,8.066421059993445e-07,1.9716628330002095e-08
1985,8.566154861000541e-07,1.564045071233977e-08
1986,8.416257628596213e-07,2.2179596825822046e-08
1987,8.280156862383592e-07,1.4054879038383206e-08
1988,8.485123430546082e-07,2.2187249371086182e-08
1989,8.577935091125255e-07,3.5123981945162086e-08
1990,8.532587685294857e-07,2.2884334427430986e-08
1991,8.21191292743606e-07,1.875668864670388e-08
1992,7.510054160775326e-07,2.0937788391961476e-08
1993,7.721654924353061e-07,2.1048988330107932e-08
1994,7.917664675005653e-07,1.8989736005892155e-08
1995,8.307194434564735e-07,2.3858783393393423e-08
1996,7.959095569276542e-07,2.6690461396583487e-08
1997,7.72457497077994e-07,2.3494983736327413e-08
1998,7.357223239523591e-07,2.6224711291433778e-08
1999,7.81047390319145e-07,2.2393985332769262e-08
2000,8.283809052045399e-07,1.8555732950176207e-08
2001,7.693407724218559e-07,2.1467938537966802e-08
2002,8.381276757063461e-07,2.6725450297249154e-08
2003,8.071329489212076e-07,3.333538245442469e-08
2004,8.430770321865566e-07,1.9821561281219147e-08
2005,7.692404437875666e-07,2.9724747108161864e-08
2006,7.659275524929399e-07,3.459027553276428e-08
2007,7.110173214641691e-07,3.994479413904628e-08
2008,7.395172474389256e-07,3.5762493411084506e-08
2009,6.818515316808771e-07,2.86091541568112e-08
2010,6.958147196201026e-07,3.4011311100812236e-08
2011,6.493104365290492e-07,3.976930784688193e-08
2012,5.504676892087446e-07,3.710635354536862e-08
2013,5.98267320128798e-07,2.2591912340885756e-08
2014,5.01084002735297e-07,2.8583876598986535e-08
2015,5.41731026260095e-07,2.46039864038039e-08
2016,4.931860644319386e-07,3.3348573680314075e-08
2017,4.983426151738968e-07,2.6665480490351e-08
2018,4.540799807273288e-07,2.1684320117287825e-08
2019,4.7040214212756837e-07,2.5764975930542278e-08
