year,voulaient_VERB avoir_VERB,voulaient_VERB ravoir_VERB
1893,7.944357349742859e-08,6.158416554491453e-10
1894,1.2035940244459198e-07,0.0
1895,8.546432894718237e-08,0.0
1896,1.3445226443309366e-07,0.0
1897,1.3692776690277242e-07,0.0
1898,6.507108452069588e-08,0.0
1899,1.210539721796522e-07,1.6582735185011188e-09
1900,1.1108853925634321e-07,0.0
1901,1.1401027677493403e-07,0.0
1902,8.789407957010553e-08,0.0
1903,1.0206416334312962e-07,0.0
1904,1.1071728067690856e-07,0.0
1905,8.618467717269596e-08,0.0
1906,9.002322798323803e-08,0.0
1907,1.0285686613542566e-07,0.0
1908,9.577208714972585e-08,0.0
1909,8.471514689745163e-08,0.0
1910,7.428369741546703e-08,0.0
1911,9.949099677442064e-08,0.0
1912,9.481146889811498e-08,5.209421227725386e-10
1913,9.969620862193551e-08,0.0
1914,7.701255100300841e-08,0.0
1915,9.071186468645465e-08,0.0
1916,9.119593613604593e-08,0.0
1917,9.102132025873289e-08,0.0
1918,1.0222874635701373e-07,6.89182577673364e-09
1919,1.0036554698444888e-07,0.0
1920,1.1888403861348706e-07,7.572231730534895e-10
1921,9.238751630391562e-08,0.0
1922,9.00108148016443e-08,4.426761179843197e-09
1923,7.961961046021315e-08,0.0
1924,8.895220560134476e-08,0.0
1925,8.248633776020142e-08,0.0
1926,9.697140512798796e-08,0.0
1927,8.807887752482202e-08,1.1149224876660924e-09
1928,8.569531217972326e-08,0.0
1929,9.469345485513259e-08,0.0
1930,7.877702756786675e-08,1.0503603542488804e-09
1931,6.957267828511249e-08,3.4216069977333063e-09
1932,9.096415709564099e-08,0.0
1933,8.25887696009886e-08,0.0
1934,6.470052937856963e-08,1.1981580172459871e-09
1935,6.462873614054843e-08,0.0
1936,6.183604739362636e-08,0.0
1937,7.680581859403901e-08,0.0
1938,6.871563584809337e-08,0.0
1939,4.129393715857077e-08,0.0
1940,7.353770570261986e-08,0.0
1941,6.198155233505531e-08,0.0
1942,8.799214157306778e-08,0.0
1943,7.83873517207212e-08,0.0
1944,4.4984606262232774e-08,0.0
1945,6.753362669087437e-08,0.0
1946,8.213451252458981e-08,0.0
1947,7.510148947176276e-08,0.0
1948,7.827759418432834e-08,0.0
1949,5.890204946013e-08,0.0
1950,4.998619829166273e-08,1.0635361480382244e-09
1951,6.290227361205325e-08,2.1322803522849654e-09
1952,5.483298082253896e-08,0.0
1953,6.572035005092403e-08,0.0
1954,5.765796373680132e-08,0.0
1955,5.7252208307545516e-08,0.0
1956,5.6687419203171885e-08,0.0
1957,5.566073824070372e-08,0.0
1958,7.52774127477096e-08,0.0
1959,5.735553543217975e-08,0.0
1960,7.820541725322983e-08,1.3841666701708277e-09
1961,5.489045662443459e-08,0.0
1962,8.751899827075249e-08,6.341956404476434e-10
1963,8.599850787049945e-08,6.466053248388448e-10
1964,5.962289151284494e-08,1.2167936658258327e-09
1965,5.362602450986742e-08,5.472043373977442e-10
1966,7.311578542612551e-08,0.0
1967,9.170424419835399e-08,4.930335584241163e-10
1968,7.859977557700404e-08,4.4914158503495116e-10
1969,7.948076330421827e-08,9.083515606356229e-10
1970,5.840380623567398e-08,9.197450023812337e-10
1971,7.656212375195537e-08,0.0
1972,6.617889170001945e-08,0.0
1973,6.229920046507686e-08,0.0
1974,5.62557183059198e-08,0.0
1975,7.424924319821002e-08,0.0
1976,5.999203267492703e-08,0.0
1977,5.9355496517810025e-08,0.0
1978,5.8217796805593025e-08,0.0
1979,7.139407642853257e-08,0.0
1980,8.072913715295726e-08,0.0
1981,8.223214109648325e-08,1.2651099057237047e-09
1982,7.324852902002021e-08,0.0
1983,6.504775740268087e-08,0.0
1984,6.494889248642721e-08,0.0
1985,5.7147801157952927e-08,0.0
1986,5.7547062226603884e-08,0.0
1987,5.499735067360234e-08,0.0
1988,6.596209090048433e-08,0.0
1989,8.616351721002502e-08,0.0
1990,6.102489180648263e-08,5.44865097484859e-10
1991,5.8614652687083435e-08,0.0
1992,6.942529751086113e-08,5.509944167592096e-10
1993,8.364203551991523e-08,0.0
1994,9.336620365729686e-08,0.0
1995,8.350573921234172e-08,0.0
1996,8.113899951922576e-08,0.0
1997,7.815678060296705e-08,0.0
1998,6.532336982445486e-08,0.0
1999,7.266619661550067e-08,0.0
2000,5.920162138295382e-08,0.0
2001,9.200545036947005e-08,0.0
2002,6.440395594609072e-08,4.38122149670761e-10
2003,7.917153510561548e-08,0.0
2004,6.783378836416887e-08,0.0
2005,8.422011887887493e-08,0.0
2006,9.26525203226447e-08,0.0
2007,8.468296641694906e-08,0.0
2008,6.85447787418525e-08,0.0
2009,8.201291024079183e-08,0.0
2010,9.447585824773341e-08,0.0
2011,8.068580825693061e-08,3.82397197240536e-10
2012,1.0042545284250082e-07,6.808505426114664e-10
2013,1.0180306730944721e-07,0.0
2014,1.0155937957279093e-07,6.496335691608124e-10
2015,9.198787864761471e-08,0.0
2016,1.1185236559185796e-07,4.1426800878596737e-10
2017,9.031044356788698e-08,2.515611330355938e-10
2018,1.1978005431956262e-07,2.5814667070633845e-10
2019,9.719263260876687e-08,2.55098775436835e-10
