year,avait_VERB accompagné_VERB,avait_VERB raccompagné_VERB
1856,8.14889574485278e-07,0.0
1857,8.855057558321278e-07,0.0
1858,9.185429803437728e-07,4.893676019968041e-10
1859,9.048791866916872e-07,0.0
1860,1.036274397847592e-06,0.0
1861,8.361403729395533e-07,0.0
1862,9.551023367748712e-07,0.0
1863,8.24611902316974e-07,0.0
1864,8.208574513446365e-07,0.0
1865,7.959274057611765e-07,0.0
1866,8.568344469495059e-07,0.0
1867,8.366246788682474e-07,0.0
1868,8.101393405013368e-07,0.0
1869,7.427832429129921e-07,0.0
1870,8.45772206048423e-07,0.0
1871,7.201157927738677e-07,0.0
1872,8.248570679825207e-07,0.0
1873,7.410673674712598e-07,0.0
1874,8.203138577300706e-07,0.0
1875,8.622341169939318e-07,0.0
1876,7.775175276947266e-07,6.04601479992084e-10
1877,8.553600423510943e-07,0.0
1878,7.693798806940322e-07,0.0
1879,7.899357683527342e-07,0.0
1880,8.760360401538492e-07,0.0
1881,7.181682804002776e-07,0.0
1882,7.860010100557702e-07,0.0
1883,8.398401405429468e-07,0.0
1884,8.436968528258149e-07,0.0
1885,6.394070624082815e-07,0.0
1886,7.214972583824419e-07,0.0
1887,6.672560743936629e-07,0.0
1888,7.913087074484793e-07,0.0
1889,7.198642038019898e-07,0.0
1890,6.161123451420281e-07,0.0
1891,7.177371799116372e-07,0.0
1892,7.146103939703607e-07,0.0
1893,7.340832439695077e-07,0.0
1894,7.44841941013874e-07,0.0
1895,7.168169986471185e-07,0.0
1896,8.190973517230304e-07,0.0
1897,6.98622955042083e-07,0.0
1898,7.186110906332033e-07,1.13167097914868e-09
1899,7.445648293469276e-07,1.6582735185011188e-09
1900,6.353848789331096e-07,0.0
1901,6.354396191454725e-07,0.0
1902,5.298196015246504e-07,0.0
1903,7.382101330222213e-07,0.0
1904,6.626912636420457e-07,0.0
1905,6.910256615810795e-07,0.0
1906,6.013551683281548e-07,0.0
1907,5.873127406630374e-07,0.0
1908,5.947692329755228e-07,0.0
1909,7.118272833395167e-07,0.0
1910,6.557272627105704e-07,0.0
1911,6.565341550412995e-07,0.0
1912,6.329447046482528e-07,0.0
1913,6.241618848434882e-07,3.71209285532359e-09
1914,6.241365326786763e-07,0.0
1915,3.5577900803218654e-07,0.0
1916,5.076207685306144e-07,4.394984820521586e-09
1917,5.263883622319554e-07,1.0966424435210342e-09
1918,5.341165092431766e-07,0.0
1919,5.009069354855455e-07,0.0
1920,5.383856773732987e-07,7.572231730534895e-10
1921,5.414514134827186e-07,7.572747429129834e-10
1922,5.408026595432602e-07,0.0
1923,5.700763949789689e-07,0.0
1924,6.25243785634666e-07,0.0
1925,6.202972144819796e-07,0.0
1926,5.740261030950933e-07,0.0
1927,6.879071747789567e-07,0.0
1928,7.03844136751286e-07,0.0
1929,6.895911610627081e-07,2.2280812750352652e-09
1930,5.861010663466004e-07,2.100720708497761e-09
1931,6.204513738339301e-07,0.0
1932,6.203097768775478e-07,0.0
1933,7.123281307030993e-07,6.882397318719313e-09
1934,6.290329679359274e-07,2.3963160344919743e-09
1935,6.630429538745375e-07,1.196828414151696e-09
1936,5.480371214616753e-07,0.0
1937,5.527500661628437e-07,7.554670666820584e-09
1938,5.445390343084e-07,3.8895642262559704e-09
1939,6.331736699394241e-07,6.117620188206274e-09
1940,4.868703058491519e-07,2.5357829169792012e-09
1941,5.607855086964264e-07,0.0
1942,6.098765652495786e-07,0.0
1943,7.170991125349246e-07,8.709705845433291e-09
1944,5.912262395213475e-07,0.0
1945,6.208736635926471e-07,8.714016175304096e-09
1946,5.874705948372139e-07,0.0
1947,6.163090233712865e-07,1.3112957830685446e-08
1948,6.012153903611761e-07,0.0
1949,5.831303155900969e-07,3.9268033269479474e-09
1950,4.966713618159702e-07,7.444753258312176e-09
1951,5.170779786567437e-07,2.1322803522849654e-09
1952,5.261857154437166e-07,6.326882129314981e-09
1953,6.378105581461568e-07,6.464296653518886e-09
1954,4.905813284494798e-07,3.9090144454689835e-09
1955,5.950475383542653e-07,1.1262729415761896e-08
1956,5.276290835354303e-07,9.593255967388359e-09
1957,5.504228397512634e-07,2.6505113659425206e-09
1958,4.814445446754689e-07,9.099467845885556e-09
1959,5.247256353868579e-07,3.8753737996444215e-09
1960,5.481300036080938e-07,2.7683333403416555e-09
1961,5.54463099433633e-07,5.55852741612739e-09
1962,4.972093847754877e-07,5.0735651235811474e-09
1963,4.739617054383416e-07,9.69907976156037e-09
1964,5.475571356328146e-07,1.0951143103454797e-08
1965,4.875590775554883e-07,4.924839203113152e-09
1966,5.627699692922761e-07,3.8773522170743036e-09
1967,5.423369202617323e-07,3.451234853457663e-09
1968,5.501984219336009e-07,1.0330256650092906e-08
1969,4.6780104412391665e-07,9.083515273289322e-09
1970,4.3917825109929254e-07,9.197450023812337e-10
1971,4.4447139657677326e-07,5.652237344833111e-09
1972,4.5914813995295845e-07,5.643161493651405e-09
1973,4.245166849159432e-07,3.3079223804577396e-09
1974,4.1291696106782183e-07,4.500457340128605e-09
1975,4.2836100533349963e-07,7.996072248772634e-09
1976,4.427983242294431e-07,4.570821499072508e-09
1977,4.166638234437414e-07,5.289103821581875e-09
1978,4.336631604928698e-07,5.940591130126904e-09
1979,4.090529444056301e-07,5.851973128301324e-09
1980,3.9511797922386904e-07,8.527726080842513e-09
1981,4.7251853629859397e-07,8.223214109648325e-09
1982,4.1404041439818684e-07,1.1794254461960918e-08
1983,3.846027425424836e-07,9.47297440490047e-09
1984,4.418844525844179e-07,1.1598016769198694e-08
1985,4.505652952957462e-07,1.0828004270990732e-08
1986,4.861527713728719e-07,1.0790073723399018e-08
1987,4.4547854827214906e-07,1.2221633483022742e-08
1988,4.5273981186255696e-07,7.795519785247507e-09
1989,4.0557222291681683e-07,6.036934507847036e-09
1990,4.6095587435956986e-07,1.0352437129768077e-08
1991,4.3257614379399456e-07,9.37834432335194e-09
1992,4.699982412148529e-07,7.162927584403178e-09
1993,4.990826028006268e-07,1.606370148010683e-08
1994,4.816008072339173e-07,1.5297286992677073e-08
1995,5.248932666290784e-07,1.4098372247417501e-08
1996,5.188625777918787e-07,2.1352368761995422e-08
1997,4.7277660542022204e-07,8.630809844589749e-09
1998,5.273550982565212e-07,1.2397135762398648e-08
1999,4.812421821043245e-07,1.0054442611817649e-08
2000,5.023301810069825e-07,1.590491294223284e-08
2001,5.099730628899124e-07,1.3581756164171566e-08
2002,5.616726070911682e-07,1.4019908789464353e-08
2003,5.39199845661642e-07,1.0833999475323708e-08
2004,5.580870379162661e-07,1.2333415178034102e-08
2005,5.476559294947947e-07,1.1259373877692269e-08
2006,5.472675752571377e-07,9.471146533712727e-09
2007,5.98772487592214e-07,2.7162460725094206e-08
2008,6.560714496117726e-07,2.9802077250451475e-08
2009,6.775601377739804e-07,5.3403756083980625e-08
2010,7.666716328458278e-07,4.393127639445993e-08
2011,7.705303346483561e-07,6.921388973069043e-08
2012,8.912333555599616e-07,7.080845421114645e-08
2013,9.633638455852633e-07,6.749682768258936e-08
2014,1.1498514140839688e-06,8.596817480110985e-08
2015,9.739632105265628e-07,6.272908592563908e-08
2016,1.0008715207732166e-06,6.483294612280588e-08
2017,9.418448598808027e-07,7.421053282996581e-08
2018,1.0090952855534852e-06,7.382994482441063e-08
2019,1.0127421319339192e-06,7.372354815515791e-08
