year,veut_VERB entrer_VERB,veut_VERB rentrer_VERB
2004,1.4183427765601664e-07,7.091713882800832e-08
2005,1.7519586492653616e-07,7.836523963078434e-08
2006,1.5606802605816483e-07,9.059358063723266e-08
2007,1.8574328919385152e-07,8.348462188223493e-08
2008,1.541193199727786e-07,9.579239446111387e-08
2009,1.5019806198779406e-07,1.0633069535970208e-07
2010,1.4360330169438384e-07,1.1903958352377231e-07
2011,1.6328360175066337e-07,1.3766299389317282e-07
2012,1.7872326907308889e-07,1.365105362083341e-07
2013,1.7515705508230894e-07,1.2662627568715834e-07
2014,1.860117464502764e-07,1.5677822773341177e-07
2015,1.8574901616830175e-07,1.3565441747687146e-07
2016,2.0381986587381107e-07,1.3090868833387503e-07
2017,1.6150224269040336e-07,1.54710093624999e-07
2018,1.6598831109604362e-07,1.5953463616824592e-07
2019,1.8596701067963295e-07,1.62497926226024e-07
