year,ont_VERB envoyé_VERB,ont_VERB renvoyé_VERB
1857,1.1393442491680617e-06,1.2691923245711223e-07
1858,9.738415656102006e-07,8.661806560894547e-08
1859,1.06731954474526e-06,7.281808223069675e-08
1860,1.162604689852742e-06,9.062824091188304e-08
1861,1.1747465578082483e-06,8.771692705522582e-08
1862,1.4028347550265607e-06,1.0436548336656415e-07
1863,9.170123576041078e-07,6.343168479361339e-08
1864,8.712020758139261e-07,7.192092255081661e-08
1865,8.227564194385195e-07,7.295609094626343e-08
1866,1.0363755791331641e-06,9.244664767038557e-08
1867,1.2500842103690957e-06,8.346835755901338e-08
1868,1.3792127901979256e-06,9.830349512185421e-08
1869,9.576581305736909e-07,7.911300770047092e-08
1870,1.0321288073100732e-06,8.601072920555453e-08
1871,1.0472481335455086e-06,1.0514965254060371e-07
1872,1.1193625368832727e-06,7.49870068261771e-08
1873,8.715622357158281e-07,8.440266441311906e-08
1874,9.332339345746732e-07,9.43988212043223e-08
1875,1.0636318847900839e-06,8.58229043387837e-08
1876,1.0006154980146675e-06,5.441413364337677e-08
1877,1.0644068879628321e-06,5.751878973114799e-08
1878,1.1794339798143483e-06,9.904105269242791e-08
1879,1.1882638091265108e-06,9.652733723441997e-08
1880,1.047392515829415e-06,7.123809098175116e-08
1881,1.0849221325770486e-06,8.645909588267386e-08
1882,1.0023010190707282e-06,9.716862336972554e-08
1883,1.21900052363344e-06,1.0174135667284645e-07
1884,1.140113113251573e-06,1.0826782670392276e-07
1885,1.084155883290805e-06,1.3664747200436977e-07
1886,1.1248387181694852e-06,7.937760670984062e-08
1887,9.937023150996538e-07,1.1099172070316854e-07
1888,1.175549982690427e-06,9.13048552320106e-08
1889,1.3852217080057017e-06,1.1026640578393199e-07
1890,1.1758569371522753e-06,8.586246025288347e-08
1891,1.188154669762298e-06,8.031517495510343e-08
1892,1.0737961702034227e-06,6.644623340434919e-08
1893,1.1466971727713826e-06,6.343169189904074e-08
1894,1.1134819715152844e-06,1.0838647312993999e-07
1895,1.0658966402843362e-06,1.0291830676578684e-07
1896,1.0903606835199753e-06,1.0260830407560206e-07
1897,1.2043816468576551e-06,1.042981736532056e-07
1898,1.066599907062482e-06,1.1429877133650734e-07
1899,1.1486307585073519e-06,7.849160965633928e-08
1900,1.2889385061498615e-06,7.47511634813236e-08
1901,1.1814594245151966e-06,7.544797853142882e-08
1902,9.894222330331104e-07,7.758248443678895e-08
1903,1.1270259392404114e-06,7.182293160212794e-08
1904,1.1103975339210592e-06,1.1071728067690856e-07
1905,1.0584716392258997e-06,7.947569002908494e-08
1906,1.1373791721780435e-06,6.224463078297049e-08
1907,1.0275400654791156e-06,8.537119811080629e-08
1908,1.0097816129928106e-06,8.889614377949329e-08
1909,9.621220442568301e-07,6.656190265630357e-08
1910,9.330886996394838e-07,1.0153886620400954e-07
1911,9.182965641230112e-07,9.629876984718067e-08
1912,9.814549457587418e-07,7.553660452686017e-08
1913,1.0112801192008192e-06,6.310557409960893e-08
1914,1.1083110393883544e-06,7.433385462718434e-08
1915,1.6610874808975495e-06,9.071186468645465e-08
1916,1.5393434296129271e-06,9.778841558727436e-08
1917,1.4574378610632266e-06,5.592876561877347e-08
1918,1.256609607480641e-06,6.547234221443432e-08
1919,1.1472978940219036e-06,5.248473655683483e-08
1920,1.0691991292333114e-06,6.209229752585088e-08
1921,8.670795637044648e-07,8.254294669995943e-08
1922,9.524914617031754e-07,1.0033992481339737e-07
1923,8.991708000394283e-07,6.051090650771584e-08
1924,8.534255471204233e-07,5.0277336072213075e-08
1925,8.864531650942808e-07,8.028669640225417e-08
1926,7.568228284071665e-07,4.2355324580967135e-08
1927,7.927098977233982e-07,3.6792442870137165e-08
1928,9.266519214179425e-07,4.4561559775502246e-08
1929,7.642318564649031e-07,4.67897081080082e-08
1930,8.360868264389865e-07,4.516549623190258e-08
1931,7.892506914686237e-07,5.1324104077821175e-08
1932,7.266172588060726e-07,7.233294496700182e-08
1933,7.7656380881308e-07,4.817677989876756e-08
1934,7.344708592427196e-07,3.9539216345474415e-08
1935,6.666334115834616e-07,5.744776387928141e-08
1936,6.86258829318831e-07,6.30485175179274e-08
1937,6.408878903130244e-07,5.288269733227935e-08
1938,7.57168550080678e-07,5.4453899167583586e-08
1939,5.995267997604969e-07,6.117620188206274e-08
1940,8.393441248699673e-07,4.3108308034334186e-08
1941,5.637369895339361e-07,8.559357667081713e-08
1942,6.432529175981472e-07,6.371844563091145e-08
1943,5.71937334825634e-07,7.258088174921795e-08
1944,5.944394274592923e-07,5.462416652335378e-08
1945,6.644437462455244e-07,3.703456741277478e-08
1946,6.835261956439354e-07,4.037120149291695e-08
1947,7.080997193043004e-07,5.8412268799656886e-08
1948,6.110000754233624e-07,3.696441908118686e-08
1949,6.862088639536523e-07,5.4975245689092844e-08
1950,7.497930027966504e-07,4.679559140186029e-08
1951,6.929911364750296e-07,4.904244832459881e-08
1952,5.968358891550452e-07,3.374337254058446e-08
1953,7.283107379407738e-07,4.5250075686453783e-08
1954,6.606234137507272e-07,5.472620046020893e-08
1955,6.494840363302501e-07,4.129667274810345e-08
1956,5.790838031316525e-07,3.750090726839517e-08
1957,6.44074248157267e-07,3.0922631566454584e-08
1958,6.179365641401091e-07,3.557064687242928e-08
1959,5.944823442405323e-07,4.960478605653407e-08
1960,6.201066753419582e-07,4.844583401109048e-08
1961,7.663819587833132e-07,4.655266749864495e-08
1962,7.217146276161657e-07,6.088278325933061e-08
1963,5.994031084810558e-07,5.366824140651261e-08
1964,7.312929710678873e-07,3.772060352957851e-08
1965,6.954967375349952e-07,5.7456453816939757e-08
1966,6.691202543152031e-07,6.646889971761993e-08
1967,6.394645311047498e-07,6.113616279890266e-08
1968,7.343464858422522e-07,6.871866276014771e-08
1969,1.046875127030944e-06,9.673944134647172e-08
1970,7.13262238605239e-07,5.794393587166269e-08
1971,6.464103989856085e-07,6.422996534638514e-08
1972,7.012910714365717e-07,6.976999600283307e-08
1973,6.207867500052089e-07,7.167164994825725e-08
1974,6.44690487661137e-07,7.538265833773039e-08
1975,5.922805144109589e-07,4.0551508817543436e-08
1976,6.210603942236048e-07,5.713526718409412e-08
1977,5.565312335420458e-07,5.05403221495726e-08
1978,5.916829195484752e-07,5.22772047872877e-08
1979,5.717378144254326e-07,7.549045477617256e-08
1980,5.884131155653449e-07,6.708477684469472e-08
1981,5.756249947808101e-07,6.57857128771866e-08
1982,6.306822228907549e-07,7.200702611953602e-08
1983,5.3680184919358e-07,7.578379523920376e-08
1984,5.178514470571827e-07,6.610869718315371e-08
1985,5.600484769274772e-07,7.278825364664954e-08
1986,5.227191195444902e-07,7.972665372335541e-08
1987,4.888653393209097e-07,6.294141030593892e-08
1988,5.498839641404629e-07,6.776105720973646e-08
1989,6.508913088509871e-07,8.067539880585173e-08
1990,6.173321480673621e-07,6.374921923679722e-08
1991,5.609422260022257e-07,8.733583456432825e-08
1992,4.859770683651732e-07,8.099618042933798e-08
1993,6.048814498171851e-07,8.862731704084581e-08
1994,6.166389425743546e-07,7.173900229417995e-08
1995,6.154481866360584e-07,7.157635195653711e-08
1996,5.508911158358387e-07,8.060519007813127e-08
1997,5.629206043522572e-07,7.575933125281153e-08
1998,5.645464966619329e-07,8.582632915477006e-08
1999,5.132336013957683e-07,9.048998350635884e-08
2000,5.78320339172933e-07,8.217538294275073e-08
2001,5.485277370098629e-07,8.937671935882463e-08
2002,6.317721386039921e-07,8.893879765992097e-08
2003,6.179546403473068e-07,9.042222615107676e-08
2004,6.184326934999262e-07,9.07387018855843e-08
2005,5.715258453165006e-07,8.286899344511767e-08
2006,5.765045898442622e-07,6.753339221177157e-08
2007,5.400536338129314e-07,7.030283910580692e-08
2008,5.713483801628172e-07,8.898049230765537e-08
2009,6.203418365657853e-07,7.438380578150827e-08
2010,5.980322157483897e-07,7.274640978494062e-08
2011,5.288553097670956e-07,7.877382302012848e-08
2012,6.399994845196488e-07,6.944675590148108e-08
2013,6.565600187968812e-07,7.419072289849282e-08
2014,6.73020338126662e-07,7.557403591818002e-08
2015,5.995836431793578e-07,6.516731332339987e-08
2016,6.466723334597191e-07,6.731855251018715e-08
2017,6.530527230097505e-07,6.590901335812305e-08
2018,6.64985805087781e-07,7.563697579371365e-08
2019,6.443794973165495e-07,6.453998935285199e-08
