year,voulait_VERB emporter_VERB,voulait_VERB remporter_VERB
1873,2.6937019725892242e-08,0.0
1874,3.465273329394947e-08,7.766991494406739e-09
1875,2.0025344937835143e-08,1.4303817685856757e-08
1876,2.5997862973525798e-08,6.650616057868319e-09
1877,3.7727377666385564e-08,1.2369631985365004e-09
1878,3.079935129157718e-08,1.2078177347163432e-09
1879,3.360128886242819e-08,6.10932526790009e-10
1880,1.7969970400599777e-08,7.059631101924424e-09
1881,3.346803723047742e-08,5.5780060570498335e-09
1882,3.793569502974492e-08,6.655385131892899e-10
1883,1.76941486462745e-08,3.791603475633565e-09
1884,3.036780782394999e-08,1.9805090900604227e-09
1885,1.546952566044979e-08,6.445635691854079e-10
1886,2.7104547439815718e-08,3.872078213618124e-09
1887,1.9586773092328258e-08,1.9586774424595887e-09
1888,4.248211848967287e-08,1.9021844099853524e-09
1889,2.6313573542324775e-08,1.8795409673089125e-09
1890,1.9007721618891082e-08,5.898947996740844e-09
1891,2.2947192590550003e-08,1.9122659011827636e-09
1892,3.322311670217459e-08,0.0
1893,4.557228200363639e-08,1.847525021858587e-09
1894,3.843939055947487e-08,4.411077725308132e-09
1895,2.5880042775483503e-08,3.611168697403855e-09
1896,5.012474563192981e-08,0.0
1897,2.7968225513319567e-08,0.0
1898,3.055511621496976e-08,1.13167097914868e-09
1899,1.5477219506010442e-08,5.527578395003729e-10
1900,1.972600216504361e-08,1.038210628578895e-09
1901,9.500856101851696e-09,3.912117296778206e-09
1902,1.3748794991386148e-08,2.455141867585553e-09
1903,1.9440793863623185e-08,2.1600881083827517e-09
1904,2.741058846567057e-08,1.6123875568041512e-09
1905,1.4450125207510212e-08,3.6125313851442797e-09
1906,2.0576738535282857e-08,5.144184522798412e-10
1907,1.851423608867364e-08,2.5714217422034835e-09
1908,3.388858615949175e-08,4.4202499438483756e-09
1909,3.7956786824722144e-08,2.2003934230241384e-09
1910,1.3360376582838285e-08,5.344150677544235e-10
1911,1.649316061502759e-08,6.916486494645824e-09
1912,1.458637982620914e-08,1.5628263128064646e-09
1913,2.0681660439780813e-08,1.060597942803554e-09
1914,2.209925398233281e-08,6.696743715117748e-10
1915,3.534228554258334e-08,0.0
1916,2.4172416956957932e-08,4.394984820521586e-09
1917,3.5092558192673096e-08,1.0966424435210342e-09
1918,2.986457925402419e-08,1.1486376294556067e-09
1919,2.1178050924053338e-08,9.207848372660976e-10
1920,2.0445025228355007e-08,9.086678076641874e-09
1921,3.4077363153528495e-08,7.572747429129834e-10
1922,2.1396012073182646e-08,0.0
1923,1.9108707505210987e-08,3.1847844361720945e-09
1924,1.933743642990038e-08,3.867487219366694e-09
1925,3.299453510408057e-08,2.1996355847875293e-09
1926,2.0063049888108253e-08,4.458455382660986e-09
1927,3.4562596340492746e-08,2.2298449753321847e-09
1928,2.2852082892654835e-08,5.713020723163709e-09
1929,2.2280811862174232e-08,6.684243825105796e-09
1930,1.8906486376479847e-08,2.100720708497761e-09
1931,1.596749932275543e-08,1.1405356659111021e-09
1932,2.191907289006423e-08,0.0
1933,1.1470662641954732e-08,0.0
1934,1.3179738189705859e-08,0.0
1935,1.9149255514605557e-08,2.393656828303392e-09
1936,1.4549657034734764e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,0.0
1938,2.074434313215079e-08,2.5930428915188486e-09
1939,1.8352860564618823e-08,0.0
1940,1.2678914806940611e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,0.0
1942,3.3376331032286544e-08,3.034211770724937e-09
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,0.0
1945,1.089252066321933e-08,6.535512131478072e-09
1946,1.6705326011390298e-08,5.568441707737293e-09
1947,2.145756705651536e-08,2.3841741914054637e-09
1948,1.4133454184772631e-08,0.0
1949,2.1597418964347526e-08,9.817008317369869e-10
1950,1.2762433776458693e-08,0.0
1951,2.3455083209000804e-08,2.1322803522849654e-09
1952,2.9525450528922192e-08,0.0
1953,1.6160740301529586e-08,1.0773827385790469e-09
1954,1.9545072227344917e-08,9.772536113672459e-10
1955,1.220129064449793e-08,0.0
1956,2.1802854632824165e-08,0.0
1957,2.297109880089465e-08,1.7670075402875796e-09
1958,2.1507833403155985e-08,0.0
1959,2.2477168570844697e-08,0.0
1960,1.522583353841256e-08,2.076250060767393e-09
1961,1.876002997391879e-08,2.779263708063695e-09
1962,1.9660064243254283e-08,1.9025869768540815e-09
1963,1.8751553643170382e-08,2.5864212993553792e-09
1964,1.764350793242997e-08,6.083968329129164e-10
1965,1.969935614631879e-08,5.472043373977442e-10
1966,8.862519607077957e-09,2.769537488234164e-09
1967,1.824224188373691e-08,2.9582012395223956e-09
1968,1.4372530721118437e-08,4.940557296606585e-09
1969,1.9075383050903838e-08,0.0
1970,1.0577067582895339e-08,1.3796175313274261e-09
1971,1.5929032315398217e-08,2.0553589941130213e-09
1972,1.1286323153836264e-08,5.130146862875051e-10
1973,9.923766697284009e-09,0.0
1974,1.3501371687318908e-08,1.1251143350321513e-09
1975,1.0851811893530794e-08,0.0
1976,1.1427053914214724e-08,5.713526873840635e-10
1977,8.22749424145286e-09,1.1753563677885381e-09
1978,1.3663360221016774e-08,0.0
1979,1.4044735707763323e-08,1.1703946700691858e-09
1980,1.6486936260662333e-08,5.685150683554241e-10
1981,8.855769451088236e-09,0.0
1982,1.5518756057986138e-08,6.207502289967692e-10
1983,1.1999100379966876e-08,1.2630632095778083e-09
1984,1.3917620833581168e-08,5.799008495621649e-10
1985,1.3234227269620646e-08,5.414002135495366e-09
1986,1.2588419195935785e-08,5.994485463567401e-10
1987,1.3443797186596385e-08,2.4443267410134695e-09
1988,1.0194141530917022e-08,1.1993107618124554e-09
1989,9.329808037250586e-09,1.0976244357863152e-09
1990,1.1442167213715493e-08,3.814055737905164e-09
1991,1.3481370020329564e-08,5.861465202094962e-10
1992,3.30596661157756e-09,3.30596661157756e-09
1993,9.416652346772025e-09,2.2156829704300662e-09
1994,1.476979427650349e-08,2.1099706426497278e-09
1995,1.8436332238636055e-08,2.7112254663563817e-09
1996,9.074756945892659e-09,0.0
1997,1.3905194329311144e-08,9.58978896292706e-10
1998,1.2397135762398648e-08,9.536258449571733e-10
1999,1.416762351880152e-08,9.140402323914998e-10
2000,1.0161472330239008e-08,1.3254094488601709e-09
2001,1.0076787043677982e-08,3.5049694258049158e-09
2002,1.3581786362237835e-08,2.6287327870022636e-09
2003,1.750107614384433e-08,2.5001538617175356e-09
2004,1.629772833355858e-08,8.809582507929292e-10
2005,1.170974872621855e-08,4.053374524914943e-09
2006,1.8942293067425453e-08,2.0589450144825605e-09
2007,2.2369084723417032e-08,3.595031605740928e-09
2008,2.2564430324223395e-08,2.1287198670449925e-09
2009,2.527142117791925e-08,9.53638501499654e-10
2010,2.1257068993918438e-08,3.7790344187271785e-09
2011,3.135657153374716e-08,5.353560705856353e-09
2012,4.119145696757087e-08,4.425528388196653e-09
2013,4.127905051110048e-08,5.578249862026041e-09
2014,4.374199347179086e-08,7.57905826986871e-09
2015,4.743471429535795e-08,7.093041265449074e-09
2016,5.8826057580674274e-08,8.078226088059637e-09
2017,3.723104727293425e-08,1.2074934829797712e-08
2018,4.5433813100626e-08,6.711813327342497e-09
2019,4.5662681191771526e-08,6.632568272380013e-09
