year,devait_VERB assembler_VERB,devait_VERB rassembler_VERB
1922,5.164555005876537e-09,8.853522359686394e-09
1923,6.369568872344189e-09,1.4862327368803108e-08
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,0.0,1.2097995494286806e-08
1926,7.802296586589819e-09,1.114613823460786e-08
1927,2.2298449753321847e-09,4.4596899506643695e-09
1928,2.2852082448565625e-09,1.2568645679778001e-08
1929,3.342121912552898e-09,2.33948540540041e-08
1930,1.0503603542488804e-09,6.302162347537887e-09
1931,0.0,6.843213995466613e-09
1932,1.2055489939655217e-08,2.6302888755935783e-08
1933,2.2941324395731044e-09,1.261772819560747e-08
1934,5.990790086229936e-09,1.9170528275935794e-08
1935,0.0,1.795242710045386e-08
1936,1.2124714565686645e-09,1.2124714565686645e-08
1937,5.0364472592434595e-09,2.1404900962807005e-08
1938,2.5930428915188486e-09,2.074434313215079e-08
1939,0.0,2.141167065872196e-08
1940,0.0,7.607348528892999e-09
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,3.034211770724937e-09,6.068423541449874e-09
1943,0.0,1.4516175816936538e-08
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,2.178504043826024e-09,1.089252066321933e-08
1946,4.1763312808029696e-09,1.5313215584455975e-08
1947,0.0,2.0265479960812627e-08
1948,0.0,2.391815279167986e-08
1949,1.9634016634739737e-09,2.7487622844546422e-08
1950,3.190608444114673e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,2.6653504292539765e-08
1952,3.1634410646574906e-09,1.8980646387944944e-08
1953,0.0,3.44762476345295e-08
1954,6.840775057526116e-09,3.127211556375187e-08
1955,1.8771215692936494e-09,2.3464020060259827e-08
1956,0.0,2.7907653077363648e-08
1957,1.7670075402875796e-09,2.2087593976038988e-08
1958,0.0,2.4816730004317833e-08
1959,4.650448914844674e-09,2.9452841943111707e-08
1960,6.920833350854139e-10,2.5607082676515347e-08
1961,0.0,2.292892631317045e-08
1962,1.9025869768540815e-09,1.585489073363533e-08
1963,1.2932106496776896e-09,2.909724017285953e-08
1964,1.8251904432275978e-09,2.4335873760605864e-08
1965,5.472043373977442e-10,2.7907420374617686e-08
1966,1.6617224263271169e-09,2.8249282024717104e-08
1967,1.4791006197611978e-09,2.8102911997507363e-08
1968,3.1439910674890825e-09,3.0092486724697665e-08
1969,4.087581828571274e-09,2.815889921237158e-08
1970,9.197450023812337e-10,2.115413444414571e-08
1971,1.541519245584766e-09,1.644287195290417e-08
1972,5.130146862875051e-10,2.4624704053621826e-08
1973,3.859242703185828e-09,2.3155456219114967e-08
1974,1.1251143350321513e-09,2.193973003272731e-08
1975,1.7134440533084216e-09,3.255543745694922e-08
1976,2.285410749536254e-09,2.3425460682346966e-08
1977,1.1753563677885381e-09,2.8208553715103335e-08
1978,2.3762365408686037e-09,2.5544542481270582e-08
1979,4.096381456264453e-09,2.925986741786346e-08
1980,2.2740602734216964e-09,3.581644847372445e-08
1981,3.1627747087981106e-09,3.542307780435294e-08
1982,1.8622506869903077e-09,2.296775925003658e-08
1983,6.315316047889041e-10,2.0209011353244932e-08
1984,6.378909400694965e-09,3.073474630355122e-08
1985,6.015558051686298e-10,3.789801539255677e-08
1986,2.997242676272549e-09,3.596691300344901e-08
1987,4.277571630240118e-09,3.422057304192094e-08
1988,5.396898483667201e-09,4.077656612366809e-08
1989,2.7440609784434855e-09,3.786804469996241e-08
1990,1.089730194969718e-09,4.304434142454738e-08
1991,5.861465202094962e-10,4.0444110283033297e-08
1992,5.509944056569793e-09,2.3692759754112558e-08
1993,3.877445031719162e-09,2.7142116110212555e-08
1994,1.5824779264761446e-09,3.270454485004848e-08
1995,0.0,4.12106260228029e-08
1996,2.135236876199542e-09,4.6441403611652277e-08
1997,4.79489448146353e-10,3.787966562640577e-08
1998,9.536258449571733e-10,3.433052953027982e-08
1999,9.140402323914998e-10,2.7421206638678086e-08
2000,8.836062992401139e-10,2.9159007652879154e-08
2001,2.190605918883648e-09,3.7240301509200435e-08
2002,2.6287327870022636e-09,4.2497848795619575e-08
2003,2.083461403401543e-09,4.041915246943972e-08
2004,8.809582507929292e-10,4.052407831522942e-08
2005,1.8014998381943315e-09,4.1884870682906694e-08
2006,2.0589450144825605e-09,3.953174143589422e-08
2007,7.190063211481856e-09,4.513761808766503e-08
2008,1.2772318758180745e-09,3.9594187484226495e-08
2009,4.291373478793048e-09,4.052963475942306e-08
2010,3.3066551718974324e-09,2.8815136943194375e-08
2011,1.529588788962144e-09,4.168129308368407e-08
2012,1.3617010852229328e-09,4.902123862393637e-08
2013,1.3945624655065103e-09,3.988448682434864e-08
2014,1.5158115873603606e-09,4.3958536366517365e-08
2015,3.103205470367243e-09,3.6130177960558285e-08
2016,3.314144070287739e-09,3.4384243008389603e-08
2017,2.5156112748447867e-09,3.6224804489393136e-08
2018,2.0651733656507076e-09,3.3559068413069326e-08
2019,1.53059265262101e-09,3.290774230890747e-08
