year,doivent_VERB acheter_VERB,doivent_VERB racheter_VERB
1865,1.0355057256106193e-08,2.3534221238463715e-09
1866,8.75810357570117e-09,3.8924903300596725e-09
1867,4.2219461704462447e-08,2.426405742994575e-09
1868,1.432563490055827e-08,1.4819622196071691e-09
1869,1.70923168951731e-08,7.813630631403612e-09
1870,1.8922360567330543e-08,1.1468097582678638e-09
1871,2.0180236148803488e-08,5.3105884134652115e-09
1872,1.0280476914203973e-08,3.0236697590169115e-09
1873,2.095101514498765e-08,4.190203295451056e-09
1874,1.7326366119618797e-08,2.3898436563030145e-09
1875,1.94531928343622e-08,0.0
1876,7.255217759905008e-09,4.232210137899983e-09
1877,2.6594708657512456e-08,0.0
1878,1.9325083755461492e-08,1.8117265465633636e-09
1879,2.1993571408529533e-08,0.0
1880,1.4119262203848848e-08,5.776061406947974e-09
1881,1.6036766581351003e-08,3.4862537301449947e-09
1882,1.0648616211028639e-08,0.0
1883,2.1485751844352308e-08,1.8958017378167824e-09
1884,2.2445769687351458e-08,1.3203393933736152e-09
1885,4.18966337178972e-08,3.86738152613475e-09
1886,1.5488312854472497e-08,1.0325542199041138e-08
1887,9.793386546164129e-09,6.528924623161458e-10
1888,2.028996703984376e-08,1.9021844099853524e-09
1889,2.7566601445982997e-08,8.771191772893872e-09
1890,2.6217545467943637e-08,7.209825181320184e-09
1891,2.8683990294098294e-08,3.1871101313640793e-09
1892,1.9432388143059143e-08,8.149066310636499e-09
1893,2.0938616174248637e-08,1.847525021858587e-09
1894,2.6466464575491955e-08,1.8904617871129403e-09
1895,1.8055843042930064e-08,4.814891596538473e-09
1896,2.7126333179694484e-08,2.358811590497112e-09
1897,2.7968225069230357e-08,1.1653426668090106e-08
1898,1.9238406423482957e-08,8.487532454637403e-09
1899,2.819064981451902e-08,2.2110313580014918e-09
1900,3.114631752509922e-08,1.038210628578895e-09
1901,3.24146860464225e-08,5.588738916095792e-10
1902,3.2407871941586563e-08,1.4730852093691738e-09
1903,2.9161189019077938e-08,0.0
1904,3.493506284257819e-08,8.599400302955473e-09
1905,2.7868098939620722e-08,3.096455536422127e-09
1906,4.423998589686562e-08,3.0865106026567446e-09
1907,2.468564730406797e-08,2.5714217422034835e-09
1908,3.58531409005991e-08,1.1296195090437777e-08
1909,4.565816524859656e-08,7.701377313651392e-09
1910,5.9320072409718705e-08,7.481810726517324e-09
1911,3.1390207766435196e-08,3.1922244847493175e-09
1912,3.959160110866833e-08,1.0418842455450772e-09
1913,3.446943352969356e-08,1.060597942803554e-09
1914,4.218948390644073e-08,6.027069510139427e-09
1915,3.887651445211304e-08,2.3561523843085297e-09
1916,1.9777431248257926e-08,9.888715624128963e-09
1917,5.263883906536648e-08,1.0966424435210342e-09
1918,5.283732917860107e-08,1.1486376294556067e-09
1919,4.235610262526279e-08,2.762354567309444e-09
1920,5.3005621225565847e-08,7.572231730534895e-10
1921,3.862101038976107e-08,5.300923255902035e-09
1922,3.9103056792555435e-08,2.951174193910333e-09
1923,3.1847843473542525e-08,0.0
1924,5.1566498626698376e-08,1.289162443462999e-09
1925,2.4195990988573612e-08,7.698724324711748e-09
1926,2.1177662290483568e-08,3.343841648018042e-09
1927,2.4528294062520217e-08,4.4596899506643695e-09
1928,2.8565102283550914e-08,3.4278122562625413e-09
1929,3.676334259239411e-08,3.342121912552898e-09
1930,4.7266215830177316e-08,5.2518016602221e-09
1931,2.9653927313688655e-08,1.2545892325022123e-08
1932,2.849479585620429e-08,2.1919073223131136e-09
1933,5.276504566609219e-08,1.1470662197865522e-09
1934,7.188948103475923e-08,0.0
1935,5.6250936353308134e-08,0.0
1936,3.8799086610197264e-08,1.9399543305098632e-08
1937,7.176937089070634e-08,1.0072894518486919e-08
1938,4.408173026604345e-08,1.2965214457594243e-09
1939,4.129393715857077e-08,1.5294050470515685e-09
1940,4.564409294971483e-08,0.0
1941,4.427253941230447e-08,0.0
1942,5.461581054078124e-08,0.0
1943,4.064529335323641e-08,0.0
1944,5.462416652335378e-08,0.0
1945,3.267756198965799e-08,2.178504043826024e-09
1946,4.5939643200654245e-08,2.7842208538686464e-09
1947,5.006765846360395e-08,4.7683483828109274e-09
1948,4.240036233227329e-08,0.0
1949,4.123143426681963e-08,3.9268033269479474e-09
1950,3.93508372553697e-08,1.0635361480382244e-09
1951,5.224086763178093e-08,4.264560704569931e-09
1952,4.007025466989944e-08,4.2179215675730575e-09
1953,5.2791754967529414e-08,0.0
1954,4.397641362174909e-08,1.9545072227344917e-09
1955,3.660387193349379e-08,3.754243138587299e-09
1956,5.4943193106282706e-08,7.849027205963921e-09
1957,3.180613461495341e-08,1.1485549400447326e-08
1958,3.722509589465517e-08,8.272243445794913e-10
1959,4.960478605653407e-08,2.325224457422337e-09
1960,5.1906251741229426e-08,4.152500121534786e-09
1961,4.099414141478519e-08,2.08444772553662e-09
1962,5.2638238656754766e-08,1.2683912808952869e-09
1963,4.526237162849611e-08,6.466053248388448e-10
1964,3.711220841751128e-08,3.041984220075733e-09
1965,4.487075599968193e-08,6.0192477668863376e-09
1966,3.821961414018915e-08,3.3234448526542337e-09
1967,5.37406563694276e-08,2.9582012395223956e-09
1968,5.030385707982532e-08,1.7965663401398047e-09
1969,4.9505160859553143e-08,6.358460868938209e-09
1970,4.736686776141141e-08,6.438214850135182e-09
1971,4.367637984614703e-08,1.541519245584766e-09
1972,4.411926468605998e-08,2.0520587451500205e-09
1973,4.6310912438229934e-08,3.859242703185828e-09
1974,6.806941854620163e-08,2.812785782069227e-09
1975,5.9399393848025284e-08,5.711480177694739e-09
1976,5.999203267492703e-08,5.142174241967723e-09
1977,4.642657813747064e-08,3.526069214387917e-09
1978,3.9801960838303785e-08,7.72276909088987e-09
1979,3.3941446986318624e-08,3.5111840102075575e-09
1980,5.457744833847755e-08,5.6851505725319385e-09
1981,6.325549861685431e-08,6.958104314946922e-09
1982,6.269577568218665e-08,8.069752865935698e-09
1983,6.062703050702112e-08,3.157658134966823e-09
1984,6.78483971228161e-08,3.479405208395292e-09
1985,4.812446263713355e-08,5.414002135495366e-09
1986,6.054430201629657e-08,4.196139880008332e-09
1987,5.6830597117141224e-08,6.110816741511371e-09
1988,5.996553653631054e-08,4.197587610832443e-09
1989,7.95777737039316e-08,3.841685636274406e-09
1990,4.631353434092489e-08,4.358920779878872e-09
1991,5.3339334726842935e-08,3.5168792322792797e-09
1992,4.4079552452558346e-08,5.509944056569793e-09
1993,4.4867579873653085e-08,4.985286850001103e-09
1994,5.327675722810454e-08,8.439882570598911e-09
1995,5.368226396740283e-08,7.0491861237087505e-09
1996,4.4306165847274315e-08,7.473328622609188e-09
1997,5.03463937207016e-08,3.3564262480467733e-09
1998,5.8171178096699805e-08,6.198567881199324e-09
1999,5.529943436499707e-08,1.3710603763428253e-09
2000,6.494506266108147e-08,8.394259509714175e-09
2001,6.046072087428911e-08,4.8193329327261836e-09
2002,4.162160394116654e-08,8.324320788233308e-09
2003,5.75035379313249e-08,6.250384210204629e-09
2004,4.933366071213641e-08,8.80958239690699e-09
2005,6.125099361042885e-08,5.854874363109275e-09
2006,5.0650047711542356e-08,7.823991232669414e-09
2007,4.2740929018236784e-08,9.98619853476157e-09
2008,5.449522788580907e-08,6.811903485726134e-09
2009,4.4344190541778516e-08,4.76819250749827e-09
2010,6.377120342904163e-08,7.085689368580006e-09
2011,4.053410407323099e-08,6.118355155848576e-09
2012,3.710635354536862e-08,4.765953853791416e-09
2013,3.3190588055731496e-08,5.29933741333366e-09
2014,3.7678745457014884e-08,5.630157673408576e-09
2015,3.236199930256589e-08,6.428068743957738e-09
2016,3.2934305949083864e-08,4.349814286541687e-09
2017,4.5029441508859236e-08,1.0817128526241504e-08
2018,2.942872079358949e-08,3.872199894061623e-09
2019,3.3673039467885246e-08,6.887666881283394e-09
