year,voudraient_VERB acheter_VERB,voudraient_VERB racheter_VERB
1861,2.357981809808507e-09,9.431927461278633e-10
1862,8.132375661773494e-09,0.0
1863,0.0,4.994620828036034e-10
1864,4.794727948009836e-10,4.794727948009836e-10
1865,3.765475486972036e-09,4.706844358715045e-10
1866,5.352174259343201e-09,0.0
1867,1.6014277903764196e-08,1.455843445796745e-09
1868,5.9278488784286765e-09,2.4699371437009177e-09
1869,3.4184632902167778e-09,4.883519144627257e-10
1870,6.307453670473251e-09,0.0
1871,3.18635318130589e-09,0.0
1872,6.652073114565837e-09,0.0
1873,1.7958013742713774e-08,5.986004469882289e-10
1874,2.3898436563030145e-09,0.0
1875,1.3159512590732447e-08,0.0
1876,1.6928840551599933e-08,6.04601479992084e-10
1877,8.040260901509555e-09,0.0
1878,7.2469061862534545e-09,0.0
1879,9.163987790827832e-09,0.0
1880,1.0268554007097919e-08,0.0
1881,9.064259565150223e-09,0.0
1882,5.989846840748214e-09,1.9966155395678697e-09
1883,3.791603475633565e-09,0.0
1884,3.9610181801208455e-09,3.9610181801208455e-09
1885,1.160214413431504e-08,0.0
1886,3.872078213618124e-09,0.0
1887,5.876032105334161e-09,7.1818169189441505e-09
1888,1.268122939990235e-09,0.0
1889,1.0650732740202784e-08,6.265136742733546e-10
1890,4.5880703680722945e-09,0.0
1891,1.211101796627645e-08,6.374220040683554e-10
1892,8.149066310636499e-09,0.0
1893,4.310891643655168e-09,1.2316833108982905e-09
1894,6.301539290376468e-10,1.8904617871129403e-09
1895,4.814891596538473e-09,4.213029924926559e-09
1896,7.076434549446731e-09,1.7691086373616827e-09
1897,2.330685422435863e-09,0.0
1898,1.3014216371232123e-08,0.0
1899,5.527578395003729e-09,1.6582735185011188e-09
1900,9.863001082521805e-09,0.0
1901,1.676621730339889e-09,0.0
1902,1.0311596021495006e-08,0.0
1903,5.400220270956879e-09,0.0
1904,1.7198800605910947e-08,3.7622376325430196e-09
1905,7.2250627702885595e-09,0.0
1906,9.259531807970234e-09,0.0
1907,6.1714118260169926e-09,4.114274698707732e-09
1908,7.367083831866239e-09,1.4734167219643268e-09
1909,1.4302557360679202e-08,2.2003934230241384e-09
1910,1.4963621453034648e-08,1.6032452032632705e-09
1911,9.576673676292558e-09,5.320374141248863e-10
1912,1.1981668990301841e-08,1.5628263128064646e-09
1913,4.772690687104841e-09,0.0
1914,1.0714789944188396e-08,0.0
1915,2.1205371680821372e-08,1.1780761921542648e-09
1916,1.648119329900055e-08,0.0
1917,8.773139548168274e-09,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,2.762354567309444e-09,0.0
1920,1.514446346106979e-09,7.572231730534895e-10
1921,7.572747762196741e-09,0.0
1922,1.9920426197472807e-08,1.4755870969551665e-09
1923,1.2739137744688378e-08,0.0
1924,1.289162443462999e-09,0.0
1925,6.598906754362588e-09,0.0
1926,6.687683296036084e-09,0.0
1927,7.804457524684949e-09,2.2298449753321847e-09
1928,9.14083297942625e-09,1.1426041224282812e-09
1929,8.912325100141061e-09,0.0
1930,9.453243521306831e-09,0.0
1931,1.0264820993199919e-08,0.0
1932,5.4797681947604815e-09,0.0
1933,1.261772819560747e-08,0.0
1934,3.5944740517379614e-09,0.0
1935,3.590485242455088e-09,2.393656828303392e-09
1936,1.091224355320719e-08,1.2124714565686645e-09
1937,1.1332006444320086e-08,2.5182236296217297e-09
1938,5.186085783037697e-09,0.0
1939,4.588215141154706e-09,0.0
1940,0.0,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,0.0
1943,2.9032352077962287e-09,0.0
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,4.1763312808029696e-09,0.0
1947,8.344609447874518e-09,0.0
1948,9.784699273041042e-09,0.0
1949,1.9634016634739737e-09,9.817008317369869e-10
1950,4.2541445921528975e-09,0.0
1951,4.264560704569931e-09,2.1322803522849654e-09
1952,1.0544803918932644e-09,0.0
1953,5.386913581872932e-09,0.0
1954,1.9545072227344917e-09,0.0
1955,2.815682353940474e-09,0.0
1956,8.72114114258693e-09,0.0
1957,6.184526224473075e-09,0.0
1958,8.272243445794913e-10,0.0
1959,6.200598257066758e-09,0.0
1960,3.460416619915918e-09,0.0
1961,2.779263708063695e-09,2.08444772553662e-09
1962,5.7077609305622445e-09,6.341956404476434e-10
1963,9.052474325699222e-09,1.939815863494232e-09
1964,9.734349326606662e-09,0.0
1965,7.1136563306595235e-09,0.0
1966,5.539074976468328e-09,0.0
1967,1.1339771788243524e-08,0.0
1968,5.838840522187638e-09,4.4914158503495116e-10
1969,1.3171097990039016e-08,4.5417578031781147e-10
1970,2.2993624781975086e-09,0.0
1971,9.762954888969944e-09,5.138397485282553e-10
1972,5.643161493651405e-09,5.130146862875051e-10
1973,8.821126051827832e-09,5.513203782392395e-10
1974,9.00091468025721e-09,5.625571675160757e-10
1975,4.569184142155791e-09,0.0
1976,1.0284348483935446e-08,5.713526873840635e-10
1977,6.464460078348111e-09,1.1753563677885381e-09
1978,8.316828115084718e-09,0.0
1979,8.777959692451986e-09,0.0
1980,5.116635559687666e-09,0.0
1981,1.4548763971333756e-08,0.0
1982,5.586751949948621e-09,6.207502289967692e-10
1983,7.57837881337764e-09,6.315316047889041e-10
1984,6.378909400694965e-09,0.0
1985,9.02333674446254e-09,0.0
1986,4.196139880008332e-09,1.1988970927134801e-09
1987,3.0554083707556856e-09,0.0
1988,2.398621523624911e-09,1.798966087207532e-09
1989,7.134558721588746e-09,0.0
1990,4.90378582185258e-09,5.44865097484859e-10
1991,6.4476117778156095e-09,0.0
1992,4.958949695321735e-09,5.509944167592096e-10
1993,2.2156829704300662e-09,2.2156829704300662e-09
1994,6.329911705904578e-09,5.274926606624319e-10
1995,3.253470381991974e-09,2.1689803286761844e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,3.835915585170824e-09,0.0
1998,2.86087753487152e-09,4.768129224785866e-10
1999,1.8280804647829996e-09,4.570201161957499e-10
2000,8.394259509714175e-09,8.836062992401139e-10
2001,7.886181485616817e-09,4.3812117822561447e-10
2002,3.9430991805033955e-09,0.0
2003,3.7502307925763034e-09,0.0
2004,3.523833003171717e-09,2.2023955992267474e-09
2005,1.3511248786457486e-09,0.0
2006,4.117890028965121e-09,0.0
2007,3.994479413904628e-09,0.0
2008,4.257439734089985e-09,0.0
2009,5.245011536203492e-09,0.0
2010,5.196172381261022e-09,1.4171379625338432e-09
2011,3.823971805871906e-09,7.64794394481072e-10
2012,1.5319137958158535e-08,6.808505426114664e-10
2013,3.6258624991347688e-09,2.789125042035323e-10
2014,4.7639794331644225e-09,0.0
2015,4.876465897751814e-09,4.433150790905671e-10
2016,6.628288140575478e-09,1.0356699942093428e-09
2017,3.018733707449428e-09,0.0
2018,6.195520096952123e-09,0.0
2019,8.418259866971312e-09,2.55098775436835e-10
