year,devaient_VERB apporter_VERB,devaient_VERB rapporter_VERB
1869,6.641585770239544e-08,9.278686263769487e-09
1870,5.676708170199163e-08,5.504686839685746e-08
1871,1.911811864374613e-08,5.947859449406678e-08
1872,6.954439868422924e-08,5.1402384571019866e-08
1873,6.045864608950069e-08,3.591602748542755e-08
1874,6.333085877940903e-08,3.2262889249068394e-08
1875,4.806082642971887e-08,3.032409523484603e-08
1876,6.287855569553358e-08,7.859819461941697e-09
1877,5.6281827198745304e-08,1.6699003069220453e-08
1878,5.676743342064583e-08,3.563062378475479e-08
1879,7.086817532808709e-08,2.6270098985037293e-08
1880,4.8775632421893533e-08,2.3104245627791897e-08
1881,8.2972839265949e-08,2.649552932609822e-08
1882,8.119570082953942e-08,4.2594464844114555e-08
1883,7.456819872686538e-08,3.09647596452578e-08
1884,9.374409870588352e-08,3.564916539744445e-08
1885,6.832373600218489e-08,3.674012205578947e-08
1886,5.162771188338411e-08,2.19417763958063e-08
1887,7.051238526400994e-08,4.83140425444617e-08
1888,6.340614788769017e-08,4.1848057463766963e-08
1889,7.455512474052739e-08,4.009687515349469e-08
1890,5.83340380444497e-08,2.4906668727453507e-08
1891,5.099376210182527e-08,1.7210394887001712e-08
1892,5.767031296954883e-08,2.2566645441202127e-08
1893,6.281585029910275e-08,1.6627724974682678e-08
1894,7.750893615821042e-08,3.0247388593807045e-08
1895,6.259359253135699e-08,2.166701307260155e-08
1896,5.484237064479203e-08,2.889544248318998e-08
1897,4.952706689209663e-08,2.5637540090883704e-08
1898,6.224190229886517e-08,3.451596342074481e-08
1899,7.628058540376514e-08,4.864268987603282e-08
1900,6.592637191715767e-08,2.2321527737290126e-08
1901,5.4210769206974874e-08,1.5089595351014395e-08
1902,5.548620762851897e-08,2.258730624760119e-08
1903,8.424343889146257e-08,3.348136701220028e-08
1904,7.363236420587782e-08,1.827372564378038e-08
1905,5.160758931310738e-08,3.509316215399849e-08
1906,7.356183573392627e-08,2.41776678677752e-08
1907,8.279977947722728e-08,3.3428481316377656e-08
1908,6.483033843096564e-08,3.634427869769752e-08
1909,6.106091632318567e-08,3.850688656825696e-08
1910,5.2907090264397993e-08,3.20649036211762e-08
1911,6.597264246011036e-08,2.2877609140437016e-08
1912,5.4177981212433224e-08,2.0837685354990754e-08
1913,6.363587345958877e-08,2.8636144122629048e-08
1914,4.68772043404897e-08,1.2054139020278853e-08
1915,4.7123048574349014e-08,2.4739600590351074e-08
1916,7.031975712834537e-08,3.076489463182952e-08
1917,7.786161404510494e-08,3.728584374584898e-08
1918,1.1141784739265859e-07,1.8378202071289707e-08
1919,9.023691660559052e-08,1.8415697411455767e-08
1920,6.284952291935042e-08,2.0445025228355007e-08
1921,7.64847456480311e-08,3.332008802203745e-08
1922,5.3121134158118366e-08,2.951174238319254e-08
1923,5.8387715995422695e-08,1.5923921736771263e-08
1924,5.414482373566898e-08,1.1602462102189293e-08
1925,7.148815939217457e-08,3.079489729884699e-08
1926,4.56991671171636e-08,2.452150482668003e-08
1927,7.469980545238286e-08,1.7838759802657478e-08
1928,6.055801549109674e-08,2.9707706517001498e-08
1929,7.01845621620123e-08,2.2280811862174232e-08
1930,7.877702756786675e-08,1.2604324695075775e-08
1931,5.816731984964463e-08,1.4826963656844327e-08
1932,6.24693612394367e-08,2.520693342944469e-08
1933,7.455930273181366e-08,9.176529758292418e-09
1934,8.387105765450542e-08,2.6359476379411717e-08
1935,5.505410882733486e-08,1.6755597798123745e-08
1936,7.759817322039453e-08,2.66743711563322e-08
1937,1.0072894696122603e-07,2.7700460591972842e-08
1938,6.482607517455108e-08,1.2965214679638848e-08
1939,6.882322622914216e-08,1.3764645423464117e-08
1940,3.803674530900025e-08,1.0143131667916805e-08
1941,7.083606590185809e-08,1.1806010391524069e-08
1942,8.799214157306778e-08,1.8205270180260413e-08
1943,1.1032293656398906e-07,3.4838823381733164e-08
1944,1.0603514510876266e-07,3.855823393905666e-08
1945,1.1110370934375169e-07,3.0499055725385915e-08
1946,1.0858461507723405e-07,2.0881657292193267e-08
1947,8.46381809083141e-08,1.7881307101674793e-08
1948,5.3272248834446145e-08,1.522064252412747e-08
1949,5.890204946013e-08,8.835307596655184e-09
1950,6.487570658464392e-08,2.8715476219076663e-08
1951,8.422507136174318e-08,1.2793682557799002e-08
1952,7.4868104604775e-08,1.8980646387944944e-08
1953,5.386913670690774e-08,2.0470272588113403e-08
1954,8.013479657620337e-08,1.3681550115052232e-08
1955,6.288357212724804e-08,1.3139850985055546e-08
1956,6.802490304380626e-08,1.9186511934776718e-08
1957,7.068030072332476e-08,1.767007518083119e-08
1958,8.10679878782139e-08,1.6544486669545222e-08
1959,5.5805383425422406e-08,1.7826719656000023e-08
1960,7.33608302994071e-08,1.3841666479663672e-08
1961,7.920901623492682e-08,1.737039845295385e-08
1962,7.673767044025226e-08,2.219684702708946e-08
1963,8.664511597089586e-08,1.8104948651398445e-08
1964,7.604960217122425e-08,1.520992043424485e-08
1965,6.621172587983892e-08,1.1491291473930687e-08
1966,7.090015685662365e-08,2.0494576702390077e-08
1967,7.494109866001963e-08,1.627010703941778e-08
1968,8.66843237190551e-08,2.8295920273535557e-08
1969,6.540130925714038e-08,2.2254612375149918e-08
1970,7.311972893830898e-08,2.1614008360870685e-08
1971,5.960541216154525e-08,1.3359833239690033e-08
1972,6.361381821307077e-08,1.487742551375959e-08
1973,5.5683358368696645e-08,1.4334330167287135e-08
1974,7.819544833864711e-08,1.5751600912494723e-08
1975,7.253579781263397e-08,1.8276736568623164e-08
1976,5.713526718409412e-08,1.9997344224975677e-08
1977,6.523227824573041e-08,2.291944944943225e-08
1978,5.584155715609995e-08,1.4257419245211622e-08
1979,6.320131262782525e-08,2.691907674545746e-08
1980,5.457744833847755e-08,1.6486936260662333e-08
1981,5.3134616706529414e-08,1.5813874654213578e-08
1982,8.628428105339481e-08,1.8622506203769262e-08
1983,5.5574780333245144e-08,2.0209011353244932e-08
1984,6.146949260710244e-08,1.681712546997005e-08
1985,6.556957998782309e-08,1.2632671797518924e-08
1986,4.7955882820360785e-08,1.6185110141009318e-08
1987,5.8052759044358027e-08,1.099947066762752e-08
1988,6.596209090048433e-08,1.0194141530917022e-08
1989,5.2137160366783064e-08,1.3171493229435782e-08
1990,5.394164404037838e-08,1.3621627381610324e-08
1991,5.5097771678447316e-08,2.05151273746651e-08
1992,7.879220476070259e-08,1.5427843891302473e-08
1993,8.585771382740859e-08,2.2710750613441633e-08
1994,5.749669895749321e-08,1.4242301560329906e-08
1995,7.103410837316915e-08,1.6809597269684673e-08
1996,5.97866289808735e-08,1.5480466686312866e-08
1997,5.4182308417694e-08,1.4864173003559245e-08
1998,5.531029856342684e-08,9.536258005482523e-09
1999,7.540831603591869e-08,2.1479944933844308e-08
2000,6.627047355323157e-08,1.678851901942835e-08
2001,6.089884152515879e-08,1.664860427297299e-08
2002,5.3889024798081664e-08,1.445803121669087e-08
2003,5.458668894675611e-08,1.8334461060476315e-08
2004,4.757174565384048e-08,1.189293641346012e-08
2005,5.5396121467765624e-08,1.8014997493764895e-08
2006,5.1473623585707173e-08,2.141302779534726e-08
2007,4.2740929018236784e-08,1.0385647009059085e-08
2008,4.725757918322415e-08,1.2772319202269955e-08
2009,3.4330987830344384e-08,1.3827758493789588e-08
2010,4.440365586333428e-08,1.795041271179798e-08
2011,3.74749262732621e-08,8.795135286732148e-09
2012,3.982975727012672e-08,1.2255309655984092e-08
2013,4.741512427131056e-08,1.1156499724052082e-08
2014,4.28758148984798e-08,1.645738301192523e-08
2015,4.233659112173882e-08,1.2412821881468972e-08
2016,4.6398017872206765e-08,1.677785377296459e-08
2017,3.1696703928218994e-08,2.7420163917213358e-08
2018,4.6208253223767315e-08,1.626323964387666e-08
2019,2.9591458172717466e-08,1.1734544003161318e-08
