year,pourraient_VERB éveiller_VERB,pourraient_VERB réveiller_VERB
1916,1.3184954461564757e-08,0.0
1917,1.4256351654751143e-08,4.386569774084137e-09
1918,4.594550517822427e-09,2.2972752589112133e-09
1919,2.762354567309444e-09,2.762354567309444e-09
1920,6.057785384427916e-09,2.2716695191604686e-09
1921,8.330022005509363e-09,1.5145494858259667e-09
1922,1.0329110011753073e-08,6.640141769764796e-09
1923,6.369568872344189e-09,9.554353752605493e-09
1924,7.734974438733389e-09,1.289162443462999e-09
1925,1.6497267552040284e-08,0.0
1926,1.1146138456652466e-09,1.1146138456652466e-09
1927,5.574612327308159e-09,0.0
1928,1.3711249025050165e-08,9.14083297942625e-09
1929,1.1140405931087116e-08,1.1140406375176326e-09
1930,9.453243521306831e-09,3.1510811737689437e-09
1931,7.983749661377715e-09,1.1405356659111021e-09
1932,1.2055489939655217e-08,1.0959536611565568e-09
1933,1.261772819560747e-08,2.2941324395731044e-09
1934,4.7926320689839486e-09,2.3963160344919743e-09
1935,7.180970484910176e-09,0.0
1936,7.274828739411987e-09,2.424942913137329e-09
1937,6.295559185076627e-09,0.0
1938,2.5930428915188486e-09,2.5930428915188486e-09
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,0.0
1941,0.0,0.0
1942,6.068423541449874e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,1.927911696952833e-08,0.0
1945,6.535512131478072e-09,1.5249527862692958e-08
1946,1.1136883415474585e-08,1.3921104269343232e-09
1947,1.1920870957027319e-09,0.0
1948,1.0871888278529696e-08,0.0
1949,5.890204768377316e-09,9.817008317369869e-10
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0661401539380222e-08,3.1984206394497505e-09
1952,1.0544804140977249e-08,2.1089607837865287e-09
1953,5.386913581872932e-09,7.54167928107563e-09
1954,6.840775057526116e-09,1.07497895029951e-08
1955,1.220129064449793e-08,9.385607846468247e-10
1956,1.3953826538681824e-08,0.0
1957,8.835037590415595e-09,0.0
1958,1.1581140491045971e-08,0.0
1959,1.0851047171911432e-08,1.5501495642666896e-09
1960,9.689166802218097e-09,4.844583401109048e-09
1961,5.55852741612739e-09,0.0
1962,7.610347907416326e-09,2.5367825617905737e-09
1963,7.759263453976928e-09,5.1728425987107585e-09
1964,3.041984220075733e-09,2.4335873316516654e-09
1965,2.73602163147757e-09,2.73602163147757e-09
1966,6.6468897053084675e-09,1.6617224263271169e-09
1967,6.902469706915326e-09,5.423369309198733e-09
1968,7.635406973349745e-09,4.491415683816058e-09
1969,2.7250546263957176e-09,4.087581828571274e-09
1970,5.058597540852361e-09,3.6789800095249348e-09
1971,2.0553589941130213e-09,5.138397485282553e-10
1972,1.1799337507056862e-08,0.0
1973,3.859242703185828e-09,2.205281512956958e-09
1974,3.3753431161187564e-09,1.6876715580593782e-09
1975,2.2845920710778955e-09,2.8557400888473694e-09
1976,9.141642998145016e-09,2.285410749536254e-09
1977,2.3507127355770763e-09,1.1753563677885381e-09
1978,8.316828115084718e-09,3.5643548113029055e-09
1979,4.681578680276743e-09,2.3407893401383717e-09
1980,2.2740602734216964e-09,5.6851505725319385e-09
1981,5.060439622894819e-09,1.8976649140967083e-09
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,1.2630632095778083e-09,3.78918940668882e-09
1984,6.378909400694965e-09,2.8995041922996734e-09
1985,2.4062232206745193e-09,6.015558051686298e-10
1986,2.3977941854269602e-09,2.3977941854269602e-09
1987,3.6664902225425067e-09,1.8332451112712533e-09
1988,2.99827696004229e-09,5.996553809062277e-10
1989,5.488121956886971e-09,5.488122178931576e-10
1990,5.993515905799995e-09,0.0
1991,0.0,4.10302547493302e-09
1992,6.060938417817852e-09,2.2039776670368383e-09
1993,4.4313659408601325e-09,5.539207426075166e-10
1994,2.637463358823311e-09,2.1099706426497278e-09
1995,7.0491861237087505e-09,1.0844901643380922e-09
1996,5.3380921904988554e-09,2.135236876199542e-09
1997,5.274384040632185e-09,2.876936688878118e-09
1998,6.675381136744818e-09,1.43043876743576e-09
1999,4.570201106446348e-09,5.0272213059088244e-09
2000,3.5344251969604557e-09,3.5344251969604557e-09
2001,2.190605918883648e-09,8.762423564512289e-10
2002,7.009954394732176e-09,3.504977197366088e-09
2003,6.250384210204629e-09,5.8336921959778465e-09
2004,7.488145215006625e-09,4.404791253964646e-10
2005,3.602999676388663e-09,7.656374201303606e-09
2006,9.882935358973555e-09,4.941467679486777e-09
2007,9.18730247434496e-09,3.994479413904628e-09
2008,7.2376473703172906e-09,4.6831836186811415e-09
2009,8.582746957586096e-09,5.721831008997924e-09
2010,4.723792912386671e-09,6.140930874920514e-09
2011,3.823971805871906e-09,8.030340836739924e-09
2012,6.468080293586809e-09,6.808505315092361e-09
2013,6.9728125495771565e-09,4.183687618564136e-09
2014,8.445236510112863e-09,6.496335469563519e-09
2015,6.206410940734486e-09,4.876465897751814e-09
2016,7.042556315894899e-09,5.799752234025846e-09
2017,4.779661555431858e-09,5.7859059765519305e-09
2018,8.26069346260283e-09,6.453666934191915e-09
2019,5.101975730781305e-09,4.846876677788714e-09
