year,puissent_VERB assembler_VERB,puissent_VERB rassembler_VERB
1845,1.674068439427856e-09,0.0
1846,7.610851504580296e-09,3.5127007969038004e-09
1847,0.0,2.6966118227278457e-09
1848,1.528592186161859e-08,2.413566457803995e-09
1849,8.379414939696517e-10,0.0
1850,7.467895635215882e-09,2.0366988096043315e-09
1851,6.449438760824933e-09,1.2898877521649865e-09
1852,1.9531636308300904e-09,5.208436348880241e-09
1853,3.5831591027601917e-09,1.1346670270029335e-08
1854,1.7145692865483397e-08,4.676098175337984e-09
1855,6.8990182455763716e-09,2.1227748447927297e-09
1856,3.1063134287023786e-09,5.694908100650764e-09
1857,1.4644527812635033e-09,1.7085282522089074e-08
1858,1.468102750479261e-09,8.808616946964776e-09
1859,7.129042689513199e-09,0.0
1860,4.57718396518203e-09,0.0
1861,2.357981809808507e-09,6.13075279431996e-09
1862,7.228778020618165e-09,5.421583626485926e-09
1863,1.9978483312144135e-09,2.4973103585068657e-09
1864,2.3973640850272204e-09,2.8768367688059016e-09
1865,7.0602665935837194e-09,3.294791106611683e-09
1866,3.8924903300596725e-09,1.9462451650298362e-09
1867,4.85281148598915e-09,9.220341823379385e-09
1868,5.433861360870651e-09,2.4699371437009177e-09
1869,9.278686263769487e-09,1.4650557433881772e-09
1870,8.027668307875047e-09,1.7202146374017957e-09
1871,1.0621177271019633e-09,0.0
1872,1.2094678591978436e-09,3.628403577593531e-09
1873,8.380406590902112e-09,1.1972008939764578e-09
1874,1.1949218281515073e-09,5.974609140757536e-10
1875,1.0298748520654044e-08,4.005069165202713e-09
1876,4.232210137899983e-09,6.04601479992084e-10
1877,1.4225077116236662e-08,0.0
1878,3.6234530931267273e-09,1.2078177347163432e-09
1879,1.4662380642960215e-08,0.0
1880,5.776061406947974e-09,2.5671385017744797e-09
1881,9.064259565150223e-09,5.5780060570498335e-09
1882,6.655385131892899e-09,0.0
1883,1.0110942305630033e-08,6.319338941018771e-10
1884,1.5183903911974994e-08,0.0
1885,1.5469526104539e-08,2.5782542767416317e-09
1886,5.808117542471791e-09,0.0
1887,0.0,3.264462256069578e-09
1888,3.1703073499755874e-09,5.07249175996094e-09
1889,5.6386229019267375e-09,3.132568426877924e-09
1890,5.898947996740844e-09,5.243509182406569e-09
1891,7.649063604731055e-09,6.374220040683554e-10
1892,1.8805537127519756e-09,0.0
1893,1.0469308087124318e-08,1.0469308087124318e-08
1894,5.671385139294216e-09,3.780923574225881e-09
1895,2.4074457982692365e-09,0.0
1896,0.0,1.7691086373616827e-09
1897,8.740070001067579e-09,0.0
1898,1.13167097914868e-09,5.092519295146758e-09
1899,9.949641111006713e-09,0.0
1900,4.15284251431558e-09,0.0
1901,1.0618603774048552e-08,5.588738916095792e-10
1902,1.4730852093691738e-09,0.0
1903,5.400220270956879e-09,2.7001101354784396e-09
1904,3.2247751136083025e-09,0.0
1905,8.257214467732865e-09,1.0321518084666081e-09
1906,4.115347618238729e-09,0.0
1907,1.5428529565042481e-09,3.599990305858114e-09
1908,9.822778146428846e-10,4.911389073214423e-10
1909,5.5009836685826485e-09,2.7504918342913243e-09
1910,5.344150677544235e-10,2.67207544979442e-09
1911,0.0,0.0
1912,3.646594803896619e-09,0.0
1913,7.954484182448596e-09,6.363587878865928e-09
1914,3.3483718020477227e-09,0.0
1915,0.0,0.0
1916,6.592477230782379e-09,0.0
1917,0.0,0.0
1918,0.0,0.0
1919,9.207848372660976e-10,0.0
1920,1.514446346106979e-09,2.2716695191604686e-09
1921,6.058197943303867e-09,0.0
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,1.0615948120573648e-09
1924,5.156649773851996e-09,5.156649773851996e-09
1925,1.0998177923937646e-09,1.0998177923937646e-09
1926,4.458455382660986e-09,2.229227691330493e-09
1927,1.1149224876660924e-09,0.0
1928,0.0,0.0
1929,0.0,0.0
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,2.2810713318222042e-09,4.5621426636444085e-09
1932,0.0,4.383814644626227e-09
1933,4.588264879146209e-09,0.0
1934,0.0,2.3963160344919743e-09
1935,1.555876849579363e-08,3.590485242455088e-09
1936,0.0,0.0
1937,1.2591118148108649e-09,1.2591118148108649e-09
1938,0.0,7.779128452511941e-09
1939,3.058810094103137e-09,0.0
1940,2.5357829169792012e-09,5.0715658339584024e-09
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,6.068423541449874e-09
1943,5.806470415592457e-09,5.806470415592457e-09
1944,0.0,0.0
1945,6.535512131478072e-09,0.0
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,0.0,4.7683483828109274e-09
1948,2.174377566888097e-09,0.0
1949,9.817008317369869e-10,1.9634016634739737e-09
1950,1.0635361480382244e-09,1.0635361480382244e-09
1951,1.0661401761424827e-09,5.330700769690111e-09
1952,4.2179215675730575e-09,0.0
1953,2.1547654771580937e-09,0.0
1954,0.0,9.772536113672459e-10
1955,1.8771215692936494e-09,1.8771215692936494e-09
1956,0.0,4.360570571293465e-09
1957,1.6786572132332367e-08,8.835037701437898e-10
1958,8.272243445794913e-10,2.4816730892496253e-09
1959,0.0,2.325224457422337e-09
1960,6.920833350854139e-10,6.920833239831836e-09
1961,4.16889545107324e-09,6.948159270159238e-10
1962,2.5367825617905737e-09,2.5367825617905737e-09
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,3.041984220075733e-09,2.4335873316516654e-09
1965,3.830430195250756e-09,5.472043373977442e-10
1966,2.769537488234164e-09,3.3234448526542337e-09
1967,1.4791006641701188e-08,1.9721342336964653e-09
1968,6.287982134978165e-09,1.3474247273492779e-09
1969,3.6334062425424918e-09,8.175163657142548e-09
1970,5.058597540852361e-09,2.7592350626548523e-09
1971,5.138397485282553e-10,1.541519245584766e-09
1972,4.104117490300041e-09,1.0260293725750103e-09
1973,5.513203782392395e-10,2.205281512956958e-09
1974,1.6876715580593782e-09,2.812785782069227e-09
1975,2.8557400888473694e-09,1.1422960355389478e-09
1976,3.4281160132820787e-09,7.427584769459372e-09
1977,4.7014254711541525e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,2.970295565063452e-09
1979,1.1703946700691858e-09,2.925986564150662e-09
1980,3.411090521154847e-09,5.685150683554241e-10
1981,1.8976649140967083e-09,4.427884725544118e-09
1982,6.2075020679230875e-09,1.8622506869903077e-09
1983,3.157658134966823e-09,6.315316047889041e-10
1984,1.739702604197646e-09,1.1598016991243298e-09
1985,1.2031116103372597e-09,4.210890747202711e-09
1986,1.1988970927134801e-09,2.3977941854269602e-09
1987,0.0,6.110816852533674e-10
1988,4.197587610832443e-09,4.797243047249822e-09
1989,1.0976244357863152e-09,1.0976244357863152e-09
1990,2.179460389939436e-09,2.724325431913144e-09
1991,4.10302547493302e-09,5.2753188484189195e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,3.164955852952289e-09,2.637463358823311e-09
1995,1.626735190995987e-09,2.1689803286761844e-09
1996,4.804283193493575e-09,1.6014276571496566e-09
1997,1.438468344439059e-09,3.3564262480467733e-09
1998,1.9072516899143466e-09,1.9072516899143466e-09
1999,4.570201161957499e-10,2.285100553223174e-09
2000,0.0,2.2090156370779823e-09
2001,1.3143635069212678e-09,1.7524847129024579e-09
2002,2.1906108038649563e-09,5.6955880012310445e-09
2003,1.2500769308587678e-09,2.5001538617175356e-09
2004,1.7619165015858584e-09,1.3214374039449694e-09
2005,1.8014998381943315e-09,4.503749373441224e-09
2006,2.0589450144825605e-09,4.529678854225949e-09
2007,1.997239706952314e-09,1.1983438685803094e-09
2008,1.2772318758180745e-09,5.108927503272298e-09
2009,9.53638501499654e-10,3.337734755248789e-09
2010,1.4171379625338432e-09,1.8895172093635892e-09
2011,1.529588788962144e-09,4.5887662558641296e-09
2012,3.063827413996023e-09,3.063827413996023e-09
2013,1.3945624655065103e-09,2.2313000336282585e-09
2014,4.330890368553497e-10,2.815078836704288e-09
2015,1.994917786518613e-09,2.21657536769726e-09
2016,2.0713399884186856e-09,2.278474076078396e-09
2017,1.7609279590047322e-09,2.5156112748447867e-09
2018,2.0651733656507076e-09,3.872199894061623e-09
2019,1.7856913725466939e-09,3.826481798085979e-09
