year,devait_VERB acheter_VERB,devait_VERB racheter_VERB
1872,3.507456725060365e-08,2.7213026498884574e-08
1873,4.7289436366781956e-08,1.7958013742713774e-08
1874,6.990292433783907e-08,1.9118749250424116e-08
1875,3.661777370211894e-08,1.6592428764283795e-08
1876,3.083467703390852e-08,1.4510435519810017e-08
1877,5.133397351642088e-08,2.040989244278535e-08
1878,6.461824852976861e-08,1.9928991790152395e-08
1879,4.826366861720999e-08,2.932476128592043e-08
1880,4.4924924225142604e-08,2.0537108014195837e-08
1881,2.3009274485730202e-08,1.9523021421719022e-08
1882,5.124646662579835e-08,1.3976308999019693e-08
1883,3.917990198942789e-08,1.579834751908038e-08
1884,3.1688145440966764e-08,1.9805090900604227e-08
1885,4.447488777259423e-08,1.0313017106966527e-08
1886,3.1621972595985426e-08,1.871504551331782e-08
1887,2.9380160526670807e-08,1.0446279397058333e-08
1888,3.61415040117663e-08,2.6630582183884144e-08
1889,5.262714708464955e-08,1.566284169030041e-08
1890,2.5562107097698572e-08,1.7041404731799048e-08
1891,6.374219907456791e-08,1.211101796627645e-08
1892,4.387958796314706e-08,8.149066310636499e-09
1893,6.096832549928877e-08,1.6011883374744684e-08
1894,5.041231432301174e-08,7.561847148451761e-09
1895,6.98159254852726e-08,1.5046536461227333e-08
1896,3.3613066108273415e-08,1.592197840238896e-08
1897,3.029891004757701e-08,2.155884004650943e-08
1898,4.2437662273187016e-08,2.093591255913907e-08
1899,2.5426860617017155e-08,1.1607914629507832e-08
1900,4.360484595622438e-08,1.349673794948103e-08
1901,3.297355988252093e-08,1.900171220370339e-08
1902,2.553347577816112e-08,1.5221880644844532e-08
1903,4.266173903033632e-08,1.6200660368781428e-08
1904,5.105894018697654e-08,8.061937784020756e-09
1905,3.354493216534138e-08,1.4450125540577119e-08
1906,6.12157933232993e-08,2.1605574218597212e-08
1907,4.6285588695127444e-08,1.2857108266928208e-08
1908,4.0764529529724314e-08,2.6030361865991836e-08
1909,4.1807474815414025e-08,1.5952851484257735e-08
1910,2.5651923252212327e-08,1.7635697346918278e-08
1911,4.0434844805758985e-08,3.298632123005518e-08
1912,3.959160110866833e-08,1.927485904218429e-08
1913,5.196929819817342e-08,2.1211958411981868e-08
1914,3.9510787530616653e-08,8.036092680185902e-09
1915,2.4739600590351074e-08,5.890381071793627e-09
1916,5.6036057571873243e-08,3.2962386153911893e-09
1917,2.4126133979507358e-08,2.7416060532914344e-08
1918,4.824278221349232e-08,5.743188147278033e-09
1919,5.985101125816072e-08,1.2890987832747669e-08
1920,3.48322650722821e-08,1.0601124422748853e-08
1921,3.710646367949266e-08,1.3630945261411398e-08
1922,5.976127681606158e-08,1.0329110011753073e-08
1923,4.458698299458774e-08,9.554353752605493e-09
1924,5.9301473953610184e-08,1.4180787211159895e-08
1925,4.06932585406139e-08,1.3197813508725176e-08
1926,4.2355324580967135e-08,7.802296586589819e-09
1927,3.7907366134959375e-08,1.2264147031260109e-08
1928,4.570416578530967e-08,2.5137291359556002e-08
1929,3.8991423423340166e-08,1.7824650200282122e-08
1930,5.04172987803031e-08,1.6805765667982087e-08
1931,5.816731984964463e-08,1.2545892325022123e-08
1932,4.055028668403793e-08,5.4797681947604815e-09
1933,5.391211388428019e-08,1.0323596200123575e-08
1934,4.313368862085554e-08,8.38710612072191e-09
1935,6.223507398317452e-08,1.4361940969820353e-08
1936,4.4861444337129797e-08,1.8187071404440758e-08
1937,5.414180748175568e-08,1.6368453259474336e-08
1938,6.352954784460962e-08,3.8895642262559704e-09
1939,6.576441791139587e-08,1.070583532936098e-08
1940,5.5787225505810056e-08,5.0715658339584024e-09
1941,7.083606590185809e-08,2.066051862925633e-08
1942,6.068423630267716e-08,1.8205270180260413e-08
1943,4.3548528338988035e-08,1.7419411690866582e-08
1944,7.390327994016843e-08,2.2492303131116387e-08
1945,4.1391576388605245e-08,6.535512131478072e-09
1946,4.872386583087973e-08,6.960552134671616e-09
1947,3.9338875268413176e-08,1.0728784083369192e-08
1948,4.783630558335972e-08,1.0871888278529696e-08
1949,5.3993545634511975e-08,1.0798709482173763e-08
1950,2.5524867552917385e-08,8.508289184305795e-09
1951,3.944718685033877e-08,1.1727541604500402e-08
1952,5.2724018928529404e-08,1.1599284199803606e-08
1953,3.3398865895151175e-08,1.723812381726475e-08
1954,5.961246785091134e-08,1.3681550115052232e-08
1955,3.9419553843345057e-08,1.3139850985055546e-08
1956,4.098936656760088e-08,1.0465369904011368e-08
1957,3.8874166108371355e-08,1.501956425897788e-08
1958,4.218844296133284e-08,9.099467845885556e-09
1959,4.107896245386655e-08,1.4726420971555854e-08
1960,4.3601250609981435e-08,1.038124963770315e-08
1961,4.446821932901912e-08,1.042223907177231e-08
1962,3.361236977639237e-08,6.976152100435229e-09
1963,4.9142006020019835e-08,1.2932106940866106e-08
1964,4.562976130273455e-08,1.4601523545820783e-08
1965,3.83043037288644e-08,1.0396882466068291e-08
1966,4.431259981174662e-08,1.163205709531212e-08
1967,3.500538170442269e-08,8.874604162656397e-09
1968,3.6829611360644776e-08,1.0779397818794223e-08
1969,3.315483354526805e-08,1.3171097990039016e-08
1970,3.954903604608262e-08,1.103694025061941e-08
1971,2.723350611688602e-08,6.166076982339064e-09
1972,3.9502129567381417e-08,5.643161493651405e-09
1973,5.347807530142745e-08,1.1577728109557484e-08
1974,4.6692246513657665e-08,1.4626486688484874e-08
1975,4.7976435268992645e-08,1.1422960355389478e-08
1976,2.628222439682304e-08,1.314111219841152e-08
1977,3.937443793233797e-08,2.1744092748576804e-08
1978,4.455443658457625e-08,1.0693064211864112e-08
1979,4.6230589134665934e-08,1.1118749476679568e-08
1980,3.6953480275769834e-08,6.822181042309694e-09
1981,3.6055631369436014e-08,8.855769451088236e-09
1982,4.221101690404794e-08,8.069752865935698e-09
1983,3.34711742766558e-08,9.47297440490047e-09
1984,3.537395087960249e-08,7.538710988796993e-09
1985,4.271046094572739e-08,6.617113967877231e-09
1986,4.375974427262008e-08,9.591176741707841e-09
1987,2.4443266966045485e-08,1.0388388815840699e-08
1988,5.157036397918091e-08,1.139345240375178e-08
1989,4.170972900396919e-08,1.4269117443177493e-08
1990,3.9775152060883556e-08,1.2531897297662908e-08
1991,3.458264430378222e-08,4.68917216167597e-09
1992,3.361066092111287e-08,7.713921945651236e-09
1993,4.708326173386013e-08,1.2186256448387667e-08
1994,3.164955941770131e-08,1.2659823411809157e-08
1995,3.307695095600138e-08,7.591431483433553e-09
1996,2.5622842514394506e-08,7.473328622609188e-09
1997,4.171558032339817e-08,1.2946214766884623e-08
1998,3.2900093316357015e-08,9.536258005482523e-09
1999,3.564757022900267e-08,1.0054442611817649e-08
2000,3.6227859823156905e-08,1.1045078629479121e-08
2001,3.63640566547474e-08,9.20054432640427e-09
2002,3.7678503872484725e-08,1.1829298429688606e-08
2003,3.333538245442469e-08,8.333845613606172e-09
2004,3.03930605127789e-08,9.250062049659391e-09
2005,3.2426996199319547e-08,9.908249332113428e-09
2006,2.388376074691223e-08,1.7706927479821388e-08
2007,4.353982774318865e-08,8.787854888225866e-09
2008,3.746546894944913e-08,9.79211112195344e-09
2009,3.576144536054926e-08,6.198650481792356e-09
2010,4.6765549654992355e-08,1.1337103700270745e-08
2011,3.823971894689748e-08,8.795135286732148e-09
2012,5.582974438311794e-08,8.510632198976964e-09
2013,5.243554923595184e-08,1.0040849929282558e-08
2014,4.8939060803832035e-08,1.1693403578760808e-08
2015,5.585770068705642e-08,1.4186082530898148e-08
2016,5.406197445267935e-08,1.3670844012381167e-08
2017,5.056378782342108e-08,7.2952728302766445e-09
2018,5.343635933741098e-08,8.518839855753413e-09
2019,5.510133505026715e-08,1.0969247732361964e-08
