year,pouvaient_VERB assembler_VERB,pouvaient_VERB rassembler_VERB
1982,3.1037510339615437e-09,7.449002747961231e-09
1983,6.315316047889041e-10,1.0104505676622466e-08
1984,5.799008495621649e-10,6.958810416790584e-09
1985,0.0,6.015557829641693e-09
1986,5.994485463567401e-10,4.7955883708539204e-09
1987,0.0,7.944062296871834e-09
1988,1.798966087207532e-09,6.596209356501959e-09
1989,1.6464366536794728e-09,4.939309850016116e-09
1990,1.089730194969718e-09,5.448650863826288e-09
1991,5.861465202094962e-10,8.20605094986604e-09
1992,1.1019888335184191e-09,7.713921945651236e-09
1993,4.985286850001103e-09,9.416652346772025e-09
1994,5.274926606624319e-10,6.857404422078162e-09
1995,2.7112254663563817e-09,8.133675954979935e-09
1996,1.6014276571496566e-09,9.074756945892659e-09
1997,1.917957792585412e-09,4.315404922294874e-09
1998,1.43043876743576e-09,5.72175506974304e-09
1999,1.8280804647829996e-09,1.279656292041409e-08
2000,1.7672125984802278e-09,1.3254094710646314e-08
2001,2.6287270138425356e-09,1.1391150245287918e-08
2002,4.38122149670761e-10,1.7963008858146168e-08
2003,1.2500769308587678e-09,1.0833999475323708e-08
2004,2.2023955992267474e-09,8.80958239690699e-09
2005,3.1526248278623825e-09,1.0808999029165989e-08
2006,2.0589450144825605e-09,8.64756888319107e-09
2007,1.1983438685803094e-09,9.18730247434496e-09
2008,2.1287198670449925e-09,1.0643598891135753e-08
2009,1.430457752249481e-09,4.76819250749827e-09
2010,1.8895172093635892e-09,7.085689368580006e-09
2011,1.911985902935953e-09,6.500752380844688e-09
2012,6.808505426114664e-10,8.851056776393307e-09
2013,1.9523875849358774e-09,6.693900100884775e-09
2014,1.7323561474213989e-09,1.017759210242275e-08
2015,1.329945265027277e-09,1.0861219479352258e-08
2016,2.278474076078396e-09,5.178350193091319e-09
2017,7.54683426862357e-10,7.043711836018929e-09
2018,5.162933414126769e-10,7.228107001822082e-09
2019,1.2754939326953263e-09,3.5713827450933877e-09
