year,veulent_VERB ouvrir_VERB,veulent_VERB rouvrir_VERB
1852,3.190167419120371e-08,6.510545436100301e-10
1853,2.030456869306363e-08,1.1943863675867306e-09
1854,2.182179059673217e-08,1.0391328908454511e-09
1855,3.661786607267459e-08,7.429711956774554e-09
1856,3.2616291889553395e-08,0.0
1857,2.0502337605421417e-08,0.0
1858,3.572383633354548e-08,0.0
1859,2.5460867192350634e-08,0.0
1860,1.876645328025006e-08,0.0
1861,2.263662679524714e-08,0.0
1862,2.5300723294208183e-08,0.0
1863,3.096664968893492e-08,2.9967726078439227e-09
1864,1.3904711160250827e-08,0.0
1865,2.3534221682552925e-08,0.0
1866,2.0435575009969398e-08,0.0
1867,2.2808213984149006e-08,0.0
1868,1.1361710683388537e-08,2.4699371437009177e-09
1869,2.8812763730456936e-08,0.0
1870,3.612450782952692e-08,0.0
1871,2.549082545044712e-08,0.0
1872,2.116568786902917e-08,0.0
1873,2.2746817762708815e-08,0.0
1874,6.811054475974743e-08,0.0
1875,2.4030413214859436e-08,0.0
1876,1.5115036333668286e-08,0.0
1877,2.72131899237138e-08,0.0
1878,1.6305540029293297e-08,0.0
1879,1.710611030603104e-08,0.0
1880,2.1820676820993867e-08,0.0
1881,2.8587281875047665e-08,0.0
1882,2.861815673327328e-08,0.0
1883,3.854796659652493e-08,0.0
1884,2.6406787867472303e-08,0.0
1885,4.640857653726016e-08,1.933690763067375e-09
1886,2.0005737511041843e-08,0.0
1887,2.6115698048556624e-08,0.0
1888,2.599652049184442e-08,0.0
1889,1.3156786771162388e-08,1.8795409673089125e-09
1890,9.176140736144589e-09,0.0
1891,1.8485238229004608e-08,3.824531802365527e-09
1892,5.014809900671935e-09,6.268512375839919e-10
1893,1.3548516086814288e-08,0.0
1894,1.6384001710889606e-08,1.8904617871129403e-09
1895,1.5648398132839247e-08,0.0
1896,1.47425724961181e-08,5.89702897624278e-10
1897,1.981082675683865e-08,3.4960281336537946e-09
1898,2.093591255913907e-08,0.0
1899,2.65323762960179e-08,0.0
1900,2.1283318218934255e-08,5.710158568206225e-09
1901,7.824234593556412e-09,3.912117296778206e-09
1902,3.0443761289689064e-08,0.0
1903,3.0241231741001684e-08,3.7801539676252105e-09
1904,1.827372564378038e-08,0.0
1905,2.8900251081154238e-08,5.160759042333041e-10
1906,3.137952475640304e-08,1.0288369045596824e-09
1907,1.7485668024619372e-08,5.142843373384665e-10
1908,2.89771957540097e-08,1.964555629285769e-09
1909,2.2003934674330594e-08,1.6502950117569526e-09
1910,2.137660359835536e-08,3.206490406526541e-09
1911,1.8089272302290738e-08,0.0
1912,1.4586379215586476e-08,0.0
1913,2.3863453435524207e-08,3.71209285532359e-09
1914,1.2054139020278853e-08,0.0
1915,3.534228465440492e-09,5.890381071793627e-09
1916,9.888715624128963e-09,0.0
1917,7.676496771580332e-09,0.0
1918,1.722956355365568e-08,2.2972752589112133e-09
1919,6.4454939163738345e-09,0.0
1920,1.514446346106979e-08,2.2716695191604686e-09
1921,2.0446417892117097e-08,3.7863738810983705e-09
1922,2.0658220023506146e-08,7.377935484775833e-10
1923,1.4862327368803108e-08,2.1231896241147297e-09
1924,1.933743654092268e-08,0.0
1925,2.0896537833436923e-08,1.0998177923937646e-09
1926,2.229227646921572e-08,0.0
1927,1.4493992672726108e-08,0.0
1928,1.0283437212876834e-08,1.1426041224282812e-09
1929,1.0026365515614089e-08,1.1140406375176326e-09
1930,1.470504518152893e-08,4.201441416995522e-09
1931,3.4216069977333063e-09,0.0
1932,6.575722188983946e-09,0.0
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,5.990790086229936e-09,0.0
1935,2.6330225111337313e-08,0.0
1936,1.091224355320719e-08,0.0
1937,1.510934133364117e-08,2.5182236296217297e-09
1938,1.6854778905894818e-08,0.0
1939,1.070583532936098e-08,0.0
1940,1.0143131667916805e-08,0.0
1941,8.854508237732261e-09,0.0
1942,2.4273694165799498e-08,1.2136847082899749e-08
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,0.0
1945,6.535512131478072e-09,4.357008087652048e-09
1946,8.352662561605939e-09,2.7842208538686464e-09
1947,1.907339353124371e-08,0.0
1948,1.3046265401328583e-08,0.0
1949,1.2762110479513922e-08,9.817008317369869e-10
1950,5.317680518146517e-09,1.0635361480382244e-09
1951,4.264560704569931e-09,0.0
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,7.54167928107563e-09,0.0
1954,1.07497895029951e-08,0.0
1955,5.631364707880948e-09,9.385607846468247e-10
1956,9.593255967388359e-09,0.0
1957,1.3252556385623393e-08,0.0
1958,1.3235589513271862e-08,0.0
1959,1.0851047171911432e-08,0.0
1960,4.844583401109048e-09,0.0
1961,1.250668635321972e-08,0.0
1962,8.244543714397423e-09,0.0
1963,2.5864212993553792e-09,0.0
1964,8.517555549758526e-09,0.0
1965,1.6963333848707407e-08,1.0944086747954884e-09
1966,1.2185964237687585e-08,0.0
1967,1.232583901611406e-08,0.0
1968,1.257596426995633e-08,4.4914158503495116e-10
1969,1.4533624970169967e-08,9.083515606356229e-10
1970,1.0577067222072856e-08,0.0
1971,1.644287195290417e-08,5.138397485282553e-10
1972,1.539044092169206e-08,5.130146862875051e-10
1973,1.6539610570021068e-08,1.102640756478479e-09
1974,1.4626486688484874e-08,0.0
1975,1.8276736568623164e-08,3.4268881066168433e-09
1976,1.3712464053128315e-08,0.0
1977,1.8218024422367307e-08,1.1753563677885381e-09
1978,1.544553818177974e-08,0.0
1979,8.192762912528906e-09,0.0
1980,9.096241093686785e-09,1.1370301367108482e-09
1981,1.5181319312773667e-08,1.8976649140967083e-09
1982,1.738100685599875e-08,0.0
1983,1.4525227243211702e-08,0.0
1984,1.5077421977593986e-08,5.799008495621649e-10
1985,2.1054452403745927e-08,0.0
1986,1.1988970705090196e-08,0.0
1987,1.588812459374367e-08,0.0
1988,1.9788627625416666e-08,0.0
1989,2.250130037850795e-08,1.6464366536794728e-09
1990,1.9070277801347402e-08,0.0
1991,2.05151273746651e-08,5.861465202094962e-10
1992,1.3774860363469088e-08,5.509944167592096e-10
1993,1.994114740000441e-08,5.539207426075166e-10
1994,1.635227242502424e-08,1.0549853213248639e-09
1995,2.7112253775385398e-08,1.0844901643380922e-09
1996,1.3345230698291743e-08,3.736664311304594e-09
1997,1.4864173003559245e-08,1.438468344439059e-09
1998,1.3350762273489636e-08,9.536258449571733e-10
1999,2.376504681933511e-08,2.285100553223174e-09
2000,1.7230322058026104e-08,2.2090156370779823e-09
2001,1.445799924226776e-08,4.3812117822561447e-10
2002,8.762443215459825e-09,1.3143663935011318e-09
2003,1.8751153518792307e-08,2.9168460979889232e-09
2004,2.642874719072097e-08,8.809582507929292e-10
2005,1.5763124139311913e-08,1.3511248786457486e-09
2006,2.388376074691223e-08,0.0
2007,2.3167981311189578e-08,1.5977917877663117e-09
2008,1.6178271167177627e-08,8.514879357157668e-10
2009,1.7642312499788204e-08,4.76819250749827e-10
2010,1.369900015646408e-08,0.0
2011,1.3766299211681599e-08,0.0
2012,1.9063815415165664e-08,0.0
2013,1.589801357226861e-08,2.5102124823206395e-09
2014,1.6240838007774983e-08,2.1654451842767486e-10
2015,1.329945220618356e-08,1.329945265027277e-09
2016,1.636358604173438e-08,4.1426800878596737e-10
2017,1.5848351964109497e-08,1.509366853724714e-09
2018,1.987729447705533e-08,1.0325866828253538e-09
2019,1.5305927192343916e-08,7.65296326310505e-10
