year,avaient_VERB enseigné_VERB,avaient_VERB renseigné_VERB
1968,7.859977557700404e-08,1.0330256650092906e-08
1969,7.630153220361535e-08,9.537691525451919e-09
1970,7.679870606125405e-08,5.058597540852361e-09
1971,6.88545256366524e-08,5.652237344833111e-09
1972,5.540558589700595e-08,3.0780880067027283e-09
1973,6.119655893144227e-08,6.615844760915479e-09
1974,5.738083075357281e-08,5.625571564138454e-09
1975,5.9399393848025284e-08,1.7134440533084216e-09
1976,4.742227233123231e-08,6.2848797277581525e-09
1977,6.523227824573041e-08,4.7014254711541525e-09
1978,6.712868128033733e-08,1.7821774056514528e-09
1979,6.027532606367458e-08,5.851973128301324e-09
1980,5.571447658780926e-08,2.8425752862659692e-09
1981,6.262293794634388e-08,6.325549528618524e-10
1982,6.331652002700139e-08,4.345251713999687e-09
1983,5.494324994970157e-08,1.2630632095778083e-09
1984,5.9149886766363124e-08,4.059305780401701e-09
1985,6.496802740230123e-08,2.4062232206745193e-09
1986,5.874595743193822e-08,4.196139880008332e-09
1987,5.255302326645506e-08,3.6664902225425067e-09
1988,6.536243546406695e-08,6.596209356501959e-09
1989,6.860152979015766e-08,4.390497743145261e-09
1990,5.067245467671455e-08,3.2691906959314565e-09
1991,7.15098735781794e-08,1.7584396161396398e-09
1992,6.171137556520989e-08,2.2039776670368383e-09
1993,4.929894714678085e-08,6.093128224193833e-09
1994,6.277162611922904e-08,3.164955852952289e-09
1995,5.4224507550770795e-08,7.0491861237087505e-09
1996,5.3380922793166974e-08,3.2028553142993132e-09
1997,6.185413781167881e-08,2.3974471297094624e-09
1998,6.961468557165063e-08,1.9072516899143466e-09
1999,6.261175400368302e-08,9.140402323914998e-10
2000,5.169096795043515e-08,4.418031274155965e-09
2001,5.1698300751468196e-08,1.7524847129024579e-09
2002,5.301277994362863e-08,2.6287327870022636e-09
2003,6.833753474211335e-08,2.9168460979889232e-09
2004,6.695282905866407e-08,6.607186797680242e-09
2005,5.4044996034008363e-08,3.602999676388663e-09
2006,7.247486166761519e-08,2.8825228870488218e-09
2007,6.351222481271179e-08,2.3966877371606188e-09
2008,5.704969296971285e-08,2.554463751636149e-09
2009,7.056924999915282e-08,6.675469510497578e-09
2010,8.361113401633702e-08,4.723792912386671e-09
2011,1.0439443798304637e-07,5.353560705856353e-09
2012,1.0689353757697972e-07,6.468080293586809e-09
2013,1.1825890311456533e-07,2.7891249310130206e-09
2014,1.2018220729714812e-07,8.87832563023494e-09
2015,1.163702094686414e-07,6.428068743957738e-09
2016,1.195163150669032e-07,4.971216327476213e-09
2017,1.2477431710067322e-07,3.5218559180094644e-09
2018,1.241685509967283e-07,5.937373259712331e-09
2019,1.1096796725951208e-07,2.5509878653906526e-09
