year,faut_VERB apporter_VERB,faut_VERB rapporter_VERB
1857,3.1583363124809694e-07,1.022188030219695e-06
1858,2.990036023220455e-07,9.395857887284365e-07
1859,2.7141282998854876e-07,9.797341817829874e-07
1860,2.2748604067146516e-07,9.245911769539816e-07
1861,3.1644117370888125e-07,1.0771261713671265e-06
1862,3.519511437843903e-07,9.736260153658804e-07
1863,3.9457503930862003e-07,8.036344638640003e-07
1864,3.5241251339357405e-07,9.100393754124525e-07
1865,3.393634813164681e-07,9.220707966051123e-07
1866,3.800043657520291e-07,9.273858267988544e-07
1867,3.5716692536880146e-07,1.0351046739742742e-06
1868,3.7147853504393424e-07,9.044909461408679e-07
1869,3.3989292091973766e-07,1.0221205002380884e-06
1870,3.492035602903343e-07,1.0034585784524097e-06
1871,2.973929724703339e-07,7.211779120552819e-07
1872,3.0962377195464796e-07,8.296949545183452e-07
1873,3.0349042390298564e-07,9.505774869467132e-07
1874,3.4592986253301206e-07,8.113519243124756e-07
1875,3.3070426752601634e-07,9.88107785815373e-07
1876,3.1499737929152616e-07,1.1632532732619438e-06
1877,2.6409165343466157e-07,8.751514428695373e-07
1878,1.974782009028786e-07,7.51866537029855e-07
1879,3.1524118071502016e-07,7.514470325986622e-07
1880,2.7404203706282715e-07,7.938875796753564e-07
1881,3.1306558412325103e-07,6.798194931434409e-07
1882,3.0814433671366714e-07,7.866665328037925e-07
1883,2.963770100450347e-07,7.096617764545954e-07
1884,2.713297533318837e-07,7.195849889285455e-07
1885,2.842525361756998e-07,6.071788902772823e-07
1886,3.007314148817386e-07,5.827478162245825e-07
1887,2.546280484239105e-07,5.954379389550013e-07
1888,2.7011017778022506e-07,6.721051590830029e-07
1889,2.7378646905162896e-07,7.32394482838572e-07
1890,2.569319406120485e-07,5.433586238723365e-07
1891,2.5815592152866884e-07,6.176618967401737e-07
1892,2.626506727665401e-07,6.086725647946878e-07
1893,2.278614061879125e-07,5.598000711870554e-07
1894,3.012135891822254e-07,4.940407052345108e-07
1895,2.491706538876315e-07,5.236194624558266e-07
1896,2.594692887214478e-07,4.988886530554737e-07
1897,2.761862276656757e-07,5.337269612937234e-07
1898,2.823519196226698e-07,5.126469773131248e-07
1899,2.802482299557596e-07,5.450192475109361e-07
1900,2.8602701718227763e-07,6.815852771069331e-07
1901,3.431485708915716e-07,5.080163418824668e-07
1902,2.9707217663599295e-07,4.645128512947849e-07
1903,2.7541122449292743e-07,5.589228067037766e-07
1904,2.3594604670051922e-07,4.6866730940564594e-07
1905,2.466842943249503e-07,4.262786887920811e-07
1906,2.829301593010314e-07,4.2233753561049525e-07
1907,2.7874210672962363e-07,4.0937032963483944e-07
1908,3.3102762131420604e-07,3.821060658992792e-07
1909,2.932024187884963e-07,4.730845830636099e-07
1910,3.1316722015617415e-07,4.0936194523055747e-07
1911,2.75595368748327e-07,4.0168825421460497e-07
1912,2.932904124008928e-07,3.917484718840569e-07
1913,2.6302828359803243e-07,4.4492082906799624e-07
1914,3.0001410777913406e-07,3.502397021293291e-07
1915,3.0276558504738205e-07,3.522447684645158e-07
1916,3.5159877143087215e-07,3.3841382673927e-07
1917,3.246061623940477e-07,3.322826671592338e-07
1918,2.7682168024512066e-07,2.8371349003464275e-07
1919,2.6242366857331945e-07,2.863640702344128e-07
1920,3.03646487509468e-07,3.059181494791119e-07
1921,3.066962790398975e-07,2.809489387800568e-07
1922,3.091354869866336e-07,3.8660382983835007e-07
1923,2.919385622135451e-07,3.588190509162814e-07
1924,2.539649983646086e-07,3.5065218639829254e-07
1925,2.397602827386436e-07,3.475424250609649e-07
1926,2.6081963255819574e-07,3.477595100775943e-07
1927,2.553172464558884e-07,3.0548875429303735e-07
1928,2.570859294337424e-07,3.0507530368595326e-07
1929,2.57343373277763e-07,3.665193730739702e-07
1930,2.9620161967613967e-07,3.319138670576649e-07
1931,2.611826630527503e-07,3.4672285664782976e-07
1932,2.498774449577468e-07,3.2221038281932124e-07
1933,2.810312196288578e-07,3.108549435637542e-07
1934,2.7078371545030677e-07,2.683873958631011e-07
1935,2.656959168234607e-07,3.614421757447417e-07
1936,2.631063011904189e-07,3.6495390531854355e-07
1937,2.3419480044140073e-07,3.3996019510595943e-07
1938,3.07275570321508e-07,2.8523470518848626e-07
1939,2.2788135822793265e-07,2.967045702462201e-07
1940,2.2061311710785958e-07,3.448664642746735e-07
1941,2.538292278586596e-07,2.862957444449421e-07
1942,1.8508691823626577e-07,2.8825010645050497e-07
1943,2.0612969819922e-07,2.903235269968718e-07
1944,2.1528347815547022e-07,2.1528347815547022e-07
1945,2.527064566493209e-07,2.614204959172639e-07
1946,2.57540420989244e-07,2.2969821600327123e-07
1947,2.9682968261113274e-07,1.7046845357526763e-07
1948,2.9354097819123126e-07,2.0221710883561173e-07
1949,2.3560819784052e-07,1.9437676712641405e-07
1950,2.6482049975129485e-07,2.456768584124802e-07
1951,2.484106573774625e-07,1.6311945216784807e-07
1952,2.1616847334371414e-07,2.0035128045492456e-07
1953,3.1675051559432177e-07,2.1116701987011766e-07
1954,2.5897219302351004e-07,2.1401854155556066e-07
1955,2.5904276412802574e-07,2.1586897958059126e-07
1956,2.991351664149988e-07,1.9884203084075125e-07
1957,2.4208003424064373e-07,1.8553579650415486e-07
1958,2.423767284653877e-07,1.373192475284668e-07
1959,2.5654975388533785e-07,1.6741614672355354e-07
1960,2.7821749881695723e-07,1.750970852754108e-07
1961,2.508285490421258e-07,2.2373072283699003e-07
1962,2.2323686721392733e-07,2.1689490381504584e-07
1963,2.670479943844839e-07,1.8104948651398445e-07
1964,2.4457551717205206e-07,2.007709554163739e-07
1965,2.446003293243848e-07,2.303730326502773e-07
1966,2.2599425619773683e-07,2.1990126697346568e-07
1967,2.5637746148277074e-07,2.5194015051965835e-07
1968,2.5511241119602346e-07,1.9896971537036734e-07
1969,2.756846981810668e-07,2.7613887709776463e-07
1970,2.52010124768276e-07,1.7383180761498807e-07
1971,2.2454797488080658e-07,2.194095714003197e-07
1972,2.565073486948677e-07,1.8109417965206376e-07
1973,2.326572001720706e-07,2.0674514189522597e-07
1974,2.750904570802959e-07,1.6032879557315027e-07
1975,2.4673593657098536e-07,1.3421978906080767e-07
1976,2.331118906795382e-07,1.7654798512012349e-07
1977,2.6445519551998586e-07,1.3457830050356279e-07
1978,2.5782165380405786e-07,1.3425736256067466e-07
1979,2.5748681764525827e-07,1.4512893642404379e-07
1980,2.637909801705973e-07,1.39854705594189e-07
1981,2.391057591921708e-07,1.3030631862420705e-07
1982,2.0733057226607343e-07,1.4711780238485517e-07
1983,1.9703786335867335e-07,1.0483424972562716e-07
1984,2.1224370527761494e-07,1.356967942456322e-07
1985,1.774589577507868e-07,1.0226448665662247e-07
1986,1.954202275555872e-07,1.1389522569515975e-07
1987,1.7599153068204032e-07,1.3443796831325017e-07
1988,2.2906836250058404e-07,1.0434003883119658e-07
1989,2.0415814105945174e-07,1.212874991551871e-07
1990,2.2339469296639436e-07,1.06248691622568e-07
1991,2.4149235855475126e-07,1.0316178844504975e-07
1992,2.3307063656829996e-07,1.2727970499781804e-07
1993,2.398476794951421e-07,1.0801454664033372e-07
1994,2.531964753416105e-07,1.1182844161794492e-07
1995,2.456370111758588e-07,1.0953350937370487e-07
1996,2.188617855836128e-07,1.1476898009732395e-07
1997,2.0953689272573683e-07,9.302095094199103e-08
1998,1.888179212983232e-07,1.0823653440183989e-07
1999,2.1662754079443403e-07,1.3527795772461104e-07
2000,1.9704420139987633e-07,1.1000898325619346e-07
2001,2.2168931934629654e-07,1.3800817555420508e-07
2002,2.2650915809663275e-07,1.1610237038439664e-07
2003,2.133464533926599e-07,1.0083953583261973e-07
2004,1.9997752076506004e-07,1.1452457471250455e-07
2005,2.1527922910991037e-07,9.277724188905268e-08
2006,2.0465913053158147e-07,9.924114863224531e-08
2007,1.8654219502423075e-07,1.1703824753794834e-07
2008,1.7796098461531074e-07,7.5356680895311e-08
2009,2.0741637740684382e-07,8.296655096273753e-08
2010,2.2815920885932428e-07,7.463592766043803e-08
2011,2.2064318727643695e-07,7.49498525465242e-08
2012,1.9846793009037356e-07,6.910632777135106e-08
2013,1.7041554656316293e-07,5.9408364450064255e-08
2014,1.7756650549927144e-07,9.46299536508377e-08
2015,1.6136668534727505e-07,9.95242359635995e-08
2016,1.8227792963898537e-07,1.2945875482728297e-07
2017,1.8363962794865074e-07,5.760750099170764e-08
2018,1.5024136246211128e-07,5.292006832746665e-08
2019,1.7193657697589515e-07,1.0688638951705798e-07
