year,doivent_VERB avoir_VERB,doivent_VERB ravoir_VERB
1928,3.7043225802335655e-06,0.0
1929,3.6551673474605195e-06,2.2280812750352652e-09
1930,3.632146217569243e-06,0.0
1931,3.8196540117496625e-06,1.1405356659111021e-09
1932,3.854469014186179e-06,2.1919073223131136e-09
1933,3.660288257378852e-06,0.0
1934,3.4123540899599902e-06,0.0
1935,3.987832315033302e-06,0.0
1936,3.512529701765743e-06,0.0
1937,3.8125906485220185e-06,0.0
1938,3.472084472377901e-06,0.0
1939,3.8036303067201516e-06,0.0
1940,3.4790941754181404e-06,0.0
1941,3.6598632959794486e-06,0.0
1942,3.352804014866706e-06,0.0
1943,3.2458169698657002e-06,0.0
1944,3.277449877714389e-06,0.0
1945,3.3113260542450007e-06,0.0
1946,3.2672830911906203e-06,2.7842208538686464e-09
1947,3.285392040197621e-06,0.0
1948,3.3822443583630957e-06,0.0
1949,3.8129260246932972e-06,0.0
1950,3.706423512994661e-06,0.0
1951,3.679249857668765e-06,0.0
1952,3.4660770324990153e-06,0.0
1953,3.5790653782896698e-06,0.0
1954,3.524953854139312e-06,0.0
1955,3.442640945650055e-06,0.0
1956,4.096320026292233e-06,0.0
1957,3.4032564144581556e-06,0.0
1958,3.844111688522389e-06,0.0
1959,4.007136794825783e-06,0.0
1960,3.613367198340711e-06,1.3841666701708277e-09
1961,3.4205788779217983e-06,0.0
1962,3.5102727906632936e-06,1.2683912808952869e-09
1963,3.4890822462330107e-06,0.0
1964,3.632129164543585e-06,0.0
1965,3.49335255123151e-06,0.0
1966,3.7133956993784523e-06,0.0
1967,3.6425319649424637e-06,0.0
1968,3.2854707114893245e-06,0.0
1969,3.7941845221212134e-06,0.0
1970,3.6867977541987784e-06,9.197450023812337e-10
1971,3.3646226711425697e-06,0.0
1972,3.3925662137335166e-06,1.0260293725750103e-09
1973,3.249482233513845e-06,0.0
1974,3.3590288239793153e-06,1.1251143350321513e-09
1975,3.1121855954552302e-06,0.0
1976,2.9247544262034353e-06,0.0
1977,2.979528289870359e-06,0.0
1978,2.8300976282480406e-06,0.0
1979,2.9037491913186386e-06,0.0
1980,2.6720208552433178e-06,1.1370301367108482e-09
1981,2.5491965516266646e-06,0.0
1982,2.8076533453713637e-06,1.2415004579935385e-09
1983,2.5463355086685624e-06,6.315316047889041e-10
1984,3.140743046969874e-06,5.799008495621649e-10
1985,2.773172354864073e-06,0.0
1986,2.830596031344612e-06,0.0
1987,2.6239847557008034e-06,0.0
1988,2.7422240691521438e-06,0.0
1989,2.9202299174357904e-06,0.0
1990,2.8343881695036544e-06,0.0
1991,2.6775173864734825e-06,0.0
1992,2.583061814220855e-06,0.0
1993,2.6433096991240745e-06,0.0
1994,2.7266096367384307e-06,0.0
1995,2.6976692879543407e-06,0.0
1996,2.5387967070855666e-06,0.0
1997,2.542253014325979e-06,0.0
1998,2.5480883323325543e-06,0.0
1999,2.5643398657848593e-06,0.0
2000,2.529764742575935e-06,0.0
2001,2.621717158035608e-06,0.0
2002,2.8758338430634467e-06,0.0
2003,2.811422973536537e-06,0.0
2004,2.8278759600652847e-06,0.0
2005,2.795927684928756e-06,0.0
2006,2.7466326173453126e-06,0.0
2007,2.6143868581129937e-06,0.0
2008,2.5612757781345863e-06,0.0
2009,2.8003594252368202e-06,0.0
2010,2.780896920739906e-06,0.0
2011,2.695517878237297e-06,0.0
2012,2.3176153263193555e-06,0.0
2013,2.427375420666067e-06,2.789125042035323e-10
2014,2.3241723283717874e-06,0.0
2015,2.4539706373616355e-06,4.433150790905671e-10
2016,2.502385996194789e-06,4.1426800878596737e-10
2017,2.27511895900534e-06,0.0
2018,2.1707553514715983e-06,2.5814667070633845e-10
2019,2.342316975045833e-06,0.0
