year,faudrait_VERB envoyer_VERB,faudrait_VERB renvoyer_VERB
1893,3.510297474917934e-08,1.3548516086814288e-08
1894,2.3945849747519787e-08,2.2055386850183822e-08
1895,3.250051960890232e-08,2.5880042997528108e-08
1896,4.1868904787634165e-08,1.533227589334274e-08
1897,6.292850684985751e-08,1.1653426668090106e-08
1898,3.677930848766664e-08,1.0750873968845553e-08
1899,4.5878898902174114e-08,1.4371703827009696e-08
1900,4.256663643786851e-08,2.2321527737290126e-08
1901,5.02986488015722e-08,1.0618603774048552e-08
1902,3.0443761289689064e-08,1.178468167495339e-08
1903,4.1581696308412575e-08,1.9440793863623185e-08
1904,2.9022976022474722e-08,1.827372564378038e-08
1905,4.954328858275403e-08,2.167518786677647e-08
1906,2.9321851613417493e-08,7.201858220895474e-09
1907,2.3657079850636364e-08,2.2114226894132116e-08
1908,3.8799974788616964e-08,2.2592390180875555e-08
1909,3.4656196135074424e-08,8.251475058784763e-09
1910,3.099607326362275e-08,1.60324518105881e-08
1911,2.500575924102577e-08,1.2236860413850081e-08
1912,5.157327009897017e-08,1.0418842677495377e-08
1913,4.825720623102825e-08,1.6969567084856862e-08
1914,3.8171439342704616e-08,1.1384464038144415e-08
1915,2.9451904026700504e-08,9.424609537234119e-09
1916,6.922100936890274e-08,1.648119329900055e-08
1917,6.141197417264266e-08,1.7546279096336548e-08
1918,4.824278221349232e-08,3.44591288836682e-09
1919,4.4197673076951105e-08,1.5653341733923298e-08
1920,3.48322650722821e-08,1.9687803387569147e-08
1921,3.0290991048786964e-08,7.572747762196741e-09
1922,3.6151885041135756e-08,6.640141769764796e-09
1923,1.8047112249064412e-08,1.5923921736771263e-08
1924,2.4494086758863887e-08,1.2891624656674594e-08
1925,3.409435223034052e-08,2.3096173862313663e-08
1926,3.232380052509143e-08,1.2260752413340015e-08
1927,3.3447673075670536e-08,1.7838759802657478e-08
1928,2.2852082892654835e-08,1.1426041224282812e-09
1929,4.233354289340241e-08,1.6710609784809094e-08
1930,1.8906487042613662e-08,1.6805765667982087e-08
1931,3.649714130915527e-08,9.124285327288817e-09
1932,2.4110979879310435e-08,7.6716757391182e-09
1933,4.12943848004943e-08,1.261772819560747e-08
1934,3.9539216345474415e-08,1.4377896206951846e-08
1935,2.154291145473053e-08,1.196828414151696e-08
1936,1.091224355320719e-08,1.576212937948185e-08
1937,2.895957251780601e-08,1.888667711114067e-08
1938,3.630260181353151e-08,1.6854778905894818e-08
1939,3.058810094103137e-08,1.2235240376412548e-08
1940,4.3108308034334186e-08,7.607348528892999e-09
1941,3.5418032950929046e-08,5.9030051957620344e-09
1942,4.5513175450651033e-08,2.730790527039062e-08
1943,1.1612940831184915e-08,2.9032352077962287e-09
1944,4.4984606262232774e-08,0.0
1945,2.6142048525912287e-08,2.178504132643866e-08
1946,4.733175273941015e-08,2.0881657292193267e-08
1947,2.9802176726434482e-08,1.7881307101674793e-08
1948,2.2830963786191205e-08,1.4133454406817236e-08
1949,1.8652315247891238e-08,1.9634017078828947e-08
1950,2.8715476219076663e-08,1.3825969702452312e-08
1951,3.4116485636559446e-08,1.5992101864981123e-08
1952,1.687168627029223e-08,1.1599284199803606e-08
1953,3.124409886368085e-08,1.4005975934594517e-08
1954,3.127211556375187e-08,1.8567819282111486e-08
1955,2.5341140741375057e-08,8.447047505910632e-09
1956,3.488456457034772e-08,1.3081712602058815e-08
1957,2.1204090927540165e-08,1.6786572132332367e-08
1958,1.8198935691771112e-08,1.0753916868111446e-08
1959,4.030388822684472e-08,1.3176271629333769e-08
1960,2.5607082676515347e-08,9.689166802218097e-09
1961,2.292892631317045e-08,1.667558180429296e-08
1962,3.0441391629665304e-08,6.976152100435229e-09
1963,2.8450633848819962e-08,1.2285501505004959e-08
1964,3.528701597588224e-08,9.125952438182594e-09
1965,2.6265809083270142e-08,1.3680108601477059e-08
1966,2.658755882123387e-08,1.606331601067268e-08
1967,3.500538170442269e-08,8.874604162656397e-09
1968,2.919420261093819e-08,1.7965662735264232e-08
1969,2.8613074576355757e-08,1.2716921737876419e-08
1970,2.989171221656761e-08,1.5635665207014426e-08
1971,3.288574390580834e-08,1.0790635052160269e-08
1972,2.0520587895589415e-08,9.747279428040656e-09
1973,2.0398854161385316e-08,8.269805285010534e-09
1974,2.1377172032543967e-08,1.4626486688484874e-08
1975,2.5701661243715535e-08,1.0851811893530794e-08
1976,2.4568166168137395e-08,4.570821499072508e-09
1977,1.9393379346865913e-08,1.4104276857551667e-08
1978,1.2475242172627077e-08,8.316828115084718e-09
1979,1.6385525825057812e-08,1.9311512389208474e-08
1980,1.9329512213062117e-08,9.664756106531058e-09
1981,1.4548763971333756e-08,8.855769451088236e-09
1982,1.8001756529884005e-08,1.1794254461960918e-08
1983,2.2103606056589342e-08,8.209910973278056e-09
1984,2.0876431250371752e-08,9.858314165001048e-09
1985,1.7445119127046382e-08,6.617113967877231e-09
1986,2.517683839187157e-08,1.6784559520033326e-08
1987,2.261002229886344e-08,1.0388388815840699e-08
1988,2.6384837426007834e-08,1.3192418713003917e-08
1989,2.798942233539492e-08,1.5915555096057687e-08
1990,1.6345952147389653e-08,8.717841559757744e-09
1991,2.2859714121636898e-08,1.641210189973208e-08
1992,2.589673719910479e-08,6.060938417817852e-09
1993,2.3264671966671813e-08,9.416652346772025e-09
1994,2.2682185019107237e-08,1.8462243289718572e-08
1995,1.8978578708583882e-08,9.21816667442954e-09
1996,2.081855932090093e-08,1.2811421257197253e-08
1997,1.4864173003559245e-08,5.753873377756236e-09
1998,1.5734826774860267e-08,9.059445638115449e-09
1999,1.5081663917726473e-08,1.5081663917726473e-08
2000,1.899753598877396e-08,1.192868470667463e-08
2001,3.066848108801423e-08,8.324302136486494e-09
2002,1.7086764003693133e-08,6.133709984368352e-09
2003,2.1667998950647416e-08,6.250384210204629e-09
2004,2.686922684347337e-08,7.047666006343434e-09
2005,2.2518747755384538e-08,7.205999352777326e-09
2006,1.729513776638214e-08,1.1118302722934459e-08
2007,2.3966876483427768e-08,1.078509459517818e-08
2008,2.2564430324223395e-08,8.089135583588813e-09
2009,2.5271420511785436e-08,8.582746957586096e-09
2010,2.5508482437430757e-08,5.196172381261022e-09
2011,2.6767803973370974e-08,5.353560705856353e-09
2012,2.2127641940983267e-08,6.808505315092361e-09
2013,3.960557393156705e-08,6.414987652192394e-09
2014,3.811183546531538e-08,6.9294245896855955e-09
2015,3.191868458429781e-08,5.763096222466402e-09
2016,3.50056481579486e-08,4.142679976837371e-09
2017,3.8740413543791874e-08,5.282783988036499e-09
2018,2.8654280725959325e-08,6.9699601645822895e-09
2019,2.831596468411135e-08,7.397864543179367e-09
