year,fallut_VERB acheter_VERB,fallut_VERB racheter_VERB
2006,1.0294725072412803e-08,8.235779835885637e-10
2007,6.7906151812735516e-09,1.997239706952314e-09
2008,5.960415716543821e-09,8.514879357157668e-10
2009,8.105927484791664e-09,1.907277002999308e-09
2010,5.668551850135373e-09,0.0
2011,8.412738061736036e-09,3.82397197240536e-10
2012,4.425528388196653e-09,3.404252713057332e-10
2013,6.9728125495771565e-09,0.0
2014,8.228691505962615e-09,2.1654451842767486e-10
2015,8.644644111654998e-09,6.649726325136385e-10
2016,8.906762438698479e-09,1.2428040818690533e-09
2017,5.534344982294215e-09,2.515611330355938e-10
2018,4.64663996169179e-09,1.0325866828253538e-09
2019,9.94885240857002e-09,5.1019755087367e-10
