year,aient_VERB apporté_VERB,aient_VERB rapporté_VERB
1849,5.279031256577582e-08,3.854530916669319e-08
1850,8.893584890756756e-08,2.1724787302446202e-08
1851,7.739326690625603e-08,3.1602251482354404e-08
1852,3.580800012059626e-08,2.018269107395554e-08
1853,7.703791737867505e-08,2.6276499198729653e-08
1854,6.390667550704165e-08,1.7145692865483397e-08
1855,5.466145225341279e-08,1.9104973603134567e-08
1856,5.021873406008126e-08,4.038207634948776e-08
1857,4.490988203542656e-08,1.2691923956253959e-08
1858,5.5787907626836386e-08,2.1532175153993194e-08
1859,5.0412516827691434e-08,1.5785737161877478e-08
1860,4.897586691754441e-08,1.2816115280145368e-08
1861,7.356903353183952e-08,6.13075279431996e-09
1862,4.789065499721801e-08,2.0330938710344526e-08
1863,7.591823703023692e-08,1.2486552236623538e-08
1864,4.794727814783073e-08,3.931677028390368e-08
1865,6.966129717511649e-08,2.118079933666195e-08
1866,7.20110691077025e-08,2.092213513549268e-08
1867,5.968958305402339e-08,1.747012134956094e-08
1868,5.4832600682175325e-08,1.1361710683388537e-08
1869,7.911300770047092e-08,1.5627261262807224e-08
1870,9.633201614178688e-08,2.1789386295267832e-08
1871,5.416800519242315e-08,1.805600113868877e-08
1872,3.688877114882416e-08,1.7537283625301825e-08
1873,8.021245889722195e-08,2.1549615425442425e-08
1874,5.675878611555163e-08,1.4339061493728877e-08
1875,7.323554740423788e-08,3.1468399441791917e-08
1876,5.8041742079240066e-08,1.9951848173604958e-08
1877,7.421779457672528e-08,3.154256233983688e-08
1878,6.824170384334138e-08,1.2078177569208037e-08
1879,5.987138962382232e-08,9.163987790827832e-09
1880,6.417846520889725e-08,2.3104245627791897e-08
1881,4.392679642251096e-08,2.719277958362909e-08
1882,5.1912003584675404e-08,1.2645231528551903e-08
1883,6.066565561013704e-08,2.7173157945981075e-08
1884,6.073561564789998e-08,2.970763546272792e-08
1885,8.37932674357944e-08,2.4493415295978593e-08
1886,5.937186742244194e-08,1.4197620856748472e-08
1887,5.876032105334161e-08,2.7421483750345033e-08
1888,5.135897751529228e-08,1.6485598663962264e-08
1889,5.200063668553412e-08,1.628935564212952e-08
1890,3.9326319978272295e-08,2.7528423984790606e-08
1891,7.776548471838396e-08,1.4023283867459213e-08
1892,7.898325549149376e-08,2.1312942521944933e-08
1893,5.4194064347257154e-08,1.2932674486876294e-08
1894,5.293292915098391e-08,8.822155450616265e-09
1895,6.078800396380757e-08,1.2037228991346183e-08
1896,3.715128116255073e-08,1.2973464080801023e-08
1897,4.952706689209663e-08,1.0488084178916779e-08
1898,5.488604415404552e-08,2.1501747937691107e-08
1899,4.8089930260175606e-08,1.3818945987509323e-08
1900,6.48881623988018e-08,2.6474371139784125e-08
1901,6.594711976504186e-08,1.620734302321125e-08
1902,5.745032183313015e-08,1.6694965410124496e-08
1903,5.022204874194358e-08,2.2680925582108102e-08
1904,5.0521478556220245e-08,2.5260739278110123e-08
1905,7.328277717988385e-08,2.0126959654476195e-08
1906,6.327346824264168e-08,1.0802787109298606e-08
1907,7.19998070053407e-08,1.2342823652033985e-08
1908,6.188350454294778e-08,2.504808449543816e-08
1909,7.206288188399412e-08,1.980354014108343e-08
1910,5.6647998292191915e-08,9.085056262847502e-09
1911,8.459394962301303e-08,2.606983251496331e-08
1912,8.647639049286227e-08,1.8753915753677575e-08
1913,7.68933503536573e-08,2.1211958411981868e-08
1914,7.232483056895944e-08,1.0045115850232378e-08
1915,5.772573175022444e-08,2.1205371680821372e-08
1916,6.262853702310167e-08,1.8678685265172135e-08
1917,9.321460936462245e-08,1.7546279096336548e-08
1918,8.270190932080368e-08,1.722956355365568e-08
1919,9.115770183143468e-08,1.1970202606903513e-08
1920,6.815008646299248e-08,1.514446346106979e-08
1921,7.345565222749428e-08,9.844571380313027e-09
1922,7.451714623130101e-08,1.1066902949607993e-08
1923,9.342033990833443e-08,6.369568872344189e-09
1924,8.508472149060253e-08,1.0313299547703991e-08
1925,7.148815939217457e-08,2.0896537833436923e-08
1926,1.0142986184291658e-07,1.5604593173179637e-08
1927,6.466550672712401e-08,2.0068604555945058e-08
1928,5.9415413034002995e-08,0.0
1929,1.0026365515614089e-07,5.570202965543558e-09
1930,9.138135226294253e-08,1.1553964007759987e-08
1931,7.413481739604322e-08,2.2810713318222042e-09
1932,7.123698964051073e-08,1.0959536389520963e-08
1933,9.405943046658649e-08,1.3764794637438627e-08
1934,8.387105765450542e-08,1.1981580172459871e-08
1935,7.89906735576551e-08,2.0346082152400413e-08
1936,5.941110003959693e-08,1.091224355320719e-08
1937,5.791914503561202e-08,1.0072894518486919e-08
1938,9.07565009811151e-08,1.4261735792331365e-08
1939,6.882322622914216e-08,1.2235240376412548e-08
1940,1.0396709626547818e-07,1.0143131667916805e-08
1941,8.264207451702532e-08,8.854508237732261e-09
1942,6.675266206457309e-08,1.8205270180260413e-08
1943,7.548411673496958e-08,2.0322646676618206e-08
1944,9.960876923287287e-08,3.2131861615880553e-09
1945,9.149717072887142e-08,1.089252066321933e-08
1946,9.46635054788203e-08,1.5313215584455975e-08
1947,6.914105199484766e-08,1.907339353124371e-08
1948,7.501602539150554e-08,1.4133454406817236e-08
1949,8.344456858822014e-08,1.0798709482173763e-08
1950,9.784532295498138e-08,1.2762433776458693e-08
1951,8.209279656057333e-08,1.2793682557799002e-08
1952,8.014050933979888e-08,1.4762725264461096e-08
1953,7.649417455013463e-08,7.54167928107563e-09
1954,5.961246785091134e-08,7.818028890937967e-09
1955,8.72861534162439e-08,8.447047505910632e-09
1956,7.587393469066228e-08,1.831439710997529e-08
1957,7.863183526524153e-08,2.2087593976038988e-08
1958,7.69318617699355e-08,1.1581140491045971e-08
1959,5.03798602835559e-08,6.975672928177801e-09
1960,6.990041612198183e-08,1.3841666479663672e-08
1961,7.365049015106706e-08,9.72742331128984e-09
1962,9.766613118245004e-08,1.1415521861124489e-08
1963,7.888584718784841e-08,7.1126584622049904e-09
1964,7.422441683502257e-08,1.1559539991878864e-08
1965,7.606140428606523e-08,4.377634699181954e-09
1966,6.646889971761993e-08,9.970334780007306e-09
1967,6.261526408479767e-08,1.6763140209263838e-08
1968,6.871866276014771e-08,1.0330256650092906e-08
1969,6.540130925714038e-08,1.090021850558287e-08
1970,5.104584843707016e-08,6.438214850135182e-09
1971,6.679916708662859e-08,1.7470551227916076e-08
1972,6.66919106606656e-08,1.128632298730281e-08
1973,6.229920046507686e-08,8.821126051827832e-09
1974,6.919453454656832e-08,7.875800456247362e-09
1975,4.6262989883416594e-08,9.138368284311582e-09
1976,7.084773301357927e-08,8.570290255249802e-09
1977,4.7014253823363106e-08,4.11374712072643e-09
1978,6.059403290237242e-08,1.3069301196821925e-08
1979,5.500854882711792e-08,6.437170796402825e-09
1980,4.661823638230089e-08,2.8425752862659692e-09
1981,3.479052068655619e-08,5.060439622894819e-09
1982,6.579952582796977e-08,8.069752865935698e-09
1983,4.2312617409834274e-08,7.57837881337764e-09
1984,4.465236713713239e-08,9.858314165001048e-09
1985,4.2108904807491854e-08,9.624892882698077e-09
1986,3.356911904006665e-08,7.1933827783254856e-09
1987,3.727598141267663e-08,7.332980445085013e-09
1988,3.7778288941581195e-08,1.0793796967334401e-08
1989,3.896566624916886e-08,7.683371272548811e-09
1990,4.0320017546946474e-08,5.993515905799995e-09
1991,3.106576684785978e-08,9.37834432335194e-09
1992,4.628353167390742e-08,2.7549720282848966e-09
1993,3.37891670199042e-08,5.539207315052863e-09
1994,3.3759530282395644e-08,1.3714808844156323e-08
1995,3.3619194539369346e-08,1.2471637056421514e-08
1996,4.056949975961288e-08,4.804283193493575e-09
1997,4.171558032339817e-08,6.233362714880286e-09
1998,3.146965354972053e-08,6.198567881199324e-09
1999,3.4733528053720875e-08,1.0511462811280126e-08
2000,3.7111465900352414e-08,6.627047355323157e-09
2001,3.1982846593336944e-08,7.0099388516098315e-09
2002,2.8477940006155222e-08,8.762443215459825e-09
2003,4.000246178748057e-08,8.333845613606172e-09
2004,2.642874719072097e-08,7.488145215006625e-09
2005,3.332774767272895e-08,1.5763124139311913e-08
2006,2.4295550460351478e-08,8.64756888319107e-09
2007,2.836080348345149e-08,9.586750948642475e-09
2008,2.1287197782271505e-08,7.663391698997657e-09
2009,3.051643204798893e-08,1.192048149079028e-08
2010,2.739800031292816e-08,3.3066551718974324e-09
2011,2.600300952337875e-08,7.647943611743813e-09
2012,2.144679278615058e-08,1.05531832161887e-08
2013,2.342865101923053e-08,8.925200134513034e-09
2014,2.295371892557796e-08,5.197068553286499e-09
2015,1.7067630864175953e-08,8.86630147078904e-09
2016,2.4648945995409122e-08,9.113896304313585e-09
2017,1.9873329648589788e-08,7.043711836018929e-09
2018,2.1942467398616827e-08,4.904786798931582e-09
2019,1.785691416955615e-08,9.693753355577428e-09
