year,pouvant_VERB entrer_VERB,pouvant_VERB rentrer_VERB
1902,2.4453214564346126e-07,8.936716255902866e-08
1903,1.8684761471376987e-07,5.238213773850475e-08
1904,1.612387592331288e-07,4.192207825326477e-08
1905,1.8527124723277666e-07,7.173454719122674e-08
1906,1.8313296834548964e-07,4.423998589686562e-08
1907,1.5788529594829015e-07,4.4742737514980035e-08
1908,1.2671384297391342e-07,3.6835416494795936e-08
1909,1.5622792659542029e-07,4.7858556229130045e-08
1910,1.4001675197050645e-07,4.275320719671072e-08
1911,1.718480859835836e-07,4.8415405018431557e-08
1912,1.760784442694785e-07,4.271725373428126e-08
1913,1.6174118400158477e-07,5.6211689525298425e-08
1914,1.5737347780486743e-07,6.49584137590864e-08
1915,1.425472220262236e-07,4.947920118070215e-08
1916,1.2525707404620334e-07,4.724608615447323e-08
1917,1.4366015932409937e-07,4.386569685266295e-08
1918,1.6310654871176666e-07,4.3648228142956214e-08
1919,1.6113735057388112e-07,5.524708868165362e-08
1920,1.2039848229505878e-07,5.2248399384779987e-08
1921,1.8326048234484915e-07,3.483463828501954e-08
1922,1.2173593688658002e-07,4.943216680430851e-08
1923,1.2951456085374957e-07,2.5478275489376756e-08
1924,1.2247043912338995e-07,4.383152329978657e-08
1925,1.7157157117253519e-07,2.969508017258704e-08
1926,1.370975013514908e-07,3.343841470382358e-08
1927,1.103773286104115e-07,2.6758140592164636e-08
1928,1.3368467932650674e-07,3.085031252680892e-08
1929,1.2922870951115328e-07,3.342121956961819e-08
1930,1.291943192427425e-07,3.151081173768944e-08
1931,1.1633463969928926e-07,4.219981875053236e-08
1932,1.4356993460751255e-07,5.041386685888938e-08
1933,1.2847141306338017e-07,3.326492148403304e-08
1934,1.461752816567241e-07,3.1152108448395666e-08
1935,1.1968283786245593e-07,2.752705441366743e-08
1936,2.1581992371011438e-07,3.758661648589623e-08
1937,1.3472497073507839e-07,1.2591118370153254e-08
1938,1.58175609499267e-07,2.7226949583791793e-08
1939,1.7741098190526827e-07,3.364691281149135e-08
1940,1.3186071612381056e-07,2.5357829613881222e-08
1941,1.0625409174735978e-07,3.5418032950929046e-08
1942,1.2136847260535433e-07,3.6410540360520827e-08
1943,1.7129087837020052e-07,2.9032351633873077e-08
1944,1.2210107058763242e-07,2.5705489292704442e-08
1945,1.0238969139209075e-07,3.921307367704685e-08
1946,1.0162406027802717e-07,2.5057987684817817e-08
1947,1.0728783905733508e-07,1.907339353124371e-08
1948,1.239395146512834e-07,3.8051606310318675e-08
1949,1.0013348372694963e-07,1.7670615193310368e-08
1950,1.510221352418739e-07,2.2334258886758107e-08
1951,1.2793681491984898e-07,1.7058242818279723e-08
1952,1.0439355691005403e-07,1.7926167217297007e-08
1953,1.0773827341381548e-07,2.1547654327491728e-08
1954,1.2606571431206248e-07,2.6385848173049453e-08
1955,1.0981160869505402e-07,1.8771215692936494e-08
1956,1.0552581386491511e-07,1.831439710997529e-08
1957,1.1750600492632657e-07,2.9155623693100097e-08
1958,1.0671193706457416e-07,1.1581140491045971e-08
1959,1.030849432481773e-07,1.7826719656000023e-08
1960,1.2249874714598263e-07,1.1073333361366622e-08
1961,1.3201503179516294e-07,1.737039845295385e-08
1962,1.3318108926796413e-07,1.9660065575521912e-08
1963,1.1380253539527985e-07,9.69907976156037e-09
1964,1.2411295813308243e-07,2.251068309533366e-08
1965,1.1272409494722524e-07,1.586892572902343e-08
1966,1.2352136025128857e-07,1.606331601067268e-08
1967,1.0896041402475021e-07,1.627010703941778e-08
1968,1.086922623017017e-07,1.661823922916028e-08
1969,1.2716921560240735e-07,1.544197658631674e-08
1970,1.1082926931749171e-07,1.241655755990223e-08
1971,1.0893402446754408e-07,1.5415192677892264e-08
1972,1.2620161271570396e-07,1.3338381954497436e-08
1973,9.813502543920549e-08,1.598829157956061e-08
1974,1.0744842171561686e-07,1.7439271360331077e-08
1975,1.2051222597619926e-07,1.8276736568623164e-08
1976,9.1416431757807e-08,1.199840671262109e-08
1977,1.1048349790598877e-07,1.057820764316375e-08
1978,1.045544095745754e-07,1.128712323605896e-08
1979,1.0884670587074652e-07,2.867466974976196e-08
1980,8.925686501015662e-08,9.664756106531058e-09
1981,8.729258382800253e-08,8.223214109648325e-09
1982,1.1235579222557135e-07,6.828252629986764e-09
1983,9.283514401658977e-08,1.5788289786655696e-08
1984,9.278413415358955e-08,1.5657322549600394e-08
1985,1.4497494760234986e-07,1.6843562988810845e-08
1986,9.231507647200488e-08,8.991728250862252e-09
1987,1.2710499674994935e-07,1.2832715334809564e-08
1988,1.0913728232253561e-07,6.596209356501959e-09
1989,1.1250650544525342e-07,1.2622680678475717e-08
1990,9.426166514003853e-08,9.262707045820662e-09
1991,9.143885648654759e-08,4.10302547493302e-09
1992,1.0413794626629169e-07,1.4876849085965205e-08
1993,8.364203551991523e-08,4.985286850001103e-09
1994,8.387133476617237e-08,7.384897138251745e-09
1995,8.675921492340422e-08,1.2471637056421514e-08
1996,8.967995057673761e-08,1.7081895009596337e-08
1997,1.006927874414032e-07,1.5343662340683295e-08
1998,6.00784275661681e-08,1.4781200263769279e-08
1999,8.50057446655228e-08,1.0511462811280126e-08
2000,8.747702651135114e-08,1.192868470667463e-08
2001,7.57949649710099e-08,1.7086726700199506e-08
2002,8.061447687168766e-08,1.4896152755738967e-08
2003,9.042222615107676e-08,1.7917768602160322e-08
2004,8.192911593596364e-08,1.7178685141061578e-08
2005,9.277724188905268e-08,1.9366122927522156e-08
2006,9.553504298764892e-08,1.729513776638214e-08
2007,7.869124374337844e-08,9.18730247434496e-09
2008,7.70596599863893e-08,1.9158479247494142e-08
2009,7.533743939802662e-08,2.0026408975581944e-08
2010,9.400348233157274e-08,1.5588517143783065e-08
2011,6.309553413075264e-08,1.4913490886669933e-08
2012,6.33190992971322e-08,1.7021264397953928e-08
2013,6.693900189702617e-08,1.6734750474256543e-08
2014,5.240377376480865e-08,1.2126492698882885e-08
2015,5.962587579233514e-08,9.97458915463767e-09
2016,6.400441066034546e-08,1.532791671365885e-08
2017,4.8551299869359354e-08,1.282961736848165e-08
2018,5.4468948462726985e-08,1.2132893800753664e-08
2019,5.99482135044127e-08,1.2754938438774843e-08
