year,devait_VERB amener_VERB,devait_VERB ramener_VERB
1900,4.5473626641978626e-07,6.073532432537831e-08
1901,4.761605509884248e-07,4.918090112937534e-08
1902,3.825111036803719e-07,5.548620762851897e-08
1903,4.952001972924336e-07,5.2922157323109786e-08
1904,3.869729994221416e-07,7.309490257512152e-08
1905,4.3092339296890714e-07,5.3671893596174414e-08
1906,4.362268555269111e-07,5.7100447037328195e-08
1907,3.887989521444979e-07,6.737124635947112e-08
1908,4.710022096787725e-07,7.416197433940397e-08
1909,4.026719864214101e-07,7.866406548373561e-08
1910,3.9546713992422156e-07,8.71096546006811e-08
1911,3.974319611188548e-07,6.810078900798544e-08
1912,4.521777725585707e-07,6.459682566628544e-08
1913,4.2954215473400836e-07,7.318125483379845e-08
1914,4.439941108103085e-07,4.2859159776753586e-08
1915,3.4164210660492245e-07,5.183535378705528e-08
1916,4.625721601314581e-07,6.702352095544484e-08
1917,4.5181667474025744e-07,4.386569685266295e-08
1918,5.065492132416693e-07,6.547234221443432e-08
1919,4.447390722361888e-07,9.392005040353979e-08
1920,4.41461111222452e-07,3.9375606775138294e-08
1921,3.6273459613767045e-07,8.254294669995943e-08
1922,4.072620356510015e-07,5.2383342108441866e-08
1923,3.959748653414863e-07,4.140219900250486e-08
1924,3.699896353737131e-07,6.445812061883771e-08
1925,3.783373188070982e-07,4.7292164850887275e-08
1926,3.655933369373088e-07,6.018914433525424e-08
1927,4.0137209111890115e-07,8.138934504131612e-08
1928,3.199291427335993e-07,5.0274582719112004e-08
1929,3.988265575571859e-07,6.684243913923638e-08
1930,3.82331165837968e-07,6.617270287279098e-08
1931,4.1287390217803477e-07,5.7026781519198266e-08
1932,3.81391885184712e-07,6.24693612394367e-08
1933,3.750906500954443e-07,8.373583426646292e-08
1934,4.2894058083220443e-07,6.949316855298093e-08
1935,3.542612034834747e-07,6.582556011380802e-08
1936,3.334296536650072e-07,6.426098764222843e-08
1937,4.4698469991999445e-07,5.0364473480613015e-08
1938,3.6691557170343003e-07,6.612259539906518e-08
1939,3.8388066059269477e-07,9.482311469355409e-08
1940,3.854389944990544e-07,5.325144059042941e-08
1941,3.276167888088821e-07,4.427253941230447e-08
1942,3.1252380949808867e-07,7.888950648293758e-08
1943,4.3838852548105933e-07,4.3548528338988035e-08
1944,4.402064917030657e-07,1.0924833304670756e-07
1945,4.030232503282605e-07,8.06046500656521e-08
1946,3.828303647424036e-07,9.048717686255259e-08
1947,4.1484631196908595e-07,9.05986183852292e-08
1948,3.109360022790497e-07,5.762100485640076e-08
1949,3.2396127380707185e-07,5.5956945743673714e-08
1950,3.19060831088791e-07,4.3604980959344175e-08
1951,3.2837118624229333e-07,5.757156884556025e-08
1952,2.6889250648309826e-07,5.061505703451985e-08
1953,3.716970411460352e-07,6.356557946674002e-08
1954,3.234709424759785e-07,6.156697907044872e-08
1955,3.172335425460915e-07,4.6928040120519654e-08
1956,3.1308897519011225e-07,5.930376190121933e-08
1957,3.348479253872938e-07,4.94762097957846e-08
1958,3.0607301937379816e-07,5.2942358053087446e-08
1959,3.255314027228451e-07,5.425523497137874e-08
1960,3.3081582273553067e-07,5.1906251741229426e-08
1961,2.661145117599517e-07,4.238377115939329e-08
1962,3.4246565405737783e-07,6.595634971517939e-08
1963,3.472270577731251e-07,5.043521511538529e-08
1964,2.9324726824597747e-07,5.901449284806404e-08
1965,2.757909953743365e-07,4.81539821350907e-08
1966,3.0631082381660235e-07,4.3204781974282014e-08
1967,2.884246441681171e-07,5.965706151300765e-08
1968,3.2697508345336246e-07,6.557467457923849e-08
1969,2.879474436667806e-07,4.859681013158479e-08
1970,2.745438791862398e-07,4.460763136648893e-08
1971,2.3431093154613336e-07,3.853797991837382e-08
1972,2.6881969006353756e-07,3.796308689629768e-08
1973,2.7621152298706875e-07,4.410562937096074e-08
1974,2.3796168591161404e-07,5.62557183059198e-08
1975,2.5130512426585483e-07,4.454954449784054e-08
1976,2.2625566487022297e-07,4.57082158789035e-08
1977,2.197916444401926e-07,3.2322301279918975e-08
1978,1.9128704309423483e-07,5.405938097169383e-08
1979,2.2471577665328368e-07,5.26677617074256e-08
1980,1.6998600926854124e-07,3.524793257270176e-08
1981,1.688921713594027e-07,3.415796712147312e-08
1982,1.862250655904063e-07,4.221101690404794e-08
1983,1.5409371201258182e-07,3.0945049189767815e-08
1984,1.3627669659399544e-07,3.073474630355122e-08
1985,1.7445118771775014e-07,4.1507352221969995e-08
1986,1.4326819552934467e-07,3.2370220282018636e-08
1987,1.2282741579383583e-07,3.727598141267663e-08
1988,1.5830902100333333e-07,5.097070854276353e-08
1989,1.6574128380852926e-07,3.786804469996241e-08
1990,1.5092763305801782e-07,2.669838927715773e-08
1991,1.3422754818748217e-07,3.223805933316726e-08
1992,1.4546252202762844e-07,3.526364267258941e-08
1993,1.434654706145011e-07,3.268132431344384e-08
1994,1.4558797545305424e-07,3.797947201178431e-08
1995,1.2525860881851258e-07,4.175286960617086e-08
1996,1.1530278953841844e-07,4.4839975288368805e-08
1997,1.1411848532816293e-07,2.6371919759071716e-08
1998,1.1777279240732241e-07,3.6237782552461795e-08
1999,1.188252269912482e-07,2.7878227726318983e-08
2000,1.0117292248423837e-07,4.285490717848006e-08
2001,1.0953029772053924e-07,4.030714961800186e-08
2002,1.1566424973352696e-07,3.373540380380291e-08
2003,1.3000799015117082e-07,4.125253738607171e-08
2004,1.0483402945737907e-07,3.4357370282123156e-08
2005,9.412836732280994e-08,3.602999498752979e-08
2006,1.1859523141311001e-07,3.500206346984669e-08
2007,9.746529627818745e-08,3.9545348329284025e-08
2008,9.579239446111387e-08,4.001993403335291e-08
2009,9.965522451693687e-08,4.100645512039591e-08
2010,9.636537612323082e-08,4.2514137987836875e-08
2011,6.844909705705504e-08,5.009403380995536e-08
2012,9.021269420372846e-08,6.093612370250412e-08
2013,1.0208197664951513e-07,6.917029793385154e-08
2014,1.1563476931542027e-07,6.777843708505316e-08
2015,1.4585066310246475e-07,7.403361479418891e-08
2016,1.882848152945371e-07,8.326787082069131e-08
2017,8.603390710959502e-08,6.666370211405592e-08
2018,1.0119349269643862e-07,7.899288334556331e-08
2019,1.173454364788995e-07,6.581548461781495e-08
