year,pourront_VERB emporter_VERB,pourront_VERB remporter_VERB
1861,1.5562680033553988e-08,1.8863854922557266e-09
1862,3.252950264709398e-08,0.0
1863,1.4983863039219614e-09,9.989241656072068e-10
1864,1.582260189536555e-08,4.794727948009836e-10
1865,1.3179164426446732e-08,0.0
1866,1.5083399418358567e-08,4.865612912574591e-10
1867,2.8631587767335986e-08,4.85281148598915e-10
1868,2.321740844024589e-08,4.939874287401835e-09
1869,1.5138908793232986e-08,4.883519144627257e-10
1870,2.8670243956696595e-09,0.0
1871,4.991953161948004e-08,0.0
1872,1.8746751706544273e-08,0.0
1873,2.334541804316359e-08,2.3944017879529156e-09
1874,1.5533982988813477e-08,1.7923826867161097e-09
1875,2.460256709468922e-08,4.577221712764867e-09
1876,1.3905833817773328e-08,5.441413541973361e-09
1877,9.895705588292003e-09,0.0
1878,1.5701630218245555e-08,0.0
1879,2.1382637882538802e-08,0.0
1880,1.9895322722618403e-08,1.9253538763308597e-09
1881,9.064259565150223e-09,0.0
1882,1.1314154946262533e-08,4.6587693702804245e-09
1883,1.9589950994713945e-08,0.0
1884,8.582206056928499e-09,0.0
1885,1.5469526104539e-08,2.5782542767416317e-09
1886,9.034849313138693e-09,0.0
1887,1.6322312390570914e-08,3.264462256069578e-09
1888,4.311618084784641e-08,0.0
1889,2.6940087494153886e-08,4.385595886446936e-09
1890,1.9007721618891082e-08,0.0
1891,1.529812720946211e-08,6.374220040683554e-10
1892,3.384996816180319e-08,1.8805537127519756e-09
1893,1.4780200174868696e-08,2.463366621796581e-09
1894,1.1972924873759894e-08,3.780923574225881e-09
1895,1.0833506536300774e-08,0.0
1896,1.8870492723976895e-08,2.358811590497112e-09
1897,2.7385553380554484e-08,0.0
1898,2.2067583316243145e-08,5.6583548957434e-10
1899,2.7637891975018647e-08,1.6582735185011188e-09
1900,2.2321527737290126e-08,6.22926377147337e-09
1901,4.470991132876634e-09,0.0
1902,1.816805017540446e-08,0.0
1903,1.7820726228023887e-08,5.400220270956879e-10
1904,2.364835083312755e-08,1.0749250378694342e-09
1905,1.3934049469810361e-08,2.580379465655369e-09
1906,3.240836221607424e-08,2.572092316910357e-09
1907,1.2857108266928208e-08,2.5714217422034835e-09
1908,1.5716445034286153e-08,4.911389073214423e-10
1909,2.3654228797909127e-08,0.0
1910,1.9238942883248455e-08,2.137660271017694e-09
1911,1.9685383989553884e-08,1.0640748282497725e-09
1912,1.5628263128064646e-08,2.6047106693738442e-09
1913,1.0605979205990934e-08,2.6514948014977335e-09
1914,4.8216556081115414e-08,6.696743715117748e-10
1915,1.6493066468115103e-08,0.0
1916,4.8344833913915863e-08,9.888715624128963e-09
1917,1.4256351654751143e-08,6.57985488317081e-09
1918,1.9526840588923733e-08,0.0
1919,1.5377106876712787e-07,9.207848372660976e-10
1920,1.0449679876955997e-07,1.514446346106979e-09
1921,7.799929591101318e-08,2.2718242842501013e-09
1922,1.0476668421688373e-07,1.4755870969551665e-09
1923,1.0722107646188306e-07,0.0
1924,6.059063650809549e-08,1.289162443462999e-09
1925,5.0591619782380803e-08,0.0
1926,6.799144358637932e-08,1.1146138456652466e-09
1927,7.246995892273844e-08,2.2298449753321847e-09
1928,7.769708076921233e-08,3.4278122562625413e-09
1929,4.4561623724348465e-08,1.1140406375176326e-09
1930,5.146765857944047e-08,1.0503603542488804e-09
1931,6.615106684648708e-08,0.0
1932,3.287861005674131e-08,0.0
1933,4.12943848004943e-08,0.0
1934,2.7557634396657704e-08,1.1981580172459871e-08
1935,3.4708023122220766e-08,2.393656828303392e-09
1936,4.364897421282876e-08,0.0
1937,2.2664012888640173e-08,2.5182236296217297e-09
1938,4.148868626430158e-08,0.0
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,2.4273694165799498e-08,0.0
1943,5.806470415592457e-09,0.0
1944,1.6065930807940276e-08,0.0
1945,1.742803235060819e-08,0.0
1946,9.744772988540262e-09,2.7842208538686464e-09
1947,5.960435700558264e-09,0.0
1948,1.6307831529616124e-08,1.0871887834440486e-09
1949,1.7670615193310368e-08,4.908504269707237e-09
1950,3.828730044119766e-08,3.190608444114673e-09
1951,1.1727541604500402e-08,0.0
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,5.386913581872932e-09
1954,1.07497895029951e-08,0.0
1955,5.631364707880948e-09,9.385607846468247e-10
1956,1.2209598665435806e-08,0.0
1957,2.03205861026845e-08,2.6505113659425206e-09
1958,8.272243334772611e-09,2.4816730892496253e-09
1959,8.525822714489095e-09,0.0
1960,1.7994166157109248e-08,1.3841666701708277e-09
1961,6.94815938118154e-09,6.25334317660986e-09
1962,8.244543714397423e-09,0.0
1963,1.1638896069143811e-08,1.939815863494232e-09
1964,5.475571551727398e-09,3.6503808864551957e-09
1965,9.302473458205895e-09,2.73602163147757e-09
1966,8.862519607077957e-09,5.539074754423723e-10
1967,2.021437595089992e-08,3.451234853457663e-09
1968,9.88111459321317e-09,5.3896989093971115e-09
1969,2.180043701116574e-08,4.5417578031781147e-10
1970,1.1496812390987543e-08,2.2993624781975086e-09
1971,9.24911525146399e-09,1.541519245584766e-09
1972,4.104117490300041e-09,1.5390440033513642e-09
1973,1.3231689521830958e-08,3.3079223804577396e-09
1974,1.012602890426706e-08,0.0
1975,1.313640396460869e-08,0.0
1976,1.3712464053128315e-08,1.142705374768127e-09
1977,9.402850942308305e-09,0.0
1978,1.0693064211864112e-08,3.5643548113029055e-09
1979,1.6385525825057812e-08,3.5111840102075575e-09
1980,1.193881615790815e-08,1.7055452605774235e-09
1981,6.325549417596221e-09,0.0
1982,6.828252629986764e-09,2.483000915987077e-09
1983,1.515675762675528e-08,3.157658134966823e-09
1984,2.3196033538397387e-08,5.799008495621649e-10
1985,8.421781494405423e-09,6.015558051686298e-10
1986,3.5966913891627428e-09,1.7983456945813714e-09
1987,7.944062296871834e-09,0.0
1988,7.195864348830128e-09,5.996553809062277e-10
1989,6.585746614717891e-09,5.488122178931576e-10
1990,7.083246433836621e-09,1.6345953479657283e-09
1991,4.68917216167597e-09,1.7584396161396398e-09
1992,6.61193322315512e-09,2.7549720282848966e-09
1993,6.647049133334804e-09,0.0
1994,1.160483886764041e-08,5.274926606624319e-10
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,3.2028553142993132e-09,1.067618438099771e-09
1997,1.006927874414032e-08,9.58978896292706e-10
1998,4.291316191284977e-09,9.536258449571733e-10
1999,1.0054442611817649e-08,9.140402323914998e-10
2000,7.95245647111642e-09,2.2090156370779823e-09
2001,9.638665865452367e-09,1.7524847129024579e-09
2002,1.4019908789464353e-08,3.504977197366088e-09
2003,7.91715315529018e-09,4.1669229178253886e-10
2004,9.690540814233373e-09,1.3214374039449694e-09
2005,8.106749049829887e-09,9.007499190971657e-10
2006,7.823991232669414e-09,2.4707338397433887e-09
2007,6.7906151812735516e-09,3.994479469415779e-10
2008,1.0217855006544596e-08,1.2772318758180745e-09
2009,4.291373478793048e-09,9.53638501499654e-10
2010,1.0392344762522043e-08,0.0
2011,9.942326961720482e-09,1.529588788962144e-09
2012,9.872333173177594e-09,1.0212758416727752e-09
2013,7.80955033974351e-09,0.0
2014,5.197068553286499e-09,1.5158115873603606e-09
2015,9.309617077235544e-09,4.433150790905671e-10
2016,8.285359953674742e-09,6.214020409345267e-10
2017,8.049956257139002e-09,5.031222660711876e-10
2018,6.711813327342497e-09,1.290733298020541e-09
2019,7.652963596171958e-09,7.65296326310505e-10
