year,faudrait_VERB amener_VERB,faudrait_VERB ramener_VERB
1900,1.245852754294674e-08,8.824790675987515e-09
1901,1.676621685930968e-08,5.029864968975062e-09
1902,9.329538919189417e-09,9.329538919189417e-09
1903,1.4580594509538969e-08,1.0800440541913758e-08
1904,5.374625189347171e-09,1.289910045443321e-08
1905,5.676835002077496e-09,1.0837593933388234e-08
1906,1.8519063615940468e-08,1.2346042410626978e-08
1907,9.257117739025489e-09,1.7485668024619372e-08
1908,1.964555629285769e-09,4.4202499438483756e-09
1909,8.251475058784763e-09,9.351672325408344e-09
1910,3.206490406526541e-09,1.2825961626106164e-08
1911,1.1172785363555704e-08,1.0640748726586935e-08
1912,5.730363294986773e-09,1.1981668990301841e-08
1913,2.1742257771961704e-08,2.8636144122629048e-08
1914,4.68772043404897e-09,1.0045115850232378e-08
1915,2.4739600590351074e-08,2.3561523843085297e-09
1916,1.2086208478478966e-08,1.2086208478478966e-08
1917,1.0966424213165737e-08,1.5352993543160665e-08
1918,1.4932290071101306e-08,1.6080926812378493e-08
1919,1.1970202606903513e-08,1.4732557396257562e-08
1920,1.741613253614105e-08,1.2115570768855832e-08
1921,1.3630945261411398e-08,9.844571380313027e-09
1922,7.377935595798135e-09,1.1804696775641332e-08
1923,1.1677542488541803e-08,8.492758496458919e-09
1924,1.675911143195208e-08,1.675911143195208e-08
1925,1.3197813508725176e-08,2.0896537833436923e-08
1926,5.57306911730393e-09,1.5604593173179637e-08
1927,1.1149224654616319e-08,6.689535148041159e-09
1928,1.9424270192303084e-08,9.14083297942625e-09
1929,1.0026365515614089e-08,1.3368487650211591e-08
1930,6.302162347537887e-09,8.402882833991043e-09
1931,4.5621426636444085e-09,1.8248570654577634e-08
1932,1.53433514782364e-08,4.383814644626227e-09
1933,6.882397318719313e-09,1.0323596200123575e-08
1934,8.38710612072191e-09,1.1981580172459871e-08
1935,1.0771455727365264e-08,1.4361940969820353e-08
1936,4.849885826274658e-09,1.091224355320719e-08
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,9.075650453382877e-09,3.8895642262559704e-09
1939,7.647025235257843e-09,1.5294050470515685e-08
1940,1.2678914806940611e-08,1.5214697057785997e-08
1941,1.4757512545315876e-08,2.6563522936839945e-08
1942,1.8205270180260413e-08,1.2136847082899749e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,9.639558484764166e-09,6.4263723231761105e-09
1945,6.535512131478072e-09,1.089252066321933e-08
1946,1.1136883415474585e-08,2.3665876369705074e-08
1947,1.1920871401116528e-08,7.152522574216391e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,1.9634017078828947e-08,1.3743811422273211e-08
1950,5.317680518146517e-09,1.0635361036293034e-08
1951,9.595261474260042e-09,1.5992101864981123e-08
1952,8.435843135146115e-09,1.1599284199803606e-08
1953,3.232148326759443e-09,2.1547654327491728e-08
1954,1.07497895029951e-08,1.5636057781875934e-08
1955,6.569925492527773e-09,1.0324168187025862e-08
1956,8.72114114258693e-09,7.849027205963921e-09
1957,7.951533653738352e-09,7.068030161150318e-09
1958,7.445019267748876e-09,9.926692356998501e-09
1959,1.4726420971555854e-08,9.300897829689347e-09
1960,5.536666680683311e-09,1.1073333361366622e-08
1961,1.250668635321972e-08,9.03260666262895e-09
1962,7.610347907416326e-09,1.1415521861124489e-08
1963,6.466053470433053e-09,9.052474325699222e-09
1964,1.2776333768727e-08,8.517555549758526e-09
1965,1.1491291473930687e-08,9.849678406226303e-09
1966,8.308612464702492e-09,8.862519607077957e-09
1967,7.395503320850594e-09,7.888536934785861e-09
1968,5.3896989093971115e-09,1.4372530721118437e-08
1969,7.2668124850849836e-09,7.2668124850849836e-09
1970,6.438214850135182e-09,9.657322941336588e-09
1971,2.569198631618974e-09,1.1304474689666222e-08
1972,7.69522046084603e-09,1.3851396474251487e-08
1973,4.9618833486420044e-09,8.269805285010534e-09
1974,8.438357568252286e-09,7.875800456247362e-09
1975,4.569184142155791e-09,4.569184142155791e-09
1976,5.713526984862938e-09,5.142174241967723e-09
1977,6.464460078348111e-09,1.057820764316375e-08
1978,2.3762365408686037e-09,2.970295565063452e-09
1979,2.3407893401383717e-09,5.266775904289034e-09
1980,7.95921106799824e-09,1.3075846183596695e-08
1981,8.855769451088236e-09,1.138598904049104e-08
1982,4.966001831974154e-09,1.2415004135846175e-08
1983,6.315316269933646e-09,8.841442245000053e-09
1984,5.219107812592938e-09,8.69851302098823e-09
1985,5.414002135495366e-09,4.812446441349039e-09
1986,4.7955883708539204e-09,1.3187867686781374e-08
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,4.797243047249822e-09,5.99655392008458e-09
1989,7.683371272548811e-09,1.1525056464734007e-08
1990,5.993515905799995e-09,8.717841559757744e-09
1991,7.033758464558559e-09,9.96449056600568e-09
1992,5.509944056569793e-09,6.61193322315512e-09
1993,3.323524566667402e-09,1.2186256448387667e-08
1994,3.164955852952289e-09,1.002236071911966e-08
1995,3.795715741716776e-09,5.4224509327127635e-09
1996,1.067618438099771e-09,1.0676184380997711e-08
1997,7.192341833217597e-09,1.2466725429760572e-08
1998,5.2449422582867555e-09,9.059445638115449e-09
1999,4.113180906983871e-09,4.570201106446348e-09
2000,6.627047355323157e-09,9.719669513685858e-09
2001,5.695575122643959e-09,1.1391150245287918e-08
2002,5.257465574004527e-09,6.133709984368352e-09
2003,4.583615265119079e-09,5.416999737661854e-09
2004,1.2333415178034102e-08,1.1011977996133737e-08
2005,4.053374524914943e-09,4.053374524914943e-09
2006,4.941467679486777e-09,9.059357708451898e-09
2007,2.7961355453243186e-09,1.0385647009059085e-08
2008,7.2376473703172906e-09,1.1495087548496485e-08
2009,5.721831008997924e-09,1.0966842545201416e-08
2010,4.2514138876015295e-09,8.97520635589899e-09
2011,4.206369030868018e-09,1.0707121411712706e-08
2012,8.170206733382201e-09,9.531907707582832e-09
2013,7.2517249982695375e-09,7.530637446961919e-09
2014,9.527958866328845e-09,8.228691505962615e-09
2015,4.654808538617772e-09,1.0417904761084174e-08
2016,5.799752234025846e-09,8.492493819289848e-09
2017,4.2765391228272165e-09,6.5405894034142875e-09
2018,9.29327992338358e-09,1.0325866384164328e-08
2019,5.612172948588068e-09,7.397864543179367e-09
