year,voulut_VERB envoyer_VERB,voulut_VERB renvoyer_VERB
1858,6.949019848434546e-08,5.3830437884982985e-09
1859,6.517981887554924e-08,8.147477359443656e-09
1860,6.31651388971477e-08,9.612086238064421e-09
1861,5.564837124438782e-08,4.715963619617014e-09
1862,7.454677586338221e-08,1.626475132354699e-08
1863,3.696019490462277e-08,6.493007020935693e-09
1864,4.411149845395812e-08,1.4384183621984903e-08
1865,3.95374932793402e-08,1.1767110841276462e-08
1866,5.20620595523269e-08,1.3137154475373336e-08
1867,5.046923945428716e-08,1.5043715606566366e-08
1868,2.6181332657415624e-08,5.9278488784286765e-09
1869,5.6648822521765396e-08,1.3185501579471293e-08
1870,3.956493799250893e-08,1.6628741050794815e-08
1871,1.274541272522356e-08,2.1242354542039266e-09
1872,2.1770421909650395e-08,7.256807155187062e-09
1873,5.8662845248136364e-08,8.979006871356887e-09
1874,3.943242177228967e-08,8.364453130127458e-09
1875,4.005068987567029e-08,6.293679799540541e-09
1876,3.4462285469771814e-08,1.813804439976252e-09
1877,4.08197848855707e-08,1.5462040536817767e-08
1878,4.408534692856847e-08,6.039088784604019e-09
1879,4.093248051617593e-08,1.8938909107646396e-08
1880,2.4387816210946767e-08,1.7969970400599777e-08
1881,1.8128519130300447e-08,5.5780060570498335e-09
1882,3.1945848633085916e-08,9.983077475794744e-09
1883,5.0554710639971745e-08,1.7062214752172622e-08
1884,3.234831424947515e-08,3.300848483434038e-09
1885,3.287274097374393e-08,7.090199094506033e-09
1886,5.420909587883216e-08,1.2906927970846027e-08
1887,3.590908548289917e-08,4.570247291724172e-09
1888,3.867775077992519e-08,3.1703073499755874e-09
1889,2.6313573542324775e-08,7.51816386923565e-09
1890,3.211649257650606e-08,4.5880703680722945e-09
1891,4.143242904319777e-08,8.92390783491237e-09
1892,2.820830502514582e-08,1.002961980134387e-08
1893,3.94138659487453e-08,6.774258043407144e-09
1894,2.5836310868498913e-08,5.671385139294216e-09
1895,2.4074457982692365e-08,8.426059849853118e-09
1896,3.715128116255073e-08,3.5382172747233653e-09
1897,3.6708296846654775e-08,5.2440420894583895e-09
1898,2.6028432742464247e-08,1.6975064687230201e-09
1899,2.5426860617017155e-08,4.9748205555033564e-09
1900,2.3359739032002835e-08,8.824790675987515e-09
1901,2.0119459875900247e-08,1.620734302321125e-08
1902,2.1114219705964388e-08,3.928227076954727e-09
1903,2.1600881083827517e-08,3.7801539676252105e-09
1904,2.364835083312755e-08,1.0749250378694342e-09
1905,2.7352022868853965e-08,6.708986699521802e-09
1906,2.4692084821253957e-08,1.1317205839134203e-08
1907,1.3885677496716653e-08,1.2857108266928208e-08
1908,2.701263923654551e-08,4.4202499438483756e-09
1909,2.2003934674330594e-08,4.400786846048277e-09
1910,1.7635697346918278e-08,5.878565634276356e-09
1911,4.149891807969652e-08,3.1922244847493175e-09
1912,3.334029585744247e-08,1.719108944087111e-08
1913,1.5378670781274195e-08,9.545381374209683e-09
1914,3.3483718908655646e-08,4.018046340092951e-09
1915,1.295883844676382e-08,1.1780761921542648e-09
1916,1.7579939282086343e-08,2.197492410260793e-09
1917,3.289927441585405e-09,9.869782324756216e-09
1918,2.756730310693456e-08,2.2972752589112133e-09
1919,2.3940405213807026e-08,6.4454939163738345e-09
1920,1.9687803387569147e-08,6.815008557481406e-09
1921,1.9689142760626055e-08,7.572747429129834e-10
1922,1.770704471937279e-08,2.2133805899215986e-09
1923,2.5478275489376756e-08,4.246379248229459e-09
1924,1.804827398643738e-08,1.289162443462999e-09
1925,3.8493624288094e-08,2.1996355847875293e-09
1926,2.5636119005412183e-08,0.0
1927,3.7907366134959375e-08,7.804457524684949e-09
1928,2.6279895593006586e-08,9.14083297942625e-09
1929,3.676334259239411e-08,4.4561625500705304e-09
1930,2.520864939015155e-08,3.1510811737689437e-09
1931,1.8248570654577634e-08,3.4216069977333063e-09
1932,1.9727165678773417e-08,7.6716757391182e-09
1933,2.7529589274877253e-08,5.735331320977366e-09
1934,3.354842448288764e-08,4.7926320689839486e-09
1935,2.393656828303392e-08,3.590485242455088e-09
1936,7.274828739411987e-09,2.424942913137329e-09
1937,2.7700460591972842e-08,2.5182236296217297e-09
1938,3.3709557811789637e-08,6.482607339819424e-09
1939,1.3764645423464117e-08,9.176430282309411e-09
1940,2.5357829169792012e-09,0.0
1941,1.7709016475464523e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,3.034211770724937e-09
1943,3.774205836748479e-08,8.709705845433291e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,2.6142048525912287e-08,0.0
1946,2.227376683094917e-08,6.960552134671616e-09
1947,3.099426493236024e-08,5.960435700558264e-09
1948,2.9354097819123126e-08,5.435944139264848e-09
1949,1.7670615193310368e-08,2.945102384188658e-09
1950,8.508289184305795e-09,2.1270722960764488e-09
1951,1.8124383771578323e-08,1.1727541604500402e-08
1952,2.9525450528922192e-08,4.2179215675730575e-09
1953,1.2928593307037772e-08,3.232148326759443e-09
1954,2.8340354063516315e-08,9.772536113672459e-10
1955,2.3464020060259827e-08,9.385607846468247e-10
1956,1.0465369904011368e-08,5.232684952005684e-09
1957,2.2087593976038988e-08,6.184526224473075e-09
1958,2.0680609225109947e-08,1.6544486891589827e-09
1959,1.3951345856355601e-08,3.100299128533379e-09
1960,1.4533750203327145e-08,2.076250060767393e-09
1961,1.667558180429296e-08,2.779263708063695e-09
1962,1.0147130247162295e-08,5.7077609305622445e-09
1963,1.7458344103715717e-08,2.5864212993553792e-09
1964,1.9468698653213323e-08,5.475571551727398e-09
1965,2.407699106754535e-08,4.924839203113152e-09
1966,1.5509408868297214e-08,4.985167390003653e-09
1967,2.5144711202074177e-08,2.9582012395223956e-09
1968,2.6050212653672133e-08,4.042274071025531e-09
1969,1.407944960618579e-08,2.7250546263957176e-09
1970,1.5635665207014426e-08,4.598724956395017e-09
1971,1.3359833239690033e-08,6.679916619845017e-09
1972,1.0260293947794707e-08,6.156176013405457e-09
1973,1.268036875501366e-08,3.859242703185828e-09
1974,1.1813700240281833e-08,1.6876715580593782e-09
1975,1.9419033492340532e-08,4.569184142155791e-09
1976,1.542652228181396e-08,7.998937512354587e-09
1977,8.22749424145286e-09,3.526069214387917e-09
1978,1.0693064211864112e-08,1.1881182704343018e-09
1979,9.948355028654987e-09,4.681578680276743e-09
1980,1.4781392110307934e-08,2.2740602734216964e-09
1981,9.488323904349727e-09,0.0
1982,8.069752865935698e-09,2.483000915987077e-09
1983,7.57837881337764e-09,3.157658134966823e-09
1984,6.958810416790584e-09,2.3196033982486597e-09
1985,1.804667348892508e-08,2.4062232206745193e-09
1986,1.3787316177626963e-08,1.7983456945813714e-09
1987,9.166225112267057e-09,6.110816852533674e-10
1988,1.3192418713003917e-08,2.99827696004229e-09
1989,6.585746614717891e-09,4.390497743145261e-09
1990,1.0352437129768077e-08,1.089730194969718e-09
1991,1.1136783939491579e-08,1.7584396161396398e-09
1992,2.0386792698445788e-08,2.2039776670368383e-09
1993,6.093128224193833e-09,2.2156829704300662e-09
1994,1.4242301560329906e-08,4.2199412852994556e-09
1995,1.5182862966867106e-08,2.1689803286761844e-09
1996,4.804283193493575e-09,1.067618438099771e-09
1997,5.274384040632185e-09,4.315404922294874e-09
1998,5.72175506974304e-09,1.43043876743576e-09
1999,7.312321859131998e-09,3.1991407301035224e-09
2000,7.068850393920911e-09,1.7672125984802278e-09
2001,7.886181485616817e-09,3.943090742808408e-09
2002,8.324320788233308e-09,2.1906108038649563e-09
2003,8.750538071922165e-09,1.2500769308587678e-09
2004,1.0571499231559756e-08,4.404791253964646e-10
2005,6.7556245042510454e-09,3.602999676388663e-09
2006,1.070651389767363e-08,8.235779835885637e-10
2007,7.988958827809256e-09,3.595031605740928e-09
2008,7.663391698997657e-09,3.8316958494988285e-09
2009,8.582746957586096e-09,1.430457752249481e-09
2010,8.97520635589899e-09,9.447586046817946e-10
2011,8.030340836739924e-09,1.911985902935953e-09
2012,1.6340413466764403e-08,3.4042526575461807e-09
2013,2.0081699858565116e-08,2.7891249310130206e-09
2014,1.4725027419615344e-08,3.2481677347817595e-09
2015,2.017083566840938e-08,6.206410940734486e-09
2016,2.092053463798038e-08,5.59261792432153e-09
2017,9.30776167251679e-09,1.7609279590047322e-09
2018,1.8328414341794996e-08,2.581466596041082e-09
2019,1.2499840273960672e-08,3.06118530524202e-09
