year,aurait_VERB appelé_VERB,aurait_VERB rappelé_VERB
1904,7.148251768285263e-08,4.78341632970114e-08
1905,1.4037264861599397e-07,5.8316576456718394e-08
1906,9.413857782192281e-08,3.961022088105892e-08
1907,7.045695582519329e-08,2.7771354993433306e-08
1908,6.974172350737717e-08,3.5361999550787004e-08
1909,6.766209992292715e-08,4.675835896250646e-08
1910,8.336875367831453e-08,2.8858414324872683e-08
1911,9.25745098356856e-08,4.256299490634774e-08
1912,1.114816114977657e-07,5.62617508137464e-08
1913,6.840856769940729e-08,2.969674284258872e-08
1914,7.165515825136026e-08,4.085013571852869e-08
1915,9.89584023614043e-08,4.947920118070215e-08
1916,5.6036057571873243e-08,4.0653610255958483e-08
1917,5.812205117194935e-08,4.7155623406069935e-08
1918,9.763419939190499e-08,7.466144325007917e-08
1919,6.261336693569319e-08,3.4069039145379065e-08
1920,5.073395215049459e-08,3.8618381381638756e-08
1921,7.042655170153012e-08,2.120369302360814e-08
1922,1.158335862783133e-07,1.9920426197472807e-08
1923,1.1040586400667962e-07,3.078624999375279e-08
1924,5.801231139912488e-08,5.285566118118368e-08
1925,7.478760721824074e-08,1.9796720707176974e-08
1926,8.025219955243301e-08,5.127223801082437e-08
1927,7.469980545238286e-08,3.4562596340492746e-08
1928,1.028343703524115e-07,1.82816659588525e-08
1929,7.241263944024467e-08,2.8965056131369238e-08
1930,6.512234307365361e-08,3.466189113510154e-08
1931,5.930785462737731e-08,2.5091784650044247e-08
1932,5.370172928564898e-08,5.698959171240858e-08
1933,8.717703536831323e-08,3.670611903316967e-08
1934,5.391711255242626e-08,2.156684431042777e-08
1935,6.343190506186147e-08,3.4708023122220766e-08
1936,6.911087524485993e-08,6.547345776652946e-08
1937,9.695160940736969e-08,5.0364473480613015e-08
1938,7.519824407609121e-08,1.5558256905023882e-08
1939,8.564668263488784e-08,3.976452944698394e-08
1940,1.0650288118085882e-07,6.339457314652464e-08
1941,6.788455664263893e-08,1.7709016475464523e-08
1942,7.282108072104165e-08,3.034211770724937e-09
1943,8.709705667797607e-08,4.064529335323641e-08
1944,1.2531425852557732e-07,1.2852744646352221e-08
1945,1.1328221205531008e-07,4.7927088075994106e-08
1946,8.07424029858339e-08,3.480275978517966e-08
1947,7.152522840669917e-08,2.622591566137089e-08
1948,9.567261116671943e-08,3.8051606310318675e-08
1949,6.871906066407973e-08,3.5341230386620737e-08
1950,1.0103593695021118e-07,4.0414374069541736e-08
1951,9.488647378930182e-08,3.838104589704017e-08
1952,7.697706649878455e-08,2.2144087452602434e-08
1953,1.0019659413273985e-07,3.878577814475648e-08
1954,8.697556808101581e-08,2.6385848173049453e-08
1955,9.667176215089057e-08,2.440258128899586e-08
1956,7.325758843990116e-08,5.407107650512444e-08
1957,9.983592264006802e-08,3.799066305987253e-08
1958,8.603133494489157e-08,4.3015667472445784e-08
1959,9.223389696444428e-08,2.9452841943111707e-08
1960,8.858666689093297e-08,4.429333344546649e-08
1961,8.059864597953492e-08,2.292892631317045e-08
1962,9.386095456420662e-08,3.170978146727066e-08
1963,8.211887347897573e-08,2.7804029301137234e-08
1964,9.612669771286164e-08,2.6161064425878067e-08
1965,1.0779925219139841e-07,2.0246559984116175e-08
1966,9.250254606740782e-08,5.2621210500092275e-08
1967,9.416940827122744e-08,4.141481824149196e-08
1968,1.149802457689475e-07,4.221930893777426e-08
1969,8.992680733399538e-08,2.8613074576355757e-08
1970,8.875539236896657e-08,4.598724956395017e-08
1971,7.604828056173574e-08,3.1858064630796434e-08
1972,8.31083823982226e-08,3.5911028817281476e-08
1973,8.600597567465229e-08,2.9771300091852027e-08
1974,1.0126029081902743e-07,3.4878542720662153e-08
1975,9.937975420371004e-08,2.9128548462153958e-08
1976,1.045575430680401e-07,2.6853577139718254e-08
1977,8.756404668019968e-08,3.349765620441758e-08
1978,1.1287123413694644e-07,3.148513272321907e-08
1979,1.0709111109008518e-07,3.2185852205657284e-08
1980,8.357171310535705e-08,3.638496437474714e-08
1981,7.27438163039551e-08,3.6688188487232765e-08
1982,8.504277815291061e-08,3.041676066573018e-08
1983,1.0546578010917074e-07,3.220811350956865e-08
1984,9.33640365019528e-08,3.537395087960249e-08
1985,1.269282705607111e-07,2.8273122509858695e-08
1986,1.0550294149425099e-07,3.356911904006665e-08
1987,1.2710499674994935e-07,1.9554613928107756e-08
1988,1.2292935025470797e-07,2.6384837426007834e-08
1989,1.218363081534335e-07,1.92084268491044e-08
1990,1.0951788453894551e-07,3.105731138930423e-08
1991,1.1312627634652017e-07,3.106576684785978e-08
1992,1.1295385604626063e-07,2.4243753671271406e-08
1993,1.1632335628064538e-07,3.37891670199042e-08
1994,1.1710336877968075e-07,3.586950114708998e-08
1995,1.2525860881851258e-07,3.145021310047014e-08
1996,1.19573257961747e-07,2.5089033073300016e-08
1997,1.3281857036417932e-07,3.308477047880842e-08
1998,1.2111048874885455e-07,3.337690301918883e-08
1999,1.1745417083375287e-07,2.5136106529544122e-08
2000,1.36958973939727e-07,2.8275401575683645e-08
2001,1.314363515803052e-07,2.5849150375734098e-08
2002,1.2267420856915123e-07,2.8039817578928705e-08
2003,1.200073853624417e-07,3.5835537204320644e-08
2004,1.1320313575424734e-07,4.052407831522942e-08
2005,1.39165862833579e-07,3.1075870765562286e-08
2006,1.3383142061229591e-07,3.7884586134850906e-08
2007,1.43401805985377e-07,4.1942033845998594e-08
2008,1.4858464680855832e-07,2.8524846484856425e-08
2009,1.6736355235025258e-07,3.6715082529781284e-08
2010,1.757251055778397e-07,5.0544585405987164e-08
2011,1.7743229818734108e-07,3.785732261007979e-08
2012,2.0629771313451783e-07,3.676592896795228e-08
2013,1.9133398154735914e-07,4.434708955614042e-08
2014,2.174107009977888e-07,5.630157318137208e-08
2015,1.9638858361759048e-07,4.566145150874945e-08
2016,1.8662774436961627e-07,4.846935652835782e-08
2017,2.0678325540757214e-07,4.930598151986487e-08
2018,2.227805708798769e-07,4.0270879964054984e-08
2019,2.0203823680731148e-07,3.800971626333194e-08
