year,dut_VERB appeler_VERB,dut_VERB rappeler_VERB
1860,3.204028686809579e-08,1.830873586072812e-08
1861,2.0278644541349422e-08,1.6977470096435354e-08
1862,3.11741068514948e-08,2.3945327498609004e-08
1863,3.646073309937492e-08,3.0467187883687075e-08
1864,2.589153069720851e-08,1.726102105692462e-08
1865,3.0594488720225854e-08,2.023943146411966e-08
1866,2.4814625021463144e-08,2.6760870852626795e-08
1867,3.008743121313273e-08,3.785192959071537e-08
1868,2.321740844024589e-08,1.432563490055827e-08
1869,4.248661511496721e-08,1.660396442559886e-08
1870,1.548193218070537e-08,1.2614907340946502e-08
1871,1.911811864374613e-08,1.6993883633631413e-08
1872,2.4794090336399677e-08,1.7537283625301825e-08
1873,1.1373408881354408e-08,1.616221290134945e-08
1874,2.8080663128093875e-08,1.2546679251101978e-08
1875,2.0597497041308088e-08,2.0597497041308088e-08
1876,1.3301232115736639e-08,2.1161051577678336e-08
1877,4.4530676035492434e-08,2.288381928394756e-08
1878,2.4760263173106978e-08,3.200716847118201e-08
1879,2.077170613290491e-08,2.3826368433788048e-08
1880,1.0268554007097919e-08,9.626769603698904e-09
1881,1.3945014920579979e-08,2.719277958362909e-08
1882,4.1263387373646765e-08,1.6638463051776853e-08
1883,3.033282780506852e-08,1.7694148368718743e-08
1884,2.970763546272792e-08,3.498899303622238e-08
1885,1.0313017106966527e-08,1.933690718658454e-08
1886,2.968593371122097e-08,3.291266637006629e-08
1887,2.8074376601239237e-08,1.9586773092328258e-08
1888,1.9655905347804037e-08,3.106901047544852e-08
1889,2.8819629349641218e-08,1.50363277384713e-08
1890,3.5393686204088226e-08,2.1629475099871343e-08
1891,2.932141285327816e-08,1.784781566982474e-08
1892,3.19694137829174e-08,6.8953633913793055e-09
1893,2.5249507373814595e-08,1.7243566574620672e-08
1894,3.4028310835765296e-08,3.7809236630437226e-08
1895,4.273216447359118e-08,4.754705429377282e-08
1896,2.299841384001411e-08,2.181900704556483e-08
1897,2.855089675790623e-08,2.330685333618021e-08
1898,2.8291774256672397e-08,1.640922953072277e-08
1899,2.5979618456517528e-08,2.432134493801641e-08
1900,1.8168686111152965e-08,1.764958135197503e-08
1901,3.129693837422565e-08,2.459045056468767e-08
1902,1.718599307309887e-08,2.1605249145295602e-08
1903,2.1060859722865644e-08,3.0241231741001684e-08
1904,1.1286712897629059e-08,3.2247751136083025e-08
1905,1.3934049469810361e-08,2.631987072732045e-08
1906,3.2922780945909835e-08,2.8807432883581896e-08
1907,2.7771354993433306e-08,2.108565766434367e-08
1908,1.5225305460830896e-08,4.518478036175111e-08
1909,3.135560788791736e-08,4.1807474815414025e-08
1910,1.870452770447173e-08,2.51175080734356e-08
1911,2.7133907565257687e-08,2.181353409014264e-08
1912,2.4484279492753558e-08,3.6986889995205274e-08
1913,1.96210621083992e-08,1.1666577037772186e-08
1914,2.0090231700464756e-08,3.4823067096567684e-08
1915,2.238344798399794e-08,2.9451904026700504e-08
1916,3.076489463182952e-08,1.538244731591476e-08
1917,2.1932848426331475e-08,4.496234140560773e-08
1918,3.331049214239101e-08,5.283732917860107e-08
1919,3.1306683467846597e-08,4.880159565345821e-08
1920,1.817335615328375e-08,3.33178178379967e-08
1921,2.3475516641724425e-08,2.2718241510233383e-08
1922,2.7298360905092522e-08,2.4347187377316004e-08
1923,7.431163684401554e-09,1.8047112249064412e-08
1924,1.4180787211159895e-08,1.5469948877466777e-08
1925,1.3197813508725176e-08,3.189471442510694e-08
1926,1.671920735191179e-08,2.452150482668003e-08
1927,2.4528294062520217e-08,3.3447673075670536e-08
1928,1.5996457491951332e-08,1.4853853258500749e-08
1929,1.3368487650211591e-08,2.6736975300423182e-08
1930,1.3654684494213143e-08,2.8359728787563654e-08
1931,1.1405356659111021e-08,3.763767608688795e-08
1932,1.6439305028370654e-08,1.53433514782364e-08
1933,2.408838994938378e-08,3.0970788600370724e-08
1934,3.834105655187159e-08,2.7557634396657704e-08
1935,2.5133395809007197e-08,3.351119559624749e-08
1936,3.273672888326473e-08,2.182448710641438e-08
1937,1.1332006444320086e-08,3.651424407280501e-08
1938,1.9447821131279852e-08,2.2040865133021725e-08
1939,1.8352860564618823e-08,4.282334131744392e-08
1940,2.028626333583361e-08,2.5357829613881222e-08
1941,1.1806010391524069e-08,8.854508237732261e-09
1942,1.8205270180260413e-08,2.1239483061208375e-08
1943,8.709705845433291e-09,2.9032351633873077e-08
1944,2.2492303131116387e-08,2.8918675454292497e-08
1945,3.703456741277478e-08,2.6142048525912287e-08
1946,1.3921104269343232e-08,1.1136883415474585e-08
1947,1.4305045148432782e-08,2.9802176726434482e-08
1948,2.174377655705939e-08,1.6307831529616124e-08
1949,6.8719057111366055e-09,2.7487622844546422e-08
1950,2.6588404367089424e-08,2.6588404367089424e-08
1951,1.1727541604500402e-08,4.904244832459881e-08
1952,1.7926167217297007e-08,1.0544804140977249e-08
1953,1.4005975934594517e-08,2.9089333608567358e-08
1954,1.6613311615287785e-08,1.7590565448699635e-08
1955,8.447047505910632e-09,3.566530892840092e-08
1956,1.5698054411927842e-08,1.9186511934776718e-08
1957,2.1204090927540165e-08,2.8272120644601273e-08
1958,1.6544486669545222e-08,2.0680609225109947e-08
1959,1.8601795659378695e-08,2.7902691712711203e-08
1960,1.7994166157109248e-08,1.6610000486139143e-08
1961,1.181187059273725e-08,2.91822690456911e-08
1962,1.2683912586908264e-08,2.029426049432459e-08
1963,9.052474325699222e-09,2.8450633848819962e-08
1964,1.1559539991878864e-08,2.4335873760605864e-08
1965,1.3132904541635071e-08,1.3680108601477059e-08
1966,1.1078149952936656e-08,2.547974453648294e-08
1967,1.3311906243984595e-08,2.1200442290592036e-08
1968,1.3474247495537384e-08,1.9313088017725022e-08
1969,1.2262746373892242e-08,2.5888018839737015e-08
1970,1.0577067222072856e-08,1.4715920038099739e-08
1971,6.679916619845017e-09,2.0553589052951793e-08
1972,1.0260293947794707e-08,2.1546616935097518e-08
1973,6.064523994098181e-09,2.0398854161385316e-08
1974,9.00091468025721e-09,1.4626486688484874e-08
1975,6.282628195464213e-09,2.1703623787061588e-08
1976,3.9994687561772935e-09,2.285410793945175e-08
1977,1.1165885105413054e-08,2.11564152863275e-08
1978,7.128709622605811e-09,1.485147826940647e-08
1979,5.851973128301324e-09,2.4578287849408298e-08
1980,7.390696055153967e-09,2.1603572264439208e-08
1981,1.2018544381930951e-08,1.9609203150139365e-08
1982,8.069752865935698e-09,1.5518756057986138e-08
1983,1.5788289786655696e-08,2.084054351314535e-08
1984,9.278413592994639e-09,1.275781880138993e-08
1985,9.624892882698077e-09,1.5038894574104233e-08
1986,4.7955883708539204e-09,2.8174081734277934e-08
1987,1.0388388815840699e-08,1.1610551631235921e-08
1988,8.994830658082265e-09,2.4585871116755698e-08
1989,6.585746614717891e-09,1.5366742545097622e-08
1990,7.628111475810329e-09,1.8525414091641323e-08
1991,8.7921980806982e-09,1.4067516929117119e-08
1992,6.61193322315512e-09,2.8651710337612712e-08
1993,1.2186256448387667e-08,1.3848018731721368e-08
1994,6.329911705904578e-09,2.2154692302933654e-08
1995,1.0302656505700725e-08,1.843633334885908e-08
1996,5.3380921904988554e-09,1.6548085568501847e-08
1997,7.671831170341648e-09,1.1507746755512471e-08
1998,7.629006759657386e-09,1.4304387896402204e-08
1999,7.769341614505265e-09,1.1882523409667556e-08
2000,8.394259509714175e-09,1.0603275590881367e-08
2001,1.2267393323384113e-08,1.445799924226776e-08
2002,8.324320788233308e-09,1.7963008858146168e-08
2003,9.58392298855415e-09,1.5000923170305214e-08
2004,1.0571499231559756e-08,1.761916479381398e-08
2005,6.7556245042510454e-09,1.9366122927522156e-08
2006,9.882935358973555e-09,1.070651389767363e-08
2007,1.1184542181297275e-08,1.3581230362547103e-08
2008,1.4901038625225738e-08,9.366367237362283e-09
2009,1.4781396551200032e-08,1.668867355419934e-08
2010,1.1337103700270745e-08,6.140930874920514e-09
2011,1.4531093661673822e-08,1.2236710311697152e-08
2012,2.0765941854961056e-08,1.1574459612972987e-08
2013,2.900689999307815e-08,1.6734750474256543e-08
2014,2.425298539776577e-08,1.6024294779981574e-08
2015,2.21657536769726e-08,1.1304534197620342e-08
2016,2.0713400772365276e-08,1.7606391011781852e-08
2017,1.9621769098421282e-08,1.106868996458843e-08
2018,2.5298373174109656e-08,1.6005094138904497e-08
2019,2.040790292312522e-08,1.4540630033366142e-08
