year,devrait_VERB ajouter_VERB,devrait_VERB rajouter_VERB
1874,3.4055272379873713e-08,0.0
1875,3.318485752856759e-08,0.0
1876,2.8416270225761764e-08,0.0
1877,2.72131899237138e-08,0.0
1878,2.1740719446938783e-08,0.0
1879,4.032154521382836e-08,0.0
1880,2.8238524407697696e-08,0.0
1881,3.6257038260600893e-08,0.0
1882,3.0614771162618126e-08,0.0
1883,2.7805091562527195e-08,0.0
1884,3.630933420595284e-08,0.0
1885,1.740321664556177e-08,0.0
1886,3.484870347847391e-08,0.0
1887,3.395040693021656e-08,0.0
1888,5.0090857683926515e-08,0.0
1889,4.2602930960811136e-08,0.0
1890,4.522526708683472e-08,0.0
1891,3.1871099537283953e-08,0.0
1892,2.9462007944403013e-08,0.0
1893,4.495644034818724e-08,0.0
1894,4.915200690902566e-08,0.0
1895,3.5509824414248214e-08,0.0
1896,3.2433661090180976e-08,0.0
1897,3.204692333724779e-08,0.0
1898,3.451596342074481e-08,0.0
1899,2.984892333302014e-08,0.0
1900,3.9971109089265155e-08,0.0
1901,3.129693837422565e-08,0.0
1902,2.9461702411026636e-08,0.0
1903,2.4841012802312434e-08,0.0
1904,4.998401337275027e-08,0.0
1905,4.18021492976095e-08,0.0
1906,4.2696733260072506e-08,0.0
1907,3.805704196224724e-08,0.0
1908,3.5361999550787004e-08,0.0
1909,5.115914802900079e-08,0.0
1910,4.702852507421085e-08,0.0
1911,4.4691141454222816e-08,0.0
1912,3.4903123946605774e-08,1.0418842455450772e-09
1913,3.712092677687906e-08,0.0
1914,3.616241528447972e-08,0.0
1915,3.887651445211304e-08,0.0
1916,2.966614687238689e-08,0.0
1917,5.592876561877347e-08,0.0
1918,4.135095466040184e-08,0.0
1919,4.051453217357448e-08,0.0
1920,4.240449769099541e-08,0.0
1921,3.710646367949266e-08,0.0
1922,2.951174238319254e-08,0.0
1923,1.9108707505210987e-08,0.0
1924,3.480738541838946e-08,0.0
1925,2.74954441437103e-08,0.0
1926,2.1177662290483568e-08,0.0
1927,2.4528294062520217e-08,0.0
1928,4.570416578530967e-08,0.0
1929,3.8991423423340166e-08,0.0
1930,3.991369368350206e-08,0.0
1931,3.5356606531422585e-08,0.0
1932,3.507051715700982e-08,0.0
1933,3.4411986149507356e-08,0.0
1934,4.553000465534751e-08,1.1981580172459871e-09
1935,3.351119559624749e-08,0.0
1936,5.092380206406233e-08,0.0
1937,2.392312481447334e-08,0.0
1938,3.5006078036303734e-08,0.0
1939,3.8235125288110794e-08,0.0
1940,4.3108308034334186e-08,0.0
1941,4.132103725851266e-08,0.0
1942,6.675266206457309e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.855823393905666e-08,0.0
1945,3.485606470121638e-08,0.0
1946,2.7842208538686464e-08,0.0
1947,3.337843779149807e-08,0.0
1948,2.8266908813634473e-08,0.0
1949,3.141442661558358e-08,0.0
1950,4.1477910883713776e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,5.694194271654851e-08,0.0
1953,4.201792691560513e-08,0.0
1954,4.202190595492539e-08,0.0
1955,4.035811329572425e-08,0.0
1956,5.407107650512444e-08,0.0
1957,3.8874166108371355e-08,0.0
1958,3.6397871383542224e-08,0.0
1959,3.797866554577922e-08,0.0
1960,2.8375417571169237e-08,0.0
1961,3.890969324515936e-08,0.0
1962,3.805173776072479e-08,0.0
1963,3.9442923593924206e-08,0.0
1964,3.589541464066315e-08,0.0
1965,4.1040326692609597e-08,0.0
1966,3.0464910594218964e-08,0.0
1967,4.733121983235833e-08,0.0
1968,5.6591840547071115e-08,0.0
1969,3.9967467557744385e-08,0.0
1970,4.7826741678136386e-08,1.3796175313274261e-09
1971,3.7510300643361916e-08,2.0553589941130213e-09
1972,3.5398013409349005e-08,0.0
1973,3.804110448868414e-08,5.513203782392395e-10
1974,2.981553137715309e-08,1.1251143350321513e-09
1975,3.255543745694922e-08,0.0
1976,4.8564977817022736e-08,1.142705374768127e-09
1977,4.818961230057539e-08,1.1753563677885381e-09
1978,4.990096869050831e-08,0.0
1979,3.101546042216796e-08,0.0
1980,4.77552646316326e-08,1.1370301367108482e-09
1981,4.3013738348918196e-08,0.0
1982,3.041676066573018e-08,1.8622506869903077e-09
1983,4.104955309003344e-08,1.2630632095778083e-09
1984,5.0451372857196475e-08,1.739702604197646e-09
1985,4.812446263713355e-08,0.0
1986,3.5367463624425e-08,0.0
1987,3.6053819485459826e-08,1.8332451112712533e-09
1988,3.597932263232906e-08,1.1993107618124554e-09
1989,4.555141330797596e-08,5.488122178931576e-10
1990,3.160217687536715e-08,2.179460389939436e-09
1991,3.634108480810028e-08,5.861465202094962e-10
1992,4.4630546369717194e-08,5.509944167592096e-10
1993,4.3205819366676224e-08,2.7696036575264316e-09
1994,4.430938460586731e-08,5.274926606624319e-10
1995,3.687266669771816e-08,0.0
1996,4.056949975961288e-08,1.6014276571496566e-09
1997,3.164630513197153e-08,4.79489448146353e-10
1998,4.148272481074855e-08,9.536258449571733e-10
1999,3.838968964942069e-08,1.3710603763428253e-09
2000,3.401884285381129e-08,4.4180314962005696e-10
2001,3.63640566547474e-08,1.3143635069212678e-09
2002,3.680225901803169e-08,8.76244299341522e-10
2003,3.791899771954377e-08,3.333538334260311e-09
2004,4.3166952679030146e-08,4.404791198453495e-09
2005,3.783149793434859e-08,4.5037495954858286e-10
2006,3.047238550379916e-08,4.1178899179428186e-10
2007,3.6349764087617586e-08,0.0
2008,4.044567702976565e-08,1.7029758714315335e-09
2009,3.9099177229218185e-08,4.76819250749827e-10
2010,2.739800031292816e-08,9.447586046817946e-10
2011,2.6385405860196443e-08,3.82397197240536e-10
2012,2.2808492872172792e-08,2.0425516833455504e-09
2013,2.1755175438897822e-08,3.3469500504423877e-09
2014,2.5768796874103828e-08,2.3819897165822113e-09
2015,2.992376835209143e-08,2.659890530054554e-09
2016,2.3613276667333594e-08,8.285360175719347e-10
2017,2.1885819379008353e-08,2.0124890642847504e-09
2018,2.581466773676766e-08,7.744400121190154e-10
2019,2.040790292312522e-08,1.7856913725466939e-09
