year,veut_VERB abattre_VERB,veut_VERB rabattre_VERB
1863,4.744889636754124e-08,4.994620717013731e-09
1864,3.931677028390368e-08,9.589455896019672e-10
1865,3.530133341200781e-08,2.8241067262513297e-09
1866,2.8707116683790446e-08,3.4059290943133647e-09
1867,4.173417877950669e-08,6.308654931785895e-09
1868,5.186867824136243e-08,3.457911734727759e-09
1869,2.9301114423674335e-08,4.883519144627257e-10
1870,3.7844721134661086e-08,0.0
1871,4.991953161948004e-08,1.0621177271019633e-09
1872,3.3260366905096816e-08,6.047339295989218e-10
1873,1.9155214303623325e-08,1.7958012854535355e-09
1874,2.9275584623178474e-08,2.9873046258899194e-09
1875,2.9751941355016243e-08,1.716458086775674e-09
1876,3.627608791134662e-08,1.209202959984168e-09
1877,4.08197848855707e-08,0.0
1878,2.717589886458427e-08,0.0
1879,1.9549840857280287e-08,3.0546627449723474e-09
1880,3.529815373326528e-08,3.2089231272180996e-09
1881,2.091752193678076e-08,5.5780060570498335e-09
1882,1.2645231528551903e-08,2.6621540527571597e-09
1883,1.579834751908038e-08,6.319338941018771e-10
1884,1.9805090900604227e-08,3.300848483434038e-09
1885,1.4180398189012067e-08,2.5782542767416317e-09
1886,2.1296431285122708e-08,3.2267319927115068e-09
1887,1.7628096316002484e-08,3.264462256069578e-09
1888,2.282621380800265e-08,1.9021844099853524e-09
1889,1.566284169030041e-08,1.2530273485467092e-09
1890,8.520702365899524e-09,8.520702365899524e-09
1891,1.6572972327821844e-08,2.5496880162734215e-09
1892,1.9432388143059143e-08,0.0
1893,1.1085149687062312e-08,6.158416554491453e-10
1894,2.0164925729204697e-08,1.2603078580752936e-09
1895,1.1435367319734269e-08,6.6204757231957956e-09
1896,2.0639602027472392e-08,5.89702897624278e-10
1897,2.0393496669157685e-08,1.1653427112179315e-09
1898,5.6583546736987955e-09,0.0
1899,1.6582735185011188e-08,5.527578395003729e-10
1900,1.453494924419374e-08,4.671947717582725e-09
1901,1.5089595351014395e-08,2.235495566438317e-09
1902,1.6203935970793282e-08,1.1293653123800595e-08
1903,2.4841012802312434e-08,2.1600881083827517e-09
1904,1.3436562973367927e-08,0.0
1905,2.580379465655369e-08,8.773290538499623e-09
1906,2.41776678677752e-08,0.0
1907,1.9542804707839423e-08,0.0
1908,9.822778146428846e-09,1.4734167219643268e-09
1909,2.2003934674330594e-08,5.500983557560346e-10
1910,2.1911017000775246e-08,0.0
1911,2.074945903984826e-08,5.320374141248863e-10
1912,2.7088990606216612e-08,4.167536982180309e-09
1913,2.9166443482608884e-08,0.0
1914,2.0759905794420774e-08,0.0
1915,3.2986132936230206e-08,0.0
1916,4.724608615447323e-08,5.493730803607377e-09
1917,3.289927263949721e-08,6.57985488317081e-09
1918,3.5607765624945387e-08,0.0
1919,3.775218004875569e-08,1.8415696745321952e-09
1920,2.1202248845497706e-08,1.514446346106979e-09
1921,4.240738604721628e-08,0.0
1922,2.7298360905092522e-08,7.377935484775833e-10
1923,9.554353752605493e-09,0.0
1924,2.3204924204378585e-08,1.289162443462999e-09
1925,1.8696901804560184e-08,2.1996355847875293e-09
1926,2.452150482668003e-08,1.1146138456652466e-09
1927,2.6758140592164636e-08,6.689535148041159e-09
1928,2.742249805010033e-08,4.570416489713125e-09
1929,2.5622934884950155e-08,0.0
1930,3.2561171536826805e-08,0.0
1931,2.737285598186645e-08,0.0
1932,2.1919072779041926e-08,1.0959536611565568e-09
1933,1.1470662641954732e-08,2.2941324395731044e-09
1934,4.193552882725271e-08,0.0
1935,2.393656828303392e-08,5.98414207075848e-09
1936,3.6374142808881516e-08,0.0
1937,1.1332006444320086e-08,1.2591118148108649e-09
1938,2.5930429359277696e-08,0.0
1939,2.2941076593951948e-08,3.058810094103137e-09
1940,3.550096039361961e-08,0.0
1941,5.017554371988808e-08,0.0
1942,3.944475324146879e-08,0.0
1943,5.516146828199453e-08,8.709705845433291e-09
1944,1.6065930807940276e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,3.897909195416105e-08,1.3921104269343232e-09
1947,3.337843779149807e-08,2.3841741914054637e-09
1948,3.696441908118686e-08,1.0871887834440486e-09
1949,2.4542520904446974e-08,0.0
1950,4.892266147749069e-08,1.0635361480382244e-09
1951,2.5587365115598004e-08,0.0
1952,3.268889159357968e-08,0.0
1953,2.0470272588113403e-08,1.0773827385790469e-09
1954,1.9545073115523337e-08,9.772536113672459e-10
1955,3.0972504561077585e-08,1.8771215692936494e-09
1956,2.616342520411763e-08,2.616342476002842e-09
1957,3.710716001137371e-08,8.835037701437898e-10
1958,3.4743422361316334e-08,0.0
1959,3.1778064624177205e-08,3.100299128533379e-09
1960,1.591791587429725e-08,1.3841666701708277e-09
1961,1.876002997391879e-08,7.64297514166401e-09
1962,3.614915300431676e-08,6.341956404476434e-10
1963,3.2330266463986845e-08,1.2932106496776896e-09
1964,2.251068309533366e-08,6.083968329129164e-10
1965,3.0643441562006046e-08,0.0
1966,3.323444985880997e-08,5.539074754423723e-10
1967,2.5637744371920235e-08,9.860671168482327e-10
1968,2.4253646202510026e-08,1.7965663401398047e-09
1969,2.679637134406221e-08,2.2708788183223305e-09
1970,2.345349692234322e-08,3.6789800095249348e-09
1971,3.134422499329048e-08,2.569198631618974e-09
1972,2.975485102751918e-08,3.0780880067027283e-09
1973,2.811733956775697e-08,5.513203782392395e-10
1974,2.6440186928766707e-08,5.625571675160757e-10
1975,2.5701661243715535e-08,1.7134440533084216e-09
1976,3.313845553520878e-08,2.856763492431469e-09
1977,2.4094806150287695e-08,5.876781838942691e-10
1978,1.841583241457556e-08,5.940591352171509e-10
1979,1.6385525825057812e-08,2.3407893401383717e-09
1980,2.7288724169238776e-08,0.0
1981,2.4037088763861902e-08,6.325549528618524e-10
1982,1.6139505731871395e-08,0.0
1983,2.5261265079734585e-08,6.315316047889041e-10
1984,2.7835241667162336e-08,5.799008495621649e-10
1985,2.285912081845254e-08,2.4062232206745193e-09
1986,2.3977941410180392e-08,0.0
1987,2.261002229886344e-08,6.110816852533674e-10
1988,3.47800117594943e-08,0.0
1989,1.7013178421620978e-08,0.0
1990,3.105731138930423e-08,3.814055737905164e-09
1991,1.75843961613964e-08,1.1722930404189924e-09
1992,1.928480486412809e-08,1.65298330578878e-09
1993,3.0465642453236796e-08,0.0
1994,2.320967773528082e-08,0.0
1995,2.8738989854559804e-08,0.0
1996,1.92171327739743e-08,1.067618438099771e-09
1997,2.5412941084823615e-08,9.58978896292706e-10
1998,1.954932926651054e-08,0.0
1999,2.2851006420410158e-08,0.0
2000,3.180982588446568e-08,8.836062992401139e-10
2001,2.4534786646768225e-08,4.3812117822561447e-10
2002,2.541108479192644e-08,4.38122149670761e-10
2003,1.7084383685528337e-08,1.6667691671301554e-09
2004,2.7750184372621334e-08,1.3214374039449694e-09
2005,2.2518747755384538e-08,1.3511248786457486e-09
2006,2.2648395159308166e-08,8.235779835885637e-10
2007,2.077129401811817e-08,2.3966877371606188e-09
2008,1.958422224390688e-08,1.7029758714315335e-09
2009,1.4781396551200032e-08,3.337734755248789e-09
2010,2.3146585093059002e-08,9.447586046817946e-10
2011,2.0649448373433188e-08,7.64794394481072e-10
2012,1.6680838044180746e-08,1.0212758416727752e-09
2013,2.091843853690989e-08,2.789125042035323e-10
2014,1.9272462736807938e-08,8.661780737106994e-10
2015,1.773260294157808e-08,1.5516027351836215e-09
2016,2.1541936234825698e-08,1.0356699942093428e-09
2017,1.8867085671558925e-08,5.031222660711876e-10
2018,1.6779534206534663e-08,5.162933414126769e-10
2019,1.632632162795744e-08,7.65296326310505e-10
