year,eût_VERB éveillé_VERB,eût_VERB réveillé_VERB
1859,1.2221216039165483e-08,2.4442432078330967e-08
1860,2.334363813361051e-08,3.661747172145624e-08
1861,3.0182167876091626e-08,3.1125360067107977e-08
1862,2.1234535907410645e-08,1.400575744270327e-08
1863,1.7980635647063536e-08,1.6981710260211003e-08
1864,1.0068928801842958e-08,1.6781548595190543e-08
1865,2.165148416111151e-08,1.2708479601997169e-08
1866,1.556996132023869e-08,2.238181906477621e-08
1867,9.7056229719783e-09,2.5719900875742496e-08
1868,1.0867722721741302e-08,2.9639243948054173e-08
1869,1.2697149998075474e-08,3.271957993433716e-08
1870,2.408300403544672e-08,3.325748210158963e-08
1871,1.6993883633631413e-08,1.4869648623516696e-08
1872,1.4513614310374123e-08,1.4513614310374123e-08
1873,1.5563610844537834e-08,3.71132280463371e-08
1874,9.559374625212058e-09,1.2546679251101978e-08
1875,6.293679799540541e-09,2.8607635371713513e-08
1876,2.9625471853478302e-08,1.3905833817773328e-08
1877,2.1028373708986692e-08,1.793596560162314e-08
1878,8.4547240319921e-09,1.0266450800600069e-08
1879,1.0996785704264767e-08,3.0546626561545054e-08
1880,1.0268554007097919e-08,1.8611753915820373e-08
1881,2.7890030285249168e-09,1.324776466304911e-08
1882,2.1962771157291172e-08,1.5307385581309063e-08
1883,1.579834751908038e-08,6.319338829996468e-09
1884,1.1883054540362536e-08,4.621187876807653e-09
1885,2.127059772760731e-08,1.2891271161663553e-08
1886,3.872078213618124e-09,1.2261581083805595e-08
1887,2.6115698492645834e-09,7.834709769838355e-09
1888,8.876860135842435e-09,1.775372027168487e-08
1889,1.3783300722991498e-08,1.566284169030041e-08
1890,6.554386366985909e-09,9.831579994568074e-09
1891,8.286486163910922e-09,1.5935549768641977e-08
1892,1.191017329205124e-08,1.6298132621272998e-08
1893,6.15841644346915e-09,4.926733243593162e-09
1894,8.192000855444803e-09,1.6384001710889606e-08
1895,1.2037228991346183e-08,1.1435367319734269e-08
1896,1.533227589334274e-08,7.076434549446731e-09
1897,5.2440420894583895e-09,4.078699600285063e-09
1898,5.6583546736987955e-09,1.0750873968845553e-08
1899,6.080336234504102e-09,1.1055156790007459e-08
1900,1.453494924419374e-08,1.142031713641245e-08
1901,8.38310842965484e-09,6.706486921359556e-09
1902,5.4013122863239005e-09,1.5712908307818907e-08
1903,4.320176216765503e-09,4.320176216765503e-09
1904,5.912087708281888e-09,2.0961039126632386e-08
1905,1.0321517862621477e-08,5.676835002077496e-09
1906,7.716276506641861e-09,7.201858220895474e-09
1907,1.7485668024619372e-08,8.742834012309686e-09
1908,5.893666887857307e-09,8.840499887696751e-09
1909,1.320236009405562e-08,1.1001967337165297e-08
1910,1.1757131268552712e-08,1.1222716089775986e-08
1911,5.852411444351446e-09,6.384448969498635e-09
1912,1.719108944087111e-08,4.688478938419394e-09
1913,1.0605979205990934e-08,5.833288518886093e-09
1914,1.1384464038144415e-08,4.018046340092951e-09
1915,5.890381071793627e-09,1.1780761921542648e-09
1916,4.394984820521586e-09,9.888715624128963e-09
1917,4.386569774084137e-09,1.5352993543160665e-08
1918,1.6080926812378493e-08,3.44591288836682e-09
1919,2.025726608678724e-08,1.5653341733923298e-08
1920,9.843901693784574e-09,5.300562211374427e-09
1921,1.438822039290244e-08,9.087297137000405e-09
1922,1.623145884366295e-08,5.164555005876537e-09
1923,1.3800733000834953e-08,1.0615948120573648e-08
1924,5.156649773851996e-09,1.2891624656674594e-08
1925,1.9796720707176974e-08,2.0896537833436923e-08
1926,4.458455382660986e-09,1.5604593173179637e-08
1927,1.4493992672726108e-08,1.2264147031260109e-08
1928,1.0283437212876834e-08,4.570416489713125e-09
1929,1.7824650200282122e-08,1.1140405931087116e-08
1930,7.352522590764465e-09,5.2518016602221e-09
1931,4.5621426636444085e-09,3.4216069977333063e-09
1932,6.575722188983946e-09,1.0959536611565568e-09
1933,6.882397318719313e-09,1.3764794637438627e-08
1934,9.585264137967897e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,1.196828414151696e-08
1936,3.6374143697059935e-09,1.576212937948185e-08
1937,6.295559185076627e-09,6.295559185076627e-09
1938,9.075650453382877e-09,1.0372171566075394e-08
1939,1.070583532936098e-08,1.2235240376412548e-08
1940,2.5357829169792012e-09,7.607348528892999e-09
1941,8.854508237732261e-09,0.0
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,8.709705845433291e-09
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,8.714016175304096e-09,0.0
1946,5.568441707737293e-09,8.352662561605939e-09
1947,1.0728784083369192e-08,1.907339353124371e-08
1948,4.348755133776194e-09,1.4133454406817236e-08
1949,3.9268033269479474e-09,4.908504269707237e-09
1950,7.444753258312176e-09,1.701657836861159e-08
1951,4.264560704569931e-09,6.396841278899501e-09
1952,6.326882129314981e-09,3.1634410646574906e-09
1953,7.54167928107563e-09,9.69644453618912e-09
1954,1.07497895029951e-08,7.818028890937967e-09
1955,3.754243138587299e-09,8.447047505910632e-09
1956,4.360570571293465e-09,9.593255967388359e-09
1957,5.301022731885041e-09,4.417518795207798e-09
1958,2.4816730892496253e-09,3.3088973783179654e-09
1959,3.8753737996444215e-09,6.200598257066758e-09
1960,4.152500121534786e-09,2.076250060767393e-09
1961,8.33779090214648e-09,1.389631876236308e-08
1962,6.976152100435229e-09,5.0735651235811474e-09
1963,7.1126584622049904e-09,9.052474325699222e-09
1964,3.6503808864551957e-09,5.475571551727398e-09
1965,3.830430195250756e-09,2.188817349590977e-09
1966,5.539074976468328e-09,4.985167390003653e-09
1967,3.451234853457663e-09,4.930335695263466e-09
1968,6.737123747768692e-09,1.0779397818794223e-08
1969,4.995933444718048e-09,7.72098829315837e-09
1970,4.1388523719376735e-09,5.518470125309705e-09
1971,3.083038491169532e-09,2.569198631618974e-09
1972,6.669190977248718e-09,6.156176013405457e-09
1973,1.102640756478479e-09,3.859242703185828e-09
1974,2.812785782069227e-09,4.500457340128605e-09
1975,3.998036124386317e-09,3.4268881066168433e-09
1976,2.285410749536254e-09,6.8562320265641574e-09
1977,4.11374712072643e-09,8.815172591880582e-09
1978,5.346532105932056e-09,3.5643548113029055e-09
1979,4.096381456264453e-09,4.681578680276743e-09
1980,2.2740602734216964e-09,3.411090521154847e-09
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,1.2415004579935385e-09,4.345251713999687e-09
1983,1.89459470334441e-09,5.052252838311233e-09
1984,5.799008495621649e-10,6.958810416790584e-09
1985,5.414002135495366e-09,3.609334831011779e-09
1986,4.196139880008332e-09,4.196139880008332e-09
1987,1.8332451112712533e-09,3.0554083707556856e-09
1988,2.398621523624911e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,1.6464366536794728e-09
1990,1.6345953479657283e-09,2.724325431913144e-09
1991,2.344586080837985e-09,2.9307325455363298e-09
1992,2.2039776670368383e-09,3.30596661157756e-09
1993,2.7696036575264316e-09,2.7696036575264316e-09
1994,2.637463358823311e-09,5.274926717646622e-09
1995,1.626735190995987e-09,3.253470381991974e-09
1996,5.338092190498855e-10,5.3380921904988554e-09
1997,2.3974471297094624e-09,9.58978896292706e-10
1998,1.9072516899143466e-09,6.675381136744818e-09
1999,2.7421207526856506e-09,3.656160929565999e-09
2000,1.7672125984802278e-09,2.6508188977203417e-09
2001,3.066848330846028e-09,3.066848330846028e-09
2002,2.1906108038649563e-09,3.504977197366088e-09
2003,2.083461403401543e-09,3.7502307925763034e-09
2004,2.642874807889939e-09,2.2023955992267474e-09
2005,1.8014998381943315e-09,2.702249757291497e-09
2006,3.294311934354255e-09,3.294311934354255e-09
2007,4.393927444112933e-09,4.393927444112933e-09
2008,2.554463751636149e-09,2.554463751636149e-09
2009,1.430457752249481e-09,1.430457752249481e-09
2010,1.8895172093635892e-09,8.502827775203059e-09
2011,3.4415748029203996e-09,6.500752380844688e-09
2012,4.085103366691101e-09,1.2255309655984092e-08
2013,1.0040849929282558e-08,6.414987652192394e-09
2014,9.527958866328845e-09,7.362513709807672e-09
2015,2.0835809522168347e-08,1.6402658786773827e-08
2016,1.3463710146766061e-08,1.491364898242864e-08
2017,2.0124890642847504e-09,5.282783988036499e-09
2018,6.711813327342497e-09,1.1100306451794495e-08
2019,1.581612352197226e-08,1.1479444950168727e-08
