year,puissent_VERB appeler_VERB,puissent_VERB rappeler_VERB
1878,1.8117265465633636e-09,6.039088673581716e-10
1879,8.55305515301552e-09,3.0546627449723474e-09
1880,1.0910338410496934e-08,1.4119262203848848e-08
1881,2.091752326904839e-09,0.0
1882,7.986462158271479e-09,5.324308105514319e-09
1883,3.159669414998234e-09,8.21514056781325e-09
1884,1.650424152899177e-08,7.2618666635548834e-09
1885,1.740321664556177e-08,7.7347630522695e-09
1886,5.808117542471791e-09,6.453463874400711e-10
1887,6.528924623161458e-10,3.264462256069578e-09
1888,3.1703073499755874e-09,3.1703073499755874e-09
1889,5.6386229019267375e-09,3.132568426877924e-09
1890,1.8352281472289178e-08,7.865263995654459e-09
1891,5.736798147637501e-09,0.0
1892,8.775916882086676e-09,1.1283322720601063e-08
1893,4.310891643655168e-09,1.2316833108982905e-09
1894,1.827446460822557e-08,3.780923574225881e-09
1895,9.027921521465032e-09,1.0833506536300774e-08
1896,5.897029087265082e-09,2.358811590497112e-09
1897,1.4566784223291052e-08,2.330685422435863e-09
1898,1.3580051749784161e-08,5.6583548957434e-10
1899,4.4220627160029835e-09,2.2110313580014918e-09
1900,2.595526460424935e-09,5.191053142894475e-10
1901,4.470991132876634e-09,5.58873880507349e-09
1902,5.4013122863239005e-09,1.4730852093691738e-09
1903,4.860198465905796e-09,9.720396931811592e-09
1904,5.912087708281888e-09,8.061937784020756e-09
1905,4.64468330463319e-09,1.0837593933388234e-08
1906,4.629765903985117e-09,5.658602919567102e-09
1907,5.142843373384665e-10,0.0
1908,2.9468334439286537e-09,1.4734167219643268e-09
1909,1.2102163715610459e-08,7.151278680339601e-09
1910,1.068830135508847e-09,2.67207544979442e-09
1911,4.25629931299909e-09,2.128149656499545e-09
1912,5.730363294986773e-09,5.730363294986773e-09
1913,6.363587878865928e-09,1.0075680734189518e-08
1914,3.3483718020477227e-09,4.68772043404897e-09
1915,8.246533234057551e-09,0.0
1916,2.197492410260793e-09,2.197492410260793e-09
1917,2.1932848870420685e-09,0.0
1918,4.594550517822427e-09,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,0.0,6.057785384427916e-09
1921,0.0,1.5145494858259667e-09
1922,5.902348387820666e-09,3.6889677978990676e-09
1923,6.369568872344189e-09,4.246379248229459e-09
1924,9.02413699321869e-09,5.156649773851996e-09
1925,5.499089184013428e-09,5.499089184013428e-09
1926,1.1146138456652466e-09,5.57306911730393e-09
1927,3.3447675740205796e-09,4.4596899506643695e-09
1928,3.4278122562625413e-09,3.4278122562625413e-09
1929,6.684243825105796e-09,6.684243825105796e-09
1930,5.2518016602221e-09,2.100720708497761e-09
1931,6.843213995466613e-09,0.0
1932,8.767629289252454e-09,6.575722188983946e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,1.1981580172459871e-09,0.0
1935,5.98414207075848e-09,3.590485242455088e-09
1936,7.274828739411987e-09,1.2124714565686645e-09
1937,1.0072894518486919e-08,6.295559185076627e-09
1938,1.2965214457594243e-09,0.0
1939,0.0,0.0
1940,2.5357829169792012e-09,2.5357829169792012e-09
1941,1.4757512545315876e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,0.0
1943,1.4516175816936538e-08,0.0
1944,6.4263723231761105e-09,3.2131861615880553e-09
1945,4.357008087652048e-09,4.357008087652048e-09
1946,2.7842208538686464e-09,5.568441707737293e-09
1947,2.3841741914054637e-09,5.960435700558264e-09
1948,4.348755133776194e-09,1.0871887834440486e-09
1949,2.945102384188658e-09,1.9634016634739737e-09
1950,4.2541445921528975e-09,5.317680518146517e-09
1951,2.1322803522849654e-09,5.330700769690111e-09
1952,3.1634410646574906e-09,4.2179215675730575e-09
1953,0.0,2.1547654771580937e-09
1954,4.886268278880834e-09,2.9317608341017376e-09
1955,4.6928039232341234e-09,0.0
1956,8.72114114258693e-09,3.488456634670456e-09
1957,1.1485549400447326e-08,1.7670075402875796e-09
1958,1.6544486891589827e-09,3.3088973783179654e-09
1959,1.0851047171911432e-08,3.8753737996444215e-09
1960,3.460416619915918e-09,2.7683333403416555e-09
1961,7.64297514166401e-09,6.25334317660986e-09
1962,6.341956404476434e-10,1.9025869768540815e-09
1963,6.466053248388448e-10,1.2932106496776896e-09
1964,2.4335873316516654e-09,6.6923653285755336e-09
1965,6.0192477668863376e-09,2.73602163147757e-09
1966,2.769537488234164e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,1.9721342336964653e-09
1968,1.7965663401398047e-09,1.3474247273492779e-09
1969,5.450109252791435e-09,4.541757636644661e-09
1970,5.978342709767048e-09,3.6789800095249348e-09
1971,5.652237344833111e-09,2.569198631618974e-09
1972,3.5911027485013847e-09,3.0780880067027283e-09
1973,4.9618833486420044e-09,5.513203671370093e-09
1974,3.3753431161187564e-09,2.2502286700643026e-09
1975,2.8557400888473694e-09,2.2845920710778955e-09
1976,8.570290255249802e-09,2.856763492431469e-09
1977,5.289103821581875e-09,2.3507127355770763e-09
1978,2.970295565063452e-09,1.1881182704343018e-09
1979,9.948355028654987e-09,2.925986564150662e-09
1980,5.685150683554241e-10,3.411090521154847e-09
1981,1.8976649140967083e-09,6.325549417596221e-09
1982,3.7245013739806154e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,6.315316047889041e-10
1984,3.479405208395292e-09,1.739702604197646e-09
1985,3.609334831011779e-09,3.609334831011779e-09
1986,2.3977941854269602e-09,3.5966913891627428e-09
1987,4.888653482026939e-09,6.110816852533674e-10
1988,5.396898483667201e-09,1.798966087207532e-09
1989,2.7440609784434855e-09,4.390497743145261e-09
1990,4.90378582185258e-09,2.179460389939436e-09
1991,4.10302547493302e-09,2.344586080837985e-09
1992,3.30596661157756e-09,2.2039776670368383e-09
1993,7.200969598386564e-09,3.877445031719162e-09
1994,1.5824779264761446e-09,3.6924485691258724e-09
1995,1.626735190995987e-09,3.795715741716776e-09
1996,6.4057106285986265e-09,5.3380921904988554e-09
1997,2.876936688878118e-09,5.274384040632185e-09
1998,1.43043876743576e-09,1.43043876743576e-09
1999,4.113180906983871e-09,2.285100553223174e-09
2000,4.418031274155965e-09,4.418031274155965e-09
2001,3.066848330846028e-09,5.257454027685071e-09
2002,8.762443215459825e-09,2.1906108038649563e-09
2003,7.500461585152607e-09,8.333845835650777e-10
2004,4.404791198453495e-09,4.404791198453495e-09
2005,5.404499514582994e-09,2.251874686720612e-09
2006,4.117890028965121e-09,3.294311934354255e-09
2007,4.7933754743212376e-09,2.7961355453243186e-09
2008,4.6831836186811415e-09,2.1287198670449925e-09
2009,5.245011536203492e-09,1.907277002999308e-09
2010,4.723792912386671e-09,9.447586046817946e-10
2011,6.883149605840799e-09,1.529588788962144e-09
2012,4.085103366691101e-09,1.7021263287730903e-09
2013,4.741512515948898e-09,1.3945624655065103e-09
2014,2.5985342766432495e-09,3.031623174720721e-09
2015,6.206410940734486e-09,1.329945265027277e-09
2016,7.871092222444531e-09,1.4499380585064614e-09
2017,5.0312225496895735e-09,1.7609279590047322e-09
2018,5.162933192082164e-09,1.8070267504555204e-09
2019,3.06118530524202e-09,2.5509878653906526e-09
