year,veut_VERB approcher_VERB,veut_VERB rapprocher_VERB
1949,1.2762110479513922e-08,1.0798709482173763e-08
1950,1.595304155443955e-08,1.1698897850465073e-08
1951,8.529121409139861e-09,1.8124383771578323e-08
1952,6.326882129314981e-09,2.003512733494972e-08
1953,1.508335856215126e-08,2.1547654327491728e-08
1954,2.7363100230104465e-08,6.840775057526116e-09
1955,1.8771215692936494e-08,2.5341140741375057e-08
1956,2.0930739808022736e-08,2.703553825256222e-08
1957,9.718541527092839e-09,3.445664731316356e-08
1958,1.2408365002158916e-08,1.2408365002158916e-08
1959,1.3176271629333769e-08,2.015194411342236e-08
1960,1.1765417085030094e-08,1.4533750203327145e-08
1961,1.389631876236308e-08,1.111705483225478e-08
1962,1.9660065575521912e-08,1.6489087428794846e-08
1963,1.681173777967615e-08,1.4225316924409981e-08
1964,9.734349326606662e-09,1.1559539991878864e-08
1965,1.586892572902343e-08,2.0246559984116175e-08
1966,1.38476865529924e-08,2.1602390987141007e-08
1967,2.415864486238206e-08,2.1200442290592036e-08
1968,2.2007936806289763e-08,1.7067380397861598e-08
1969,1.6350327314285096e-08,1.725867981861029e-08
1970,1.5175793066646293e-08,1.9314645882673176e-08
1971,1.4387513402880359e-08,1.2332153964678128e-08
1972,1.5903454553267693e-08,9.747279428040656e-09
1973,1.4885650045926013e-08,8.269805285010534e-09
1974,1.2376257352286757e-08,2.5877628928583363e-08
1975,9.138368284311582e-09,1.313640396460869e-08
1976,2.6853577139718254e-08,2.0568696967870892e-08
1977,2.291944944943225e-08,1.2928920156696222e-08
1978,1.6633656230169436e-08,8.316828115084718e-09
1979,1.8726314721106974e-08,1.2289143924704149e-08
1980,1.0801786132219604e-08,1.591842213599648e-08
1981,1.2651098835192442e-08,1.9609203150139365e-08
1982,1.9864007327896616e-08,1.4277254933858785e-08
1983,1.4525227243211702e-08,1.4525227243211702e-08
1984,2.203623239438457e-08,9.858314165001048e-09
1985,2.285912081845254e-08,1.3234227935754461e-08
1986,1.8582904104391673e-08,1.2588419195935785e-08
1987,2.0776777631681398e-08,2.199894133525504e-08
1988,2.338656024392094e-08,1.5591039570495013e-08
1989,2.030605195102453e-08,1.7561990972581043e-08
1990,2.3429199913493903e-08,1.3621627381610324e-08
1991,1.582595565707834e-08,1.1722930182145319e-08
1992,1.8733810946969243e-08,1.1570882918476855e-08
1993,1.661762283333701e-08,1.2740176913439427e-08
1994,2.6902124972139063e-08,1.5297286992677073e-08
1995,2.114755837112625e-08,1.9520822291951845e-08
1996,3.149474281372022e-08,1.2277611816102763e-08
1997,2.5412941084823615e-08,1.5823152565985765e-08
1998,2.2410207023426665e-08,1.621164003040576e-08
1999,2.0108885223635298e-08,1.1882523409667556e-08
2000,2.2531960297555997e-08,1.3695897749244068e-08
2001,2.1029816110740285e-08,2.0591695459870607e-08
2002,1.7086764003693133e-08,1.270554239596322e-08
2003,2.083461403401543e-08,1.0417307017007715e-08
2004,3.215497557107483e-08,9.690540814233373e-09
2005,2.34194974524371e-08,1.5763124139311913e-08
2006,2.1001238081908014e-08,1.93540827808647e-08
2007,2.1170741604237264e-08,1.2782334302130494e-08
2008,1.575252639440805e-08,1.3198063086861112e-08
2009,1.5735034608610476e-08,1.5258216023994464e-08
2010,2.3146585093059002e-08,1.6533276081531767e-08
2011,2.103184648660772e-08,9.942326961720482e-09
2012,1.736168897537027e-08,5.7872298064864935e-09
2013,1.310888730898796e-08,4.462600067256517e-09
2014,1.5591204771681078e-08,6.9294245896855955e-09
2015,1.440773989003219e-08,6.871383906315032e-09
2016,1.5120782848043746e-08,7.663958356829426e-09
2017,1.3081178806828575e-08,6.037467414898856e-09
2018,1.523065407127433e-08,4.130346731301415e-09
2019,1.4285530980373551e-08,6.377469219387422e-09
