year,pouvaient_VERB emporter_VERB,pouvaient_VERB remporter_VERB
1896,5.838058569906934e-08,1.7691086373616827e-09
1897,2.7968225069230357e-08,5.826713334045053e-09
1898,2.546259736391221e-08,1.13167097914868e-09
1899,2.984892333302014e-08,3.8693048765026106e-09
1900,5.3467847038746186e-08,1.5573159428683425e-09
1901,3.24146860464225e-08,2.794369402536745e-09
1902,2.3078333910575566e-08,9.820567692386817e-10
1903,3.510143287144274e-08,1.0800440541913758e-09
1904,3.117282432185675e-08,1.6123875568041512e-09
1905,2.7352022868853965e-08,1.5482277682110634e-09
1906,3.4980455865252225e-08,2.572092316910357e-09
1907,3.9085609415678846e-08,0.0
1908,2.504808449543816e-08,2.9468334439286537e-09
1909,1.7603147384193107e-08,5.500983557560346e-10
1910,2.672075360976578e-08,1.6032452032632705e-09
1911,3.830669470517023e-08,2.6601871816467337e-09
1912,3.021464323182954e-08,3.646594803896619e-09
1913,1.96210621083992e-08,2.121195885607108e-09
1914,4.018046340092951e-08,4.68772043404897e-09
1915,1.060268601804637e-07,0.0
1916,1.0218339951961752e-07,5.493730803607377e-09
1917,1.1405081323800914e-07,4.386569774084137e-09
1918,7.810736235569493e-08,0.0
1919,7.274200441997891e-08,9.207848372660976e-10
1920,4.391894492528081e-08,0.0
1921,3.483463828501954e-08,0.0
1922,1.1066902949607993e-08,0.0
1923,3.503262746562541e-08,1.0615948120573648e-09
1924,2.1915761649893284e-08,1.289162443462999e-09
1925,3.739380360912037e-08,0.0
1926,2.452150482668003e-08,0.0
1927,2.8987985345452216e-08,1.1149224876660924e-09
1928,2.6279895593006586e-08,1.1426041224282812e-09
1929,1.7824650200282122e-08,2.2280812750352652e-09
1930,2.941009036305786e-08,4.201441416995522e-09
1931,3.649714130915527e-08,5.7026783295555106e-09
1932,2.6302888755935783e-08,3.287861094491973e-09
1933,3.785318369864399e-08,2.2941324395731044e-09
1934,3.9539216345474415e-08,4.7926320689839486e-09
1935,3.111753699158726e-08,3.590485242455088e-09
1936,2.182448710641438e-08,0.0
1937,2.7700460591972842e-08,0.0
1938,2.463390735840676e-08,1.2965214457594243e-09
1939,3.058810094103137e-08,0.0
1940,3.803674530900025e-08,0.0
1941,2.9515025090631752e-08,5.9030051957620344e-09
1942,3.944475324146879e-08,3.034211770724937e-09
1943,5.2258233296242906e-08,0.0
1944,1.6065930807940276e-08,0.0
1945,3.703456741277478e-08,4.357008087652048e-09
1946,5.150808490839154e-08,1.3921104269343232e-09
1947,3.695469885656166e-08,4.7683483828109274e-09
1948,5.544662684542345e-08,1.0871887834440486e-09
1949,3.239612667016445e-08,3.9268033269479474e-09
1950,2.5524867552917385e-08,2.1270722960764488e-09
1951,3.6248767543156646e-08,5.330700769690111e-09
1952,3.1634410646574906e-08,2.1089607837865287e-09
1953,2.477980309834038e-08,2.1547654771580937e-09
1954,3.518113089739927e-08,0.0
1955,2.2525458831523792e-08,1.8771215692936494e-09
1956,1.831439710997529e-08,1.744228317335228e-09
1957,1.8553580005686854e-08,2.6505113659425206e-09
1958,1.8198935691771112e-08,1.6544486891589827e-09
1959,2.325224279786653e-08,1.5501495642666896e-09
1960,2.9759583242139342e-08,2.7683333403416555e-09
1961,2.570818935510033e-08,4.86371165564492e-09
1962,2.917300001570311e-08,5.0735651235811474e-09
1963,2.7157422977097667e-08,0.0
1964,3.528701597588224e-08,6.083968329129164e-10
1965,3.447387442179206e-08,4.377634699181954e-09
1966,2.658755882123387e-08,3.3234448526542337e-09
1967,2.415864486238206e-08,5.916402479044791e-09
1968,4.446501833399452e-08,4.4914158503495116e-10
1969,2.8613074576355757e-08,2.7250546263957176e-09
1970,3.127133041402885e-08,3.219107425067591e-09
1971,2.928886644326667e-08,2.569198631618974e-09
1972,3.1806909106535386e-08,5.130146973897354e-09
1973,2.3706776985932265e-08,4.9618833486420044e-09
1974,1.9689501584707614e-08,1.1251143350321513e-09
1975,2.9699696924012642e-08,3.4268881066168433e-09
1976,2.6853577139718254e-08,1.7140580066410394e-09
1977,1.704266772151186e-08,5.876781838942691e-10
1978,2.257424647211792e-08,2.3762365408686037e-09
1979,2.3993090181306798e-08,5.851973350345929e-10
1980,2.785723829390463e-08,1.7055452605774235e-09
1981,2.277197808098208e-08,2.5302198114474095e-09
1982,1.3656505259973528e-08,3.1037510339615437e-09
1983,3.4734238596456635e-08,0.0
1984,2.7255339318799088e-08,1.1598016991243298e-09
1985,2.1656008541981464e-08,1.8046674155058895e-09
1986,1.978180286243969e-08,5.994485463567401e-10
1987,2.9943002743948455e-08,2.4443267410134695e-09
1988,2.398621568033832e-08,2.99827696004229e-09
1989,1.7013178421620978e-08,1.6464366536794728e-09
1990,1.7435683119515488e-08,1.089730194969718e-09
1991,2.2273567878983158e-08,5.861465202094962e-10
1992,3.195767561692264e-08,2.7549720282848966e-09
1993,1.938722604677423e-08,3.877445031719162e-09
1994,3.0594573985354145e-08,4.747434001473039e-09
1995,3.0907969517102174e-08,3.795715741716776e-09
1996,2.5089033073300016e-08,2.135236876199542e-09
1997,2.5412941084823615e-08,2.3974471297094624e-09
1998,3.194646680526603e-08,1.9072516899143466e-09
1999,2.6507166239753133e-08,2.285100553223174e-09
2000,2.5624583344097118e-08,3.97622823555821e-09
2001,2.541102794850758e-08,1.7524847129024579e-09
2002,2.8039817578928705e-08,2.6287327870022636e-09
2003,2.6251614215766494e-08,3.333538334260311e-09
2004,2.378587282692024e-08,2.642874807889939e-09
2005,2.7472871977352042e-08,4.5037495954858286e-10
2006,1.976587071794711e-08,2.0589450144825605e-09
2007,2.4765773432022797e-08,2.7961355453243186e-09
2008,3.193079933794252e-08,4.257439734089985e-09
2009,3.2423709939166656e-08,9.53638501499654e-10
2010,2.172944846279279e-08,3.3066551718974324e-09
2011,2.9444583660165335e-08,3.4415748029203996e-09
2012,3.3702100665777834e-08,1.7021263287730903e-09
2013,3.7374274342028e-08,3.6258624991347688e-09
2014,4.1143458417991496e-08,3.897801192920269e-09
2015,3.369194701008382e-08,2.881548111233201e-09
2016,3.604131748602413e-08,2.0713399884186856e-09
2017,2.9432651871275084e-08,3.018733707449428e-09
2018,3.149389371515099e-08,2.8396134332808742e-09
2019,3.061185438468783e-08,3.06118530524202e-09
