year,veulent_VERB apporter_VERB,veulent_VERB rapporter_VERB
1927,1.2264147031260109e-08,4.4596899506643695e-09
1928,1.0283437212876834e-08,0.0
1929,1.2254447234738564e-08,2.2280812750352652e-09
1930,1.1553964007759987e-08,7.352522590764465e-09
1931,9.124285327288817e-09,2.2810713318222042e-09
1932,1.4247397928102146e-08,2.1919073223131136e-09
1933,1.7205993074753678e-08,1.1470662197865522e-09
1934,1.4377896206951846e-08,1.1981580172459871e-09
1935,8.377798899061872e-09,2.393656828303392e-09
1936,1.091224355320719e-08,0.0
1937,2.1404900962807005e-08,1.2591118148108649e-09
1938,1.9447821131279852e-08,0.0
1939,7.647025235257843e-09,0.0
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,6.068423541449874e-09,0.0
1943,1.7419411690866582e-08,0.0
1944,2.8918675454292497e-08,0.0
1945,1.089252066321933e-08,0.0
1946,8.352662561605939e-09,8.352662561605939e-09
1947,3.099426493236024e-08,9.536696765621855e-09
1948,2.0656587551570738e-08,3.2615663503321457e-09
1949,2.0615717133409817e-08,1.9634016634739737e-09
1950,1.595304155443955e-08,4.2541445921528975e-09
1951,2.0256663901818683e-08,4.264560704569931e-09
1952,2.8470971358274255e-08,2.1089607837865287e-09
1953,1.4005975934594517e-08,5.386913581872932e-09
1954,1.4658803948464083e-08,3.9090144454689835e-09
1955,1.595553378308523e-08,4.6928039232341234e-09
1956,2.616342520411763e-08,8.72114158667614e-10
1957,1.8553580005686854e-08,5.301022731885041e-09
1958,2.5643954515430778e-08,2.4816730892496253e-09
1959,2.015194411342236e-08,0.0
1960,1.4533750203327145e-08,0.0
1961,2.91822690456911e-08,3.47407969059077e-09
1962,2.4099433559854333e-08,1.2683912808952869e-09
1963,1.6165133231993423e-08,3.879631726988464e-09
1964,2.311907998375773e-08,1.2167936658258327e-09
1965,1.2585699593614663e-08,5.472043373977442e-10
1966,2.7141465963609335e-08,0.0
1967,1.5777073869571723e-08,3.944268467392931e-09
1968,2.0660513300185812e-08,1.3474247273492779e-09
1969,2.5888018839737015e-08,4.5417578031781147e-10
1970,2.1614008360870685e-08,2.2993624781975086e-09
1971,2.209510974182649e-08,2.569198631618974e-09
1972,2.1546616935097518e-08,3.5911027485013847e-09
1973,1.6539610570021068e-08,3.859242703185828e-09
1974,2.5877628928583363e-08,2.2502286700643026e-09
1975,2.513051278185685e-08,3.998036124386317e-09
1976,2.399681342524218e-08,1.7140580066410394e-09
1977,2.3507126911681553e-08,4.11374712072643e-09
1978,2.198018833610149e-08,0.0
1979,2.867466974976196e-08,2.3407893401383717e-09
1980,2.6720208268216084e-08,5.685150683554241e-10
1981,1.8344094243616382e-08,0.0
1982,4.034876610603533e-08,3.1037510339615437e-09
1983,2.3998200759933752e-08,1.89459470334441e-09
1984,2.2616132966390978e-08,1.739702604197646e-09
1985,2.7671566371623157e-08,3.609334831011779e-09
1986,2.3977941410180392e-08,2.3977941854269602e-09
1987,4.27757171905796e-08,6.110816852533674e-10
1988,2.998276826815527e-08,0.0
1989,2.4147738031388144e-08,5.488122178931576e-10
1990,2.1249737969242233e-08,2.724325431913144e-09
1991,2.2273567878983158e-08,1.7584396161396398e-09
1992,3.305966345124034e-08,2.2039776670368383e-09
1993,1.4955860550003308e-08,3.323524566667402e-09
1994,3.5342008430916394e-08,0.0
1995,3.036572593373421e-08,2.1689803286761844e-09
1996,2.6690461396583487e-08,3.2028553142993132e-09
1997,3.116681313031222e-08,3.3564262480467733e-09
1998,2.4794271524797296e-08,2.86087753487152e-09
1999,2.102292562256025e-08,9.140402323914998e-10
2000,2.164835422036049e-08,5.3016377954406835e-09
2001,2.1029816110740285e-08,5.257454027685071e-09
2002,2.1906107150471144e-08,3.504977197366088e-09
2003,2.875176896566245e-08,4.166922806803086e-09
2004,3.0833540165531304e-08,1.3214374039449694e-09
2005,2.7923247714056743e-08,1.3511248786457486e-09
2006,2.84134404893166e-08,1.6471559671771274e-09
2007,2.676301313897511e-08,3.994479469415779e-10
2008,3.15050527888161e-08,3.405951742863067e-09
2009,2.62250594573743e-08,6.675469510497578e-09
2010,2.7870378005445673e-08,1.4171379625338432e-09
2011,2.4473420623394304e-08,5.7359579308524644e-09
2012,2.4170194734551842e-08,3.063827413996023e-09
2013,2.0081699858565116e-08,2.5102124823206395e-09
2014,1.1693403578760808e-08,3.2481677347817595e-09
2015,1.3077794847049518e-08,4.654808538617772e-09
2016,1.6156452176119274e-08,2.899876117012923e-09
2017,1.1823373391450787e-08,3.2702947017071438e-09
2018,1.9360999914397325e-08,3.872199894061623e-09
2019,1.3265136544760026e-08,1.7856913725466939e-09
