year,pourront_VERB acheter_VERB,pourront_VERB racheter_VERB
1862,5.3312238179614724e-08,1.2650361647104091e-08
1863,5.544029235693415e-08,1.2986014041871385e-08
1864,8.294879449977088e-08,8.63051052846231e-09
1865,4.848049783845454e-08,1.1767110841276462e-08
1866,5.011581194480641e-08,4.865612801552288e-09
1867,4.0278337110066786e-08,8.73506067478047e-09
1868,1.679557115608077e-08,1.0867722721741302e-08
1869,4.981189505315342e-08,8.790334682373668e-09
1870,6.594156332084822e-08,2.2936195165357276e-09
1871,4.6733180880664804e-08,5.3105884134652115e-09
1872,5.865918950576088e-08,7.256807155187062e-09
1873,3.95076291681562e-08,6.584604861359367e-09
1874,9.260644162623066e-08,9.559374625212058e-09
1875,5.778742462325681e-08,1.716458086775674e-08
1876,3.9903696347209916e-08,1.209202959984168e-08
1877,3.216104360603822e-08,3.0924081073635534e-09
1878,4.046189516770937e-08,9.058632954861423e-09
1879,5.742765907257308e-08,8.55305515301552e-09
1880,6.995452395130997e-08,6.417846254436199e-09
1881,4.462404845639867e-08,3.4862537301449947e-09
1882,5.257754409626614e-08,1.7969540522244642e-08
1883,3.854796659652493e-08,7.58320695126713e-09
1884,5.149323811792783e-08,9.242375753615306e-09
1885,4.5119449509911647e-08,2.320428826863008e-08
1886,6.905206362262106e-08,9.680196200179125e-09
1887,4.243801043912754e-08,1.0446279397058333e-08
1888,4.7554610915767626e-08,5.07249175996094e-09
1889,3.947036120166558e-08,7.51816386923565e-09
1890,3.5393686204088226e-08,3.2771931834929546e-09
1891,4.398211927991724e-08,1.9122659011827636e-09
1892,8.838602383320904e-08,2.0686091062316336e-08
1893,3.263960834942736e-08,2.278614097406262e-08
1894,4.0960006941759275e-08,1.7014155417882648e-08
1895,3.49079627426363e-08,3.7315409429083957e-08
1896,5.7201180680976904e-08,4.717623269812066e-08
1897,8.623536018603772e-08,9.322741689743452e-09
1898,4.6964345301603316e-08,1.9804241802034994e-08
1899,4.2009595802028343e-08,1.3818945987509323e-08
1900,3.8932899570909285e-08,2.0245106924221545e-08
1901,6.594711976504186e-08,2.51493244007861e-08
1902,8.052865752006255e-08,1.6694965410124496e-08
1903,5.34621804604285e-08,1.4040573148577096e-08
1904,3.117282432185675e-08,4.299700151477737e-09
1905,5.625227217365136e-08,9.28936660926638e-09
1906,8.282137287096702e-08,1.9033482345776065e-08
1907,4.782844342798853e-08,1.6457098794830927e-08
1908,4.4202501214840595e-08,3.929111258571538e-09
1909,3.740668930163338e-08,1.2102163715610459e-08
1910,5.825124205216525e-08,1.0153886620400954e-08
1911,4.0434844805758985e-08,9.044636151145369e-09
1912,3.125652625612929e-08,9.897900277167082e-09
1913,2.969674284258872e-08,1.3787773589513108e-08
1914,4.151981158884155e-08,4.68772043404897e-09
1915,3.062998032987707e-08,2.591767689352764e-08
1916,3.955486249651585e-08,1.648119329900055e-08
1917,5.9218692172180454e-08,9.869782324756216e-09
1918,5.168869421368072e-08,9.189101035644853e-09
1919,4.880159565345821e-08,2.1178051312631396e-08
1920,4.543338860685253e-08,1.1358347151713133e-08
1921,2.9533714140939082e-08,9.087297137000405e-09
1922,4.721878710256533e-08,1.3280283539529592e-08
1923,3.715581797791856e-08,1.1677542488541803e-08
1924,2.5783249313349188e-08,1.933743654092268e-08
1925,2.639562701745035e-08,1.9796720707176974e-08
1926,1.5604593173179637e-08,2.229227646921572e-08
1927,2.6758140592164636e-08,5.574612327308159e-09
1928,2.399468712610542e-08,9.14083297942625e-09
1929,3.230717737778832e-08,1.1140406375176326e-09
1930,2.10072066408884e-08,6.302162347537887e-09
1931,3.649714130915527e-08,5.7026783295555106e-09
1932,6.356530946050043e-08,1.0959536389520963e-08
1933,2.867665571670841e-08,9.176529758292418e-09
1934,4.073737258636356e-08,8.38710612072191e-09
1935,5.0266791618014395e-08,9.574627313213568e-09
1936,4.9711328387047615e-08,2.424942913137329e-09
1937,5.9178255185088346e-08,5.0364472592434595e-09
1938,4.408173026604345e-08,1.0372171566075394e-08
1939,3.8235125288110794e-08,1.5294050470515685e-09
1940,7.60734906180005e-08,1.0143131667916805e-08
1941,1.2396310467011062e-07,0.0
1942,4.5513175450651033e-08,0.0
1943,6.67744117777147e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,3.6194869323935563e-08,2.7842208538686464e-09
1947,2.9802176726434482e-08,7.152522574216391e-09
1948,5.435943961629164e-08,6.523132700664291e-09
1949,2.7487622844546422e-08,5.890204768377316e-09
1950,3.93508372553697e-08,6.381216888229346e-09
1951,3.731490494374157e-08,2.1322803522849654e-09
1952,2.1089608281954497e-08,7.381362632230548e-09
1953,3.44762476345295e-08,7.54167928107563e-09
1954,1.7590565448699635e-08,5.863521668203475e-09
1955,2.815682265122632e-08,1.8771215692936494e-09
1956,1.9186511934776718e-08,1.744228317335228e-09
1957,2.6505112771246786e-08,3.534015080575159e-09
1958,2.7298403537656668e-08,9.926692356998501e-09
1959,2.5577467255288866e-08,3.100299128533379e-09
1960,2.8375417571169237e-08,6.920833350854139e-10
1961,2.014966149488373e-08,6.25334317660986e-09
1962,2.663621678777872e-08,3.170978146727066e-09
1963,2.909724017285953e-08,3.2330267352165265e-09
1964,2.4335873760605864e-08,4.867174663303331e-09
1965,2.7360217202954118e-08,3.2832261354087677e-09
1966,1.9940669560014612e-08,5.539074976468328e-09
1967,5.1768523690043367e-08,3.451234853457663e-09
1968,3.1439910230801615e-08,3.5931326802796093e-09
1969,1.0173537390301135e-07,1.589615195030092e-08
1970,2.851209579546321e-08,2.2993624781975086e-09
1971,3.7510300643361916e-08,8.735275613958038e-09
1972,2.4111690422046195e-08,3.5911027485013847e-09
1973,2.866866033457427e-08,3.3079223804577396e-09
1974,3.09406438248061e-08,9.00091468025721e-09
1975,2.9128548462153958e-08,4.569184142155791e-09
1976,3.5423866506789636e-08,2.285410749536254e-09
1977,2.9971587878208084e-08,6.464460078348111e-09
1978,2.316830638449119e-08,4.752473081737207e-09
1979,2.2822696621460636e-08,5.266775904289034e-09
1980,1.989802811408481e-08,3.97960553399912e-09
1981,2.277197808098208e-08,1.2651099057237047e-09
1982,3.1658260013500694e-08,5.586751949948621e-09
1983,2.5261265079734585e-08,6.315316269933646e-09
1984,2.4935737030773453e-08,5.219107812592938e-09
1985,2.6468455871508922e-08,1.0226449020933615e-08
1986,3.057187569766029e-08,4.196139880008332e-09
1987,2.9943002743948455e-08,4.277571630240118e-09
1988,3.8377944377998574e-08,5.99655392008458e-09
1989,4.116091645300912e-08,3.841685636274406e-09
1990,3.8140555602694803e-08,2.179460389939436e-09
1991,4.0444110283033297e-08,2.344586080837985e-09
1992,2.975369817193041e-08,5.509944056569793e-09
1993,1.606370148010683e-08,3.877445031719162e-09
1994,2.7429617688312646e-08,2.1099706426497278e-09
1995,1.7351842629409475e-08,5.422450821690461e-10
1996,2.5089033073300016e-08,4.804283193493575e-09
1997,2.5892429533769246e-08,3.3564262480467733e-09
1998,2.3840646790063147e-08,5.72175506974304e-09
1999,3.1991408633302854e-08,2.285100553223174e-09
2000,3.048441854502926e-08,3.97622823555821e-09
2001,3.855466346180947e-08,4.8193329327261836e-09
2002,3.2859162502063555e-08,3.504977197366088e-09
2003,1.2917460878725251e-08,2.5001538617175356e-09
2004,2.070251881036711e-08,2.2023955992267474e-09
2005,2.0266872624574717e-08,3.602999676388663e-09
2006,2.5530917824312382e-08,2.4707338397433887e-09
2007,2.5165221018141892e-08,3.595031605740928e-09
2008,5.6623946420586435e-08,5.108927503272298e-09
2009,4.672828524121542e-08,4.76819250749827e-09
2010,1.8895171649546683e-08,4.2514138876015295e-09
2011,2.8679789210173112e-08,0.0
2012,2.9616998631354363e-08,3.063827413996023e-09
2013,1.5061274893923837e-08,2.7891249310130206e-09
2014,1.9272462736807938e-08,1.9489005964601347e-09
2015,2.1722438958704515e-08,8.866301581811342e-10
2016,2.050626690675017e-08,3.314144070287739e-09
2017,2.1131135952145996e-08,1.509366853724714e-09
2018,1.5746946857575495e-08,2.8396134332808742e-09
2019,1.5561024468979667e-08,2.04079020349468e-09
