year,doivent_VERB envoyer_VERB,doivent_VERB renvoyer_VERB
1931,6.729160162421977e-08,2.0529641986399838e-08
1932,5.8085543486186e-08,5.4797681947604815e-09
1933,4.817677989876756e-08,1.1470662641954732e-08
1934,8.387105765450542e-08,3.5944740517379614e-09
1935,8.976213194955562e-08,9.574627313213568e-09
1936,8.608547119592913e-08,1.4549657478823974e-08
1937,4.406891207509034e-08,1.888667711114067e-08
1938,6.871563584809337e-08,1.5558256905023882e-08
1939,6.882322622914216e-08,1.6823456405745674e-08
1940,6.846613587185857e-08,3.0429394115571995e-08
1941,9.149658097840074e-08,8.854508237732261e-09
1942,5.76500234217292e-08,3.034211815133858e-08
1943,3.4838823381733164e-08,8.709705845433291e-09
1944,3.855823393905666e-08,2.2492303131116387e-08
1945,3.485606470121638e-08,6.535512131478072e-09
1946,5.0115975369635635e-08,1.2528993842408909e-08
1947,4.52993091926146e-08,1.907339353124371e-08
1948,5.435943961629164e-08,9.784699273041042e-09
1949,6.086545312200542e-08,8.835307596655184e-09
1950,4.998619829166273e-08,1.595304155443955e-08
1951,6.716683031982029e-08,7.462981344019681e-09
1952,4.5342655852209646e-08,2.1089607837865287e-09
1953,5.171437322815109e-08,1.723812381726475e-08
1954,3.615838295445428e-08,8.795282724349818e-09
1955,5.255940394022218e-08,1.6894095011821264e-08
1956,5.4943193106282706e-08,1.3081712602058815e-08
1957,7.068030072332476e-08,8.835037590415595e-09
1958,5.6251256097539226e-08,4.1361216673863055e-09
1959,5.348016074435691e-08,1.0851047171911432e-08
1960,5.1906251741229426e-08,1.4533750203327145e-08
1961,7.22608533010316e-08,1.250668635321972e-08
1962,4.756467220090599e-08,7.610347907416326e-09
1963,5.819448034571906e-08,9.69907976156037e-09
1964,6.08396817369794e-08,8.517555549758526e-09
1965,6.511731953651179e-08,1.4227312661319047e-08
1966,3.711179985543822e-08,6.092982118843793e-09
1967,5.4233691315630495e-08,1.3311906243984595e-08
1968,3.9973599541553995e-08,1.122853987567396e-08
1969,6.403878671790153e-08,1.2716921737876419e-08
1970,4.5067505283213904e-08,8.7375777724219e-09
1971,4.521789875866489e-08,1.3873672877195986e-08
1972,4.924940810724365e-08,1.3851396474251487e-08
1973,5.458071683506205e-08,2.3155456219114967e-08
1974,5.344293185771676e-08,9.563471792262135e-09
1975,5.768594846244923e-08,1.3707552426467373e-08
1976,5.3135799760184454e-08,7.427584769459372e-09
1977,6.053085144230863e-08,1.645498848290572e-08
1978,4.930690877813504e-08,7.72276909088987e-09
1979,3.979342011461995e-08,1.521513048885481e-08
1980,7.447547289984868e-08,1.4212877097463661e-08
1981,8.412980889715982e-08,1.644642821929665e-08
1982,7.014477887423709e-08,9.932003663948308e-09
1983,7.199460583251494e-08,1.5788289786655696e-08
1984,7.248760880429472e-08,1.4497521405587577e-08
1985,5.0530687190075696e-08,1.2632671797518924e-08
1986,4.855533219938479e-08,2.2179596825822046e-08
1987,5.1330861339238254e-08,1.4054879038383206e-08
1988,6.11648474091453e-08,1.3792074149421296e-08
1989,5.982052897479662e-08,9.329808037250586e-09
1990,5.1762185648840386e-08,1.961514328741032e-08
1991,6.213153369571955e-08,8.20605094986604e-09
1992,6.116037809533736e-08,1.597883780846132e-08
1993,4.4313658520422905e-08,1.938722604677423e-08
1994,6.224413340305546e-08,1.0549853435293244e-08
1995,6.615390191200277e-08,1.7351842629409475e-08
1996,4.4839975288368805e-08,1.2811421257197253e-08
1997,4.075660342550691e-08,1.6782131240233866e-08
1998,5.626392507451783e-08,1.382757464085671e-08
1999,5.347135356714716e-08,1.9194844824710344e-08
2000,4.1971297548570874e-08,1.192868470667463e-08
2001,6.615629644102228e-08,2.4096664219541708e-08
2002,5.607963515785741e-08,1.9715496790695397e-08
2003,6.333722524232144e-08,2.5001536840818517e-08
2004,5.417893333969914e-08,2.026203915761471e-08
2005,5.899912025597587e-08,1.7564623533417034e-08
2006,6.918055106552856e-08,1.4824403926638752e-08
2007,4.8732648139093726e-08,1.7975157362570826e-08
2008,6.684179965077419e-08,1.4049550856043425e-08
2009,4.291373301157364e-08,1.9549588614609092e-08
2010,4.156937905008817e-08,1.369900015646408e-08
2011,2.9444583660165335e-08,1.3383901986685487e-08
2012,3.846805540774767e-08,8.851056776393307e-09
2013,2.900689999307815e-08,9.483025031897796e-09
2014,2.533570864216017e-08,8.661780626084692e-09
2015,3.147536986602972e-08,1.1304534197620342e-08
2016,3.0034431830472386e-08,8.078226088059637e-09
2017,2.9935776524325775e-08,1.0565567976072998e-08
2018,2.581466773676766e-08,1.1100306451794495e-08
2019,3.188734609693711e-08,5.612172948588068e-09
