year,pouvaient_VERB envoyer_VERB,pouvaient_VERB renvoyer_VERB
1907,3.085705913008496e-08,5.65712765521198e-09
1908,1.4243028090277221e-08,2.4556945366072114e-09
1909,2.6954818821423032e-08,1.1001967115120692e-09
1910,2.137660359835536e-08,4.275320542035388e-09
1911,3.1390207766435196e-08,1.0640748282497725e-09
1912,1.3023552902780011e-08,1.5628263128064646e-09
1913,1.96210621083992e-08,1.060597942803554e-09
1914,1.808120764223986e-08,6.696743715117748e-10
1915,3.7698438148936475e-08,0.0
1916,1.538244731591476e-08,0.0
1917,2.1932848426331475e-08,1.0966424435210342e-09
1918,1.2635013924011673e-08,0.0
1919,3.314825391953491e-08,0.0
1920,1.3630017114962811e-08,3.786115865267448e-09
1921,5.300923255902035e-09,1.5145494858259667e-09
1922,3.9840852394945614e-08,2.2133805899215986e-09
1923,2.441668023323018e-08,0.0
1924,1.804827398643738e-08,3.867487219366694e-09
1925,1.5397448649423495e-08,1.0998177923937646e-09
1926,2.3406890647947876e-08,4.458455382660986e-09
1927,1.1149224654616319e-08,3.3447675740205796e-09
1928,2.5137291359556002e-08,3.4278122562625413e-09
1929,1.5596569369336066e-08,0.0
1930,2.10072066408884e-08,3.1510811737689437e-09
1931,1.3686427990933225e-08,2.2810713318222042e-09
1932,3.06867029564728e-08,2.1919073223131136e-09
1933,2.6382522833046096e-08,1.1470662197865522e-09
1934,2.3963160344919743e-08,0.0
1935,2.6330225111337313e-08,1.196828414151696e-09
1936,4.243650053581405e-08,0.0
1937,2.1404900962807005e-08,0.0
1938,1.4261735792331365e-08,3.8895642262559704e-09
1939,1.5294050470515685e-08,3.058810094103137e-09
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,1.517105907566929e-08,0.0
1943,2.322588166236983e-08,0.0
1944,3.213186161588055e-08,0.0
1945,2.832055301382752e-08,0.0
1946,2.9234318077442367e-08,1.3921104269343232e-09
1947,2.3841742802233057e-08,1.1920870957027319e-09
1948,3.152847583010043e-08,3.2615663503321457e-09
1949,2.1597418964347526e-08,3.9268033269479474e-09
1950,1.0635361036293034e-08,1.0635361480382244e-09
1951,9.595261474260042e-09,3.1984206394497505e-09
1952,1.5817205323287453e-08,3.1634410646574906e-09
1953,2.1547654327491728e-08,2.1547654771580937e-09
1954,1.7590565448699635e-08,2.9317608341017376e-09
1955,1.0324168187025862e-08,2.815682353940474e-09
1956,1.4825940475304833e-08,3.488456634670456e-09
1957,8.835037590415595e-09,0.0
1958,1.6544486669545222e-08,4.1361216673863055e-09
1959,1.4726420971555854e-08,7.750747821333448e-10
1960,2.4914999841030294e-08,4.844583401109048e-09
1961,1.320150300188061e-08,0.0
1962,1.331810839388936e-08,1.2683912808952869e-09
1963,1.8751554975438012e-08,3.879631726988464e-09
1964,1.4601523545820783e-08,4.258777774879263e-09
1965,1.3132904541635071e-08,1.6416130677043839e-09
1966,6.092982118843793e-09,3.3234448526542337e-09
1967,1.2818872185960117e-08,2.9582012395223956e-09
1968,3.054162789339898e-08,8.982831700699023e-10
1969,1.090021850558287e-08,1.3625273131978588e-09
1970,2.0234390163409444e-08,2.2993624781975086e-09
1971,1.490135304038631e-08,3.083038491169532e-09
1972,1.6929485369132635e-08,2.565073486948677e-09
1973,1.1577728109557484e-08,5.513203782392395e-10
1974,1.2938814464291681e-08,1.1251143350321513e-09
1975,1.3707552426467373e-08,2.8557400888473694e-09
1976,9.712995741040231e-09,4.570821499072508e-09
1977,1.645498848290572e-08,2.3507127355770763e-09
1978,1.7227714366185864e-08,3.5643548113029055e-09
1979,1.6385525825057812e-08,4.681578680276743e-09
1980,1.5349906234973787e-08,3.97960553399912e-09
1981,1.0120879245789638e-08,6.958104314946922e-09
1982,1.6139505731871395e-08,1.8622506869903077e-09
1983,1.0736036948344463e-08,5.052252838311233e-09
1984,2.2616132966390978e-08,4.059305780401701e-09
1985,1.2632671797518924e-08,6.015557829641693e-09
1986,1.6784559520033326e-08,1.7983456945813714e-09
1987,1.8943532964499354e-08,5.49973533381376e-09
1988,1.4991384134077634e-08,4.797243047249822e-09
1989,1.4269117443177493e-08,6.585746614717891e-09
1990,1.4166492867673242e-08,4.90378582185258e-09
1991,2.3445860364290638e-08,2.344586080837985e-09
1992,1.5427843891302473e-08,9.366905473484621e-09
1993,1.4955860550003308e-08,7.754890063438324e-09
1994,1.318731612798274e-08,7.384897138251745e-09
1995,1.843633334885908e-08,5.964695848348356e-09
1996,9.074756945892659e-09,9.60856638698715e-09
1997,1.3905194329311144e-08,6.233362714880286e-09
1998,2.3363833534517653e-08,7.152193948201102e-09
1999,1.279656292041409e-08,1.0511462811280126e-08
2000,1.899753598877396e-08,4.859834756842929e-09
2001,1.8839211080035057e-08,7.886181485616817e-09
2002,2.102986229601811e-08,7.448076377869484e-09
2003,2.4584844382502524e-08,7.91715315529018e-09
2004,1.6738207264666016e-08,7.047666006343434e-09
2005,2.0266872624574717e-08,7.656374201303606e-09
2006,1.6471560115860484e-08,5.7650457740976435e-09
2007,1.9572949483404045e-08,7.988958827809256e-09
2008,1.702975893635994e-08,6.811903485726134e-09
2009,1.907277002999308e-08,1.430457752249481e-09
2010,3.070465481869178e-08,8.502827775203059e-09
2011,2.332622983658439e-08,5.353560705856353e-09
2012,1.7702113552786614e-08,6.127654827992046e-09
2013,2.5102124823206395e-08,3.6258624991347688e-09
2014,1.8189739492413537e-08,7.145969149746634e-09
2015,2.105746688130239e-08,6.428068743957738e-09
2016,1.9470595802317803e-08,4.556948152156792e-09
2017,1.685459594114036e-08,5.534344982294215e-09
2018,2.1684320117287825e-08,7.744399788123246e-09
2019,1.8877308605169674e-08,5.101975730781305e-09
