year,pouvaient_VERB acheter_VERB,pouvaient_VERB racheter_VERB
1861,5.659156343540417e-08,2.8295781717702084e-08
1862,2.710791768834042e-08,1.1294965851504912e-08
1863,3.7459656709870615e-08,1.2986014041871385e-08
1864,1.1986819536957682e-08,1.6302074357099627e-08
1865,4.3773653146672586e-08,1.7415324293779122e-08
1866,2.8220554781910323e-08,1.1677471434268227e-08
1867,5.871901720411188e-08,9.7056229719783e-09
1868,1.679557115608077e-08,1.7289560005906424e-08
1869,3.4672986259920435e-08,1.2697149998075474e-08
1870,4.931282049369656e-08,1.7202147262196377e-08
1871,4.460894587055009e-08,2.3366590440332402e-08
1872,4.233137573805834e-08,5.442605477412599e-09
1873,2.3944018323618366e-08,4.190203295451056e-09
1874,2.6288279997288555e-08,2.9873046258899194e-09
1875,2.803548326824057e-08,9.154443425529735e-09
1876,3.627608791134662e-08,1.269663130187837e-08
1877,3.64904160221613e-08,6.184816214727107e-09
1878,2.0532901601200138e-08,1.2078177569208037e-08
1879,4.520900631632685e-08,1.0996785704264767e-08
1880,3.7223507831640745e-08,1.1552122813895949e-08
1881,4.9504802035471585e-08,5.5780060570498335e-09
1882,6.05640053663592e-08,1.1979693681496428e-08
1883,3.4124429504345244e-08,1.3902545781263598e-08
1884,2.1125430293977843e-08,7.2618666635548834e-09
1885,3.7384687345820566e-08,1.740321664556177e-08
1886,2.710454793941608e-08,1.4197620856748472e-08
1887,3.4603299781110763e-08,1.3057849024278312e-08
1888,2.4728397107764977e-08,4.4384300679212174e-09
1889,4.1976417008982025e-08,1.3783300722991498e-08
1890,4.4569826940232815e-08,1.3108772733971819e-08
1891,2.677172439291553e-08,1.0198752065093686e-08
1892,4.7013841708576365e-08,6.8953633913793055e-09
1893,2.4017824173938607e-08,5.542574843531156e-09
1894,3.528862180246506e-08,1.5123694296903523e-08
1895,3.009307292245467e-08,1.5046536461227333e-08
1896,4.9535042734305534e-08,2.948514543632541e-09
1897,3.8456310136325556e-08,3.4960281336537946e-09
1898,4.809601605870739e-08,8.487532454637403e-09
1899,3.371822998587959e-08,3.3165470370022376e-09
1900,4.9315005412609025e-08,1.4015843596837385e-08
1901,3.1855812210324075e-08,7.824234593556412e-09
1902,3.535404502486017e-08,2.9461704187383475e-09
1903,2.5381035939631147e-08,5.400220270956879e-10
1904,4.192207825326477e-08,6.987012746151322e-09
1905,4.7478984299687e-08,8.773290538499623e-09
1906,5.555719440053508e-08,1.4918134283448126e-08
1907,4.4742737514980035e-08,5.142843484406967e-09
1908,3.8799974788616964e-08,2.9468334439286537e-09
1909,4.565816524859656e-08,5.500983557560346e-10
1910,4.702852507421085e-08,1.6032452032632705e-09
1911,4.0966881442727754e-08,1.0640748282497725e-09
1912,3.0735584743979416e-08,8.856016364688912e-09
1913,2.4393752795504042e-08,3.71209285532359e-09
1914,3.549274296688054e-08,0.0
1915,4.5944972271172446e-08,5.890381071793627e-09
1916,1.8678685265172135e-08,0.0
1917,3.070598708632133e-08,0.0
1918,6.202643021424592e-08,0.0
1919,5.340552178267899e-08,2.762354567309444e-09
1920,4.846228307542333e-08,4.543339038320937e-09
1921,5.073740894090406e-08,3.7863738810983705e-09
1922,4.574319945049865e-08,1.2542490601674672e-08
1923,3.1847843473542525e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,2.578324886925998e-09
1925,4.7292164850887275e-08,4.399271169575059e-09
1926,2.6750733184144337e-08,1.0031524944054127e-08
1927,3.1217830098739796e-08,6.689535148041159e-09
1928,1.7139061725401916e-08,4.570416489713125e-09
1929,3.8991423423340166e-08,4.4561625500705304e-09
1930,4.096405348263943e-08,6.302162347537887e-09
1931,3.079446386777818e-08,3.4216069977333063e-09
1932,3.835837958376942e-08,8.767629289252454e-09
1933,3.4411986149507356e-08,3.4411986593596566e-09
1934,5.391711255242626e-08,2.3963160344919743e-09
1935,2.2739740757060645e-08,9.574627313213568e-09
1936,5.2136272188363364e-08,3.6374143697059935e-09
1937,6.673292318737367e-08,6.295559185076627e-09
1938,5.186085871855539e-08,2.5930428915188486e-09
1939,4.5882153187903896e-08,7.647025235257843e-09
1940,4.564409294971483e-08,7.607348528892999e-09
1941,2.9515025090631752e-08,2.9515025978810172e-09
1942,6.675266206457309e-08,6.068423541449874e-09
1943,4.3548528338988035e-08,2.9032352077962287e-09
1944,7.069009200222354e-08,1.927911696952833e-08
1945,6.317661416233022e-08,8.714016175304096e-09
1946,4.5939643200654245e-08,6.960552134671616e-09
1947,4.649139739854036e-08,3.5762612871081956e-09
1948,5.979538286737807e-08,8.697510267552389e-09
1949,6.871906066407973e-08,5.890204768377316e-09
1950,4.892266147749069e-08,1.3825969702452312e-08
1951,6.183613265875465e-08,1.4925962688039363e-08
1952,4.323369751091377e-08,7.381362632230548e-09
1953,3.770839640537815e-08,4.3095309543161875e-09
1954,4.0067398288101685e-08,6.840775057526116e-09
1955,5.255940394022218e-08,1.8771215692936494e-09
1956,5.407107650512444e-08,6.104799332717903e-09
1957,2.9155623693100097e-08,0.0
1958,3.6397871383542224e-08,2.4816730892496253e-09
1959,3.4878365084978213e-08,7.750747599288843e-09
1960,3.5296249478733444e-08,6.920833350854139e-10
1961,4.58578526263409e-08,7.64297514166401e-09
1962,6.532214769094935e-08,3.170978146727066e-09
1963,5.4314845954195334e-08,3.2330267352165265e-09
1964,4.1979379972190145e-08,4.258777774879263e-09
1965,3.173785145804686e-08,4.924839203113152e-09
1966,6.148373188352707e-08,7.200797291773142e-09
1967,3.254021407883556e-08,6.409436092980059e-09
1968,5.61426993783698e-08,1.0330256650092906e-08
1969,5.677197378872734e-08,3.1792304344691047e-09
1970,4.092865424354386e-08,6.898087434592526e-09
1971,3.956565919338573e-08,6.166076982339064e-09
1972,4.001514497531389e-08,7.182205497002769e-09
1973,4.079770832277063e-08,5.513203671370093e-09
1974,3.09406438248061e-08,6.1881286761433785e-09
1975,3.369773438066659e-08,5.711480177694739e-09
1976,5.88493271891366e-08,5.142174241967723e-09
1977,5.582942819160053e-08,2.3507127355770763e-09
1978,4.3366316759829715e-08,4.158414057542359e-09
1979,4.7400984470868934e-08,6.437170796402825e-09
1980,4.661823638230089e-08,2.8425752862659692e-09
1981,4.554395616196416e-08,5.060439622894819e-09
1982,4.717701784784367e-08,3.1037510339615437e-09
1983,5.62063142695024e-08,4.4207211225000265e-09
1984,4.9871474061546905e-08,5.219107812592938e-09
1985,4.511668549866954e-08,5.414002135495366e-09
1986,4.1961399688261736e-08,6.593933843390687e-09
1987,4.460896363411848e-08,1.0388388815840699e-08
1988,3.7178633505163816e-08,4.797243047249822e-09
1989,4.225854155492925e-08,3.841685636274406e-09
1990,4.5223803368799054e-08,6.538381391862913e-09
1991,5.978694161967724e-08,2.9307325455363298e-09
1992,5.234446831536843e-08,2.7549720282848966e-09
1993,5.594599628011565e-08,4.4313659408601325e-09
1994,4.3781891889693725e-08,5.274926717646622e-09
1995,4.825981392286849e-08,5.964695848348356e-09
1996,3.95018808774239e-08,4.270473752399084e-09
1997,4.842843281949172e-08,2.3974471297094624e-09
1998,4.625085381348981e-08,7.629006759657386e-09
1999,5.118625168165636e-08,4.570201161957499e-10
2000,4.152949628632996e-08,3.97622823555821e-09
2001,3.855466346180947e-08,4.381211837767296e-09
2002,5.8708369721216513e-08,1.3143663935011318e-09
2003,4.2502612984662846e-08,7.91715315529018e-09
2004,4.448839163728735e-08,3.9643119897903034e-09
2005,4.098412276221097e-08,5.404499514582994e-09
2006,4.529679031861633e-08,2.4707338397433887e-09
2007,4.593651325990322e-08,6.391167151065247e-09
2008,3.7039725953036395e-08,3.405951742863067e-09
2009,4.100645512039591e-08,6.198650481792356e-09
2010,5.007220593711281e-08,5.668551850135373e-09
2011,4.206369297321544e-08,6.500752380844688e-09
2012,4.936166320135271e-08,1.05531832161887e-08
2013,4.685730203846106e-08,2.2313000336282585e-09
2014,5.305340877725939e-08,1.9272462736807938e-08
2015,4.6104769779731214e-08,7.093041265449074e-09
2016,3.976973061980971e-08,4.971216327476213e-09
2017,4.3771638758016707e-08,3.5218559180094644e-09
2018,4.440122580717798e-08,4.3884935685412074e-09
2019,4.693817601264527e-08,1.9642605764147447e-08
