year,doit_VERB enseigner_VERB,doit_VERB renseigner_VERB
1907,1.0799971050801105e-07,2.262851062084792e-08
1908,9.921006238755581e-08,2.6030361865991836e-08
1909,1.1166996927158834e-07,1.8153246017504898e-08
1910,1.6406542613367492e-07,2.1911017000775246e-08
1911,1.6227140520186367e-07,1.9685383989553884e-08
1912,1.2190045595161791e-07,1.927485904218429e-08
1913,1.3734742765336705e-07,1.9090762748419365e-08
1914,9.040603998755614e-08,2.343860217024485e-08
1915,4.476689596799588e-08,3.534228554258334e-08
1916,6.262853702310167e-08,3.29623865980011e-08
1917,1.261138748986923e-07,3.947912929902486e-08
1918,1.0452602339228179e-07,1.1486376294556067e-08
1919,1.0681104356535798e-07,2.301962176431971e-08
1920,1.0071067890748964e-07,3.180337415642498e-08
1921,7.497020249047637e-08,1.5145495524393482e-08
1922,7.451714623130101e-08,8.853522359686394e-09
1923,8.068120394000289e-08,1.3800733000834953e-08
1924,7.734974616369072e-08,2.0626599095407983e-08
1925,8.13865170812278e-08,3.629398648286042e-08
1926,9.697140512798796e-08,2.3406890647947876e-08
1927,7.581473226991875e-08,3.6792442870137165e-08
1928,1.1883082606800599e-07,2.170947865920425e-08
1929,6.350031611646045e-08,2.4508894469477127e-08
1930,7.037414206934045e-08,2.6259009189288918e-08
1931,1.0835088914973312e-07,1.4826963656844327e-08
1932,7.781270738860258e-08,2.849479585620429e-08
1933,8.832410003378754e-08,2.064719240024715e-08
1934,7.188948103475923e-08,2.7557634396657704e-08
1935,1.0173041431471574e-07,2.2739740757060645e-08
1936,9.33602990471627e-08,9.699771652549316e-09
1937,7.680581859403901e-08,5.0364473480613015e-08
1938,8.68669403075728e-08,3.3709557811789637e-08
1939,8.411727492330101e-08,3.976452944698394e-08
1940,8.875240098404902e-08,3.0429394115571995e-08
1941,1.4167213180371618e-07,2.6563522936839945e-08
1942,9.102635090130207e-08,1.2136847082899749e-08
1943,1.0451646659248581e-07,1.1612940831184915e-08
1944,4.819779064746399e-08,3.213186161588055e-08
1945,6.317661416233022e-08,2.3963544037997053e-08
1946,6.542919095409161e-08,2.3665876369705074e-08
1947,6.794896734163558e-08,3.9338875268413176e-08
1948,6.631851334759631e-08,2.717971980814582e-08
1949,9.031647607571358e-08,3.337782672474532e-08
1950,7.232046073113452e-08,2.9779013033248702e-08
1951,5.330700858507953e-08,2.3455083209000804e-08
1952,8.435843312781799e-08,2.319856839960721e-08
1953,8.511323557058859e-08,2.477980309834038e-08
1954,8.795282724349818e-08,2.6385848173049453e-08
1955,8.447047150639264e-08,1.595553378308523e-08
1956,6.54085638984725e-08,3.1396108823855684e-08
1957,6.714628852932947e-08,2.47381048978923e-08
1958,7.114129374485856e-08,1.4890038535497752e-08
1959,7.440718263751478e-08,1.5501495198577686e-08
1960,7.33608302994071e-08,1.7994166157109248e-08
1961,8.268309414916075e-08,2.36237411854745e-08
1962,7.9908652139693e-08,1.0147130247162295e-08
1963,1.047500646222943e-07,2.133797494252576e-08
1964,8.091677727861679e-08,1.764350798794112e-08
1965,9.849678406226303e-08,2.5171399187229326e-08
1966,1.1410494238361935e-07,1.38476865529924e-08
1967,6.21222255858811e-08,9.860671390526932e-09
1968,7.410836388999087e-08,1.9313088017725022e-08
1969,8.629339731669461e-08,1.8167030546578644e-08
1970,9.05948809304391e-08,1.4715920038099739e-08
1971,9.55741938923893e-08,1.798439086542203e-08
1972,8.259536343757645e-08,2.1033601527165047e-08
1973,6.395316631824244e-08,1.3231689521830958e-08
1974,7.425754944279106e-08,2.925297337696975e-08
1975,7.253579781263397e-08,1.9419033492340532e-08
1976,6.39915000988367e-08,3.142439908287997e-08
1977,7.522280753846644e-08,1.3516598507123945e-08
1978,6.653462492067774e-08,2.0792070287711795e-08
1979,6.027532606367458e-08,1.521513048885481e-08
1980,5.400893243745486e-08,1.4212877097463661e-08
1981,8.602747669783639e-08,1.8976647808699454e-08
1982,7.138627466929393e-08,1.6760255405756652e-08
1983,7.452072736668924e-08,1.2630632539867293e-08
1984,8.930473427426477e-08,1.2177918229383522e-08
1985,7.940536761452677e-08,1.3234227935754461e-08
1986,6.773768745915731e-08,1.978180286243969e-08
1987,6.599682222940828e-08,2.0165694891716157e-08
1988,6.896036808257122e-08,5.396898483667201e-09
1989,8.726114231194515e-08,1.4817929994137558e-08
1990,6.211462277860846e-08,1.5801088437683575e-08
1991,7.092372555916882e-08,1.4653663171770859e-08
1992,6.667032437235321e-08,1.7631821336294706e-08
1993,5.483815357365529e-08,1.3294098266669607e-08
1994,7.595894402356862e-08,1.476979427650349e-08
1995,7.049185768437383e-08,1.626735190995987e-08
1996,7.153043668495229e-08,1.3879040139386234e-08
1997,8.439014465011496e-08,1.2466725429760572e-08
1998,7.915094357713315e-08,1.621164003040576e-08
1999,7.403725987842336e-08,1.690974471557638e-08
2000,7.775735610948686e-08,9.277866475088103e-09
2001,7.535684432014023e-08,7.886181485616817e-09
2002,7.053766637454828e-08,1.1391176002462089e-08
2003,8.583861443867136e-08,1.2084076850271686e-08
2004,8.80958239690699e-08,1.2773894830786503e-08
2005,8.512086679957065e-08,1.4411998705554652e-08
2006,8.894642178347567e-08,1.2353670086895363e-08
2007,6.511001515718817e-08,9.98619853476157e-09
2008,7.620816688813647e-08,1.1069342775726909e-08
2009,6.437059596464678e-08,2.1933685090402832e-08
2010,6.896738113937317e-08,1.1337103700270745e-08
2011,7.036108229385718e-08,1.9884653923440965e-08
2012,5.004251590889908e-08,1.736168897537027e-08
2013,4.8809688735218515e-08,2.147626254611623e-08
2014,5.8033929661860384e-08,1.8189739492413537e-08
2015,5.0537920515125734e-08,2.21657536769726e-08
2016,5.779038758646493e-08,1.9470595802317803e-08
2017,6.716682321439293e-08,2.037645252528364e-08
2018,5.756670873324765e-08,1.6005094138904497e-08
2019,4.821366772489455e-08,1.7346716063570966e-08
