year,veut_VERB apporter_VERB,veut_VERB rapporter_VERB
1918,5.6283244731503146e-08,1.033773866510046e-08
1919,5.524708868165362e-08,9.207848705727883e-09
1920,4.921950491620919e-08,1.1358347151713133e-08
1921,6.512562578109282e-08,1.741731914250977e-08
1922,5.016996240669869e-08,1.475587119159627e-08
1923,6.157249998750558e-08,9.554353752605493e-09
1924,7.734974616369072e-08,2.1915761649893284e-08
1925,6.488924952918751e-08,2.3096173862313663e-08
1926,5.795991953050361e-08,8.916910765321973e-09
1927,5.5746124161260013e-08,8.919379901328739e-09
1928,7.084145892122251e-08,1.5996457491951332e-08
1929,7.909688548579652e-08,1.3368487650211591e-08
1930,6.092090387710414e-08,2.6259009189288918e-08
1931,5.1324104077821175e-08,1.710803587684495e-08
1932,4.274219378430644e-08,9.863582839386709e-09
1933,5.850037609889114e-08,1.1470662641954732e-08
1934,7.7880272897346e-08,9.585264137967897e-09
1935,3.351119559624749e-08,1.0771455727365264e-08
1936,7.881064334469556e-08,1.9399543305098632e-08
1937,8.058315614789535e-08,1.3850230295986421e-08
1938,7.001215607260747e-08,1.2965214679638848e-08
1939,5.352917753498332e-08,1.988226472349197e-08
1940,7.353770570261986e-08,1.2678914806940611e-08
1941,1.0920559390115159e-07,1.4757512545315876e-08
1942,6.371844563091145e-08,3.034211770724937e-09
1943,8.129058670647282e-08,2.6129116648121453e-08
1944,2.5705489292704442e-08,9.639558484764166e-09
1945,1.1110370934375169e-07,2.6142048525912287e-08
1946,7.099762910911522e-08,1.5313215584455975e-08
1947,7.033313664805974e-08,1.6689218895749036e-08
1948,9.0236667915633e-08,1.848220954059343e-08
1949,7.755436826073492e-08,1.2762110479513922e-08
1950,8.189228140054183e-08,1.4889506516624351e-08
1951,7.036525317971609e-08,1.5992101864981123e-08
1952,5.377849987553418e-08,2.8470971358274255e-08
1953,1.0019659413273985e-07,1.4005975934594517e-08
1954,6.449873524161376e-08,2.5408594339637602e-08
1955,6.945349895204345e-08,1.0324168187025862e-08
1956,8.110662008675718e-08,2.8779767902165077e-08
1957,7.244730682032241e-08,2.297109880089465e-08
1958,5.1287909030861556e-08,1.4890038535497752e-08
1959,8.525822892124779e-08,1.2401196514133517e-08
1960,7.958958292419993e-08,1.591791587429725e-08
1961,9.102088682766407e-08,1.042223907177231e-08
1962,7.673767044025226e-08,1.1415521861124489e-08
1963,8.664511597089586e-08,1.3578711488548834e-08
1964,8.091677727861679e-08,1.3993127545575135e-08
1965,7.989183359313756e-08,1.3680108601477059e-08
1966,9.637989961674975e-08,2.326411419062424e-08
1967,8.529480766128472e-08,1.7749208325312793e-08
1968,9.56671541985088e-08,1.122853987567396e-08
1969,8.311416621609169e-08,1.862120768691966e-08
1970,9.84127126457679e-08,1.7935027685211935e-08
1971,7.039604810188393e-08,2.3122789016838396e-08
1972,7.797823542432525e-08,1.487742551375959e-08
1973,9.482710794372906e-08,1.1026407342740185e-08
1974,8.438357212980918e-08,8.438357568252286e-09
1975,7.99607207113695e-08,1.1994108817248161e-08
1976,9.19877791716317e-08,1.5997875024709174e-08
1977,9.109011500640918e-08,1.3516598507123945e-08
1978,9.267322553796475e-08,1.900989232694883e-08
1979,8.95351917051812e-08,1.2289143924704149e-08
1980,9.778459286735597e-08,5.6851505725319385e-09
1981,7.843681260055746e-08,1.3283654176632353e-08
1982,9.683703439122837e-08,1.6139505731871395e-08
1983,9.599280303973501e-08,1.2630632539867293e-08
1984,9.33640365019528e-08,9.278413592994639e-09
1985,8.481936930593292e-08,1.2632671797518924e-08
1986,9.77101137777936e-08,1.0790073723399018e-08
1987,8.43292724539424e-08,1.0388388815840699e-08
1988,9.174727466643162e-08,1.0194141530917022e-08
1989,1.0153026153147948e-07,1.4269117443177493e-08
1990,1.0733842259469384e-07,4.90378582185258e-09
1991,1.1781545339317745e-07,1.582595565707834e-08
1992,8.926109273943439e-08,1.0468894195980738e-08
1993,8.253419281345487e-08,9.416652346772025e-09
1994,9.54761745219912e-08,1.2132331583813993e-08
1995,9.977309645137211e-08,7.0491861237087505e-09
1996,7.90037617548478e-08,1.2277611816102763e-08
1997,9.829533809124769e-08,1.8220598363427598e-08
1998,8.916401839087484e-08,1.2397135762398648e-08
1999,8.089256198218209e-08,7.769341614505265e-09
2000,1.0559094931750224e-07,7.95245647111642e-09
2001,1.0646344605902414e-07,9.638665865452367e-09
2002,1.1347363937375121e-07,1.0953053575235572e-08
2003,1.1750722705983208e-07,7.91715315529018e-09
2004,8.192911593596364e-08,9.690540814233373e-09
2005,9.412836732280994e-08,9.007498746882447e-09
2006,1.0335903510849676e-07,1.2765458912156191e-08
2007,8.508241222671131e-08,7.988958827809256e-09
2008,8.855474220581527e-08,1.7455501932772677e-08
2009,7.533743939802662e-08,1.0490023072406984e-08
2010,6.755023918003644e-08,1.1337103700270745e-08
2011,7.342026009382607e-08,7.265546830836911e-09
2012,6.297867827242953e-08,9.872333173177594e-09
2013,5.048316253919438e-08,1.0877587719448911e-08
2014,5.5218851713334516e-08,1.017759210242275e-08
2015,3.9455041900282595e-08,7.314698624583116e-09
2016,5.965459592971456e-08,9.113896304313585e-09
2017,5.106690892375809e-08,9.810884549210641e-09
2018,4.956416077561698e-08,1.0325866384164328e-08
2019,4.642797790666009e-08,1.1479444950168727e-08
