year,voulant_VERB acheter_VERB,voulant_VERB racheter_VERB
1945,4.357008087652048e-09,0.0
1946,1.2528993842408909e-08,0.0
1947,4.7683483828109274e-09,0.0
1948,5.435944139264848e-09,6.523132700664291e-09
1949,4.908504269707237e-09,9.817008317369869e-10
1950,1.4889506072535141e-08,5.317680518146517e-09
1951,9.595261474260042e-09,0.0
1952,5.272402070488624e-09,0.0
1953,1.1851209791302608e-08,9.696444647211422e-09
1954,3.9090144454689835e-09,1.9545072227344917e-09
1955,7.508486277174597e-09,5.631364707880948e-09
1956,6.976913269340912e-09,3.488456634670456e-09
1957,5.301022731885041e-09,8.835037701437898e-10
1958,6.617794867658233e-09,8.272243445794913e-10
1959,1.1626121398933265e-08,4.650448581777766e-09
1960,8.305000021024966e-09,1.3841666701708277e-09
1961,7.64297514166401e-09,6.948159270159238e-10
1962,1.2049716779927166e-08,1.9025869768540815e-09
1963,1.2932106718821501e-08,1.9398159745165344e-09
1964,9.125952438182594e-09,1.8251904432275978e-09
1965,7.1136563306595235e-09,1.0944086747954884e-09
1966,7.200797291773142e-09,3.3234448526542337e-09
1967,1.331190557785078e-08,2.9582012395223956e-09
1968,7.635406973349745e-09,4.49141579483836e-09
1969,7.720988182136068e-09,3.633406214786916e-09
1970,6.438215210957665e-09,9.197450023812337e-10
1971,9.249115362486293e-09,2.569198631618974e-09
1972,4.6171320100540925e-09,1.0260293725750103e-09
1973,6.615844760915479e-09,5.513203782392395e-10
1974,4.500457340128605e-09,0.0
1975,8.567219822452898e-09,2.2845920710778955e-09
1976,7.998937512354587e-09,5.142174241967723e-09
1977,7.05213826224238e-09,1.7630346071939584e-09
1978,5.346532105932056e-09,1.1881182704343018e-09
1979,7.607565355449708e-09,2.3407893401383717e-09
1980,1.3075846183596695e-08,2.2740602734216964e-09
1981,5.0604397339171214e-09,2.5302198114474095e-09
1982,3.1037510339615437e-09,1.2415004579935385e-09
1983,6.315316269933646e-09,6.315316047889041e-10
1984,6.95881025025713e-09,5.799008495621649e-10
1985,1.5038894574104233e-08,3.609334831011779e-09
1986,1.2588419306958087e-08,2.9972427317837003e-09
1987,1.1610552075325131e-08,1.8332450557601021e-09
1988,5.396898483667201e-09,2.398621523624911e-09
1989,1.0427432250992297e-08,5.488122178931576e-10
1990,7.628111475810329e-09,2.724325487424295e-09
1991,4.68917216167597e-09,5.861465202094962e-10
1992,5.509944056569793e-09,2.2039776670368383e-09
1993,7.754890063438324e-09,3.877445031719162e-09
1994,1.2132331528302842e-08,5.274926606624319e-10
1995,2.4943274112843028e-08,1.0844901643380922e-09
1996,1.1209993822092201e-08,2.135236876199542e-09
1997,1.5823152565985765e-08,2.876936688878118e-09
1998,4.291316191284977e-09,1.9072516899143466e-09
1999,1.1425503126938352e-08,3.1991407301035224e-09
2000,8.83606254831193e-09,2.2090157481002848e-09
2001,6.133696661692056e-09,1.3143635069212678e-09
2002,7.886198361006791e-09,1.3143663935011318e-09
2003,5.0003075569016175e-09,2.0834614589126943e-09
2004,3.9643121285681815e-09,8.809582507929292e-10
2005,1.261049931144953e-08,4.5037495954858286e-10
2006,7.823990955113658e-09,2.4707338397433887e-09
2007,7.589511075156707e-09,3.994479552682506e-09
2008,6.3861596011349775e-09,4.257439678578834e-10
2009,7.629108011997232e-09,4.76819250749827e-10
2010,1.369900015646408e-08,2.8342759250676863e-09
2011,9.177532400705957e-09,1.911985902935953e-09
2012,6.127655077792227e-09,6.808505426114664e-10
2013,4.741512571460049e-09,1.3945624655065103e-09
2014,4.3308902714089825e-09,2.815078670170834e-09
2015,4.876466078163055e-09,1.329945265027277e-09
2016,1.1185236403754573e-08,2.48560808047138e-09
2017,7.546834046578965e-09,5.031222660711876e-10
2018,6.9699601645822895e-09,1.290733298020541e-09
2019,7.908062094053037e-09,1.53059265262101e-09
