year,avait_VERB apporté_VERB,avait_VERB rapporté_VERB
1907,1.3546249419960077e-06,6.099411962168233e-07
1908,1.311340838583419e-06,6.119590807429631e-07
1909,1.3240867247077404e-06,6.733204145348282e-07
1910,1.3493980759449187e-06,6.113708650445915e-07
1911,1.4035147160029737e-06,6.980330908845644e-07
1912,1.3304861568030901e-06,6.266933496590354e-07
1913,1.3803681895296904e-06,6.177983209454396e-07
1914,1.2596574379131198e-06,5.839560799358878e-07
1915,1.3500753084372263e-06,5.053946665611875e-07
1916,1.3635440154757816e-06,5.339906579138187e-07
1917,1.6142577123900992e-06,5.439346750790719e-07
1918,1.542620339023415e-06,5.157382929610321e-07
1919,1.4216917634257698e-06,5.441838197839388e-07
1920,1.3349844039112213e-06,5.921485239923641e-07
1921,1.2835806728617172e-06,5.997616199238109e-07
1922,1.4800139069848228e-06,6.226977689038904e-07
1923,1.3206239373175777e-06,6.53942379358341e-07
1924,1.4902717566656065e-06,5.672314955518232e-07
1925,1.4495598179564695e-06,6.455930474658089e-07
1926,1.4969264157116413e-06,6.442468247769284e-07
1927,1.6411659089499153e-06,6.678385489067296e-07
1928,1.3871214150640299e-06,6.615678103116807e-07
1929,1.429314124834491e-06,6.795647777835256e-07
1930,1.3896267319069011e-06,6.228636948435451e-07
1931,1.3184592262405204e-06,6.181703042784648e-07
1932,1.383093490403553e-06,6.981225055824325e-07
1933,1.5221568219203618e-06,6.022097522873082e-07
1934,1.3898633142161998e-06,6.470053222074057e-07
1935,1.4278163007475086e-06,5.984142035231343e-07
1936,1.342205905530136e-06,5.116629608892254e-07
1937,1.5638169088560971e-06,5.640820859298401e-07
1938,1.300410986004863e-06,6.365920057760377e-07
1939,1.347405827800685e-06,6.01056171944947e-07
1940,1.1791390761572984e-06,5.984447852824815e-07
1941,1.5082177924341522e-06,6.316215603874298e-07
1942,1.4048400771571323e-06,5.613291591544112e-07
1943,1.64903758559376e-06,6.967764534238086e-07
1944,1.5776744248796604e-06,6.426372465284658e-07
1945,1.6099145341286203e-06,6.426586764973763e-07
1946,1.5647320878997562e-06,6.041759093022847e-07
1947,1.5711707419541199e-06,6.425349283745163e-07
1948,1.4426994994209963e-06,5.696869038729346e-07
1949,1.3910700999986148e-06,5.026308258493373e-07
1950,1.3655803741130512e-06,4.913537168249604e-07
1951,1.411569542142388e-06,4.765646508531063e-07
1952,1.304392299061874e-06,5.377850129661965e-07
1953,1.4038297422303003e-06,5.559294891099853e-07
1954,1.3515417549569975e-06,5.824431354994886e-07
1955,1.25391716210288e-06,5.293482558954565e-07
1956,1.3639865983350319e-06,5.921655201746034e-07
1957,1.3694308336198446e-06,5.813454890812864e-07
1958,1.328522330368287e-06,5.079157290310832e-07
1959,1.2284934882700327e-06,4.611694919276488e-07
1960,1.326723804595531e-06,4.969158453604905e-07
1961,1.360449573439837e-06,5.079104425931291e-07
1962,1.1719935173459817e-06,5.048197522228293e-07
1963,1.2983834949409356e-06,5.075851845504076e-07
1964,1.2545142453745939e-06,4.4230449702808983e-07
1965,1.1890750784004922e-06,4.5089637978890096e-07
1966,1.2850653092755238e-06,5.306433763507812e-07
1967,1.2325839406912564e-06,4.540839029232302e-07
1968,1.2733163430311834e-06,5.147162482899148e-07
1969,1.1113680784546887e-06,4.5145071680963156e-07
1970,1.0121793820871972e-06,3.996292150532099e-07
1971,1.029734903568169e-06,3.802414028086787e-07
1972,9.567723964210018e-07,4.0220351138486876e-07
1973,1.0171861504204571e-06,3.815137006313307e-07
1974,9.642229770179256e-07,3.724128418980399e-07
1975,9.572440831107087e-07,4.129400110741699e-07
1976,9.181637778965523e-07,3.5766677797255397e-07
1977,9.091381230064144e-07,3.7258797647155006e-07
1978,1.1091084388681338e-06,3.7663349417016434e-07
1979,1.1089489362348104e-06,3.885710384565755e-07
1980,9.761404271557694e-07,3.655551950032532e-07
1981,9.697067753222655e-07,4.22546719391903e-07
1982,9.20572574614198e-07,3.8983114336588187e-07
1983,1.0237126844003797e-06,3.618676203132054e-07
1984,9.156634632745408e-07,3.821546670224052e-07
1985,9.889577086141799e-07,4.0785482724459143e-07
1986,1.0598250810289755e-06,3.9503657944806037e-07
1987,9.386214969708817e-07,3.8498146182064374e-07
1988,9.996255130317877e-07,3.3640665719758545e-07
1989,9.724952860779013e-07,3.7319230727916874e-07
1990,9.366231097374111e-07,3.7159799148867023e-07
1991,9.636248705646722e-07,3.557909451501473e-07
1992,1.0039118478744058e-06,4.104908271074237e-07
1993,9.604985962141654e-07,3.988229480000882e-07
1994,9.3524448629978e-07,3.7610226399920066e-07
1995,9.608583013687166e-07,3.920432050108502e-07
1996,9.138813652498357e-07,3.661931202714186e-07
1997,9.397992926096777e-07,3.759197397812386e-07
1998,9.350301297672559e-07,3.657155218661501e-07
1999,8.815918022264668e-07,3.5921780749959e-07
2000,9.149743505076913e-07,3.719982544225786e-07
2001,9.130445164373668e-07,3.8467038621092797e-07
2002,9.700024747871794e-07,4.03948632765605e-07
2003,9.94227775663603e-07,4.0294145264851977e-07
2004,9.893161632135161e-07,4.3034810914832633e-07
2005,1.0052368679680512e-06,4.395659516376327e-07
2006,1.067357061401708e-06,4.282605630123726e-07
2007,1.309789809056383e-06,4.669546456170792e-07
2008,1.2704199434665497e-06,4.942887699144194e-07
2009,1.5148547163335024e-06,5.111502332511009e-07
2010,1.8011822930930066e-06,6.655824336121441e-07
2011,1.932635541379568e-06,7.08964421392011e-07
2012,2.4725086404941976e-06,8.551483006158378e-07
2013,2.6828593036043458e-06,8.551457426619891e-07
2014,2.802086100928136e-06,1.0251217190671014e-06
2015,2.7226194561080774e-06,8.728873694963113e-07
2016,2.75136108029983e-06,8.87569228780194e-07
2017,2.496492697900976e-06,7.629849392287724e-07
2018,2.733773271756945e-06,8.580795451962331e-07
2019,2.570885499153519e-06,8.650399649923202e-07
