year,eut_VERB envoyé_VERB,eut_VERB renvoyé_VERB
1872,6.107812566824578e-08,1.5118347462816928e-08
1873,4.3697831131339626e-08,5.387403856360606e-09
1874,3.2860349108432274e-08,1.2546679251101978e-08
1875,5.664312041631092e-08,2.0025344937835143e-08
1876,3.748529309177684e-08,1.4510435519810017e-08
1877,3.64904160221613e-08,4.9478527941460015e-09
1878,5.6163525385954927e-08,6.6429977074733415e-09
1879,4.581993806596074e-08,3.237942536316041e-08
1880,5.776061584583658e-08,2.3746030919369332e-08
1881,4.113779539238749e-08,1.8825771164188154e-08
1882,4.6587697255517924e-08,8.652000893505374e-09
1883,4.676310894069502e-08,5.687405213450347e-09
1884,5.3473744543452995e-08,1.5844072720483382e-08
1885,4.963139588198828e-08,6.445635580831777e-09
1886,5.549978965291302e-08,1.4197620856748472e-08
1887,2.7421483750345033e-08,1.1752064210668323e-08
1888,4.9456794215529953e-08,1.9655905347804037e-08
1889,4.0723389105323804e-08,2.192797943223468e-08
1890,3.342736931699619e-08,1.3108772733971819e-08
1891,4.0157587477551715e-08,2.039750413018737e-08
1892,5.5162907131034444e-08,8.775916882086676e-09
1893,4.002970754868329e-08,9.853466487186324e-09
1894,3.465846631911518e-08,1.0082462864602348e-08
1895,3.1296796265678495e-08,9.629783193076946e-09
1896,5.366296207398591e-08,4.1279202278587945e-09
1897,3.088158351260972e-08,1.2818770045441852e-08
1898,4.583267454449924e-08,1.5277558773618694e-08
1899,3.3165470370022376e-08,1.1055156790007459e-08
1900,3.841379481173135e-08,1.142031713641245e-08
1901,4.247441509619421e-08,5.58873880507349e-09
1902,4.2228439411928775e-08,3.928227076954727e-09
1903,3.132127801563911e-08,2.1600881083827517e-09
1904,3.2247751136083025e-08,5.912087708281888e-09
1905,4.799505859409692e-08,1.3417973399043603e-08
1906,3.189394348623864e-08,2.572092316910357e-09
1907,2.108565766434367e-08,1.0799970695529737e-08
1908,3.045061092166179e-08,6.875944702500192e-09
1909,4.015717891547865e-08,7.701377313651392e-09
1910,2.939282950364941e-08,6.947395991829808e-09
1911,3.032613093978398e-08,4.25629931299909e-09
1912,2.5526164293410147e-08,8.335073964360618e-09
1913,2.598464909908671e-08,1.0075680734189518e-08
1914,4.553785615257766e-08,1.2723813114234872e-08
1915,4.476689596799588e-08,1.295883844676382e-08
1916,4.1752354462687435e-08,1.0987462051303964e-09
1917,4.934890895924582e-08,4.386569774084137e-09
1918,2.6418664589300533e-08,5.743188147278033e-09
1919,6.261336693569319e-08,2.6702760891339494e-08
1920,3.104614876292544e-08,2.1202248845497706e-08
1921,1.817459427400081e-08,1.3630945261411398e-08
1922,2.951174238319254e-08,1.1066902949607993e-08
1923,3.3971033985835675e-08,1.0615948120573648e-09
1924,3.351822286390416e-08,7.734974438733389e-09
1925,3.959344141435395e-08,1.2097995494286806e-08
1926,3.232380052509143e-08,4.458455382660986e-09
1927,2.8987985345452216e-08,5.574612327308159e-09
1928,4.34189573184085e-08,1.1426041446327417e-08
1929,4.233354289340241e-08,1.1140405931087116e-08
1930,3.7812974085227324e-08,9.453243521306831e-09
1931,3.307553342324354e-08,5.7026783295555106e-09
1932,3.287861005674131e-08,4.383814644626227e-09
1933,4.3588517684156614e-08,4.588264879146209e-09
1934,3.4746584276490466e-08,5.990790086229936e-09
1935,2.5133395809007197e-08,4.787313656606784e-09
1936,3.758661648589623e-08,9.699771652549316e-09
1937,2.0145789036973838e-08,8.813782592653752e-09
1938,1.1668692678767911e-08,3.8895642262559704e-09
1939,9.176430282309411e-09,1.5294050470515685e-09
1940,3.0429394115571995e-08,0.0
1941,2.3612020783048138e-08,2.9515025978810172e-09
1942,2.1239483061208375e-08,1.2136847082899749e-08
1943,4.064529335323641e-08,1.1612940831184915e-08
1944,3.213186161588055e-08,9.639558484764166e-09
1945,3.0499055725385915e-08,8.714016175304096e-09
1946,2.645009899993056e-08,4.1763312808029696e-09
1947,3.2186353138285995e-08,2.3841741914054637e-09
1948,2.717971980814582e-08,1.0871887834440486e-09
1949,3.043272656100271e-08,9.817008317369869e-10
1950,3.403315673722318e-08,6.381216888229346e-09
1951,1.9190522948520083e-08,4.264560704569931e-09
1952,2.2144087452602434e-08,4.2179215675730575e-09
1953,1.939288907237824e-08,5.386913581872932e-09
1954,1.7590565448699635e-08,3.9090144454689835e-09
1955,1.9709776921672528e-08,9.385607846468247e-10
1956,2.8779767902165077e-08,7.849027205963921e-09
1957,2.3854601849393475e-08,5.301022731885041e-09
1958,2.0680609225109947e-08,7.445019267748876e-09
1959,1.6276571201956358e-08,1.0851047171911432e-08
1960,2.5607082676515347e-08,1.1765417085030094e-08
1961,2.91822690456911e-08,6.25334317660986e-09
1962,1.7123282347597524e-08,4.43936931660005e-09
1963,2.198458126656533e-08,7.1126584622049904e-09
1964,2.494427064902993e-08,6.083968440151466e-09
1965,2.9001830270658502e-08,1.0396882466068291e-08
1966,1.606331601067268e-08,8.308612464702492e-09
1967,2.1693477236794934e-08,1.035370456037299e-08
1968,2.784677910483424e-08,4.491415683816058e-09
1969,3.5425710365188934e-08,9.991866889436096e-09
1970,2.115413444414571e-08,1.0577067222072856e-08
1971,2.723350611688602e-08,4.1107179882260425e-09
1972,2.4624704053621826e-08,1.128632298730281e-08
1973,2.1501493918663073e-08,6.064523994098181e-09
1974,1.1813700240281833e-08,3.3753431161187564e-09
1975,2.1703623787061588e-08,3.998036124386317e-09
1976,2.171140245366132e-08,5.713526984862938e-09
1977,2.8208553715103335e-08,4.7014254711541525e-09
1978,9.504946163474415e-09,1.3663360221016774e-08
1979,1.287434159280565e-08,4.096381456264453e-09
1980,2.3309118191150446e-08,6.822181042309694e-09
1981,1.3916208629893845e-08,8.223214109648325e-09
1982,1.2415004135846175e-08,1.0552754226011984e-08
1983,1.326216381158929e-08,4.4207211225000265e-09
1984,1.681712546997005e-08,3.479405208395292e-09
1985,1.5038894574104233e-08,4.812446441349039e-09
1986,1.8582904104391673e-08,4.7955883708539204e-09
1987,1.099947066762752e-08,3.6664902225425067e-09
1988,1.739000587974715e-08,5.396898483667201e-09
1989,1.8110803523541108e-08,4.390497743145261e-09
1990,1.8525414091641323e-08,9.262707045820662e-09
1991,2.7548885839223658e-08,5.8614650910726596e-09
1992,2.1488782309120324e-08,2.2039776670368383e-09
1993,1.3848018731721368e-08,2.2156829704300662e-09
1994,2.5319646823618314e-08,6.329911705904578e-09
1995,2.548551947256783e-08,9.21816667442954e-09
1996,1.014237493990322e-08,2.6690460952494277e-09
1997,2.4933450859521145e-08,1.438468344439059e-09
1998,1.6688451509594415e-08,4.7681290027412615e-09
1999,1.828080442578539e-08,5.0272213059088244e-09
2000,2.164835422036049e-08,7.95245647111642e-09
2001,2.190605918883648e-08,7.886181485616817e-09
2002,2.2782352004924178e-08,1.0076809608960957e-08
2003,1.9584538435424292e-08,5.416999737661854e-09
2004,2.642874719072097e-08,5.285749615779878e-09
2005,2.1617998058331978e-08,5.404499514582994e-09
2006,2.3471972809829822e-08,5.7650457740976435e-09
2007,2.6363563776499177e-08,7.190063211481856e-09
2008,1.9158479247494142e-08,3.405951742863067e-09
2009,2.2410505451375684e-08,8.105927484791664e-09
2010,1.9839930587295385e-08,9.919965293647692e-09
2011,1.2236710311697152e-08,1.2236710311697152e-08
2012,2.1787217363566924e-08,1.9063815415165664e-08
2013,3.179602714453722e-08,1.4503449996539075e-08
2014,3.4863667508489016e-08,9.527958866328845e-09
2015,2.4825643762937943e-08,1.6180999651282946e-08
2016,3.956259320148092e-08,1.8020658743012063e-08
2017,4.125602615090429e-08,4.9809102620201884e-08
2018,2.478208038780849e-08,1.3939920329164579e-08
2019,2.831596468411135e-08,1.198964216797549e-08
