year,peut_VERB amener_VERB,peut_VERB ramener_VERB
1925,9.33745297970745e-07,3.398436945190042e-07
1926,9.117541139858076e-07,3.221234123884642e-07
1927,8.417664503213018e-07,3.0437382747550146e-07
1928,8.101063144749787e-07,2.890788550757861e-07
1929,7.642318564649031e-07,3.108173416421778e-07
1930,8.098278385659796e-07,3.308635143639549e-07
1931,9.055852956407762e-07,3.1364731967187254e-07
1932,6.981225055824325e-07,2.597410286853119e-07
1933,8.935645610108622e-07,2.0876605333342013e-07
1934,8.638719464215683e-07,2.8516160455183126e-07
1935,8.114496381494973e-07,2.585149445621937e-07
1936,8.960163881965855e-07,2.934180827196542e-07
1937,7.944995559228119e-07,3.047050540772034e-07
1938,7.869884939282201e-07,2.8523470518848626e-07
1939,7.279967917384056e-07,2.7529290491656866e-07
1940,6.922687134647276e-07,2.3836359730466938e-07
1941,6.817970756856084e-07,2.597322179553885e-07
1942,7.888950790402305e-07,2.791474855712295e-07
1943,7.490347115890472e-07,3.977432356805366e-07
1944,7.422460157613386e-07,2.3777577951022977e-07
1945,6.75336252697889e-07,2.8756252845596464e-07
1946,7.976792630870477e-07,3.13224859382899e-07
1947,7.986983519003843e-07,2.956375908524933e-07
1948,8.991051458906441e-07,3.163719384247088e-07
1949,7.097697221070121e-07,2.3168139762219653e-07
1950,8.167957616933563e-07,2.7971000804427604e-07
1951,8.774333650762856e-07,2.398815297510737e-07
1952,8.404208529100288e-07,2.6045665890706005e-07
1953,8.349716154043563e-07,2.801195080337493e-07
1954,7.720303756286739e-07,2.921988198067993e-07
1955,7.546028655269765e-07,2.862610415377276e-07
1956,8.154267447935126e-07,2.8343708891043207e-07
1957,7.916193567325536e-07,2.305944803993043e-07
1958,7.254757292685099e-07,2.6057566060444515e-07
1959,7.177192742346961e-07,2.0927019761529664e-07
1960,7.453737680407357e-07,2.429212599963648e-07
1961,7.615182653353259e-07,2.640300635903259e-07
1962,7.153726642172842e-07,2.6445957246323815e-07
1963,7.552350211881276e-07,2.1855260001757415e-07
1964,7.08782295077981e-07,2.39099961163447e-07
1965,6.123216280684574e-07,2.4241151663773053e-07
1966,6.292389116424602e-07,2.243325241124694e-07
1967,6.123476623542956e-07,2.455307139825891e-07
1968,6.593398325094313e-07,2.3085877387529763e-07
1969,7.157810273383802e-07,2.0301656888932484e-07
1970,6.980864668548747e-07,2.2211841610442207e-07
1971,6.808376724620757e-07,1.911483877847786e-07
1972,6.325470849333215e-07,2.554813249844301e-07
1973,6.13619590694725e-07,2.3541380755887076e-07
1974,6.176877604957554e-07,2.154593943259897e-07
1975,5.665788194164634e-07,1.770558810676448e-07
1976,5.713527002626506e-07,1.811188070632852e-07
1977,5.647587499879592e-07,1.7924185158335604e-07
1978,5.809898198094743e-07,1.6633656230169436e-07
1979,5.60619071166002e-07,1.8433715354149172e-07
1980,5.582817834692833e-07,1.8874700913329434e-07
1981,5.876435693608073e-07,1.8850137450954207e-07
1982,6.176464921736624e-07,2.1291732821282494e-07
1983,5.519586352420447e-07,1.7556578768562758e-07
1984,5.903390842831868e-07,2.0470500317060214e-07
1985,5.257597877061926e-07,1.7445118771775014e-07
1986,5.496943344951433e-07,1.738400783324323e-07
1987,5.175862156647781e-07,1.5032608757792332e-07
1988,5.31894329469651e-07,1.7210109604093304e-07
1989,5.658254167428822e-07,1.7616872582948417e-07
1990,5.268845484351914e-07,1.8144007185583177e-07
1991,5.609422260022257e-07,1.705686401010098e-07
1992,5.730341854359722e-07,1.5427843891302473e-07
1993,5.594599770120112e-07,1.6451446072096587e-07
1994,5.528123097064963e-07,1.9200733447632956e-07
1995,5.764065349467273e-07,1.680959798022741e-07
1996,5.967987135591102e-07,1.483989677808495e-07
1997,6.099105576140573e-07,1.5391611896120594e-07
1998,5.554870767809916e-07,1.6307001260429388e-07
1999,6.521677278215066e-07,1.5538684294824634e-07
2000,6.60937530483352e-07,1.5286389043467352e-07
2001,6.484193590949872e-07,1.3669381360159605e-07
2002,6.400964593922254e-07,1.783157159707116e-07
2003,7.017098369033192e-07,1.662602215901643e-07
2004,7.179809813351312e-07,1.757511682853874e-07
2005,7.242029482767975e-07,1.7879885660931905e-07
2006,7.169246600824408e-07,1.4330257158690074e-07
2007,6.47105650841695e-07,1.5139076481318625e-07
2008,7.067349656608712e-07,1.2687169714808988e-07
2009,7.533744224019756e-07,1.3112529018144414e-07
2010,6.778643069083046e-07,1.3462809533848485e-07
2011,7.755015190014092e-07,1.3728059400364145e-07
2012,7.400845447591564e-07,1.0246800741242623e-07
2013,6.599069592994056e-07,1.0738131095422432e-07
2014,5.480741833707725e-07,1.0892189550304465e-07
2015,5.924906076870684e-07,1.1348866024718518e-07
2016,5.810109087178716e-07,1.3049442770807218e-07
2017,5.982123525427596e-07,1.0238537839768469e-07
2018,5.847022066518548e-07,9.861202698857596e-08
2019,5.673396685779153e-07,9.566203829081132e-08
