year,put_VERB entrer_VERB,put_VERB rentrer_VERB
1847,1.7474044966547808e-07,1.2404414917455142e-07
1848,1.946943655184441e-07,8.608387247477367e-08
1849,9.636327291673297e-08,1.1898769258777975e-07
1850,1.3781661323264416e-07,9.776154286100791e-08
1851,1.4898203914981423e-07,9.738652551050109e-08
1852,1.354193415181726e-07,9.244974563671349e-08
1853,1.4511793722249422e-07,9.973125969509056e-08
1854,1.283329140733258e-07,1.283329140733258e-07
1855,1.4753285881852207e-07,1.353268999082502e-07
1856,1.2477026700707938e-07,1.0043746812016252e-07
1857,2.1283379680880898e-07,1.2447847552721214e-07
1858,1.6687435788753646e-07,1.3261862363833643e-07
1859,1.9248415128458873e-07,1.0897250746211284e-07
1860,1.8949540958601574e-07,1.5150479271142103e-07
1861,1.3581976077148283e-07,1.5185403867690184e-07
1862,1.1746764272402288e-07,1.5406332920520072e-07
1863,1.413477690448417e-07,1.1038112290862045e-07
1864,1.601439123533055e-07,1.1315557912894292e-07
1865,1.2661411119552213e-07,1.035505761137756e-07
1866,1.591055394101204e-07,1.1190909532388105e-07
1867,1.4412850646294828e-07,8.395363693125546e-08
1868,1.3584653402176627e-07,1.3683451527413126e-07
1869,1.3576183732766367e-07,9.42519164937039e-08
1870,1.599799617224562e-07,1.358969541342958e-07
1871,1.4338588982809597e-07,1.8162212711558823e-07
1872,1.30622524352475e-07,1.3122726727488043e-07
1873,1.4186831265305955e-07,1.1193828441946607e-07
1874,1.4219570232398837e-07,1.1112773279364774e-07
1875,1.6992935059079173e-07,1.0985331755364314e-07
1876,9.613163598487517e-08,1.5054577318096563e-07
1877,1.1874846705950404e-07,1.6266065472336777e-07
1878,1.727179324007011e-07,2.0955637580755138e-07
1879,1.3257235309538373e-07,1.2279743089038675e-07
1880,1.4440153961459146e-07,1.3477476557000045e-07
1881,1.7989069078794273e-07,1.3945015098215663e-07
1882,1.4508739809571125e-07,1.504117079775824e-07
1883,1.4028933037479874e-07,1.895801631235372e-07
1884,1.6372209188375564e-07,1.3995597214488953e-07
1885,1.437376795365708e-07,1.7983323630232917e-07
1886,1.4068551479340385e-07,1.8134232959710062e-07
1887,1.1099172070316854e-07,1.2404956351019791e-07
1888,1.3188478931169811e-07,1.5534506303538365e-07
1889,1.4848373552922567e-07,1.5976098666214966e-07
1890,1.0159298824419238e-07,1.2518877667844208e-07
1891,1.3513346175386687e-07,1.3577088964211725e-07
1892,1.1847488678995433e-07,1.1032581426206889e-07
1893,1.4780199819597328e-07,1.4780199819597328e-07
1894,1.3548309141242498e-07,1.2918155789520824e-07
1895,1.2699275941940869e-07,1.5828956634322822e-07
1896,1.1440236136195381e-07,1.9519166016834788e-07
1897,1.0721152676751444e-07,1.3751044036780513e-07
1898,1.0581123888186994e-07,1.0807458039607809e-07
1899,9.783813936792285e-08,1.6251080126039597e-07
1900,1.1108853925634321e-07,1.448303805773321e-07
1901,1.0786266102513764e-07,1.2183450337488466e-07
1902,1.0606213152186683e-07,1.0704418684781558e-07
1903,1.1070451222394695e-07,1.2312501951328159e-07
1904,9.298101844024131e-08,1.3382816632656613e-07
1905,1.2540644434011483e-07,1.4553340577094787e-07
1906,9.310974036225161e-08,1.2809019267479016e-07
1907,1.0439971731557307e-07,1.4091391165038658e-07
1908,1.0608600575778837e-07,1.439037049522085e-07
1909,1.1882124795192794e-07,1.6998039598092873e-07
1910,1.0153886620400954e-07,1.5872127789862134e-07
1911,1.292850981826632e-07,1.4684232496620098e-07
1912,1.0106277414934084e-07,1.500313260294206e-07
1913,1.0659009319624602e-07,1.1348397777055652e-07
1914,9.91118085380549e-08,1.4531933345551806e-07
1915,8.953379193599176e-08,1.6846489359068073e-07
1916,7.1418504887788e-08,1.2415831918133335e-07
1917,6.031533672512523e-08,1.6339971864454128e-07
1918,1.1256648946300629e-07,1.0337738842736144e-07
1919,9.57616208552281e-08,1.436424383882695e-07
1920,1.0373957337606043e-07,1.166123695384158e-07
1921,8.632932235741464e-08,1.029893681447902e-07
1922,1.357540071467156e-07,1.1066903482515045e-07
1923,1.1677543199084539e-07,1.273913738941701e-07
1924,1.4309702578430006e-07,1.1473545669105079e-07
1925,1.033828738172815e-07,1.2317958919538796e-07
1926,9.920063348545227e-08,1.0365909020038089e-07
1927,1.226414667598874e-07,1.0591763555112266e-07
1928,1.1311780667710991e-07,1.2911426949813176e-07
1929,1.2365850921014498e-07,1.4371124734680052e-07
1930,9.978423065604147e-08,1.4915117674263456e-07
1931,1.1063195870519849e-07,9.124285327288817e-08
1932,1.1726704229886309e-07,1.4356993460751255e-07
1933,1.422362174707814e-07,1.2617728373243153e-07
1934,9.225816910429785e-08,1.2101395441277418e-07
1935,9.813992818408224e-08,9.813992818408224e-08
1936,9.82101866497942e-08,9.82101866497942e-08
1937,1.0954272511298768e-07,8.561960385122802e-08
1938,8.038433207957496e-08,1.1279736611413682e-07
1939,8.258787431714154e-08,8.564668263488784e-08
1940,1.0903866609623947e-07,1.141102288215734e-07
1941,6.788455664263893e-08,7.37875680556499e-08
1942,6.675266206457309e-08,1.0012898599143227e-07
1943,1.0451646659248581e-07,1.3645205854118103e-07
1944,8.032965581605822e-08,6.105053529381621e-08
1945,1.1328221205531008e-07,1.2199622290154366e-07
1946,1.238978342144037e-07,1.0162406027802717e-07
1947,9.775114051535638e-08,1.0251949333905941e-07
1948,6.631851334759631e-08,5.870819563824625e-08
1949,7.460926099156495e-08,7.853606831531579e-08
1950,9.146410917537651e-08,5.636741562398129e-08
1951,8.102665560727473e-08,6.076999170545605e-08
1952,7.381363076319758e-08,5.694194271654851e-08
1953,6.464296120611834e-08,7.649417455013463e-08
1954,7.036226179479854e-08,4.788542540268281e-08
1955,6.569925403709931e-08,5.5375085850073447e-08
1956,7.500181453679033e-08,6.628067694691708e-08
1957,8.569986675865948e-08,8.1282344410738e-08
1958,7.114129374485856e-08,5.7905705119765116e-08
1959,5.8905683886223414e-08,4.960478605653407e-08
1960,6.851625045101173e-08,6.297958066170395e-08
1961,7.781938649031872e-08,6.461787904754601e-08
1962,9.512934440181198e-08,5.7077606641087186e-08
1963,8.211887347897573e-08,5.366824140651261e-08
1964,1.0160226793232141e-07,8.943433726926742e-08
1965,7.66086074577288e-08,6.128688312401209e-08
1966,8.197830680956031e-08,5.53907462119696e-08
1967,6.951773201535616e-08,7.444806726653042e-08
1968,8.084548852593798e-08,8.12946296946393e-08
1969,7.58473532869175e-08,7.039724891910737e-08
1970,6.346240866150765e-08,5.7484061954937715e-08
1971,7.399292201171193e-08,6.628533100183631e-08
1972,5.950970205503836e-08,4.565830735714371e-08
1973,7.222296716236087e-08,5.8991279416886755e-08
1974,5.231781585735007e-08,5.1755257857166725e-08
1975,7.196464935077529e-08,4.112265727940212e-08
1976,5.827797266988455e-08,4.285145038807059e-08
1977,4.995264646368014e-08,3.937443793233797e-08
1978,6.95049209298304e-08,5.762373689321976e-08
1979,6.729769097546523e-08,4.564539324292127e-08
1980,6.424220089229493e-08,3.0699812469947574e-08
1981,5.503228095449231e-08,3.6688188487232765e-08
1982,6.145427278170246e-08,4.8418517195614186e-08
1983,6.125856799599205e-08,5.62063142695024e-08
1984,4.059305780401701e-08,5.8569984417999876e-08
1985,5.173379946654677e-08,2.947623478632977e-08
1986,4.615753823600244e-08,3.6566362382473017e-08
1987,5.6830597117141224e-08,3.972030881982391e-08
1988,4.797243136067664e-08,3.47800117594943e-08
1989,5.597884467078984e-08,6.036934507847036e-08
1990,4.90378582185258e-08,3.9775152060883556e-08
1991,5.3339334726842935e-08,3.3996499837485317e-08
1992,5.56504353710352e-08,4.24265707010818e-08
1993,5.539207492688547e-08,4.763718308709031e-08
1994,6.171664068688187e-08,3.586950114708998e-08
1995,4.825981392286849e-08,3.958389171998533e-08
1996,3.84342655479486e-08,3.736664666575962e-08
1997,4.363354122460805e-08,4.6510475470995516e-08
1998,5.054216956068558e-08,4.72044803245808e-08
1999,3.656160885157078e-08,3.656160885157078e-08
2000,4.329670844072098e-08,3.048441854502926e-08
2001,4.512648033028199e-08,5.345078335494691e-08
2002,6.133710428457562e-08,4.205972459203622e-08
2003,4.125253738607171e-08,4.583615265119079e-08
2004,4.801222530659288e-08,4.536935094279215e-08
2005,4.1434496722558833e-08,3.918261981539217e-08
2006,5.5179725677589886e-08,3.417848759568187e-08
2007,5.23276817432361e-08,3.83470037945699e-08
2008,4.3000142113669426e-08,3.448526086913262e-08
2009,4.291373301157364e-08,4.339055337254649e-08
2010,4.2986517456711226e-08,3.920748170571642e-08
2011,4.244608931003313e-08,4.015170418369962e-08
2012,5.310634065835984e-08,4.595741032176193e-08
2013,7.000704016491e-08,4.406817666335883e-08
2014,6.777843708505316e-08,4.6340527859456415e-08
2015,8.4894836049898e-08,4.787802865280355e-08
2016,8.409640628315174e-08,5.592618279592898e-08
2017,7.395897227979731e-08,3.597324038651095e-08
2018,5.885744158717898e-08,4.001273268272598e-08
2019,8.137651263950829e-08,3.9285211528294894e-08
