year,devront_VERB apporter_VERB,devront_VERB rapporter_VERB
1880,3.016387850607316e-08,8.343199908722454e-09
1881,2.8587281875047665e-08,5.5780060570498335e-09
1882,2.728707926280549e-08,9.317538740560849e-09
1883,3.854796659652493e-08,6.951272890631799e-09
1884,2.442627788923346e-08,3.300848483434038e-09
1885,2.2559724754955823e-08,2.5782542767416317e-09
1886,3.484870347847391e-08,6.4534639854230136e-09
1887,3.133883907935342e-08,1.2404957061562527e-08
1888,2.2192152115962926e-08,1.268122939990235e-09
1889,3.759081934617825e-08,5.012109394186837e-09
1890,2.818386235503567e-08,1.9663159989136147e-09
1891,1.784781566982474e-08,6.3742202627281586e-09
1892,3.384996816180319e-08,8.775916882086676e-09
1893,2.3401982574000613e-08,8.005941687372342e-09
1894,2.6466464575491955e-08,6.301539290376468e-09
1895,3.370423939941247e-08,2.4074457982692365e-09
1896,3.3023361822870356e-08,1.4152869098893461e-08
1897,2.0976168357833558e-08,1.631479840114025e-08
1898,2.7160103499568322e-08,1.3580051749784161e-08
1899,2.4874102777516782e-08,1.5477219506010442e-08
1900,2.8550791952852705e-08,7.26747462209687e-09
1901,2.51493244007861e-08,6.706486921359556e-09
1902,1.4239823542538943e-08,9.820567470342212e-09
1903,1.1880484152015924e-08,1.296052865029651e-08
1904,2.9022976022474722e-08,3.3860139581065596e-08
1905,2.9416327151920996e-08,3.096455536422127e-09
1906,1.800464666246171e-08,1.5432553013283723e-08
1907,2.7771354993433306e-08,1.337139288182243e-08
1908,2.89771957540097e-08,1.5225305460830896e-08
1909,3.4656196135074424e-08,7.701377313651392e-09
1910,2.4583092894658876e-08,5.34415089958884e-09
1911,2.7133907565257687e-08,8.51259862599818e-09
1912,3.854971808436858e-08,1.40654377034366e-08
1913,2.969674284258872e-08,6.363587878865928e-09
1914,5.089525245693949e-08,8.705766774141921e-09
1915,6.597226587246041e-08,3.887651445211304e-08
1916,4.614734194774428e-08,1.4283700444650549e-08
1917,2.0836205649743533e-08,1.4256351654751143e-08
1918,5.283732917860107e-08,0.0
1919,7.826670866961649e-08,0.0
1920,4.391894492528081e-08,3.786115865267448e-09
1921,2.2718241510233383e-08,1.3630945261411398e-08
1922,2.8036154731125862e-08,1.0329110011753073e-08
1923,3.6094224498128824e-08,7.431163684401554e-09
1924,1.1602462102189293e-08,1.804827398643738e-08
1925,1.8696901804560184e-08,6.598906754362588e-09
1926,2.229227646921572e-08,4.458455382660986e-09
1927,1.5608915049369898e-08,6.689535148041159e-09
1928,2.9707706517001498e-08,0.0
1929,2.785101571589621e-08,1.0026365515614089e-08
1930,1.3654684494213143e-08,1.0503603542488804e-09
1931,1.8248570654577634e-08,6.843213995466613e-09
1932,2.4110979879310435e-08,4.383814644626227e-09
1933,2.523545639121494e-08,8.02946331646126e-09
1934,2.3963160344919743e-08,8.38710612072191e-09
1935,2.154291145473053e-08,1.196828414151696e-08
1936,3.758661648589623e-08,8.487299751891442e-09
1937,3.777335422228134e-08,2.5182236296217297e-09
1938,2.7226949583791793e-08,6.482607339819424e-09
1939,4.129393715857077e-08,0.0
1940,4.3108308034334186e-08,2.5357829169792012e-09
1941,1.4757512545315876e-08,2.9515025978810172e-09
1942,3.6410540360520827e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,2.8918675454292497e-08,6.4263723231761105e-09
1945,2.178504132643866e-08,2.178504043826024e-09
1946,4.1763314584386535e-08,1.6705325123211878e-08
1947,2.8610090296865565e-08,0.0
1948,2.0656587551570738e-08,6.523132700664291e-09
1949,3.435953033203987e-08,1.9634016634739737e-09
1950,4.2541444145172136e-08,2.1270722960764488e-09
1951,2.2388944032059044e-08,2.1322803522849654e-09
1952,3.268889159357968e-08,2.1089607837865287e-09
1953,1.723812381726475e-08,2.1547654771580937e-09
1954,2.7363100230104465e-08,0.0
1955,1.5016972554349195e-08,1.8771215692936494e-09
1956,3.488456457034772e-08,2.616342476002842e-09
1957,2.738861759610245e-08,6.184526224473075e-09
1958,2.4816730004317833e-08,6.617794756635931e-09
1959,3.2553142403912716e-08,1.5501495642666896e-09
1960,3.391208380776334e-08,3.460416619915918e-09
1961,2.014966149488373e-08,4.16889545107324e-09
1962,4.50278889729816e-08,6.341956404476434e-10
1963,3.879631904624148e-08,1.2932106496776896e-09
1964,3.832900219435942e-08,5.475571551727398e-09
1965,1.641613067704384e-08,1.6416130677043839e-09
1966,3.4342264143560897e-08,6.6468897053084675e-09
1967,1.873527466500491e-08,4.930335695263466e-09
1968,1.9313088017725022e-08,6.737123747768692e-09
1969,2.497966811176866e-08,5.450109252791435e-09
1970,2.7592349738370103e-08,9.197450023812337e-10
1971,3.699646100585596e-08,7.707596338946132e-09
1972,3.078088184338412e-08,1.0260293725750103e-09
1973,4.410562937096074e-08,2.205281512956958e-09
1974,3.54411007208455e-08,4.500457340128605e-09
1975,3.255543745694922e-08,4.569184142155791e-09
1976,1.8283285996290033e-08,1.7140580066410394e-09
1977,1.880570188461661e-08,2.3507127355770763e-09
1978,3.5049488644745e-08,5.940591352171509e-10
1979,2.0481905949054635e-08,0.0
1980,2.615169236719339e-08,2.2740602734216964e-09
1981,2.0874313833019187e-08,3.795329828193417e-09
1982,2.3588508923921836e-08,4.966001831974154e-09
1983,2.7155859783078995e-08,6.315316047889041e-10
1984,2.3196033538397387e-08,1.739702604197646e-09
1985,1.6843562988810845e-08,4.210890747202711e-09
1986,2.45773907892044e-08,2.3977941854269602e-09
1987,3.5442738521851425e-08,6.110816852533674e-10
1988,2.2187249371086182e-08,1.1993107618124554e-09
1989,2.798942233539492e-08,6.585746614717891e-09
1990,2.669838927715773e-08,3.2691906959314565e-09
1991,3.751337729340776e-08,4.10302547493302e-09
1992,1.652983172562017e-08,5.509944167592096e-10
1993,2.6034275180109034e-08,2.2156829704300662e-09
1994,2.3737170451454404e-08,1.5824779264761446e-09
1995,2.6027763055935793e-08,4.880205572987961e-09
1996,2.1886178203089912e-08,5.338092190498855e-10
1997,2.8769367332870388e-08,0.0
1998,2.43174582692518e-08,9.536258449571733e-10
1999,3.93037282719888e-08,5.0272213059088244e-09
2000,2.0322945104567225e-08,2.6508188977203417e-09
2001,3.066848108801423e-08,1.3143635069212678e-09
2002,2.9354184860608257e-08,8.76244299341522e-10
2003,2.541822929913451e-08,1.2500769308587678e-09
2004,1.9821561281219147e-08,4.404791198453495e-09
2005,2.657212228029948e-08,9.007499190971657e-10
2006,1.6471560115860484e-08,2.0589450144825605e-09
2007,1.917350189728495e-08,1.1983438685803094e-09
2008,1.2772319202269955e-08,2.554463751636149e-09
2009,1.43045770784056e-08,1.430457752249481e-09
2010,1.7005655550406118e-08,9.447586046817946e-10
2011,1.5295887223487625e-08,7.64794394481072e-10
2012,1.7702113552786614e-08,2.0425516833455504e-09
2013,1.1714325509615264e-08,1.9523875849358774e-09
2014,1.4725027419615344e-08,2.815078836704288e-09
2015,1.1969507163200888e-08,1.994917786518613e-09
2016,9.528164035543796e-09,2.0713399884186856e-09
2017,1.3584300795344006e-08,1.509366853724714e-09
2018,8.518839855753413e-09,7.744400121190154e-10
2019,9.183556137770665e-09,1.53059265262101e-09
