year,doit_VERB assembler_VERB,doit_VERB rassembler_VERB
1879,7.331190321480108e-09,2.7491964260661916e-08
1880,4.492492600149944e-09,1.7328185109022343e-08
1881,1.5339516323820135e-08,2.3009274485730202e-08
1882,6.655385131892899e-09,9.983077475794744e-09
1883,1.9589950994713945e-08,9.479008689083912e-09
1884,4.621187876807653e-09,1.9144920315739e-08
1885,1.933690718658454e-08,7.090199094506033e-09
1886,4.969167122226281e-08,2.9040586824180536e-08
1887,1.9586773092328258e-08,7.834709769838355e-09
1888,1.9655905347804037e-08,1.521747527988282e-08
1889,4.385595886446936e-09,1.50363277384713e-08
1890,9.176140736144589e-09,4.5880703680722945e-09
1891,1.529812720946211e-08,1.466070642663908e-08
1892,5.014809900671935e-09,3.761107425503951e-09
1893,3.695050043717174e-09,8.621783287310336e-09
1894,3.150769645188234e-09,1.5753848003896564e-08
1895,1.5648398132839247e-08,1.9259566386153892e-08
1896,7.076434549446731e-09,9.435246361988447e-09
1897,6.992056267307589e-09,8.740070001067579e-09
1898,5.6583546736987955e-09,1.867257104493092e-08
1899,1.9899282222013426e-08,1.4371703827009696e-08
1900,3.114631885736685e-09,1.557315876254961e-08
1901,9.500856101851696e-09,1.4530721514915967e-08
1902,1.178468167495339e-08,1.3748794991386148e-08
1903,7.560307935250421e-09,9.1803746826713e-09
1904,3.2247751136083025e-09,2.3110889202371254e-08
1905,7.741138396966107e-09,2.3223416079076742e-08
1906,4.629765903985117e-09,2.3148830408104004e-08
1907,5.142843484406967e-09,1.5942815068115124e-08
1908,9.822778146428846e-10,9.331639461152008e-09
1909,1.265226234892225e-08,1.8153246017504898e-08
1910,5.878565634276356e-09,1.5498036631811374e-08
1911,7.980561100850991e-09,1.0108711201439746e-08
1912,5.730363294986773e-09,1.3023552902780011e-08
1913,1.5378670781274195e-08,1.3257474229533273e-08
1914,1.4063162190325329e-08,1.9420557606508737e-08
1915,8.246533234057551e-09,4.476689596799588e-08
1916,5.493730803607377e-09,2.197492321442951e-08
1917,3.289927441585405e-09,2.3029491202919417e-08
1918,0.0,2.756730310693456e-08
1919,0.0,2.2098836538475553e-08
1920,4.543339038320937e-09,1.514446346106979e-08
1921,3.0290989716519334e-09,1.3630945261411398e-08
1922,7.377935595798135e-09,1.4018077365562931e-08
1923,6.369568872344189e-09,1.9108707505210987e-08
1924,6.445812328337297e-09,1.804827398643738e-08
1925,8.798542339150117e-09,2.1996356736053713e-08
1926,1.3375366592072169e-08,1.2260752413340015e-08
1927,8.919379901328739e-09,1.0034302277972529e-08
1928,0.0,2.6279895593006586e-08
1929,6.684243825105796e-09,2.4508894469477127e-08
1930,5.2518016602221e-09,1.7856125467119455e-08
1931,0.0,1.710803587684495e-08
1932,1.0959536389520963e-08,2.301502632917618e-08
1933,6.882397318719313e-09,8.02946331646126e-09
1934,4.7926320689839486e-09,1.5576054224197833e-08
1935,8.377798899061872e-09,1.6755597798123745e-08
1936,1.4549657478823974e-08,1.9399543305098632e-08
1937,2.5182236296217297e-09,1.888667711114067e-08
1938,7.779128452511941e-09,2.2040865133021725e-08
1939,1.5294050470515685e-09,2.5999884911698246e-08
1940,0.0,1.2678914806940611e-08
1941,5.9030051957620344e-09,1.1806010391524069e-08
1942,1.8205270180260413e-08,2.1239483061208375e-08
1943,0.0,2.9032351633873077e-08
1944,3.2131861615880553e-09,2.2492303131116387e-08
1945,1.5249527862692958e-08,4.574858536443571e-08
1946,4.1763312808029696e-09,3.3410650246423756e-08
1947,7.152522574216391e-09,1.3112957830685446e-08
1948,3.2615663503321457e-09,3.4790041070209554e-08
1949,1.7670615193310368e-08,4.22131343214005e-08
1950,3.190608444114673e-09,3.828730044119766e-08
1951,1.2793682557799002e-08,3.731490494374157e-08
1952,1.0544803918932644e-09,2.2144087452602434e-08
1953,1.1851209791302608e-08,3.44762476345295e-08
1954,3.9090144454689835e-09,3.322662323057557e-08
1955,1.8771215692936494e-09,2.7218263198847126e-08
1956,1.744228317335228e-09,3.1396108823855684e-08
1957,1.8553580005686854e-08,3.3573144264664734e-08
1958,2.4816730892496253e-09,3.8052320405768114e-08
1959,9.300897829689347e-09,2.712761748568937e-08
1960,7.612916519406099e-09,3.391208380776334e-08
1961,1.042223907177231e-08,5.419564175213054e-08
1962,6.976152100435229e-09,3.805173776072479e-08
1963,1.2932106496776896e-09,6.854016731949741e-08
1964,5.475571551727398e-09,4.076258619534201e-08
1965,7.660860390501512e-09,4.596516589572275e-08
1966,4.431259803538978e-09,6.037591759877614e-08
1967,1.2818872185960117e-08,4.6345153492666213e-08
1968,4.042274071025531e-09,6.108325578679796e-08
1969,6.8126366770115965e-09,6.494713744586988e-08
1970,9.657322941336588e-09,4.7826741678136386e-08
1971,6.166076982339064e-09,5.1897814046242274e-08
1972,2.3085661382538092e-08,4.719735002822745e-08
1973,6.615844760915479e-09,4.741355397186453e-08
1974,1.2938814464291681e-08,6.075617164924552e-08
1975,4.569184142155791e-09,4.968987710185502e-08
1976,1.085570122683066e-08,7.427584591823688e-08
1977,1.645498848290572e-08,4.525121966025836e-08
1978,4.752473081737207e-09,5.8811853165252614e-08
1979,4.096381456264453e-09,5.14973663712226e-08
1980,7.95921106799824e-09,5.6851508389854644e-08
1981,2.5302198114474095e-09,5.819505588533502e-08
1982,3.7245013739806154e-09,4.96600165433847e-08
1983,7.57837881337764e-09,5.494324994970157e-08
1984,5.799008384599347e-09,5.3930779841948606e-08
1985,6.015557829641693e-09,4.692135391337615e-08
1986,4.7955883708539204e-09,6.833713683818132e-08
1987,8.555143260480236e-09,5.071978037562985e-08
1988,6.596209356501959e-09,5.636760747051994e-08
1989,1.4269117443177493e-08,5.488122312158339e-08
1990,4.358920779878872e-09,6.32043537507343e-08
1991,5.2753188484189195e-09,6.975143662657501e-08
1992,4.4079553340736766e-09,6.88743000409886e-08
1993,6.093128224193833e-09,6.480872372094382e-08
1994,4.2199412852994556e-09,5.5386728092798876e-08
1995,5.964695848348356e-09,6.723838907873869e-08
1996,3.736664311304594e-09,7.313186500823576e-08
1997,4.794894259418925e-09,6.041567246484192e-08
1998,5.72175506974304e-09,7.772050736321034e-08
1999,5.941261704833778e-09,6.48968594418875e-08
2000,8.83606254831193e-09,7.113030875416371e-08
2001,1.1391150245287918e-08,6.221321058319518e-08
2002,3.9430991805033955e-09,8.71863079510149e-08
2003,6.250384210204629e-09,7.708807459039235e-08
2004,3.9643119897903034e-09,7.796480616661938e-08
2005,9.908249332113428e-09,7.16096195674254e-08
2006,1.1118302722934459e-08,6.959233900261097e-08
2007,3.994479413904628e-09,7.230007526004556e-08
2008,7.663391698997657e-09,6.343584857404494e-08
2009,1.0013204487790972e-08,6.103286409597786e-08
2010,5.196172381261022e-09,6.802262220162447e-08
2011,3.4415748029203996e-09,5.965396354667973e-08
2012,4.765953853791416e-09,5.991484641754141e-08
2013,3.6258624991347688e-09,5.745597420059312e-08
2014,6.063246349441442e-09,5.2836863773109144e-08
2015,4.654808538617772e-09,4.987294488500993e-08
2016,4.349814286541687e-09,5.5304777646369985e-08
2017,4.024978128569501e-09,5.760750099170764e-08
2018,6.453666934191915e-09,5.1113040910877316e-08
2019,6.12237061048404e-09,5.076465470210678e-08
