year,voulait_VERB abaisser_VERB,voulait_VERB rabaisser_VERB
1948,6.523132700664291e-09,0.0
1949,1.9634016634739737e-09,0.0
1950,1.0635361480382244e-09,2.1270722960764488e-09
1951,1.0661401761424827e-09,4.264560704569931e-09
1952,3.1634410646574906e-09,1.0544803918932644e-09
1953,6.464296653518886e-09,0.0
1954,6.840775057526116e-09,9.772536113672459e-10
1955,9.385607846468247e-10,0.0
1956,2.616342476002842e-09,3.488456634670456e-09
1957,1.1485549400447326e-08,3.534015080575159e-09
1958,3.3088973783179654e-09,8.272243445794913e-10
1959,1.5501495642666896e-09,2.325224457422337e-09
1960,5.536666680683311e-09,6.920833350854139e-10
1961,1.3896318540318475e-09,6.948159270159238e-10
1962,4.43936931660005e-09,2.5367825617905737e-09
1963,2.5864212993553792e-09,6.466053248388448e-10
1964,0.0,0.0
1965,4.377634699181954e-09,5.472043373977442e-10
1966,6.092982118843793e-09,1.6617224263271169e-09
1967,2.9582012395223956e-09,1.4791006197611978e-09
1968,6.287982134978165e-09,2.245707841908029e-09
1969,1.8167031212712459e-09,0.0
1970,2.7592350626548523e-09,0.0
1971,1.0276794970565106e-09,5.138397485282553e-10
1972,4.6171320100540925e-09,3.5911027485013847e-09
1973,2.7566018356850464e-09,5.513203782392395e-10
1974,3.3753431161187564e-09,2.2502286700643026e-09
1975,6.282628195464213e-09,5.711480177694739e-10
1976,3.4281160132820787e-09,5.713526873840635e-10
1977,2.3507127355770763e-09,0.0
1978,2.970295565063452e-09,0.0
1979,1.1703946700691858e-09,0.0
1980,5.685150683554241e-10,2.2740602734216964e-09
1981,1.2651099057237047e-09,0.0
1982,2.483000915987077e-09,1.2415004579935385e-09
1983,1.89459470334441e-09,0.0
1984,2.3196033982486597e-09,1.1598016991243298e-09
1985,6.015558051686298e-10,0.0
1986,2.997242676272549e-09,0.0
1987,1.2221633705067347e-09,6.110816852533674e-10
1988,5.396898483667201e-09,0.0
1989,4.390497743145261e-09,5.488122178931576e-10
1990,1.089730194969718e-09,1.6345953479657283e-09
1991,1.1722930404189924e-09,5.861465202094962e-10
1992,5.509944167592096e-10,5.509944167592096e-10
1993,2.7696036575264316e-09,5.539207426075166e-10
1994,2.637463358823311e-09,1.0549853213248639e-09
1995,1.0844901643380922e-09,1.626735190995987e-09
1996,3.2028553142993132e-09,5.338092190498855e-10
1997,1.917957792585412e-09,2.876936688878118e-09
1998,4.768129224785866e-10,0.0
1999,3.1991407301035224e-09,3.1991407301035224e-09
2000,0.0,4.4180314962005696e-10
2001,8.762423564512289e-10,1.3143635069212678e-09
2002,4.38122149670761e-10,4.38122149670761e-10
2003,3.7502307925763034e-09,2.5001538617175356e-09
2004,2.2023955992267474e-09,4.404791253964646e-10
2005,0.0,9.007499190971657e-10
2006,2.4707338397433887e-09,0.0
2007,3.994479469415779e-10,3.994479469415779e-10
2008,2.554463751636149e-09,0.0
2009,9.53638501499654e-10,9.53638501499654e-10
2010,1.8895172093635892e-09,9.447586046817946e-10
2011,1.529588788962144e-09,3.82397197240536e-10
2012,1.0212758416727752e-09,1.7021263287730903e-09
2013,1.6734750252211938e-09,1.3945624655065103e-09
2014,2.815078836704288e-09,4.330890368553497e-10
2015,3.32486305154589e-09,6.649726325136385e-10
2016,3.314144070287739e-09,8.285360175719347e-10
2017,2.264050280587071e-09,1.7609279590047322e-09
2018,1.5488800242380307e-09,2.581466596041082e-09
2019,2.2958890344426663e-09,5.1019755087367e-10
