year,doit_VERB appeler_VERB,doit_VERB rappeler_VERB
1913,1.5484729942727427e-07,1.288626521045444e-07
1914,1.366135649050193e-07,1.0179050491387898e-07
1915,1.8377988908468978e-07,1.1780761610680202e-07
1916,1.032821401736328e-07,1.3404704191088967e-07
1917,1.8752585617676232e-07,1.601097920911343e-07
1918,1.64255183676687e-07,1.550660755356148e-07
1919,1.6205812869429792e-07,1.4916714974333445e-07
1920,1.3402849674548634e-07,1.5144463816341158e-07
1921,1.5978497458490892e-07,1.5145495524393482e-07
1922,1.0107771686307387e-07,1.8961294756536518e-07
1923,1.4225371103293583e-07,1.1783702547063513e-07
1924,1.0700048136413898e-07,1.1602462279824977e-07
1925,1.2647905123230885e-07,1.1658068643782826e-07
1926,1.4044134388768725e-07,1.270659737429014e-07
1927,1.0703256236865855e-07,1.6723836893106636e-07
1928,1.3482728888902784e-07,1.6224979049184185e-07
1929,1.214304319319126e-07,1.9607115575581702e-07
1930,1.407482841386809e-07,1.523022490346193e-07
1931,1.2089678591564734e-07,1.6879927500212943e-07
1932,1.1178727277183498e-07,1.6110519140966062e-07
1933,1.1700075219778228e-07,1.1700075219778228e-07
1934,1.0903237779302799e-07,1.509679066202807e-07
1935,1.3284795841173036e-07,1.603750092726841e-07
1936,1.52771406192187e-07,1.3215938565735996e-07
1937,1.397614113329837e-07,1.6746187725402706e-07
1938,8.81634605320869e-08,1.5039648815218243e-07
1939,1.5446991596945736e-07,1.0552894735837981e-07
1940,7.86092684279538e-08,1.7750480196809804e-07
1941,7.969057236323351e-08,1.5938114472646703e-07
1942,1.69915864489667e-07,1.3957374278561474e-07
1943,9.870999662098257e-08,1.7709734834170376e-07
1944,1.285274464635222e-07,1.5423293575622665e-07
1945,1.7210182079452352e-07,1.285317381416462e-07
1946,1.3781892960196274e-07,1.600926964329119e-07
1947,1.0967201546918659e-07,1.5973967038007686e-07
1948,1.0328293598149685e-07,1.2611390332040173e-07
1949,8.933477602113271e-08,1.5805383668521245e-07
1950,1.1698897850465073e-07,1.744199238373767e-07
1951,1.5352418358816067e-07,1.3859822445283498e-07
1952,1.0017564022746228e-07,1.98242318560915e-07
1953,1.1420257095551278e-07,1.9069673840022006e-07
1954,1.0358888147266043e-07,1.8176916682932642e-07
1955,1.2858282616434735e-07,1.8771216048207862e-07
1956,1.0901427316412082e-07,2.127958538267194e-07
1957,1.1397198562690392e-07,2.014388655879884e-07
1958,1.04230267083949e-07,1.9439771392626426e-07
1959,1.0386001747519913e-07,1.6741614672355354e-07
1960,1.0588875198891401e-07,1.9170708753790677e-07
1961,1.2020315409699833e-07,1.7787287731607648e-07
1962,8.688480335194981e-08,2.2513945907576272e-07
1963,9.375776954811954e-08,2.1919920811797056e-07
1964,1.0586104792764672e-07,2.372747616163906e-07
1965,1.0944086881181647e-07,1.8659667944120883e-07
1966,1.0911977454952648e-07,1.9885278845777066e-07
1967,1.1586288906073605e-07,1.765060204661495e-07
1968,1.0285342000315723e-07,2.1424052931706683e-07
1969,1.2035658869535837e-07,1.9756646452151472e-07
1970,1.2968403950708307e-07,1.908470892431069e-07
1971,1.2178001895790658e-07,1.9063455169998633e-07
1972,1.0927212912292816e-07,1.9494558500809944e-07
1973,9.041654180919068e-08,1.9902665826521115e-07
1974,1.2770047419508046e-07,2.002703496373215e-07
1975,7.881842378765214e-08,1.7191555912177137e-07
1976,6.342014557958464e-08,1.9311720222958684e-07
1977,9.402850764672621e-08,1.851186226531354e-07
1978,7.485144948304878e-08,1.865345637952487e-07
1979,8.836479992169188e-08,1.925299244476264e-07
1980,7.731804885224847e-08,2.0864503369466547e-07
1981,9.614835505544761e-08,2.1949657025288616e-07
1982,1.0801053917930403e-07,2.247115844511427e-07
1983,9.220361363304619e-08,1.74934257302084e-07
1984,8.466552259278615e-08,1.6991094753393554e-07
1985,9.324114813580309e-08,1.924978505485342e-07
1986,8.452224165012012e-08,1.738400783324323e-07
1987,6.538574126579988e-08,1.9126856898310507e-07
1988,9.474555184851852e-08,1.930890363155413e-07
1989,9.27492678215458e-08,1.9757240465878567e-07
1990,8.663354833515768e-08,2.108627938923746e-07
1991,9.436958947617313e-08,1.9753137792122288e-07
1992,1.0413794626629169e-07,1.9615401924966136e-07
1993,7.754890418709692e-08,1.9110265725430509e-07
1994,8.123387118530445e-08,1.9464479805719748e-07
1995,9.16394213845706e-08,2.2394722520857613e-07
1996,9.982232285210557e-08,1.9484036783978809e-07
1997,8.72670824492161e-08,1.9611118773354974e-07
1998,8.582632915477006e-08,1.9835417219837836e-07
1999,9.231806075149507e-08,1.8006592483743589e-07
2000,8.12917804182689e-08,2.1029829611052264e-07
2001,8.49955057447005e-08,2.2168931934629654e-07
2002,8.71863079510149e-08,1.809444540867844e-07
2003,8.708868648454882e-08,1.9709545995283406e-07
2004,8.104815663045883e-08,1.700249470104609e-07
2005,9.773136611102018e-08,2.0311910020609503e-07
2006,9.759398977848832e-08,1.721277982369429e-07
2007,1.046553634864722e-07,1.9293335640213627e-07
2008,9.536665146470114e-08,1.64337166097539e-07
2009,1.153902573491905e-07,1.5973445499639638e-07
2010,1.01561546728135e-07,1.6769465105426207e-07
2011,1.2198471210922435e-07,1.5295887578758993e-07
2012,1.2731905485452444e-07,1.1608501893078937e-07
2013,9.343568763142684e-08,1.204901991513907e-07
2014,1.184498543693735e-07,1.2862744824815309e-07
2015,1.1127208665584476e-07,1.2257662262982194e-07
2016,1.2531607751498086e-07,1.043955393242868e-07
2017,1.202462271976401e-07,1.0288850660344906e-07
2018,1.1048677350800062e-07,1.1229380447730364e-07
2019,1.1402915589542317e-07,9.872322692672242e-08
