year,pourraient_VERB amener_VERB,pourraient_VERB ramener_VERB
1983,5.7469375036589554e-08,4.4207211225000265e-09
1984,5.0451372857196475e-08,3.479405208395292e-09
1985,5.474157660501078e-08,1.8046674155058895e-09
1986,7.553051517561471e-08,3.5966913891627428e-09
1987,5.1330861339238254e-08,7.332980445085013e-09
1988,6.416312459123219e-08,1.139345240375178e-08
1989,5.81740948746301e-08,2.7440609784434855e-09
1990,7.464652185262821e-08,7.083246433836621e-09
1991,4.9236309251909915e-08,1.0550637696837839e-08
1992,6.281336339952759e-08,9.366905473484621e-09
1993,5.373031086719493e-08,6.647049133334804e-09
1994,5.6969206241319625e-08,4.747434001473039e-09
1995,6.94073705176379e-08,6.506940763983948e-09
1996,4.804282838222207e-08,8.540947504798169e-09
1997,5.5141285315585264e-08,7.192341833217597e-09
1998,5.674073833006332e-08,7.629006759657386e-09
1999,7.266619661550067e-08,1.0054442611817649e-08
2000,4.9923755796044134e-08,3.5344251969604557e-09
2001,6.133696217602846e-08,6.571817756650944e-09
2002,4.9069679874946814e-08,6.133709984368352e-09
2003,6.083707404513916e-08,6.667076668520622e-09
2004,4.669078634833568e-08,3.523833003171717e-09
2005,5.764799482221861e-08,5.854874363109275e-09
2006,4.8591100920702957e-08,5.353256948836815e-09
2007,4.993099267380785e-08,3.994479413904628e-09
2008,5.023778726354067e-08,1.0643598891135753e-08
2009,6.675469421679736e-08,1.0490023072406984e-08
2010,3.920748170571642e-08,8.97520635589899e-09
2011,4.168129308368407e-08,6.883149605840799e-09
2012,3.540422710557323e-08,4.765953853791416e-09
2013,4.434708955614042e-08,4.462600067256517e-09
2014,3.811183546531538e-08,7.57905826986871e-09
2015,3.4135261728351907e-08,9.309617077235544e-09
2016,3.728412067971476e-08,6.421154274960372e-09
2017,3.19482644783875e-08,5.7859059765519305e-09
2018,3.381721214168465e-08,4.64663996169179e-09
2019,3.443833307414934e-08,5.612172948588068e-09
