year,voulant_VERB assurer_VERB,voulant_VERB rassurer_VERB
1846,1.4811888604526757e-07,4.6836010625384006e-09
1847,2.1087504364913912e-07,2.0494249852731627e-08
1848,1.761903547503607e-07,4.02261068899179e-09
1849,1.382603453947695e-07,1.508294644736452e-08
1850,1.5411020903854933e-07,5.431196825611551e-09
1851,2.1928091165079877e-07,3.8696632564949596e-09
1852,1.2825774220459607e-07,1.4323200403509873e-08
1853,1.3914601026954188e-07,2.448492075757258e-08
1854,1.397633724309344e-07,9.871762074453727e-09
1855,1.5177840140268017e-07,7.960405667972736e-09
1856,1.3874867121899115e-07,1.1389816201301528e-08
1857,1.3033628754044457e-07,2.4407544874094356e-09
1858,1.0521403481789093e-07,2.1042807274440634e-08
1859,2.194726729243257e-07,2.1387128512628806e-08
1860,1.7988333311791393e-07,6.865775947773045e-09
1861,1.2733102394690832e-07,8.960331143725853e-09
1862,1.599367118743089e-07,3.252950275811628e-08
1863,1.1787305442823026e-07,1.2486552236623538e-08
1864,1.1890925399882235e-07,4.315255264231155e-09
1865,1.5720860346846166e-07,1.2237795665726026e-08
1866,1.3818340605098456e-07,2.1408697481462013e-08
1867,9.317398053099168e-08,9.7056229719783e-09
1868,1.4276236015575705e-07,9.385760613156435e-09
1869,9.913544163353549e-08,1.1720446169150023e-08
1870,9.633201969450056e-08,4.013834153937523e-09
1871,9.55905958832659e-08,6.37270636261178e-09
1872,1.1248051023926564e-07,1.0885210954825197e-08
1873,1.0894528124083536e-07,5.387403856360606e-09
1874,1.1411503386682398e-07,1.1351757756017378e-08
1875,8.353429414853508e-08,7.437985338754061e-09
1876,9.734083583623487e-08,2.2370254093573294e-08
1877,1.1070820526981606e-07,1.1751150275074451e-08
1878,1.2138568372677128e-07,3.6234530931267273e-09
1879,1.2951769257085743e-07,1.1607718342077078e-08
1880,2.798180886998125e-07,1.4761046607247863e-08
1881,1.4921165458758878e-07,9.761510821881814e-09
1882,1.211280107327184e-07,8.652000893505374e-09
1883,1.0679682738157226e-07,6.951272890631799e-09
1884,9.176358695128783e-08,2.178559910248623e-08
1885,8.637151616142091e-08,7.7347630522695e-09
1886,9.680195667272073e-08,4.5174246565693466e-09
1887,1.1033882874045275e-07,4.570247347235323e-09
1888,1.0842450848258522e-07,1.1413106459912115e-08
1889,8.457934796979316e-08,8.771191772893872e-09
1890,1.1666808141796992e-07,6.554386366985909e-09
1891,1.4724448504921384e-07,1.9122659011827636e-09
1892,1.799062978591337e-07,6.268512375839919e-09
1893,1.3979605828495778e-07,5.542574843531156e-09
1894,1.3422278755115258e-07,7.561847370496366e-09
1895,8.726990685659075e-08,1.3240951890480801e-08
1896,1.297346390316534e-07,1.0614652268259306e-08
1897,1.1245557018924046e-07,6.992056267307589e-09
1898,1.0298205843639607e-07,9.619203433786083e-09
1899,8.954676822270358e-08,4.4220627160029835e-09
1900,4.6200372860738526e-08,4.15284251431558e-09
1901,8.494883463328051e-08,5.588738916095792e-10
1902,7.856454153909453e-08,3.928227076954727e-09
1903,1.0422424878697711e-07,1.7280704867062013e-08
1904,1.0211788037395308e-07,6.449550227216605e-09
1905,6.450948930591949e-08,2.580379465655369e-09
1906,7.561950887691182e-08,7.716276506641861e-09
1907,9.051404603610536e-08,2.5714217422034835e-09
1908,8.202020040926072e-08,9.822778146428846e-10
1909,1.0616898471482727e-07,8.801573692096554e-09
1910,7.588694206361879e-08,3.206490406526541e-09
1911,8.512598981269548e-08,1.5961122423746588e-09
1912,6.095022930807659e-08,3.125652792146383e-09
1913,6.257527740416435e-08,5.302989602995467e-09
1914,6.428874010921959e-08,2.0090231700464756e-09
1915,5.654765722340471e-08,1.6493066468115103e-08
1916,4.175235690517809e-08,5.493730803607377e-09
1917,6.031533583694682e-08,2.1932848870420685e-09
1918,8.270190754444684e-08,0.0
1919,6.261336782387161e-08,0.0
1920,8.026565723184831e-08,4.543339038320937e-09
1921,5.376650724642218e-08,1.5145494858259667e-09
1922,6.123686535630668e-08,8.115729421831475e-09
1923,5.73261198510977e-08,0.0
1924,4.383152285569736e-08,3.867487219366694e-09
1925,3.959344052617553e-08,4.399271169575059e-09
1926,3.343841648018042e-08,1.1146138456652466e-09
1927,5.0171510501684224e-08,4.459690061686672e-09
1928,4.570416489713125e-08,1.1426041224282812e-09
1929,4.678970721982978e-08,3.342121912552898e-09
1930,5.0417296337812445e-08,4.201441528017824e-09
1931,3.9918746530531735e-08,5.7026783295555106e-09
1932,5.918149703632025e-08,2.1919073223131136e-09
1933,7.455930628452734e-08,0.0
1934,5.2718952758823434e-08,5.990790086229936e-09
1935,3.4708024010399185e-08,1.196828414151696e-09
1936,5.456121421332227e-08,1.2124714565686645e-09
1937,5.666003222160043e-08,2.5182236296217297e-09
1938,5.575042116845452e-08,1.2965214457594243e-09
1939,6.117620277024116e-08,9.176430282309411e-09
1940,7.100191878883777e-08,0.0
1941,6.788455841899577e-08,0.0
1942,5.158160032436854e-08,6.068423541449874e-09
1943,2.0322646232528996e-08,5.806470415592457e-09
1944,4.4984606262232774e-08,3.2131861615880553e-09
1945,4.574858580852492e-08,1.3071024262956144e-08
1946,2.7842208538686464e-08,0.0
1947,4.053096125389288e-08,1.0728784083369192e-08
1948,5.762100485640076e-08,3.2615663503321457e-09
1949,4.1231433822730423e-08,0.0
1950,3.190608488523594e-08,2.1270722960764488e-09
1951,6.396841301103962e-08,9.595261474260042e-09
1952,3.1634411534753326e-08,4.2179215675730575e-09
1953,3.878577858884569e-08,1.0773827385790469e-09
1954,3.518112956513164e-08,9.772536113672459e-10
1955,3.0972506337434424e-08,4.6928039232341234e-09
1956,2.52913103793162e-08,8.72114158667614e-10
1957,2.3854601849393475e-08,7.951533653738352e-09
1958,1.8198935525237658e-08,4.136121722897457e-09
1959,2.1702094343822864e-08,0.0
1960,3.1835833746995945e-08,4.152500121534786e-09
1961,2.848745328520863e-08,4.16889545107324e-09
1962,5.0735650347633054e-08,3.170978146727066e-09
1963,2.8450633848819962e-08,6.466053026343843e-09
1964,5.96228892923989e-08,7.909158661334459e-09
1965,3.6115486601318025e-08,4.924838981068547e-09
1966,3.268054116212227e-08,7.75470454517091e-09
1967,2.6130777763810897e-08,5.423369253687582e-09
1968,3.7727893476002805e-08,3.5931326802796093e-09
1969,1.230816391029066e-07,2.7250546263957176e-09
1970,6.484202152989837e-08,5.058597374318907e-09
1971,3.1858063742618015e-08,4.1107179882260425e-09
1972,3.385896985008685e-08,3.0780880067027283e-09
1973,3.9695067677314455e-08,1.6539611347177186e-09
1974,4.387946006545462e-08,2.2502286700643026e-09
1975,2.9699697368101852e-08,3.4268881066168433e-09
1976,2.9138987667209904e-08,6.856232248608762e-09
1977,3.6436047512466985e-08,4.7014254711541525e-09
1978,2.8514839378601664e-08,4.75247319275951e-09
1979,4.5645391466564433e-08,3.511183899185255e-09
1980,3.752199395634648e-08,1.1370301367108482e-09
1981,2.6567307909175497e-08,8.22321433169293e-09
1982,6.207502378785534e-08,3.1037510339615437e-09
1983,4.673333720006667e-08,2.526126308133314e-09
1984,3.2474447131392026e-08,4.639206796497319e-09
1985,2.5866898734072663e-08,4.812446441349039e-09
1986,3.05718761417495e-08,3.5966912781404403e-09
1987,2.261002229886344e-08,4.888653482026939e-09
1988,2.878345872758814e-08,2.9982769045311386e-09
1989,2.908704699322584e-08,2.1952488715726304e-09
1990,2.5063793707147397e-08,3.2691906959314565e-09
1991,2.4032007495122798e-08,1.1722930626234529e-08
1992,4.1324581090407264e-08,7.713921723606632e-09
1993,2.4372512896775334e-08,3.323524400133948e-09
1994,3.3232037344177456e-08,6.857404755145069e-09
1995,2.4401028753118226e-08,1.0302656505700725e-08
1996,2.7758079390594048e-08,7.473329288743003e-09
1997,2.109753616252874e-08,6.712852052004337e-09
1998,2.860877446053678e-08,8.105819904180578e-09
1999,2.7878227282229773e-08,4.570201023179621e-09
2000,2.6066385050427243e-08,8.836062659334232e-09
2001,2.8477876945487424e-08,4.381211921034023e-09
2002,2.3220473988061485e-08,1.752488598683044e-09
2003,2.250138297910098e-08,4.166922917825389e-09
2004,2.5107310452909815e-08,4.404791115186768e-09
2005,2.2518747755384538e-08,7.656374312325909e-09
2006,2.800165166405577e-08,3.706100981659688e-09
2007,1.8374605614823736e-08,3.595031605740928e-09
2008,1.3198062642771902e-08,5.960415716543821e-09
2009,1.7165492804949167e-08,6.675469732542183e-09
2010,1.9839931031384594e-08,5.668551850135373e-09
2011,1.3766299100659296e-08,8.03034105878453e-09
2012,1.4297861117285038e-08,8.85105688741561e-09
2013,1.199323773626304e-08,5.0204250756635815e-09
2014,3.1182410431540575e-08,4.547434873103384e-09
2015,1.39644249497195e-08,7.314698846627721e-09
2016,2.1749071432708433e-08,6.214020409345267e-09
2017,1.4087423672037858e-08,5.0312227717341784e-09
2018,1.2391039860837338e-08,1.1616600570363289e-08
2019,2.8826161235784298e-08,6.887667103327999e-09
