year,auront_VERB établi_VERB,auront_VERB rétabli_VERB
1920,3.180337415642498e-08,9.086678076641874e-09
1921,4.0892835784234194e-08,1.5145495524393482e-08
1922,2.8036154731125862e-08,5.902348387820666e-09
1923,2.866305948145964e-08,1.2739137744688378e-08
1924,4.1253198190815965e-08,5.156649773851996e-09
1925,4.06932585406139e-08,1.2097995494286806e-08
1926,3.1209186346359274e-08,1.0031524944054127e-08
1927,2.7873062080630007e-08,4.4596899506643695e-09
1928,4.1133748851507335e-08,1.7139061725401916e-08
1929,2.33948540540041e-08,3.342121912552898e-09
1930,4.20144132817768e-08,2.100720708497761e-09
1931,2.737285598186645e-08,1.1405356659111021e-09
1932,4.931791508511196e-08,8.767629289252454e-09
1933,2.982372038218273e-08,4.588264879146209e-09
1934,3.354842448288764e-08,5.990790086229936e-09
1935,2.752705441366743e-08,3.590485242455088e-09
1936,4.243650053581405e-08,4.849885826274658e-09
1937,5.414180748175568e-08,2.5182236296217297e-09
1938,3.630260181353151e-08,2.5930428915188486e-09
1939,3.5176316970364496e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,5.9030051957620344e-09
1942,2.730790527039062e-08,9.102635090130207e-09
1943,3.4838823381733164e-08,5.806470415592457e-09
1944,2.2492303131116387e-08,6.4263723231761105e-09
1945,4.1391576388605245e-08,2.178504043826024e-09
1946,2.9234318077442367e-08,1.3921104269343232e-09
1947,2.622591566137089e-08,3.5762612871081956e-09
1948,2.2830963786191205e-08,0.0
1949,1.7670615193310368e-08,9.817008317369869e-10
1950,1.3825969702452312e-08,8.508289184305795e-09
1951,1.3859822622919182e-08,3.1984206394497505e-09
1952,1.370824520563474e-08,3.1634410646574906e-09
1953,2.5857186614075545e-08,1.1851209791302608e-08
1954,3.518113089739927e-08,9.772536113672459e-10
1955,1.783265446420046e-08,1.1262729415761896e-08
1956,1.831439710997529e-08,5.232684952005684e-09
1957,1.4136060322300636e-08,1.7670075402875796e-09
1958,1.8198935691771112e-08,5.790570245522986e-09
1959,3.952881399982289e-08,1.5501495642666896e-09
1960,9.689166802218097e-09,8.305000243069571e-09
1961,2.36237411854745e-08,5.55852741612739e-09
1962,2.4099433559854333e-08,2.5367825617905737e-09
1963,2.9743844720542256e-08,1.939815863494232e-09
1964,3.528701597588224e-08,6.083968440151466e-09
1965,1.7510538796727815e-08,2.188817349590977e-09
1966,1.606331601067268e-08,7.754704434148607e-09
1967,2.415864486238206e-08,4.930335695263466e-09
1968,1.122853987567396e-08,5.3896989093971115e-09
1969,2.2708789515490935e-08,1.2262746373892242e-08
1970,2.6212733317265702e-08,5.978342709767048e-09
1971,2.6719666479380066e-08,3.5968783507200897e-09
1972,1.487742551375959e-08,2.0520587451500205e-09
1973,1.3231689521830958e-08,1.102640756478479e-09
1974,1.6314157136321228e-08,1.6876715580593782e-09
1975,1.8847885030481848e-08,2.8557400888473694e-09
1976,7.998937512354587e-09,1.7140580066410394e-09
1977,5.876781727920388e-09,5.876781727920388e-09
1978,9.504946163474415e-09,5.346532105932056e-09
1979,2.1652301285257636e-08,5.851973350345929e-10
1980,1.1370301145063877e-08,3.97960553399912e-09
1981,1.138598904049104e-08,2.5302198114474095e-09
1982,1.4277254933858785e-08,1.8622506869903077e-09
1983,1.136756910824488e-08,1.89459470334441e-09
1984,1.333771937339634e-08,1.739702604197646e-09
1985,1.5038894574104233e-08,1.2031116103372597e-09
1986,1.6784559520033326e-08,2.3977941854269602e-09
1987,1.099947066762752e-08,0.0
1988,5.99655392008458e-09,2.398621523624911e-09
1989,1.0427432250992297e-08,3.2928733073589456e-09
1990,1.2531897297662908e-08,1.6345953479657283e-09
1991,7.6199047072123e-09,5.2753188484189195e-09
1992,1.2121876835635703e-08,1.1019888335184191e-09
1993,6.093128224193833e-09,2.7696036575264316e-09
1994,1.318731612798274e-08,5.274926606624319e-10
1995,1.3556126887692699e-08,0.0
1996,1.3345230698291743e-08,1.067618438099771e-09
1997,1.5823152565985765e-08,0.0
1998,1.8118891276230897e-08,4.768129224785866e-10
1999,1.0511462811280126e-08,4.570201106446348e-09
2000,1.4137700787841823e-08,4.4180314962005696e-10
2001,7.448059946568719e-09,8.762423564512289e-10
2002,9.200564754507923e-09,1.752488598683044e-09
2003,1.1667384391955693e-08,8.333845835650777e-10
2004,8.369103632333008e-09,2.642874807889939e-09
2005,1.0808999029165989e-08,0.0
2006,7.823991232669414e-09,1.2353669198716943e-09
2007,4.7933754743212376e-09,7.988958938831558e-10
2008,1.0643598891135753e-08,2.1287198670449925e-09
2009,6.198650481792356e-09,3.814554005998616e-09
2010,4.2514138876015295e-09,4.723793023408973e-10
2011,3.4415748029203996e-09,1.911985902935953e-09
2012,6.127654827992046e-09,1.0212758416727752e-09
2013,7.80955033974351e-09,2.7891249310130206e-09
2014,4.980523993225461e-09,1.0827225782605865e-09
2015,5.54143841924315e-09,2.21657536769726e-09
2016,9.942432654952427e-09,1.86420612280358e-09
2017,6.792150397672003e-09,1.0062445321423752e-09
2018,4.904786798931582e-09,1.0325866828253538e-09
2019,4.591778068885333e-09,2.04079020349468e-09
