year,pourront_VERB amener_VERB,pourront_VERB ramener_VERB
1853,3.822036376277538e-08,1.1943863675867306e-09
1854,4.7800114089113777e-08,1.558699391779328e-09
1855,3.714855978387277e-08,5.306937111981824e-09
1856,5.021873406008126e-08,3.1063134287023786e-09
1857,3.221796163188628e-08,4.881509085841174e-10
1858,3.670256987220455e-08,7.34051397444091e-09
1859,4.430190969628711e-08,3.5645213447565993e-09
1860,4.531412045594152e-08,1.1900677776566226e-08
1861,4.6688040100661965e-08,8.017138064531082e-09
1862,4.743885639868495e-08,2.710791813242963e-09
1863,3.795911851511846e-08,3.496234635136375e-09
1864,4.411149845395812e-08,4.794727948009836e-10
1865,3.3418594114209554e-08,2.8241067262513297e-09
1866,2.6760870852626795e-08,4.379051787850585e-09
1867,4.076361648230886e-08,9.220341823379385e-09
1868,3.902500367303219e-08,1.0373735648272486e-08
1869,4.2974967584541446e-08,1.12320943657096e-08
1870,2.465641024684828e-08,6.307453670473251e-09
1871,3.292564798584863e-08,2.1242354542039266e-09
1872,3.749350341308855e-08,6.047339295989218e-10
1873,2.8732820567256567e-08,5.387403856360606e-09
1874,3.943242177228967e-08,7.766991494406739e-09
1875,4.691652222277298e-08,4.005069165202713e-09
1876,4.292670396921494e-08,9.069021977836655e-09
1877,2.6594708657512456e-08,1.2369631985365004e-09
1878,4.589707458535486e-08,7.850815109122777e-09
1879,3.9710613464194466e-08,7.94212251520321e-09
1880,5.326812413386506e-08,1.2835692508872398e-09
1881,4.8807553554297556e-08,1.4642266066289267e-08
1882,4.592215674392719e-08,1.1979693681496428e-08
1883,4.423537092179686e-08,5.0554711528150165e-09
1884,4.951272813968899e-08,6.601696966868076e-09
1885,2.9649923405372647e-08,3.86738152613475e-09
1886,2.5813855941692054e-08,7.744156427236248e-09
1887,3.656197833379338e-08,2.6115698492645834e-09
1888,7.164894810784972e-08,6.340614699951175e-10
1889,5.325366103647866e-08,2.5060546970934183e-09
1890,5.046877760150892e-08,7.209825181320184e-09
1891,4.398211927991724e-08,3.824531802365527e-09
1892,3.6984221907232495e-08,1.2537024751679837e-09
1893,4.9883173147691195e-08,1.847525021858587e-09
1894,5.293292915098391e-08,1.1342770278588432e-08
1895,2.5278181325916194e-08,6.018614495673091e-10
1896,4.540712339462516e-08,0.0
1897,4.661370667236042e-08,1.7480140668268973e-09
1898,6.111023509447477e-08,3.960848538042683e-09
1899,3.0954439012020885e-08,7.738609753005221e-09
1900,3.8932899570909285e-08,1.038210628578895e-09
1901,3.576792906301307e-08,5.58873880507349e-09
1902,2.6024505217492333e-08,3.437198747846537e-09
1903,2.754112315983548e-08,9.1803746826713e-09
1904,6.073326375144461e-08,7.524475265086039e-09
1905,4.6446832158153484e-08,2.3223416079076742e-08
1906,4.3211148437194424e-08,5.658602919567102e-09
1907,4.988558188756542e-08,3.599990305858114e-09
1908,3.97822503828138e-08,1.964555629285769e-09
1909,3.850688656825696e-08,3.300590023513905e-09
1910,4.80973554317643e-08,1.336037680488289e-08
1911,4.788336838146279e-08,4.788336838146279e-09
1912,2.7088990606216612e-08,3.646594803896619e-09
1913,2.4924052155483878e-08,0.0
1914,3.8171439342704616e-08,5.357394972094198e-09
1915,4.358881966481931e-08,2.3561523843085297e-09
1916,3.076489463182952e-08,3.2962386153911893e-09
1917,4.7155623406069935e-08,2.1932848870420685e-09
1918,6.202643021424592e-08,1.033773866510046e-08
1919,3.775218004875569e-08,0.0
1920,4.0132828615924154e-08,6.815008557481406e-09
1921,5.9067428281878165e-08,1.3630945261411398e-08
1922,3.6889677090812256e-08,4.426761179843197e-09
1923,2.441668023323018e-08,8.492758496458919e-09
1924,2.3204924204378585e-08,2.578324886925998e-09
1925,2.859526304632709e-08,1.0998178368026856e-08
1926,3.009457216762712e-08,1.1146138456652466e-09
1927,1.3379070296082318e-08,1.1149224876660924e-09
1928,2.2852082892654835e-08,2.2852082448565625e-09
1929,2.5622934884950155e-08,2.2280812750352652e-09
1930,1.575540586884472e-08,4.201441416995522e-09
1931,2.167017854048936e-08,4.5621426636444085e-09
1932,3.7262424257278326e-08,1.0959536611565568e-09
1933,1.8353059516584835e-08,3.4411986593596566e-09
1934,2.7557634396657704e-08,1.1981580172459871e-08
1935,1.555876849579363e-08,3.590485242455088e-09
1936,2.0612015205756506e-08,6.0623572828433225e-09
1937,3.021868266728234e-08,3.777335333410292e-09
1938,2.3337385357535823e-08,0.0
1939,1.070583532936098e-08,9.176430282309411e-09
1940,1.0143131667916805e-08,7.607348528892999e-09
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,1.9606536838523425e-08,4.357008087652048e-09
1946,2.227376683094917e-08,1.1136883415474585e-08
1947,4.4107220986688844e-08,3.5762612871081956e-09
1948,2.8266908813634473e-08,4.348755133776194e-09
1949,3.5341230386620737e-08,7.853606653895895e-09
1950,3.296961992305114e-08,5.317680518146517e-09
1951,2.8785784422780125e-08,4.264560704569931e-09
1952,2.1089608281954497e-08,2.1089607837865287e-09
1953,1.723812381726475e-08,2.1547654771580937e-09
1954,2.34540866728139e-08,3.9090144454689835e-09
1955,2.9095383879962355e-08,4.6928039232341234e-09
1956,1.831439710997529e-08,4.360570571293465e-09
1957,1.501956425897788e-08,5.301022731885041e-09
1958,2.6471179026543723e-08,3.3088973783179654e-09
1959,2.7902691712711203e-08,6.200598257066758e-09
1960,1.868625076895114e-08,0.0
1961,2.223410966450956e-08,5.55852741612739e-09
1962,2.2831043722248978e-08,2.5367825617905737e-09
1963,1.4871922360271128e-08,3.2330267352165265e-09
1964,1.4601523545820783e-08,1.2167936658258327e-09
1965,1.586892572902343e-08,3.830430195250756e-09
1966,1.273987226824147e-08,2.769537488234164e-09
1967,2.267954357648705e-08,1.9721342336964653e-09
1968,1.7965662735264232e-08,4.491415683816058e-09
1969,2.180043701116574e-08,4.541757636644661e-09
1970,2.0234390163409444e-08,2.7592350626548523e-09
1971,1.5929032315398217e-08,3.083038491169532e-09
1972,2.0007572487656944e-08,5.130146862875051e-10
1973,1.4334330167287135e-08,3.859242703185828e-09
1974,1.8564387360697765e-08,3.3753431161187564e-09
1975,1.3707552426467373e-08,4.569184142155791e-09
1976,1.1427053969725876e-08,5.713526873840635e-10
1977,1.8218024422367307e-08,5.876781838942691e-10
1978,1.128712323605896e-08,2.970295565063452e-09
1979,1.2289143924704149e-08,1.1703946700691858e-09
1980,1.3644362084619388e-08,5.6851505725319385e-09
1981,1.644642821929665e-08,1.2651099057237047e-09
1982,1.4277254933858785e-08,3.1037510339615437e-09
1983,1.0736036948344463e-08,6.315316269933646e-09
1984,8.69851302098823e-09,5.219107812592938e-09
1985,1.142956040922627e-08,8.421781494405423e-09
1986,1.0790073723399018e-08,2.3977941854269602e-09
1987,1.1610551631235921e-08,1.2221633705067347e-09
1988,8.994830658082265e-09,1.798966087207532e-09
1989,1.0976243913773942e-08,1.6464366536794728e-09
1990,1.0897301727652575e-08,4.90378582185258e-09
1991,1.2309077312977479e-08,2.9307325455363298e-09
1992,1.2672871640972971e-08,3.856960972825618e-09
1993,1.661762283333701e-08,2.2156829704300662e-09
1994,8.967375286772494e-09,5.274926606624319e-10
1995,1.138714633697191e-08,5.422450821690461e-10
1996,8.540947504798169e-09,4.270473752399084e-09
1997,1.1987236092636522e-08,6.233362714880286e-09
1998,1.0966696883940585e-08,4.768129224785866e-10
1999,1.416762351880152e-08,9.140402323914998e-10
2000,1.0603275590881367e-08,3.092622158362701e-09
2001,7.886181485616817e-09,3.5049694258049158e-09
2002,7.448076377869484e-09,1.752488598683044e-09
2003,9.58392298855415e-09,7.083769126836614e-09
2004,1.1452457648886138e-08,2.642874807889939e-09
2005,7.656374201303606e-09,2.251874686720612e-09
2006,1.3589036562677848e-08,2.4707338397433887e-09
2007,7.190063211481856e-09,1.5977917877663117e-09
2008,1.4049550856043425e-08,2.1287198670449925e-09
2009,5.721831008997924e-09,2.384096253749135e-09
2010,9.919965293647692e-09,9.447586046817946e-10
2011,1.2619107536693264e-08,1.1471915639660324e-09
2012,1.0212757750593937e-08,3.063827413996023e-09
2013,7.80955033974351e-09,1.1156500168141292e-09
2014,8.445236510112863e-09,4.7639794331644225e-09
2015,8.644644111654998e-09,1.10828768384863e-09
2016,1.2220906064897008e-08,2.899876117012923e-09
2017,8.301517695485927e-09,2.264050280587071e-09
2018,7.486253394972664e-09,2.323319980845895e-09
2019,7.652963596171958e-09,3.3162841361900064e-09
