year,eut_VERB emporté_VERB,eut_VERB remporté_VERB
2002,9.200564754507923e-09,1.0076809608960957e-08
2003,1.0000615446870142e-08,1.2500768420409258e-08
2004,6.607186797680242e-09,7.488145215006625e-09
2005,1.1259373877692269e-08,1.1259373877692269e-08
2006,6.58862386870851e-09,8.64756888319107e-09
2007,1.677681460421354e-08,4.7933754743212376e-09
2008,1.4475294740634581e-08,8.51487946817997e-09
2009,1.0490023072406984e-08,5.721831008997924e-09
2010,1.747803501928047e-08,6.613310343794865e-09
2011,1.606068167347985e-08,8.412738061736036e-09
2012,2.4510619311968185e-08,7.489355802192676e-09
2013,2.2870825233667347e-08,8.367375237128272e-09
2014,2.533570864216017e-08,1.1260315346817151e-08
2015,1.8397575018980206e-08,1.2856137487915476e-08
2016,2.754882189037744e-08,1.118523584864306e-08
2017,1.5848351964109497e-08,7.2952728302766445e-09
2018,2.0135439982027492e-08,7.228107001822082e-09
2019,1.581612352197226e-08,9.94885240857002e-09
