year,faut_VERB assurer_VERB,faut_VERB rassurer_VERB
1882,1.4974617101870535e-07,1.5307385581309063e-08
1883,1.6177507689008053e-07,5.0554711528150165e-09
1884,1.4523733682381135e-07,1.8484751507230612e-08
1885,1.334246633177827e-07,1.4824961702686323e-08
1886,9.16391869054678e-08,8.38950331427668e-09
1887,1.3906608842262358e-07,2.2198344495905076e-08
1888,9.637734166290102e-08,1.0779045211961602e-08
1889,1.2217016376325773e-07,1.9421923624918236e-08
1890,1.6320421991622425e-07,1.3108772733971819e-08
1891,1.3258377862257475e-07,1.4023283867459213e-08
1892,1.9933870021304756e-07,1.9432388143059143e-08
1893,1.6381387979436113e-07,1.6627724974682678e-08
1894,1.2161970630586438e-07,1.6384001710889606e-08
1895,1.6310445971612353e-07,1.5046536461227333e-08
1896,1.7101383775752765e-07,1.0614652268259306e-08
1897,1.5615592019457836e-07,1.4566784223291052e-08
1898,1.5390725138786365e-07,1.810673566637888e-08
1899,1.6803838320811337e-07,1.4371703827009696e-08
1900,1.9414538598994113e-07,8.30568502863116e-09
1901,1.771630167013427e-07,7.265360757457984e-09
1902,2.170345396734774e-07,4.910283735171106e-09
1903,2.09528550954019e-07,3.834156458992766e-08
1904,2.101478457916528e-07,4.5146851590516235e-08
1905,2.1830010155099444e-07,3.251278357652154e-08
1906,1.898204118333524e-07,2.777859720026754e-08
1907,2.1137086037015251e-07,1.1828539925318182e-08
1908,2.1659225524217618e-07,1.1296195090437777e-08
1909,2.0793717681044654e-07,1.4852655993990993e-08
1910,1.8918292710168316e-07,1.7101282168141552e-08
1911,2.3462850151645398e-07,1.1704822888702893e-08
1912,2.167119248497329e-07,1.719108944087111e-08
1913,2.423466298751009e-07,1.590896836489719e-08
1914,2.055900267805555e-07,3.8171439342704616e-08
1915,2.544644530644291e-07,2.238344798399794e-08
1916,2.6809408382177935e-07,5.493730803607377e-09
1917,3.5969873124486185e-07,1.7546279096336548e-08
1918,3.0898351610630925e-07,1.8378202071289707e-08
1919,3.342449019783089e-07,1.1970202606903513e-08
1920,3.543804325545352e-07,2.2716695191604686e-09
1921,3.036671785139333e-07,1.6660044011018726e-08
1922,3.157756509608589e-07,2.1396012073182646e-08
1923,2.5690593474791967e-07,1.0615948120573648e-08
1924,2.3204924559649953e-07,1.804827398643738e-08
1925,2.5075846110667044e-07,2.5295809891190402e-08
1926,2.4075657734101696e-07,3.566764306128789e-08
1927,2.140651247373171e-07,1.7838759802657478e-08
1928,2.4908769091780414e-07,1.7139061725401916e-08
1929,2.3060641751726507e-07,5.570202965543558e-09
1930,2.688922506877134e-07,1.1553964007759987e-08
1931,3.011014086951036e-07,1.0264820993199919e-08
1932,2.443976541144366e-07,1.753525857850491e-08
1933,2.477663088029658e-07,1.1470662641954732e-08
1934,2.480187220044172e-07,7.188948103475923e-09
1935,2.621054306928272e-07,2.154291145473053e-08
1936,2.703811219362251e-07,1.4549657478823974e-08
1937,2.5182237095577875e-07,1.0072894518486919e-08
1938,2.294843000072433e-07,1.4261735792331365e-08
1939,2.921163684277417e-07,2.141167065872196e-08
1940,1.6482589160204952e-07,1.7750480196809804e-08
1941,2.2726570136910595e-07,8.854508237732261e-09
1942,2.4880537807803194e-07,2.4273694165799498e-08
1943,2.6129117713935557e-07,5.806470415592457e-09
1944,2.763340205547138e-07,6.4263723231761105e-09
1945,3.768811893678503e-07,1.5249527862692958e-08
1946,2.895589545914845e-07,2.645009899993056e-08
1947,3.4570524576338357e-07,1.6689218895749036e-08
1948,3.1963350011210423e-07,1.0871888278529696e-08
1949,3.8384501976906904e-07,6.8719057111366055e-09
1950,3.1799731914361473e-07,1.808011518278363e-08
1951,2.9638695764333534e-07,2.1322803522849654e-09
1952,3.4586958008731017e-07,1.8980646387944944e-08
1953,3.6092322375225194e-07,1.4005975934594517e-08
1954,2.7558550641515467e-07,1.172704333640695e-08
1955,2.862610415377276e-07,1.407841132561316e-08
1956,3.139610953439842e-07,1.1337483840634377e-08
1957,2.650511419233226e-07,1.236905244894615e-08
1958,3.4329809750488494e-07,1.2408365002158916e-08
1959,3.658352909496898e-07,1.1626121398933265e-08
1960,2.9898001230321825e-07,1.868625076895114e-08
1961,3.036345503915072e-07,1.667558180429296e-08
1962,3.4056304798468773e-07,1.8391673961559718e-08
1963,2.916189885127096e-07,1.0345685197421517e-08
1964,2.7073659225607116e-07,1.764350798794112e-08
1965,2.6211088766103785e-07,1.8057743744748223e-08
1966,2.7750763820222346e-07,1.3293779410616935e-08
1967,3.2392304660788795e-07,1.9228309611207806e-08
1968,3.157465471304022e-07,1.7067380397861598e-08
1969,3.088395317263348e-07,2.5433843475752838e-08
1970,3.136330519737385e-07,2.345349692234322e-08
1971,3.0881767543178285e-07,2.209510974182649e-08
1972,2.5907240797096165e-07,1.9494558856081312e-08
1973,2.3541380755887076e-07,1.4334330167287135e-08
1974,3.167196780395898e-07,1.9689501584707614e-08
1975,2.872874631520972e-07,1.9990180177842376e-08
1976,2.7596334462032246e-07,2.742492810625663e-08
1977,3.349765620441758e-07,1.9981058585472056e-08
1978,2.809899797284743e-07,1.3663360221016774e-08
1979,2.8089471015846357e-07,1.8141117053005473e-08
1980,2.9960744996060384e-07,2.615169236719339e-08
1981,2.9034271165073733e-07,2.0874313833019187e-08
1982,3.1347886420007853e-07,1.5518756057986138e-08
1983,3.069243632580765e-07,1.8314416649900522e-08
1984,2.951695421415934e-07,2.145633182237816e-08
1985,2.58067444747212e-07,1.8648229627160617e-08
1986,2.6675459707803384e-07,2.6375735373562748e-08
1987,2.85986232029245e-07,2.3832186002437084e-08
1988,2.7764045285039174e-07,2.818380373525997e-08
1989,2.9745621077381657e-07,2.689179900983163e-08
1990,2.773363405594864e-07,1.8525414091641323e-08
1991,2.778334646791336e-07,2.6962739596569918e-08
1992,2.5511042167636333e-07,1.983579878128694e-08
1993,2.520339421607787e-07,2.8803878393546256e-08
1994,2.5794392399802746e-07,3.270454485004848e-08
1995,2.564819112649275e-07,2.277429267394382e-08
1996,2.402141490165377e-07,2.7758080278772468e-08
1997,2.4741655124671524e-07,2.061804593722627e-08
1998,2.698761250030657e-07,1.9072516010965046e-08
1999,2.6415762022224953e-07,2.7878227726318983e-08
2000,2.5933843517123023e-07,2.164835422036049e-08
2001,2.1906059544107848e-07,2.541102794850758e-08
2002,2.4797714104352053e-07,3.373540380380291e-08
2003,2.3668121684750076e-07,3.208530685583355e-08
2004,2.4754928062975523e-07,3.0833540165531304e-08
2005,2.346453555901462e-07,3.422849559342467e-08
2006,2.5242664491997857e-07,4.364963146485934e-08
2007,2.352748396106108e-07,3.355362920842708e-08
2008,2.2436707070028206e-07,4.9386301270715194e-08
2009,2.2839641644623043e-07,4.005281795116389e-08
2010,2.3571726615045918e-07,3.7790343299093365e-08
2011,2.1720160248150933e-07,6.194834867301324e-08
2012,1.7804241281282884e-07,7.080845421114645e-08
2013,1.754359715278042e-07,4.0442312609911824e-08
2014,1.5656168272926152e-07,3.551330252093976e-08
2015,1.3920093522301613e-07,3.125371250689568e-08
2016,1.3525850306450593e-07,3.231290435223855e-08
2017,1.6200536379074038e-07,4.352007465513452e-08
2018,1.3914105068124627e-07,3.717311969353432e-08
2019,1.3035547397066694e-07,3.1377147990951926e-08
