year,eut_VERB assuré_VERB,eut_VERB rassuré_VERB
1858,7.634134391309999e-08,1.5170396494568195e-08
1859,4.8884864156661934e-08,1.0693564256314403e-08
1860,8.10161537856402e-08,1.0527522853465143e-08
1861,4.7631232291678316e-08,3.772770984511453e-09
1862,6.054101930885736e-08,6.325180823552046e-09
1863,4.195481650981492e-08,5.494082966350788e-09
1864,5.657778956447146e-08,1.0068928801842958e-08
1865,5.45993934508715e-08,5.6482134525026595e-09
1866,1.0217787149713331e-07,1.9462451650298362e-09
1867,3.542552207136396e-08,7.279217228983725e-09
1868,4.00129813726835e-08,4.44588676984381e-09
1869,4.248661511496721e-08,4.883519366671862e-09
1870,6.938198993111655e-08,0.0
1871,1.911811864374613e-08,3.18635318130589e-09
1872,4.535504416480762e-08,7.256807155187062e-09
1873,4.309923085088485e-08,0.0
1874,4.421210775262807e-08,0.0
1875,4.863298030954866e-08,5.721527140956084e-10
1876,3.264847947548333e-08,4.232210137899983e-09
1877,4.329371350308975e-08,1.2369631985365004e-09
1878,4.227361927178208e-08,1.2078177347163432e-09
1879,4.215434401544371e-08,0.0
1880,4.3641353641987735e-08,3.2089231272180996e-09
1881,3.6257038260600893e-08,2.7890030285249168e-09
1882,5.790185042542362e-08,5.989846840748214e-09
1883,3.981183382961717e-08,0.0
1884,4.291102939646407e-08,3.300848483434038e-09
1885,4.383032248256313e-08,6.445635691854079e-10
1886,4.130216879616455e-08,3.2267319927115068e-09
1887,5.223139609711325e-08,0.0
1888,3.61415040117663e-08,2.53624587998047e-09
1889,3.759081934617825e-08,1.8795409673089125e-09
1890,2.6217545467943637e-08,4.5880703680722945e-09
1891,2.1672347472190268e-08,6.374220040683554e-10
1892,3.2596265242545996e-08,3.1342561879199593e-09
1893,2.586534897375259e-08,5.542574843531156e-09
1894,2.835692747282792e-08,6.301539290376468e-10
1895,4.995450098022047e-08,1.1435367319734269e-08
1896,3.3613066108273415e-08,2.948514543632541e-09
1897,3.26295968022805e-08,1.1653427112179315e-09
1898,2.9423445013776472e-08,1.6975064687230201e-09
1899,3.2612710754165164e-08,0.0
1900,2.3359739032002835e-08,4.15284251431558e-09
1901,3.297355988252093e-08,6.147612641171918e-09
1902,3.191684427861219e-08,0.0
1903,3.94216073118514e-08,6.480264325148255e-09
1904,4.08471514390385e-08,0.0
1905,3.560923644840841e-08,0.0
1906,5.452835694086389e-08,6.173021205313489e-09
1907,2.7771354993433306e-08,6.685696440911215e-09
1908,2.9468335327464956e-08,9.822778146428846e-10
1909,4.1257376182102234e-08,2.2003934230241384e-09
1910,3.153049021875631e-08,4.809735720812114e-09
1911,2.6601870928288918e-08,3.1922244847493175e-09
1912,3.125652625612929e-08,1.5628263128064646e-09
1913,3.606033160963307e-08,1.060597942803554e-09
1914,2.678697441638178e-08,4.68772043404897e-09
1915,5.5369582696584985e-08,0.0
1916,5.7134801778602196e-08,3.2962386153911893e-09
1917,5.263883906536648e-08,2.1932848870420685e-09
1918,4.020231614276781e-08,0.0
1919,2.4861190439651182e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,1.6660044011018726e-08,0.0
1922,5.6072309462251724e-08,4.426761179843197e-09
1923,2.229349149729387e-08,0.0
1924,3.351822286390416e-08,3.867487219366694e-09
1925,2.859526304632709e-08,1.0998177923937646e-09
1926,2.3406890647947876e-08,2.229227691330493e-09
1927,2.3413372574054847e-08,1.1149224876660924e-09
1928,2.742249805010033e-08,2.2852082448565625e-09
1929,2.1166771446701205e-08,0.0
1930,2.7309368988426286e-08,2.100720708497761e-09
1931,2.2810713318222042e-08,0.0
1932,1.4247397928102146e-08,2.1919073223131136e-09
1933,3.326492148403304e-08,1.1470662197865522e-09
1934,2.516131836216573e-08,3.5944740517379614e-09
1935,2.8723881939640705e-08,0.0
1936,2.9099314957647948e-08,0.0
1937,1.888667711114067e-08,6.295559185076627e-09
1938,2.2040865133021725e-08,6.482607339819424e-09
1939,2.2941076593951948e-08,0.0
1940,1.7750480196809804e-08,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423630267716e-08,6.068423541449874e-09
1943,4.3548528338988035e-08,0.0
1944,1.2852744646352221e-08,3.2131861615880553e-09
1945,4.1391576388605245e-08,2.178504043826024e-09
1946,9.744772988540262e-09,1.3921104269343232e-09
1947,9.536696765621855e-09,3.5762612871081956e-09
1948,1.0871888278529696e-08,1.0871887834440486e-09
1949,1.1780409536754632e-08,1.9634016634739737e-09
1950,2.7651939404904624e-08,4.2541445921528975e-09
1951,4.157946520422229e-08,4.264560704569931e-09
1952,1.687168627029223e-08,2.1089607837865287e-09
1953,2.8011951869189033e-08,5.386913581872932e-09
1954,2.443134050622575e-08,0.0
1955,2.0648336374051723e-08,9.385607846468247e-10
1956,2.9651880950609666e-08,1.744228317335228e-09
1957,1.501956425897788e-08,8.835037701437898e-10
1958,2.1507833736222892e-08,4.9633461784992505e-09
1959,1.3951345856355601e-08,7.750747821333448e-10
1960,2.07624992754063e-08,3.460416619915918e-09
1961,1.667558180429296e-08,4.16889545107324e-09
1962,1.7123282347597524e-08,2.5367825617905737e-09
1963,2.133797494252576e-08,3.2330267352165265e-09
1964,2.6161064425878067e-08,1.8251904432275978e-09
1965,1.8057743744748223e-08,2.73602163147757e-09
1966,1.9940669560014612e-08,1.6617224263271169e-09
1967,2.218651040664099e-08,3.944268467392931e-09
1968,2.0660513300185812e-08,2.245707841908029e-09
1969,2.2708789515490935e-08,4.087581828571274e-09
1970,1.2876429700270364e-08,9.197450023812337e-10
1971,2.3122789016838396e-08,0.0
1972,1.7955514408640738e-08,5.130146862875051e-10
1973,2.205281468548037e-08,5.513203782392395e-10
1974,1.8564387360697765e-08,1.6876715580593782e-09
1975,1.3707552426467373e-08,2.2845920710778955e-09
1976,1.3712464053128315e-08,1.142705374768127e-09
1977,1.4104276857551667e-08,1.7630346071939584e-09
1978,1.6633656230169436e-08,5.940591352171509e-10
1979,2.1067103617156135e-08,1.7555920051037788e-09
1980,9.664756106531058e-09,0.0
1981,1.0753434587229549e-08,0.0
1982,1.0552754226011984e-08,6.207502289967692e-10
1983,1.136756910824488e-08,1.89459470334441e-09
1984,1.681712546997005e-08,1.1598016991243298e-09
1985,1.0226449020933615e-08,1.8046674155058895e-09
1986,9.591176741707841e-09,5.994485463567401e-10
1987,1.4665960890170027e-08,6.110816852533674e-10
1988,1.6190695006912392e-08,3.597932174415064e-09
1989,9.878619700032232e-09,5.488122178931576e-10
1990,1.6345952147389653e-08,1.6345953479657283e-09
1991,8.20605094986604e-09,2.344586080837985e-09
1992,1.7080827419135858e-08,5.509944167592096e-10
1993,8.308811416668505e-09,0.0
1994,8.439882570598911e-09,0.0
1995,1.4640617607142303e-08,1.0844901643380922e-09
1996,6.4057106285986265e-09,2.135236876199542e-09
1997,1.2466725429760572e-08,2.3974471297094624e-09
1998,9.536258005482523e-09,0.0
1999,1.1882523409667556e-08,1.3710603763428253e-09
2000,6.185244316725402e-09,4.4180314962005696e-10
2001,8.324302136486494e-09,4.3812117822561447e-10
2002,3.066854992184176e-09,0.0
2003,8.333845613606172e-09,0.0
2004,1.4535810777260849e-08,0.0
2005,1.170974872621855e-08,9.007499190971657e-10
2006,1.317724773741702e-08,8.235779835885637e-10
2007,1.5977917655618512e-08,7.988958938831558e-10
2008,8.089135583588813e-09,8.514879357157668e-10
2009,1.8119131084404216e-08,9.53638501499654e-10
2010,1.7005655550406118e-08,3.3066551718974324e-09
2011,1.4913490886669933e-08,1.1471915639660324e-09
2012,1.4978711604385353e-08,2.7234021704458655e-09
2013,1.6455837581474952e-08,1.1156500168141292e-09
2014,3.096586453921191e-08,3.897801192920269e-09
2015,2.3052384889865607e-08,4.654808538617772e-09
2016,2.5891750965456595e-08,3.935546111222266e-09
2017,1.7609279368002717e-08,3.2702947017071438e-09
2018,1.8328414341794996e-08,3.0977600484760615e-09
2019,3.21424451499297e-08,5.3570743396846865e-09
