year,devraient_VERB apporter_VERB,devraient_VERB rapporter_VERB
1860,5.950338888283113e-09,4.577183909670879e-10
1861,1.744906619194353e-08,1.131831339762357e-08
1862,3.6143890103090826e-09,1.8071945051545413e-09
1863,8.990317823531768e-09,1.1487627737949424e-08
1864,1.4384183844029508e-09,6.712618905169165e-09
1865,4.706844247692743e-09,3.294791106611683e-09
1866,9.731225603104576e-09,1.4596839292835284e-09
1867,3.88224918879132e-09,5.82337378318698e-09
1868,3.951899252285784e-09,1.4819621974027086e-08
1869,2.9301114867763545e-09,3.4184632902167778e-09
1870,6.307453670473251e-09,6.307453670473251e-09
1871,1.805600113868877e-08,9.559059321873065e-09
1872,2.0560953828407946e-08,3.0236697590169115e-09
1873,1.1373408881354408e-08,4.190203295451056e-09
1874,1.0754296120296658e-08,0.0
1875,1.3731664694205392e-08,1.1443054503956773e-08
1876,7.255217759905008e-09,4.232210137899983e-09
1877,1.4843558382438005e-08,4.329371083855449e-09
1878,3.6234530931267273e-09,3.6234530931267273e-09
1879,4.887460214320072e-09,3.665595160740054e-09
1880,8.984985200299889e-09,1.2835692508872398e-09
1881,2.091752326904839e-09,2.091752326904839e-09
1882,1.1979693681496428e-08,6.655385131892899e-10
1883,1.0742875922176154e-08,3.159669414998234e-09
1884,0.0,3.9610181801208455e-09
1885,1.933690763067375e-09,1.2246707647989297e-08
1886,5.808117542471791e-09,3.2267319927115068e-09
1887,5.223139698529167e-09,9.793386546164129e-09
1888,1.1413106904001324e-08,2.53624587998047e-09
1889,1.0650732740202784e-08,8.14467782106476e-09
1890,4.5880703680722945e-09,6.554386366985909e-09
1891,2.5496880162734215e-09,0.0
1892,7.522214851007902e-09,6.268512375839919e-09
1893,6.774258043407144e-09,5.542574843531156e-09
1894,3.780923574225881e-09,3.780923574225881e-09
1895,8.426059849853118e-09,9.629783193076946e-09
1896,5.307326134129653e-09,9.435246361988447e-09
1897,6.992056267307589e-09,4.078699600285063e-09
1898,1.3580051749784161e-08,9.619203211741478e-09
1899,5.527578395003729e-09,1.713549302451156e-08
1900,2.07642125715779e-09,1.245852754294674e-08
1901,7.824234593556412e-09,1.1736351446245408e-08
1902,1.0311596021495006e-08,6.38336894454028e-09
1903,1.6200660368781428e-08,3.2401321625741275e-09
1904,8.599400302955473e-09,1.3436562973367927e-08
1905,1.1353670004154992e-08,2.580379465655369e-09
1906,8.745113966313056e-09,5.144184633820714e-09
1907,5.65712765521198e-09,3.599990305858114e-09
1908,1.9154416719402434e-08,8.349361202419914e-09
1909,1.1001967337165297e-08,7.151278680339601e-09
1910,1.60324518105881e-08,6.412980813053082e-09
1911,9.576673676292558e-09,6.384448969498635e-09
1912,1.1981668990301841e-08,1.5628263128064646e-09
1913,1.0605979205990934e-08,5.302989602995467e-09
1914,1.4063162190325329e-08,8.036092680185902e-09
1915,1.6493066468115103e-08,1.1780761921542648e-09
1916,2.7468654906215306e-08,0.0
1917,9.869782324756216e-09,5.483212106582869e-09
1918,2.986458014220261e-08,8.040463406189247e-09
1919,9.207848705727883e-09,3.6831393490643904e-09
1920,9.086678076641874e-09,4.543339038320937e-09
1921,6.815472630705699e-09,1.2873671018098776e-08
1922,1.0329110011753073e-08,8.853522359686394e-09
1923,1.3800733000834953e-08,3.1847844361720945e-09
1924,1.289162443462999e-09,1.0313299547703991e-08
1925,5.499089184013428e-09,9.898360353588487e-09
1926,1.3375366592072169e-08,1.2260752413340015e-08
1927,4.4596899506643695e-09,2.2298449753321847e-09
1928,1.3711249025050165e-08,2.2852082448565625e-09
1929,1.7824650200282122e-08,3.342121912552898e-09
1930,7.352522590764465e-09,4.201441416995522e-09
1931,1.2545892325022123e-08,7.983749661377715e-09
1932,1.0959536389520963e-08,3.287861094491973e-09
1933,1.1470662641954732e-08,0.0
1934,2.2765002327673756e-08,7.188948103475923e-09
1935,1.4361940969820353e-08,7.180970484910176e-09
1936,1.33371855781661e-08,0.0
1937,2.392312481447334e-08,1.0072894518486919e-08
1938,1.6854778905894818e-08,3.8895642262559704e-09
1939,2.2941076593951948e-08,1.2235240376412548e-08
1940,7.607348528892999e-09,0.0
1941,1.1806010391524069e-08,5.9030051957620344e-09
1942,2.1239483061208375e-08,0.0
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,0.0
1945,1.3071024262956144e-08,2.178504043826024e-09
1946,1.5313215584455975e-08,5.568441707737293e-09
1947,1.907339353124371e-08,4.7683483828109274e-09
1948,1.7395020535104777e-08,3.2615663503321457e-09
1949,2.4542520904446974e-08,1.570721330779179e-08
1950,2.6588404367089424e-08,4.2541445921528975e-09
1951,2.4521224162299404e-08,5.330700769690111e-09
1952,2.003512733494972e-08,1.0544803918932644e-09
1953,1.8315507332999914e-08,3.232148326759443e-09
1954,2.34540866728139e-08,5.863521668203475e-09
1955,1.407841132561316e-08,2.815682353940474e-09
1956,2.1802854632824165e-08,3.488456634670456e-09
1957,2.1204090927540165e-08,2.6505113659425206e-09
1958,3.391619785020339e-08,6.617794756635931e-09
1959,2.1702094343822864e-08,3.8753737996444215e-09
1960,2.145458388724819e-08,7.612916519406099e-09
1961,3.335116360858592e-08,2.779263708063695e-09
1962,4.693047728210331e-08,3.170978146727066e-09
1963,3.879631904624148e-08,3.2330267352165265e-09
1964,4.6846555079582686e-08,1.8251904432275978e-09
1965,3.0643441562006046e-08,3.2832261354087677e-09
1966,5.317511764246774e-08,3.8773522170743036e-09
1967,4.48660522067712e-08,6.409436092980059e-09
1968,2.919420261093819e-08,9.88111459321317e-09
1969,4.541757903098187e-08,7.2668124850849836e-09
1970,4.8746485958872654e-08,4.1388523719376735e-09
1971,5.292549332125418e-08,8.221435976452085e-09
1972,6.10487447261221e-08,5.643161493651405e-09
1973,5.292675808732383e-08,5.513203671370093e-09
1974,7.650777433809708e-08,3.937900228123681e-09
1975,6.853775857962319e-08,7.996072248772634e-09
1976,7.484720043748894e-08,1.428381679602353e-08
1977,5.2891035551283494e-08,9.990529292736028e-09
1978,4.7524729041015235e-08,7.72276909088987e-09
1979,7.139407642853257e-08,1.521513048885481e-08
1980,6.367368854398592e-08,6.822181042309694e-09
1981,6.515315931210353e-08,1.138598904049104e-08
1982,6.331652002700139e-08,1.6139505731871395e-08
1983,8.778289384281379e-08,1.515675762675528e-08
1984,7.132780410756823e-08,1.5657322549600394e-08
1985,8.301470444393999e-08,1.0828004270990732e-08
1986,6.114375139532058e-08,1.4386765556650971e-08
1987,7.699629378521422e-08,1.588812459374367e-08
1988,6.356346915481481e-08,1.8589316752581908e-08
1989,7.354083919608456e-08,2.5245361356951435e-08
1990,6.048002632041971e-08,1.9070277801347402e-08
1991,6.037308963868782e-08,7.6199047072123e-09
1992,5.56504353710352e-08,1.983579878128694e-08
1993,5.206855036021807e-08,1.938722604677423e-08
1994,6.593658241627054e-08,1.2659823411809157e-08
1995,5.585124185358836e-08,1.138714633697191e-08
1996,5.124568502878901e-08,1.7615704450690828e-08
1997,4.363354122460805e-08,1.7741109914481967e-08
1998,4.6727667069035306e-08,1.8118891276230897e-08
1999,5.667049407520608e-08,1.1425503210205079e-08
2000,5.6992607966321884e-08,1.5463109903635086e-08
2001,5.87082382708104e-08,9.638665865452367e-09
2002,5.564151450698773e-08,8.324320788233308e-09
2003,5.917030421187519e-08,1.3334153337041244e-08
2004,5.241701472868954e-08,1.0131019578807354e-08
2005,6.395324447794337e-08,1.170974872621855e-08
2006,5.0650047711542356e-08,9.471146533712727e-09
2007,4.433872291542684e-08,1.3581230362547103e-08
2008,4.768332573235057e-08,7.663391698997657e-09
2009,4.1483275481368764e-08,9.53638501499654e-09
2010,2.692562084405381e-08,6.613310343794865e-09
2011,3.594533737327765e-08,8.795135286732148e-09
2012,2.5872321174347235e-08,6.808505315092361e-09
2013,2.4544300814000053e-08,9.204113027294625e-09
2014,1.6890473020225727e-08,3.4647122948427977e-09
2015,1.994917830927534e-08,7.093041265449074e-09
2016,2.009199917551996e-08,4.142679976837371e-09
2017,2.264050280587071e-08,5.0312225496895735e-09
2018,2.5556520455438658e-08,3.614053500911041e-09
2019,1.836711227554133e-08,3.826481798085979e-09
