year,pouvait_VERB enseigner_VERB,pouvait_VERB renseigner_VERB
1898,7.355861253444118e-09,6.224190496340043e-09
1899,1.8241008703512307e-08,5.527578395003729e-09
1900,2.4397950326715545e-08,8.824790675987515e-09
1901,1.8442838367604963e-08,1.117747761014698e-08
1902,1.6203935970793282e-08,8.347482705062248e-09
1903,2.4841012802312434e-08,2.214090244478939e-08
1904,2.741058935384899e-08,8.061937784020756e-09
1905,2.4255568220610257e-08,4.1286072338664326e-09
1906,2.1091157265118454e-08,6.173021205313489e-09
1907,1.7485668024619372e-08,9.257117739025489e-09
1908,1.3260750719723546e-08,7.858222517143076e-09
1909,1.8153246017504898e-08,6.60118004702781e-09
1910,3.099607326362275e-08,1.977335806202518e-08
1911,4.0966881442727754e-08,1.2236860413850081e-08
1912,2.2921453179947093e-08,3.646594803896619e-09
1913,2.333315407554437e-08,9.015082902408267e-09
1914,2.4108278040557707e-08,8.036092680185902e-09
1915,3.534228465440492e-09,1.1780761921542648e-09
1916,9.888715624128963e-09,4.394984820521586e-09
1917,2.1932848426331475e-08,6.57985488317081e-09
1918,2.986458014220261e-08,1.8378202071289707e-08
1919,1.9336480860943084e-08,1.1049418269237776e-08
1920,2.3473917920568965e-08,2.2716695191604686e-09
1921,2.0446417892117097e-08,3.7863738810983705e-09
1922,2.87739485571592e-08,5.164555005876537e-09
1923,2.866305948145964e-08,1.2739137744688378e-08
1924,2.5783249313349188e-08,1.0313299547703991e-08
1925,1.9796720707176974e-08,1.7597084678300234e-08
1926,1.89484357093761e-08,1.5604593173179637e-08
1927,1.2264147031260109e-08,8.919379901328739e-09
1928,3.085031252680892e-08,1.1426041446327417e-08
1929,1.0026365515614089e-08,6.684243825105796e-09
1930,1.470504518152893e-08,1.3654684494213143e-08
1931,2.6232321204133768e-08,7.983749661377715e-09
1932,3.3974561830518724e-08,2.1919072779041926e-08
1933,1.3764794637438627e-08,8.02946331646126e-09
1934,7.188948103475923e-09,1.3179738189705859e-08
1935,1.196828414151696e-08,1.196828414151696e-08
1936,1.9399543305098632e-08,1.8187071404440758e-08
1937,1.2591118370153254e-08,1.3850230295986421e-08
1938,2.3337385357535823e-08,7.779128452511941e-09
1939,2.9058696782158222e-08,1.5294050470515685e-09
1940,1.2678914806940611e-08,5.0715658339584024e-09
1941,3.5418032950929046e-08,0.0
1942,3.034211815133858e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,8.714016175304096e-09,4.357008087652048e-09
1946,1.9489545977080525e-08,1.8097434661967782e-08
1947,2.5033829231801974e-08,9.536696765621855e-09
1948,2.174377655705939e-08,7.610321262063735e-09
1949,2.7487622844546422e-08,8.835307596655184e-09
1950,2.7651939404904624e-08,5.317680518146517e-09
1951,3.838104589704017e-08,1.0661401539380222e-08
1952,1.5817205323287453e-08,7.381362632230548e-09
1953,2.5857186614075545e-08,7.54167928107563e-09
1954,2.443134050622575e-08,1.2704297169818801e-08
1955,2.627970197011109e-08,2.815682353940474e-09
1956,1.3953826538681824e-08,4.360570571293465e-09
1957,1.4136060322300636e-08,1.0602045463770082e-08
1958,1.7371711180658167e-08,8.272243445794913e-10
1959,2.0927018340444192e-08,4.650448914844674e-09
1960,2.5607082676515347e-08,1.5225833038812198e-08
1961,2.084447814354462e-08,7.64297514166401e-09
1962,1.2683912586908264e-08,5.0735651235811474e-09
1963,1.939815952312074e-08,4.526237162849611e-09
1964,2.3727476872181796e-08,6.6923653285755336e-09
1965,1.3680108601477059e-08,6.0192477668863376e-09
1966,1.8832853498906843e-08,6.092982118843793e-09
1967,2.3172576746333107e-08,4.437302081328198e-09
1968,2.0211372131484495e-08,8.084548142051062e-09
1969,1.725867981861029e-08,4.087581828571274e-09
1970,1.2876429700270364e-08,5.518470125309705e-09
1971,1.284599360218408e-08,5.138397263237948e-09
1972,2.1033601527165047e-08,4.6171320100540925e-09
1973,2.3706776985932265e-08,3.3079223804577396e-09
1974,1.1251143128276908e-08,6.1881286761433785e-09
1975,1.8276736568623164e-08,5.140332159925265e-09
1976,1.4855169538918744e-08,5.142174241967723e-09
1977,8.815172591880582e-09,1.7630346071939584e-09
1978,1.4257419245211622e-08,1.7821774056514528e-09
1979,1.345953837272873e-08,1.1703946700691858e-09
1980,1.4781392110307934e-08,1.1370301367108482e-09
1981,2.0874313833019187e-08,6.958104314946922e-09
1982,2.4209258597807093e-08,5.586751949948621e-09
1983,2.7787390166622572e-08,3.78918940668882e-09
1984,1.6237223121606803e-08,4.059305780401701e-09
1985,1.804667348892508e-08,5.414002135495366e-09
1986,8.392279760016663e-09,2.3977941854269602e-09
1987,1.5277041853778428e-08,1.2221633705067347e-09
1988,2.0388283061834045e-08,8.994830658082265e-09
1989,1.5915555096057687e-08,2.7440609784434855e-09
1990,1.5256222951620657e-08,2.724325431913144e-09
1991,2.989347080983862e-08,3.5168792322792797e-09
1992,2.1488782309120324e-08,4.958949695321735e-09
1993,1.3848018731721368e-08,3.877445031719162e-09
1994,1.8989736005892155e-08,4.2199412852994556e-09
1995,2.2232049090575856e-08,3.253470381991974e-09
1996,1.92171327739743e-08,3.2028553142993132e-09
1997,1.6302641014931396e-08,1.438468344439059e-09
1998,1.621164003040576e-08,1.9072516899143466e-09
1999,1.7366764026860437e-08,1.3710603763428253e-09
2000,1.767212509662386e-08,5.3016377954406835e-09
2001,2.190605918883648e-08,3.943090742808408e-09
2002,1.5772396722013582e-08,4.38122149670761e-10
2003,1.750107614384433e-08,1.6667691671301554e-09
2004,2.114299846311951e-08,1.7619165015858584e-09
2005,1.4862373554080932e-08,4.503749373441224e-09
2006,2.594270576139479e-08,2.8825228870488218e-09
2007,1.7176262190332636e-08,3.1955835755326234e-09
2008,1.3198063086861112e-08,6.3861596011349775e-09
2009,1.8595951445377068e-08,3.337734755248789e-09
2010,1.8895171649546683e-08,4.2514138876015295e-09
2011,1.9884653923440965e-08,2.6767803529281764e-09
2012,1.6680838044180746e-08,2.7234021704458655e-09
2013,1.812931316180766e-08,3.904775169871755e-09
2014,2.165445245339015e-08,4.330890313042346e-09
2015,2.1500781599570473e-08,3.32486305154589e-09
2016,2.092053463798038e-08,3.935546111222266e-09
2017,1.8112402244696568e-08,5.534344982294215e-09
2018,2.0651732768328657e-08,3.872199894061623e-09
2019,1.632632162795744e-08,2.2958890344426663e-09
