year,doivent_VERB apporter_VERB,doivent_VERB rapporter_VERB
1892,1.0593785759738239e-07,4.4506439422775657e-08
1893,1.2193665099857753e-07,5.7273272346947124e-08
1894,1.0397539540463185e-07,3.7809236630437226e-08
1895,8.787176852820267e-08,3.611168608586013e-08
1896,1.0083919477210657e-07,3.656158042986135e-08
1897,8.79833734757085e-08,3.96216535136773e-08
1898,1.3636635287639365e-07,3.281845906144554e-08
1899,1.276870591482293e-07,3.979856444402685e-08
1900,1.1316495829305495e-07,4.5162163786471865e-08
1901,1.190401377471062e-07,4.359216276839106e-08
1902,9.525950872557587e-08,6.088752257937813e-08
1903,1.2798521709100896e-07,5.724233531623213e-08
1904,1.0158041874319679e-07,4.192207825326477e-08
1905,1.1405277433595984e-07,4.5930754311029887e-08
1906,1.131720566149852e-07,3.7038127231880935e-08
1907,1.2342823652033985e-07,3.3428481316377656e-08
1908,1.3653661312673648e-07,4.469363901193901e-08
1909,1.2652262171286566e-07,3.245580160182726e-08
1910,1.0902067515417002e-07,2.9927242906069296e-08
1911,1.3726565839533578e-07,4.5223181643905264e-08
1912,9.897900099531398e-08,2.8651816919023076e-08
1913,1.2408996497015323e-07,3.92421242167984e-08
1914,9.643311216223083e-08,5.6252648761301316e-08
1915,1.1309531089409575e-07,3.180805663305364e-08
1916,1.3954077360267547e-07,3.186363883855847e-08
1917,1.217273108977679e-07,1.7546279096336548e-08
1918,1.343906035344844e-07,2.5270027848023346e-08
1919,1.6666206192894606e-07,2.6702760891339494e-08
1920,1.832480052144092e-07,2.4988365154854364e-08
1921,1.2267851445812994e-07,2.3475516641724425e-08
1922,1.2837607243909588e-07,3.098733003525922e-08
1923,1.0615948298209332e-07,3.715581797791856e-08
1924,1.19892106908992e-07,2.836157442231979e-08
1925,1.3197814041632228e-07,3.739380360912037e-08
1926,1.226075170279728e-07,3.1209186346359274e-08
1927,1.2821608663671213e-07,2.3413372574054847e-08
1928,1.1540301869672476e-07,2.9707706517001498e-08
1929,1.1251810150270103e-07,2.4508894469477127e-08
1930,9.24317120620799e-08,2.3107928015519974e-08
1931,1.300210641375088e-07,2.167017854048936e-08
1932,1.2932252957398305e-07,2.4110979879310435e-08
1933,9.75006315684368e-08,1.8353059516584835e-08
1934,1.1023053758663082e-07,1.9170528275935794e-08
1935,1.2447014796634903e-07,4.188899538348778e-08
1936,1.2852197528445686e-07,1.33371855781661e-08
1937,1.5487074733755435e-07,2.2664012888640173e-08
1938,1.6336170460817812e-07,2.5930429359277696e-08
1939,1.1623478712863289e-07,3.364691281149135e-08
1940,1.2171757646228798e-07,7.607348528892999e-09
1941,1.475751361112998e-07,5.9030051957620344e-09
1942,1.3957374278561474e-07,3.6410540360520827e-08
1943,1.3064558856967778e-07,4.064529335323641e-08
1944,9.639558129492798e-08,9.639558484764166e-09
1945,1.612093001313042e-07,2.3963544037997053e-08
1946,1.266820532919155e-07,3.062643116891195e-08
1947,1.692763618166282e-07,2.8610090296865565e-08
1948,1.1632919694193333e-07,1.6307831529616124e-08
1949,1.7179765166019934e-07,3.337782672474532e-08
1950,1.4464092146226903e-07,4.0414374069541736e-08
1951,1.4819347882166767e-07,4.157946520422229e-08
1952,1.3919141395035695e-07,2.8470971358274255e-08
1953,1.249763954547234e-07,3.3398865895151175e-08
1954,1.5245156248511194e-07,3.224936762080688e-08
1955,1.5767821537338023e-07,1.3139850985055546e-08
1956,1.7355071690872137e-07,1.1337483840634377e-08
1957,1.2899154455681128e-07,2.3854601849393475e-08
1958,1.5551817966752424e-07,2.7298403537656668e-08
1959,2.1159542029636214e-07,3.410329085795638e-08
1960,1.7163667109798553e-07,2.0070416439921246e-08
1961,1.6467137697873113e-07,3.126671543896009e-08
1962,1.6996443719108356e-07,2.5367825173816527e-08
1963,1.6100472066682414e-07,2.392439668597035e-08
1964,1.928617905377905e-07,3.467862086381501e-08
1965,1.5978366718627512e-07,2.2435377999840966e-08
1966,1.6063316365944047e-07,3.0464910594218964e-08
1967,1.7108264671605866e-07,3.64844829903177e-08
1968,1.580978334914107e-07,2.110965446888713e-08
1969,1.544197658631674e-07,2.8613074576355757e-08
1970,1.839489982558007e-07,2.575285940054073e-08
1971,1.5980415923877445e-07,3.339958354331429e-08
1972,1.7391198525729124e-07,3.5911028817281476e-08
1973,1.698066824928901e-07,1.543697081274331e-08
1974,1.822685220531639e-07,1.9689501584707614e-08
1975,1.5935029296088032e-07,2.8557401776652114e-08
1976,1.7711933253394818e-07,1.9997344224975677e-08
1977,1.5926079299788398e-07,4.0549796409550254e-08
1978,1.4198013786881347e-07,2.9108898402796513e-08
1979,1.264026252556505e-07,3.803782533395861e-08
1980,1.5804718600520573e-07,1.989802811408481e-08
1981,1.5434341094078263e-07,2.7199863694704618e-08
1982,1.3221979600075429e-07,2.669225906970496e-08
1983,1.338846971066232e-07,2.1472073896688926e-08
1984,1.432355105634997e-07,2.2616132966390978e-08
1985,1.3474850391048676e-07,3.128090142467954e-08
1986,1.4386765201379603e-07,2.45773907892044e-08
1987,1.436041969782309e-07,2.13878585952898e-08
1988,1.6010798731258546e-07,1.4391728697660255e-08
1989,1.3391017716912756e-07,2.9635859988275115e-08
1990,1.411200543088853e-07,2.2884334427430986e-08
1991,1.453643392324011e-07,3.458264430378222e-08
1992,1.283816999375631e-07,3.8018615811097334e-08
1993,1.2850961184085463e-07,2.2156829260211452e-08
1994,1.371480919942769e-07,1.793475057354499e-08
1995,1.6592699125794752e-07,2.6027763055935793e-08
1996,1.4306087336990458e-07,2.5622842514394506e-08
1997,1.6350590215097327e-07,2.157702461147437e-08
1998,1.6545408243473503e-07,2.4794271524797296e-08
1999,1.5173067424711917e-07,2.2851006420410158e-08
2000,1.6744338893204258e-07,2.6508189421292627e-08
2001,1.6122859847200743e-07,1.7086726700199506e-08
2002,1.5597149172208447e-07,2.1906107150471144e-08
2003,1.6459345886232768e-07,2.708499913239848e-08
2004,1.5548913268048636e-07,2.026203915761471e-08
2005,1.5132599173739436e-07,1.8465373230469595e-08
2006,1.3794931419397471e-07,2.7178073125355695e-08
2007,1.3860844205737521e-07,1.7975157362570826e-08
2008,1.3198062731589744e-07,3.2356542334355254e-08
2009,1.4781396373564348e-07,2.4794601927169424e-08
2010,1.5588517499054433e-07,1.8895171649546683e-08
2011,1.6213641629292397e-07,1.6825476123472072e-08
2012,1.450211613018837e-07,1.3957436095779485e-08
2013,1.2104803204238124e-07,2.2034088331679413e-08
2014,1.2386345815684763e-07,1.7323561252169384e-08
2015,1.1459695059556907e-07,2.017083566840938e-08
2016,1.1703071578494928e-07,2.1127668503595487e-08
2017,1.2578057351220195e-07,1.33327402451755e-08
2018,1.0222608182175463e-07,1.8328414341794996e-08
2019,9.489674113183355e-08,2.1173198305746155e-08
