year,doit_VERB éveiller_VERB,doit_VERB réveiller_VERB
1849,6.284561493430374e-08,2.1786478399121734e-08
1850,6.313766220955586e-08,2.647708541303473e-08
1851,4.9660677348128957e-08,2.7087642351375507e-08
1852,5.5339636872986375e-08,3.971432604998881e-08
1853,4.717826129763125e-08,3.0456853039595444e-08
1854,5.403490987987425e-08,6.546537179019651e-08
1855,5.253867740862006e-08,2.2819829581521844e-08
1856,4.40061072026765e-08,5.5913645269356493e-08
1857,6.394776619345066e-08,2.4407546206361985e-08
1858,6.263905305559092e-08,1.761723389392955e-08
1859,5.448625373105642e-08,1.323965115318515e-08
1860,7.918528410755243e-08,2.9751696217772405e-08
1861,5.611996911625283e-08,2.7352589526685733e-08
1862,1.1114246234456004e-07,2.6204320491274302e-08
1863,8.940371287735616e-08,2.996772607843923e-08
1864,4.6029388300894425e-08,3.7398876884253696e-08
1865,7.483882313863433e-08,2.447559133145205e-08
1866,7.687668102107637e-08,4.2330832172865485e-08
1867,6.308654576514527e-08,1.7955402498159856e-08
1868,9.731552097491658e-08,1.6301584082611953e-08
1869,8.106641757876787e-08,1.660396442559886e-08
1870,9.23181886491875e-08,1.2614907340946502e-08
1871,8.603153389685758e-08,1.6993883633631413e-08
1872,6.652073381019363e-08,3.1446163006876304e-08
1873,8.440266441311906e-08,1.616221290134945e-08
1874,9.858104732529682e-08,3.2262889249068394e-08
1875,8.238998816523235e-08,1.5448122780981066e-08
1876,9.55270351710169e-08,2.8416270225761764e-08
1877,4.824156363270049e-08,1.4843558382438005e-08
1878,4.9520526346213956e-08,1.509772218355465e-08
1879,5.742765907257308e-08,2.1382637882538802e-08
1880,5.262634061864446e-08,1.8611753915820373e-08
1881,7.460582907015123e-08,1.743126887276958e-08
1882,8.0530156765235e-08,2.728707926280549e-08
1883,8.594300737740923e-08,1.3902545781263598e-08
1884,9.308392634466145e-08,1.5183903911974994e-08
1885,7.734762874633816e-08,4.511945039809007e-09
1886,5.679048342699389e-08,1.677900662855336e-08
1887,7.181817096579834e-08,1.6322312390570914e-08
1888,6.213802095089704e-08,9.510921827882157e-09
1889,5.200063668553412e-08,1.8168895721260014e-08
1890,4.4569826940232815e-08,9.831579994568074e-09
1891,7.521579448166449e-08,1.6572972327821844e-08
1892,5.8924015888806025e-08,1.0656471260972467e-08
1893,6.404753349897874e-08,1.4164357686752282e-08
1894,7.813908808884662e-08,1.7014155417882648e-08
1895,6.439917399347905e-08,2.2870734639468537e-08
1896,8.845543675306544e-08,9.435246361988447e-09
1897,6.467652013952829e-08,9.905413378419325e-09
1898,6.337357660868292e-08,9.619203211741478e-09
1899,8.733573508834525e-08,1.879376654301268e-08
1900,6.333085167398167e-08,2.1283318218934255e-08
1901,8.10367168924131e-08,2.1237207548097103e-08
1902,6.874397229239548e-08,9.820567470342212e-09
1903,8.748357060994749e-08,1.5660639007819555e-08
1904,6.288311737989716e-08,8.061937784020756e-09
1905,1.0889201718100594e-07,2.2191263937543226e-08
1906,5.7100447037328195e-08,2.0576738535282857e-08
1907,7.714265137792609e-08,1.2342823652033985e-08
1908,7.268855739539504e-08,1.7189861978295085e-08
1909,7.811396329771014e-08,9.901770070541716e-09
1910,8.604082779584132e-08,1.4429207162436342e-08
1911,7.18250490194805e-08,1.5429085564733214e-08
1912,8.647639049286227e-08,1.1981668990301841e-08
1913,7.371155419377828e-08,2.0681659052002033e-08
1914,8.370929549528228e-08,1.4732836284281348e-08
1915,8.128725426104211e-08,4.712304768617059e-09
1916,4.724608615447323e-08,3.2962386153911893e-09
1917,6.470190072604964e-08,1.7546279096336548e-08
1918,9.074237539152818e-08,4.594550517822427e-09
1919,7.458357487166722e-08,1.6574126959767455e-08
1920,9.843900983241838e-08,1.590168707821249e-08
1921,8.330022183145047e-08,1.2116395886607734e-08
1922,5.6072309462251724e-08,1.0329110011753073e-08
1923,7.006525493125082e-08,9.554353752605493e-09
1924,5.1566498626698376e-08,1.1602462102189293e-08
1925,9.678396395429445e-08,2.3096173862313663e-08
1926,5.684530535177146e-08,1.0031524944054127e-08
1927,8.807887752482202e-08,1.5608915049369898e-08
1928,5.484499610020066e-08,4.570416489713125e-09
1929,6.015819309368453e-08,1.0026365515614089e-08
1930,6.407198327451624e-08,6.302162347537887e-09
1931,4.44808918587114e-08,2.3951248095954725e-08
1932,8.110057336807586e-08,1.0959536389520963e-08
1933,6.423570653169008e-08,1.4911860191091364e-08
1934,4.672816089623666e-08,1.1981580172459871e-08
1935,7.4203363453762e-08,5.98414207075848e-09
1936,5.577368611398015e-08,1.6974599503782883e-08
1937,6.1696475484041e-08,2.2664012888640173e-08
1938,6.352954784460962e-08,2.3337385357535823e-08
1939,5.964679417047591e-08,7.647025235257843e-09
1940,6.339457314652464e-08,1.0143131667916805e-08
1941,7.969057236323351e-08,5.9030051957620344e-09
1942,6.068423630267716e-08,9.102635090130207e-09
1943,1.0161323160673419e-07,0.0
1944,4.177142187700156e-08,6.4263723231761105e-09
1945,5.446259976338297e-08,6.535512131478072e-09
1946,7.099762910911522e-08,1.2528993842408909e-08
1947,4.649139739854036e-08,1.4305045148432782e-08
1948,5.0010683594337024e-08,1.3046265401328583e-08
1949,4.908504180889395e-08,8.835307596655184e-09
1950,7.019338710279044e-08,9.571825110299415e-09
1951,5.543929049167673e-08,1.1727541604500402e-08
1952,4.5342655852209646e-08,1.0544804140977249e-08
1953,5.8178667217134716e-08,1.2928593307037772e-08
1954,4.29991580119804e-08,4.886268278880834e-09
1955,4.5050917663047585e-08,6.569925492527773e-09
1956,4.273359266449006e-08,1.2209598665435806e-08
1957,5.3893728590992396e-08,1.0602045463770082e-08
1958,4.4670112941957996e-08,1.0753916868111446e-08
1959,4.650448559573306e-08,1.007597205671118e-08
1960,3.391208380776334e-08,1.2457499920515147e-08
1961,4.029932298976746e-08,1.667558180429296e-08
1962,5.0735650347633054e-08,1.9660065575521912e-08
1963,4.78487933719407e-08,1.8104948651398445e-08
1964,4.867174752121173e-08,2.007709554163739e-08
1965,5.4720434405908236e-08,1.2038495533772675e-08
1966,4.3204781974282014e-08,1.9386762417639147e-08
1967,3.7963584276212714e-08,1.824224149515885e-08
1968,3.952445837285268e-08,1.527081394669949e-08
1969,5.4046918052108595e-08,1.4987801222332564e-08
1970,3.678979965116014e-08,1.7015283404475667e-08
1971,5.652237078379585e-08,2.0553589052951793e-08
1972,4.411926468605998e-08,2.61637485010624e-08
1973,4.465695013777804e-08,1.7090931336838366e-08
1974,4.219178606490459e-08,1.0688586016271984e-08
1975,3.369773438066659e-08,1.3707552426467373e-08
1976,3.7709277478370495e-08,1.085570122683066e-08
1977,3.408533544302372e-08,1.704266772151186e-08
1978,3.326731246033887e-08,1.841583241457556e-08
1979,3.3941446986318624e-08,1.1118749476679568e-08
1980,4.4912688679232815e-08,1.0233271119375331e-08
1981,4.1748627666038374e-08,9.488323904349727e-09
1982,4.034876610603533e-08,1.924325765401136e-08
1983,3.536576898000021e-08,1.0104505676622466e-08
1984,3.015484395518797e-08,9.278413592994639e-09
1985,2.6468455871508922e-08,7.218669662023558e-09
1986,4.495863947795442e-08,1.4386765556650971e-08
1987,3.972030881982391e-08,1.1610551631235921e-08
1988,2.938311283173789e-08,1.0194141530917022e-08
1989,3.84168536982088e-08,1.0427432250992297e-08
1990,4.794812724639996e-08,1.471135746555774e-08
1991,2.8135033858234237e-08,8.7921980806982e-09
1992,2.975369817193041e-08,1.5427843891302473e-08
1993,4.4313658520422905e-08,1.3848018731721368e-08
1994,3.956195016030506e-08,1.7407257857371405e-08
1995,3.3619194539369346e-08,1.3013881527967897e-08
1996,3.4697599460287165e-08,1.6014276127407356e-08
1997,3.308477047880842e-08,1.102825741838842e-08
1998,3.57609692969163e-08,1.859570453177639e-08
1999,3.519054914136177e-08,1.96518641359944e-08
2000,4.1971297548570874e-08,1.899753598877396e-08
2001,4.162151157061089e-08,1.840108865280854e-08
2002,4.205972459203622e-08,1.3143664823189738e-08
2003,3.000184634061043e-08,6.667076668520622e-09
2004,3.3916894182084434e-08,2.070251881036711e-08
2005,4.008337128880157e-08,2.477062288619436e-08
2006,3.088417344088157e-08,1.4824403926638752e-08
2007,3.355362920842708e-08,1.997239706952314e-08
2008,2.9802077250451475e-08,1.575252639440805e-08
2009,3.6715082529781284e-08,1.5258216023994464e-08
2010,2.9287516412068726e-08,1.747803501928047e-08
2011,4.053410407323099e-08,1.873746313663105e-08
2012,3.3702100665777834e-08,1.872338906139248e-08
2013,3.235384937738672e-08,1.561910067948702e-08
2014,2.4686075406066266e-08,1.7107016248019136e-08
2015,2.3939014326401775e-08,1.8397575018980206e-08
2016,3.87340577390205e-08,1.4292246497404903e-08
2017,2.389830733307008e-08,1.6099912514278003e-08
2018,2.116802733098666e-08,1.8070267060465994e-08
2019,2.1683396411731337e-08,1.9387506711154856e-08
