year,devait_VERB éveiller_VERB,devait_VERB réveiller_VERB
1956,2.441919733087161e-08,9.593255967388359e-09
1957,1.8553580005686854e-08,1.236905244894615e-08
1958,2.3989505493204888e-08,6.617794756635931e-09
1959,2.7902691712711203e-08,1.3951345856355601e-08
1960,2.2146666722733244e-08,9.689166802218097e-09
1961,3.126671543896009e-08,9.72742331128984e-09
1962,3.0441391629665304e-08,8.8787386332001e-09
1963,2.7804029301137234e-08,1.939815863494232e-09
1964,2.251068309533366e-08,6.083968440151466e-09
1965,2.2435377999840966e-08,5.47204326295514e-09
1966,2.76953731059848e-08,6.092982118843793e-09
1967,1.9228309611207806e-08,1.4791006641701188e-08
1968,2.0211372131484495e-08,4.042274071025531e-09
1969,2.634219598007803e-08,1.1354394757745467e-08
1970,1.977451802304131e-08,1.1496812390987543e-08
1971,2.003974941544584e-08,9.762954888969944e-09
1972,1.7955514408640738e-08,1.0260293947794707e-08
1973,1.4885650045926013e-08,8.821126051827832e-09
1974,1.012602890426706e-08,5.625571564138454e-09
1975,1.4849848462006321e-08,5.711480177694739e-09
1976,1.8283285996290033e-08,5.713526984862938e-09
1977,1.4104276857551667e-08,7.052138428775834e-09
1978,9.504946163474415e-09,1.1881182704343018e-09
1979,1.580032815695631e-08,4.681578680276743e-09
1980,1.762396628635088e-08,8.527726080842513e-09
1981,1.3283654176632353e-08,8.223214109648325e-09
1982,1.4277254933858785e-08,8.690503427999374e-09
1983,1.326216381158929e-08,9.47297440490047e-09
1984,1.681712546997005e-08,2.8995041922996734e-09
1985,9.02333674446254e-09,4.210890747202711e-09
1986,8.991728250862252e-09,8.392279760016663e-09
1987,6.110816741511371e-09,6.721898593298192e-09
1988,1.2592763276586538e-08,8.994830658082265e-09
1989,9.329808037250586e-09,6.036934507847036e-09
1990,9.262707045820662e-09,5.993515905799995e-09
1991,8.20605094986604e-09,9.37834432335194e-09
1992,9.366905473484621e-09,7.162927584403178e-09
1993,1.994114740000441e-08,1.1632335983335906e-08
1994,9.494868002946077e-09,4.747434001473039e-09
1995,1.0844901865425527e-08,7.0491861237087505e-09
1996,8.540947504798169e-09,8.007138063703678e-09
1997,6.233362714880286e-09,5.274384040632185e-09
1998,8.582632382569955e-09,7.152193948201102e-09
1999,9.140402212892695e-09,4.570201106446348e-09
2000,1.1486881668076876e-08,8.83606254831193e-09
2001,1.0514908055370142e-08,3.943090742808408e-09
2002,8.324320788233308e-09,1.4019908789464353e-08
2003,8.750538071922165e-09,9.167230530238157e-09
2004,6.166707589017051e-09,8.80958239690699e-09
2005,9.457874483587148e-09,2.251874686720612e-09
2006,9.882935358973555e-09,8.64756888319107e-09
2007,9.586750948642475e-09,6.391167151065247e-09
2008,6.811903485726134e-09,1.0643598891135753e-08
2009,9.059565542202108e-09,1.0966842545201416e-08
2010,8.502827775203059e-09,1.1337103700270745e-08
2011,1.0707121411712706e-08,9.942326961720482e-09
2012,1.6680838044180746e-08,1.2255309655984092e-08
2013,1.812931316180766e-08,1.561910067948702e-08
2014,1.8839372728507442e-08,1.537466154388767e-08
2015,2.127912424043643e-08,1.5959342292148904e-08
2016,1.9470595802317803e-08,2.0713400772365276e-08
2017,1.106868996458843e-08,1.5345229087415646e-08
2018,1.3681773936013997e-08,1.7812119779136992e-08
2019,1.8622211328533922e-08,1.4795729086358733e-08
