year,pourrait_VERB assurer_VERB,pourrait_VERB rassurer_VERB
1995,1.0194207789027132e-07,2.7112254663563817e-09
1996,1.2224231227264681e-07,2.135236876199542e-09
1997,1.1315950843027167e-07,5.753873377756236e-09
1998,9.58393968630844e-08,6.675381136744818e-09
1999,1.042005877138763e-07,8.683382013430219e-09
2000,1.1177619541058448e-07,8.83606254831193e-09
2001,1.296838689768265e-07,4.8193329327261836e-09
2002,1.0208245981857544e-07,9.63868718173444e-09
2003,9.708930548413264e-08,1.0417307017007715e-08
2004,9.426253200217616e-08,5.726228824443069e-09
2005,1.0223511281992614e-07,4.954124666056714e-09
2006,1.0130009542308471e-07,7.823991232669414e-09
2007,8.827799291566407e-08,8.38840730210677e-09
2008,8.812899920940254e-08,5.960415716543821e-09
2009,9.631748554284059e-08,8.582746957586096e-09
2010,7.699782855752346e-08,9.447585824773341e-09
2011,7.036108229385718e-08,6.883149605840799e-09
2012,6.740420133155567e-08,6.808505315092361e-09
2013,6.414987296921026e-08,6.414987652192394e-09
2014,6.842806499207654e-08,8.445236510112863e-09
2015,5.563604332792238e-08,5.984753581600444e-09
2016,6.8354218285549e-08,5.799752234025846e-09
2017,5.886530374255017e-08,8.301517695485927e-09
2018,5.756670873324765e-08,6.9699601645822895e-09
2019,5.1785050914077146e-08,7.90806176098613e-09
