year,eût_VERB emporté_VERB,eût_VERB remporté_VERB
2007,1.6377365241737607e-08,4.393927444112933e-09
2008,1.8732734474724566e-08,5.108927503272298e-09
2009,1.0490023072406984e-08,7.1522885392028e-09
2010,1.747803501928047e-08,6.140930874920514e-09
2011,1.606068167347985e-08,4.206369030868018e-09
2012,3.6425504390535934e-08,1.191488419038933e-08
2013,3.0122549787847674e-08,7.530637446961919e-09
2014,4.027728195410418e-08,1.147685946278898e-08
2015,4.543979414961541e-08,1.0417904761084174e-08
2016,5.779038758646493e-08,1.4706514228635115e-08
2017,2.3395186232733067e-08,2.7671724911471074e-09
2018,3.743126697486332e-08,1.1100306451794495e-08
2019,3.877501342230971e-08,1.198964216797549e-08
